timepoints (min);31: frq9-.1;32: frq9-.2;33: frq9-.3;34: frq10-.1;35: frq10-.2;36: frq10-.3;37: wc-1+.1;38: wc-1+.2;39: wc-1+.3;40: wc-1-.1;41: wc-1-.2;42: wc-1-.3;43: wc-2-.1;44: wc-2-.2;45: wc-2-.3
2820;-5.01;-83.299;-11.846;-8.95;-126.39;-40.73;-42.651;20.377;5.331;5.392;27.768;52.48;10.279;-4.563;11.084
2830;-6.354;-78.374;-15.385;-13.268;-134.395;-49.121;-41.142;18.959;1.956;2.302;26.138;54.702;9.807;-3.004;11.439
2840;-8.058;-75.666;-15.425;-17.681;-142.399;-57.183;-39.633;17.669;-0.865;2.045;25.157;56.69;9.15;-4.698;10.898
2850;-8.641;-74.505;-15.465;-21.611;-145.99;-59.957;-37.859;16.31;-3.686;0.509;24.488;59.357;8.439;-6.488;10.382
2860;-9.452;-72.615;-14.753;-26.054;-149.582;-60.586;-36.086;15.465;-5.254;-4.174;22.985;61.457;8.366;-7.059;9.033
2870;-9.463;-72.017;-14.041;-30.19;-153.174;-62.229;-35.039;14.512;-6.363;-12.008;20.73;63.274;8.946;-7.891;7.743
2880;-9.661;-71.197;-13.652;-35.737;-154.323;-63.603;-34.232;13.835;-8.137;-19.579;17.465;66.117;9.534;-5.993;6.575
2890;-9.748;-69.393;-13.263;-40.6;-155.458;-65.899;-32.19;13.13;-9.869;-24.505;13.65;68.84;10.349;-6.182;5.139
2900;-12.154;-67.465;-13.326;-42.815;-156.903;-65.248;-29.145;12.286;-11.488;-27.388;11.858;71.421;10.785;-7.382;4.534
2910;-14.265;-62.178;-13.388;-45.368;-156.841;-68.103;-26.139;11.046;-13.015;-29.905;10.808;72.356;10.834;-13.303;4.411
2920;-18.855;-56.836;-14.411;-46.632;-156.779;-74.805;-22.686;9.6;-14.559;-31.81;10.022;71.167;10.714;-22.2;4.092
2930;-22.68;-49.623;-15.435;-48.233;-155.332;-83.428;-19.232;8.063;-15.971;-34.048;9.68;67.309;10.894;-30.659;2.941
2940;-25.705;-42.328;-17.315;-50.298;-152.679;-92.662;-16.299;6.679;-16.763;-37.628;9.465;63.206;10.549;-38.091;0.119
2950;-27.957;-37.156;-19.195;-52.743;-150.025;-99.444;-13.367;5.621;-17.532;-41.45;9.022;59.346;8.968;-40.639;-2.232
2960;-27.21;-31.811;-22.735;-56.914;-145.669;-103.345;-11.818;5.657;-18.337;-44.607;6.949;52.433;7.132;-41.375;-3.039
2970;-26.462;-29.091;-26.276;-63.31;-138.796;-104.163;-10.759;5.971;-19.047;-47.633;5.146;44.226;5.018;-42.783;-2.308
2980;-26.363;-26.171;-28.672;-69.375;-131.923;-101.072;-10.179;6.179;-19.441;-50.487;4.228;33.657;3.321;-44.403;-1.199
2990;-27.103;-24.766;-31.068;-74.985;-125.372;-100.233;-9.193;6.088;-19.833;-54.101;3.96;25.49;2.716;-46.033;-0.218
3000;-27.782;-23.415;-34.185;-80.57;-119.523;-99.999;-8.207;6.148;-20.301;-58.287;2.757;21.657;2.386;-47.931;-1.701
3010;-31.661;-21.662;-37.302;-86.559;-113.673;-99.748;-6.423;6.706;-20.815;-63.316;-0.243;17.812;1.505;-48.801;-6.201
3020;-35.229;-19.426;-41.015;-91.757;-111.644;-98.913;-4.64;6.626;-21.411;-69.268;-4.622;16.932;0.021;-47.754;-9.407
3030;-39.877;-17.639;-44.728;-92.841;-109.56;-97.297;-2.814;6.684;-22.103;-74.65;-9.592;14.71;-1.629;-45.626;-8.662
3040;-44.222;-15.382;-47.401;-90.023;-107.228;-96.083;-1.603;6.486;-22.996;-80.954;-14.637;11.528;-3.354;-41.781;-5.306
3050;-44.367;-12.331;-48.594;-87.295;-106.806;-100.341;-0.992;6.807;-23.866;-87.317;-18.226;9.28;-3.646;-37.808;-2.337
3060;-43.917;-8.77;-48.6;-87.444;-105.742;-103.443;-0.116;7.199;-24.996;-94.228;-21.565;6.466;-2.852;-33.177;0.073
3070;-43.702;-4.753;-44.846;-90.337;-104.003;-104.043;0.953;7.766;-26.243;-100.618;-23.737;6.269;-2.052;-29.269;-0.251
3080;-42.978;-0.668;-40.67;-91.433;-99.779;-99.983;2.494;7.412;-27.761;-105.164;-25.847;2.806;-2.09;-28.041;-1.04
3090;-42.309;3.88;-39.492;-93.114;-95.556;-96.172;3.648;6.481;-29.792;-112.953;-28.779;-2.281;-2.737;-25.126;-1.177
3100;-42.615;8.421;-38.059;-92.73;-91.487;-98.401;4.444;6.6;-31.141;-118.466;-30.857;-8.548;-3.068;-22.306;-1.117
3110;-42.914;10.212;-37.564;-91.954;-82.737;-99.241;4.444;5.899;-32.927;-121.299;-31.841;-14.004;-3.597;-21.006;-1.272
3120;-41.614;12.025;-36.848;-91.248;-73.793;-99.167;4.392;5.114;-34.978;-121.756;-32.308;-17.49;-4.154;-20.674;-2.034
3130;-40.465;14.808;-33.823;-89.468;-65.69;-99.447;3.203;4.247;-36.749;-123.103;-32.596;-20.639;-5.079;-22.72;-1.926
3140;-39.316;16.872;-30.799;-86.269;-54.819;-99.262;2.221;3.854;-38.644;-125.143;-33.081;-23.502;-6.244;-22.272;-0.977
3150;-35.766;20.33;-26.092;-83.393;-43.37;-98.477;0.039;3.101;-40.447;-126.628;-34.233;-26.272;-7.172;-19.52;1.181
3160;-32.25;22.708;-21.386;-79.68;-32.927;-94.2;-2.074;2.079;-42.171;-126.941;-36.317;-28.421;-7.546;-14.977;3.212
3170;-27.534;24.975;-15.48;-76.683;-22.588;-89.032;-4.381;0.879;-44.2;-127.766;-39.061;-31.15;-6.928;-9.863;4.481
3180;-23.204;25.803;-9.574;-73.177;-12.248;-81.487;-6.887;-0.32;-46.243;-128.055;-41.594;-32.992;-6.276;-5.439;3.84
3190;-18.154;25.977;-5.127;-70.022;-3.781;-73.277;-9.07;-1.567;-48.764;-127.28;-44.214;-34.684;-6.17;-2.8;3.674
3200;-13.008;26.51;-0.68;-65.752;4.542;-65.601;-11.499;-3.538;-51.806;-125.041;-46.348;-35.806;-6.21;-2.141;3.454
3210;-9.73;26.763;2.666;-60.96;13.12;-62.131;-13.888;-6.128;-54.854;-122.379;-47.048;-37.298;-6.077;-1.887;3.506
3220;-6.513;28.335;6.095;-56.301;21.543;-59.011;-16.363;-8.781;-57.313;-120.895;-48.028;-37.724;-5.015;-2.228;3.073
3230;-2.8;27.443;8.574;-53.079;30.491;-59.473;-19.03;-11.247;-59.686;-120.988;-49.617;-37.941;-3.833;-3.37;0.388
3240;0.513;27.934;10.611;-50.368;39.57;-64.908;-21.396;-13.913;-62.305;-118.564;-51.11;-39.241;-2.594;-5.179;0.621
3250;4.012;27.686;12.343;-47.156;53.577;-69.444;-23.644;-17.021;-64.869;-118.068;-51.884;-38.458;-1.425;-6.524;1.139
3260;7.312;28.003;14.021;-44.323;67.583;-71.495;-25.764;-21.403;-67.23;-118.572;-51.817;-37.657;-0.556;-6.479;2.959
3270;10.604;29.599;15.017;-41.914;83.928;-72.626;-27.273;-25.084;-69.393;-118.48;-51.305;-35.607;0.309;-5.206;3.109
3280;14.977;31.123;16.295;-40.703;101.352;-71.828;-28.728;-28.924;-71.319;-117.306;-51.041;-33.182;1.055;-5.462;1.914
3290;19.632;34.052;18.116;-41.578;118.81;-73.059;-29.192;-32.679;-73.03;-116.188;-50.774;-31.588;2.394;-6.058;0.466
3300;20.55;34.668;19.937;-42.349;136.548;-71.491;-29.517;-37.228;-74.401;-115.834;-50.673;-30.589;2.767;-6.379;-0.324
3310;21.469;37.088;20.805;-41.164;152.941;-69.745;-29.571;-41.646;-75.652;-114.174;-51.145;-31.335;0.687;-9.004;-0.313
3320;22.712;39.166;21.674;-37.112;168.975;-70.451;-29.625;-45.648;-76.752;-111.679;-51.519;-33.567;-1.6;-11.324;1.783
3330;23.648;41.634;23.451;-32.411;179.978;-75.433;-31.163;-48.771;-77.825;-111.6;-50.486;-33.926;-3.502;-11.684;5.407
3340;24.378;45.183;24.708;-27.11;191.532;-80.885;-32.684;-51.818;-78.783;-113.382;-48.063;-32.64;-4.079;-12.477;9.474
3350;24.23;48.371;26.796;-23.673;203.087;-84.703;-34.75;-55.687;-80.236;-117.888;-46.157;-30.152;-4.188;-14.348;12.199
3360;23.821;52.959;28.844;-20.466;210.317;-87.797;-36.302;-58.988;-81.53;-120.823;-44.726;-27.226;-4.462;-14.279;13.552
3370;23.371;56.931;30.955;-17.094;217.727;-88.059;-37.854;-62.599;-82.814;-122.519;-43.635;-26.997;-5.891;-14.164;13.64
3380;22.908;59.663;30.705;-14.633;225.054;-86.763;-38.604;-67.137;-84.531;-122.742;-43.041;-27.526;-5.954;-13.341;12.138
3390;22.755;62.887;30.455;-13.425;231.691;-83.023;-39.41;-72.632;-86.297;-124.241;-43.33;-29.086;-5.866;-14.207;9.996
3400;24.516;64.75;26.219;-12.12;238.625;-78.764;-39.192;-77.721;-87.585;-127.39;-44.756;-30.503;-5.116;-15.746;6.459
3410;26.463;67.952;21.983;-11.451;245.6;-72.63;-37.695;-82.291;-88.095;-129.724;-46.535;-31.957;-4.625;-17.294;3.412
3420;31.102;70.836;17.826;-8.859;253.153;-64.879;-37.163;-86.301;-88.659;-130.371;-45.807;-32.954;-4.047;-19.218;1.688
3430;36.161;74.357;13.669;-5.554;260.706;-58.239;-36.603;-89.719;-89.161;-130.52;-43.923;-34.851;-3.441;-19.874;1.708
3440;41.492;78.174;13.393;-2.291;268.324;-53.306;-36.615;-93.051;-89.832;-130.483;-43.423;-37.029;-1.829;-20.367;0.599
3450;47.189;82.179;13.117;0.45;274.259;-49.814;-36.429;-95.589;-89.93;-130.24;-42.803;-39.571;0.324;-19.859;-0.48
3460;52.806;86.177;15.781;3.414;280.47;-46.121;-36.243;-97.979;-90.273;-130.423;-40.942;-40.818;1.418;-18.926;-1.789
3470;58.119;90.008;18.292;6.219;284.87;-42.515;-35.244;-99.754;-91.207;-128.474;-37.793;-40.161;2.25;-15.461;-1.997
3480;63.432;96.367;21.618;13.385;287.403;-38.898;-34.246;-102.174;-92.548;-124.181;-34.415;-37.338;1.134;-8.535;0.114
3490;68.337;102.99;24.206;22.063;289.887;-35.273;-32.383;-104.508;-93.578;-121.061;-33.783;-33.272;-1.679;-2.422;-1.2
3500;73.041;110.539;30.412;27.654;289.937;-31.728;-30.65;-106.885;-94.291;-116.581;-35.033;-30.891;-4.505;-0.149;-3.971
3510;79.306;118.032;36.461;33.148;289.931;-31.451;-29.262;-108.098;-94.935;-111.077;-35.055;-30.208;-5.957;1.72;-7.108
3520;85.323;124.404;44.023;36.272;289.925;-27.854;-29.074;-109.31;-95.051;-105.222;-33.899;-32.567;-7.481;0.623;-8.986
3530;90.659;129.95;51.738;39.474;287.512;-26.623;-28.887;-109.797;-94.56;-100.338;-32.629;-35.425;-9.029;0.406;-9.73
3540;95.885;134.057;58.225;42.316;284.739;-18.154;-28.508;-109.377;-93.759;-98.237;-31.426;-38.319;-10.521;0.91;-9.473
3550;99.832;137.524;64.712;46.306;281.512;-11.434;-28.163;-108.503;-93.332;-97.399;-30.166;-39.785;-10.877;0.983;-8.109
3560;104.178;138.952;71.019;50.437;277.316;-2.717;-26.556;-107.621;-92.906;-96.948;-28.715;-37.64;-8.84;1.861;-8.088
3570;108.483;140.094;77.327;54.163;273.368;6.695;-24.61;-107.677;-92.459;-95.763;-27.189;-34.03;-6.844;3.697;-9.366
3580;113.188;140.996;81.332;57.888;272.098;18.215;-22.301;-107.705;-91.063;-93.172;-26.33;-30.763;-4.363;5.018;-11.752
3590;117.789;141.905;85.338;60.484;269.934;28.582;-20.443;-107.666;-88.455;-88.588;-25.846;-29.327;-3.452;8.099;-16.022
3600;122.71;143.727;86.789;61.506;267.77;38.509;-18.502;-106.861;-85.229;-81.436;-25.548;-31.058;-4.221;12.072;-19.61
3610;127.728;144.945;88.24;63.323;265.145;46.385;-16.61;-105.615;-82.065;-74.712;-25.112;-33.502;-4.92;12.428;-22.297
3620;131.058;145.836;89.01;65.349;264.255;56.543;-14.759;-104.328;-78.714;-68.392;-24.755;-36.392;-5.153;12.157;-23.886
3630;134.339;146.92;89.121;68.874;263.407;65.966;-12.723;-103.68;-74.993;-64.39;-23.848;-38.6;-6.375;11.481;-24.895
3640;135.225;144.779;88.993;72.556;259.903;71.127;-10.367;-103.807;-69.931;-60.138;-20.782;-38.457;-7.807;11.788;-25.899
3650;134.31;143.004;90.699;76.354;256.662;76.154;-8.604;-103.775;-65.132;-55.788;-17.832;-37.385;-9.6;13.079;-26.337
3660;131.946;136.097;91.766;79.32;249.852;77.727;-8.688;-102.218;-59.814;-52.283;-15.588;-35.115;-10.972;14.359;-27.746
3670;127.662;129.196;92.183;80.995;238.993;77.855;-9.948;-102.03;-53.775;-50.109;-15.783;-33.295;-13.039;15.425;-29.186
3680;123.281;120.83;90.161;81.647;225.321;74.913;-9.99;-102.076;-47.16;-49.168;-17.632;-30.928;-15.375;16.166;-30.33
3690;117.894;112.141;87.521;81.959;211.65;73.792;-7.793;-100.924;-39.382;-47.738;-17.908;-28.206;-18.128;16.145;-30.721
3700;112.004;103.502;83.401;81.961;200.283;74.979;-5.183;-99.679;-31.734;-46.69;-17.236;-25.628;-20.719;14.357;-31.134
3710;105.883;94.815;78.317;80.33;189.034;79.247;-3.39;-98.366;-22.506;-45.13;-17.261;-24.88;-22.262;13.286;-31.248
3720;99.623;86.408;71.932;77.658;176.694;84.349;-1.183;-96.472;-11.752;-44.486;-17.89;-26.124;-24.01;12.277;-31.726
3730;94.337;76.319;64.76;73.017;166.138;91.43;1.234;-93.423;0.421;-44.177;-18.563;-27.607;-23.564;10.548;-32.546
3740;89.903;66.033;57.332;67.148;152.978;106.561;1.372;-90.292;13.337;-43.404;-14.559;-27.177;-21.868;8.054;-32.812
3750;83.684;55.069;50.589;65.157;134.741;121.692;1.88;-85.799;26.335;-40.299;-8.992;-25.05;-20.03;6.963;-31.526
3760;77.327;44.051;43.79;65.331;116.674;139.183;1.788;-80.432;40.491;-35.006;-5.688;-23.366;-19.239;4.968;-29.161
3770;70.618;34.967;39.204;68.463;100.508;153.723;3.939;-74.619;55.501;-28.934;-3.59;-18.949;-19.479;4.469;-26.948
3780;65.49;26.771;34.763;72.692;85.181;166.764;7.279;-69.69;69.8;-22.891;-0.77;-13.771;-18.977;3.501;-26.356
3790;60.21;20.945;29.592;76.852;71.949;173.96;9.927;-65.28;83.556;-16.436;1.875;-8.727;-17.24;1.156;-27.686
3800;57.05;15.833;24.421;79.21;58.756;180.029;11.815;-59.455;97.803;-7.621;3.314;-6.531;-15.022;-1.339;-29.88
3810;54.498;12.401;16.385;80.374;45.596;183.583;12.556;-52.593;112.407;1.863;4.188;-4.927;-15.24;-3.612;-30.746
3820;51.946;9.352;7.869;81.526;32.85;185.582;13.261;-44.357;127.415;10.495;5.08;-2.139;-16.594;-4.77;-31.418
3830;45.601;5.902;-0.052;82.204;17.201;185.952;15.037;-33.92;141.855;17.241;6.774;1.177;-17.168;-5.501;-32.695
3840;39.277;0.396;-5.414;84.301;1.404;187.657;16.665;-23.425;155.421;21.561;9.161;5.299;-16.47;-7.566;-32.93
3850;29.814;-5.11;-9.466;86.098;-14.435;189.684;17.612;-10.837;168.305;22.432;11.269;9.331;-15.432;-10.705;-31.44
3860;20.35;-11.297;-13.199;89.186;-30.273;191.912;18.814;3.097;180.524;22.974;12.592;10.872;-13.67;-14.314;-28.592
3870;12.487;-15.803;-16.553;91.586;-48.902;190.2;20.284;16.848;191.563;24.087;14.717;13.512;-11.876;-17.443;-25.632
3880;5.804;-20.748;-21.541;90.989;-68.546;190.819;21.778;32.092;201.283;25.597;18.466;16.41;-11.454;-18.284;-22.516
3890;1.241;-22.876;-28.309;90.445;-86.992;194.622;22.495;50.994;208.819;26.606;22.462;19.052;-12.233;-17.458;-19.872
3900;-3.294;-24.411;-34.85;89.55;-105.486;198.425;22.412;72.354;215.433;28.135;26.846;20.543;-13.701;-17.116;-17.012
3910;-6.697;-22.607;-40.83;89.89;-118.967;202.426;22.93;91.866;220.91;27.906;30.993;20.695;-14.539;-18.928;-13.553
3920;-11.779;-21.287;-46.611;88.065;-126.703;207.006;24.567;110.772;224.84;26.833;34.233;21.214;-13.726;-22.836;-11.85
3930;-15.113;-21.444;-49.712;82.807;-130.168;213.561;26.109;129.663;228.015;27.366;37.491;22.364;-11.847;-26.353;-10.262
3940;-18.447;-21.788;-52.702;77.621;-133.93;219.752;26.197;147.341;230.103;28.806;39.8;24.778;-10.199;-28.735;-7.886
3950;-18.57;-24.556;-54.412;70.828;-139.051;225.735;26.277;163.386;232.233;29.312;41.601;27.832;-9.003;-29.527;-4.556
3960;-18.89;-27.565;-56.378;66.514;-143.848;228.097;26.879;178.884;232.981;28.177;41.588;32.83;-7.748;-30.418;-1.217
3970;-17.912;-33.022;-57.692;62.281;-147.603;228.964;26.581;194.557;232.764;26.463;41.099;38.614;-6.201;-32.058;1.89
3980;-17.658;-36.989;-57.654;56.644;-150.946;224.937;26.317;212.309;232.535;25.763;41.48;41.274;-5.869;-33.8;5.21
3990;-19.204;-41.316;-57.519;51.007;-151.237;216.164;27.615;230.844;231.72;24.972;41.237;39.91;-5.979;-33.423;8.428
4000;-19.15;-44.654;-58.559;44.37;-149.93;207.495;29.137;246.265;229.84;24.112;41.332;36.534;-6.463;-30.996;11.472
4010;-18.337;-45.592;-59.674;36.726;-148.881;194.301;30.138;258.752;226.794;21.243;40.561;35.721;-6.966;-27.92;13.63
4020;-17.399;-48.468;-63.342;27.77;-148.85;177.348;29.794;270.724;221.532;18.658;38.897;34.535;-5.719;-25.084;15.079
4030;-17.268;-51.343;-67.148;17.983;-148.818;162.361;28.372;281.885;215.35;19.072;36.125;32.793;-4.486;-23.432;15.669
4040;-16.705;-56.419;-72.189;8.444;-149.532;149.185;28.059;290.946;208.625;22.41;33.528;30.924;-4.262;-22.81;16.243
4050;-18.822;-61.495;-77.23;-0.619;-150.618;136.008;28.404;297.259;202.101;25.698;30.887;30.135;-5.349;-21.713;16.684
4060;-20.989;-67.943;-81.913;-9.113;-151.727;121.832;28.742;301.004;195.03;28.047;30.055;28.15;-5.588;-19.469;16.487
4070;-23.437;-74.481;-85.236;-17.17;-153.125;107.349;28.225;301.821;188.868;29.519;29.968;23.966;-5.01;-18.781;17.891
4080;-23.585;-81.094;-88.69;-25.167;-151.484;97.792;26.588;300.12;182.959;30.033;29.265;18.905;-5.457;-19.578;19.701
4090;-23.501;-85.932;-90.423;-33.229;-149.182;87.332;25.537;298.924;176.404;31.723;27.265;14.015;-5.778;-19.236;22.259
4100;-19.575;-92.988;-92.406;-38.414;-146.687;76.818;25.452;294.364;168.032;33.846;24.91;10.222;-5.212;-16.411;24.625
4110;-15.981;-99.579;-93.788;-44.399;-144.614;63.957;25.37;287.51;160.2;34.513;23.708;9.15;-5.201;-13.788;27.029
4120;-10.474;-105.978;-95.377;-49.789;-141.741;50.101;25.444;280.942;152.96;34.983;22.04;8.92;-5.099;-12.617;29.559
4130;-6.142;-111.233;-95.875;-53.979;-138.095;34.131;25.403;273.586;145.141;37.884;18.534;8.64;-3.628;-14;31.49
4140;-1.927;-116.24;-94.859;-58.295;-132.032;16.844;26.697;262.717;136.687;43.142;13.931;8.116;-0.644;-15.27;32.534
4150;2.33;-119.807;-93.796;-61.41;-123.273;0.04;28.935;247.189;128.688;47.948;9.338;8.346;2.554;-14.566;30.862
4160;3.746;-123.091;-90.31;-64.793;-116.172;-14.392;30.959;230.646;120.552;52.772;6.25;8.16;4.628;-13.408;29.034
4170;6.952;-124.655;-87.177;-65.582;-112.661;-25.623;31.942;215.316;112.661;56.124;5.32;6.846;6.194;-11.246;28.934
4180;9.167;-124.08;-83.502;-63.015;-114.589;-34.923;31.956;199.559;103.901;57.807;5.239;4.596;6.887;-7.996;29.343
4190;12.99;-121.985;-80.228;-62.532;-114.844;-46.196;31.486;183.687;94.433;61.728;4.741;0.659;7.179;-3.404;28.884
4200;14.995;-117.948;-76.127;-60.902;-115.099;-57.469;30.688;167.916;84.145;67.371;3.939;-2.481;7.596;1.258;26.935
4210;17.919;-113.91;-72.074;-60.117;-114;-68.265;29.701;152.335;74.021;73.519;3.694;-5.879;7.972;4.338;24.68
4220;16.428;-109.992;-66.222;-56.71;-114.146;-75.924;29.139;135.288;63.106;78.146;4.15;-8.829;8.167;4.803;23.276
4230;14.937;-106.073;-57.429;-52.77;-114.757;-79.03;28.363;115.72;51.348;81.217;4.857;-10.052;8.644;3.505;22.299
4240;16.618;-102.639;-49.119;-47.928;-116.077;-82.942;27.108;95.881;39.029;86.43;2.67;-9.617;8.906;1.581;21.338
4250;18.961;-99.204;-44.479;-44.339;-115.677;-86.661;25.188;76.603;27.088;89.966;0.545;-8.135;9.679;-4.826;19.094
4260;21.465;-98.033;-40.308;-40.654;-116.269;-87.852;24.177;57.247;15.131;93.69;1.316;-8.652;10.586;-10.152;16.45
4270;24.265;-96.265;-37.062;-36.727;-118.901;-86.328;23.513;38.459;4.088;96.876;2.748;-9.479;9.335;-13.457;15.063
4280;25.505;-94.623;-33.996;-32.621;-122.072;-86.724;22.844;22.04;-5.476;99.084;3.885;-10.452;7.65;-16.386;15.332
4290;25.952;-92.49;-29.443;-28.938;-126.723;-89.32;21.148;6.989;-14.154;100.08;5.76;-11.574;6.662;-20.448;16.709
4300;27.679;-89.97;-24.89;-26.204;-131.126;-92.164;19.47;-6.886;-23.53;101.709;8.862;-14.188;6.502;-25.079;17.49
4310;29.394;-86.556;-19.621;-24.406;-133.461;-93.022;18.312;-19.052;-33.59;104.232;10.93;-15.098;6.743;-29.832;18.214
4320;30.833;-83.211;-15.112;-23.014;-135.397;-92.946;18.561;-28.634;-44.97;107.715;11.353;-12.007;7.964;-31.91;18.451
4330;31.272;-78.4;-10.665;-21.429;-137.617;-96.47;18.971;-38.321;-56.735;111.412;11.97;-6.393;9.77;-32.702;18.132
4340;30.094;-73.534;-9.018;-19.491;-140.597;-100.865;19.247;-49.143;-67.266;113.437;11.72;-0.745;11.263;-33.83;17.171
4350;27.676;-65.883;-6.833;-19.204;-143.858;-105.259;18.408;-60.448;-76.117;116.05;11.262;2.807;12.137;-38.458;15.194
4360;23.834;-57.494;-5.248;-22.428;-146.332;-106.622;18.818;-70.99;-84.97;120.401;11.615;6.106;11.771;-41.243;12.219
4370;18.299;-49.185;-3.312;-26.457;-149.135;-108.378;18.901;-81.855;-93.57;125.57;11.672;8.97;11.146;-39.913;8.389
4380;12.513;-41.594;-1.459;-30.491;-151.123;-110.72;18.734;-93.684;-100.233;128.857;11.486;10.556;9.792;-37.759;4.716
4390;8.029;-34.524;0.67;-33.952;-154.938;-112.301;17.497;-104.65;-105.057;128.699;11.84;11.64;7.999;-36.23;2.326
4400;3.386;-29.426;2.979;-37.632;-160.276;-113.654;16.183;-113.31;-109.923;127.36;13.901;12.828;6.477;-35.334;2.746
4410;1.636;-24.328;4.636;-41.928;-165.091;-116.004;15.505;-119.988;-115.538;126.029;16.309;14.037;5.577;-33.206;3.334
4420;-0.354;-21.939;6.196;-46.172;-168.466;-119.939;16.03;-126.753;-120.851;126.385;17.07;15.298;4.545;-32.574;2.948
4430;-2.061;-19.55;8.065;-50.401;-169.164;-124.199;16.939;-133.734;-125.21;127.003;16.25;17.022;3.811;-33.854;1.545
4440;-5.299;-19.181;9.637;-52.47;-171.487;-127.419;17.854;-139.822;-128.097;123.928;15.549;19.608;3.323;-38.131;-0.026
4450;-6.234;-18.989;10.241;-53.879;-171.709;-130.716;19.248;-143.309;-129.937;120.537;16.368;22.381;2.782;-41.44;-1.726
4460;-9.865;-18.12;10.597;-56.141;-173.211;-133.43;20.832;-146.148;-131.688;119.149;18.066;23.981;0.615;-41.714;-4.094
4470;-10.516;-16.317;9.193;-60.099;-171.594;-136.785;22.756;-148.88;-133.337;119.468;17.793;22.782;-1.248;-39.954;-7.532
4480;-12.785;-13.474;4.629;-63.292;-171.428;-143.349;24.687;-152.014;-134.596;119.288;15.459;21.877;-2.512;-37.72;-11.095
4490;-17.109;-10.858;0.396;-67.734;-169.408;-149.273;26.673;-156.074;-136.047;117.028;14.604;21.564;-4.193;-37.608;-13.859
4500;-20.873;-8.241;-3.477;-72.935;-167.389;-155.197;29.197;-158.397;-137.658;114.281;14.399;22.212;-6.603;-33.572;-15.259
4510;-23.381;-7.837;-6.992;-79.005;-162.756;-162.13;31.794;-159.127;-138.561;110.637;12.463;24.738;-8.132;-28.636;-15.851
4520;-25.888;-7.433;-10.506;-85.926;-156.465;-170.219;33.927;-159.8;-139.319;106.755;10.662;25.49;-7.297;-23.658;-16.65
4530;-27.397;-8.246;-13.959;-91.091;-150.065;-176.603;36.617;-162.441;-140.417;102.884;9.407;24.623;-6.451;-19.771;-18.992
4540;-27.628;-9.203;-15.572;-95.452;-144.258;-180.651;38.661;-165.992;-141.127;98.61;7.721;25.206;-7.04;-15.433;-21.341
4550;-30.243;-9.713;-17.441;-100.614;-138.457;-184.699;40.425;-169.439;-140.797;93.327;4.829;29.148;-8.188;-9.662;-22.49
4560;-32.803;-11.556;-15.836;-104.866;-133.298;-188.167;41.498;-172.239;-138.988;86.527;1.788;33.51;-9.463;-1.286;-23.703
4570;-35.363;-7.579;-13.011;-109.519;-128.411;-192.441;41.967;-173.728;-136.145;78.327;0.167;33.76;-11.108;6.361;-26.032
4580;-37.094;-5.102;-10.435;-112.6;-123.4;-195.407;42.239;-173.508;-132.983;71.196;-1.063;32.414;-12.637;11.281;-28.43
4590;-37.523;-2.604;-10.125;-114.561;-118.328;-196.37;42.153;-172.967;-130.234;66.343;-0.59;31.559;-14.066;14.514;-29.636
4600;-40.593;-2.476;-9.265;-117.77;-113.012;-196.822;41.81;-170.505;-126.287;61.326;-0.006;32.757;-14.872;18.556;-30.719
4610;-42.281;-2.41;-8.401;-117.531;-107.967;-198.119;40.099;-166.629;-123.494;56.287;-1.199;32.397;-14.081;21.666;-32.062
4620;-43.21;-4.247;-6.945;-115.815;-102.15;-198.651;37.967;-162.779;-121.188;50.851;-2.743;30.437;-13.033;21.214;-33.92
4630;-43.971;-6.084;-3.848;-113.095;-96.375;-196.777;35.954;-159.801;-119.446;45.542;-3.32;28.941;-11.579;22.372;-33.892
4640;-45.876;-9.472;-0.764;-110.953;-90.051;-194.509;35.301;-157.519;-118.651;41.399;-4.532;27.263;-9.462;26.188;-31.874
4650;-46.414;-12.279;2.265;-108.905;-86.459;-191.91;34.548;-154.928;-117.898;38.403;-6.502;25.56;-7.392;30.255;-29.614
4660;-46.914;-14.996;2.572;-106.857;-83.84;-188.519;33.756;-153.807;-115.323;35.412;-8.993;25.772;-6.241;32.895;-28.788
4670;-44.855;-15.348;2.777;-104.19;-80.222;-184.312;33.138;-152.174;-112.379;32.057;-10.555;27.16;-5.868;33.259;-31.014
4680;-40.106;-15.458;1.996;-100.647;-76.328;-178.833;32.509;-149.05;-109.619;31.374;-11.877;28.724;-5.229;36.948;-31.95
4690;-35.688;-15.432;1.657;-95.686;-70.779;-171.971;31.786;-145.51;-107.472;31.483;-13.542;28.477;-4.317;46.596;-32.105
4700;-36.403;-15.585;2.106;-88.862;-64.942;-165.109;30.879;-141.943;-105.834;30.131;-16.628;26.468;-3.291;58.383;-31.854
4710;-35.28;-17.27;2.542;-82.252;-58.538;-159.342;29.919;-139.154;-104.996;26.741;-20.247;25.375;-0.581;66.501;-31.083
4720;-36.142;-18.956;3.178;-74.338;-53.792;-154.491;28.088;-136.833;-103.868;21.687;-22.8;26.462;1.132;68.047;-29.899
4730;-35.6;-22.226;1.554;-67.734;-47.548;-150.106;26.185;-134.132;-103.666;16.229;-24.828;27.683;1.643;67.923;-28.797
