timepoints (min);16: frq7+.1;17: frq7+.2;18: frq7+.3;19: frq1-.2;20: frq1-.3;;21: frq7-.1;22: frq7-.2;23: frq7-.3;24: frq9+.1;25: frq9+.2;26: frq9+.3;27: frq10+.1;28: frq10+.2;29: frq10+.3
13880;-117.966;0;0;-48.112;101.771;;-59.182;-53.502;-27.51;109.967;135.481;217.051;-23.883;13.823;37.302
13890;-113.345;0;0;-56.215;93.514;;-57.378;-53.727;-28.443;103.094;127.672;216.433;-24.406;11.825;38.028
13900;-109.09;0;0;-61.414;85.141;;-55.574;-53.724;-29.375;96.379;120.05;215.659;-24.928;10.76;38.946
13910;-104.834;0;0;-66.844;76.483;;-54.255;-53.721;-29.721;89.545;113.069;216.821;-25.484;11.348;40.606
13920;-101.193;0;0;-72.274;67.061;;-53.095;-54.76;-29.972;82.993;106.851;216.037;-26.109;13.03;42.12
13930;-97.552;0;0;-75.763;57.625;;-52.233;-55.668;-30.272;77.128;100.461;212.451;-25.754;16.847;44.342
13940;-94.138;0;0;-79.371;48.702;;-51.454;-56.61;-30.571;71.291;94.846;210.095;-25.352;21.745;46.55
13950;-90.724;0;0;-83.014;39.71;;-51.034;-57.552;-30.07;67.061;87.364;205.559;-24.606;26.928;48.621
13960;-87.524;0;0;-85.23;29.639;;-49.593;-57.839;-29.377;63.868;80.445;203.404;-23.859;29.877;50.753
13970;-84.324;0;0;-87.447;21.137;;-48.152;-57.326;-28.683;60.812;72.506;200.339;-22.743;31.767;52.874
13980;-81.124;0;0;-88.796;12.154;;-46.87;-56.874;-27.913;57.175;65.012;195.037;-21.628;33.608;55.01
13990;-78.048;0;0;-90.025;3.807;;-46.189;-56.313;-26.663;53.538;57.429;188.148;-21.121;34.73;57.451
14000;-74.972;0;0;-91.212;-4.644;;-46.295;-55.512;-25.626;50.337;51.772;179.182;-20.615;35.219;59.941
14010;-72.276;0;0;-92.407;-13.615;;-46.939;-55.021;-24.168;47.128;45.382;170.972;-20.865;36.181;61.063
14020;-69.579;0;0;-93.539;-21.666;;-47.103;-54.53;-23.43;43.892;38.716;163.75;-21.114;36.106;62.386
14030;-67.4;0;0;-94.348;-29.917;;-46.952;-53.799;-23.217;40.801;31.549;158.875;-20.47;35.659;62.596
14040;-65.221;0;0;-94.966;-37.385;;-47.021;-53.026;-22.996;36.99;24.324;154.778;-19.826;37.43;62.895
14050;-63.131;0;0;-95.459;-44.852;;-47.294;-52.254;-22.775;33.324;17.919;151.041;-18.76;38.281;62.858
14060;-61.041;0;0;-97.302;-50.908;;-47.788;-52.257;-23.865;29.432;11.91;149.52;-17.694;38.415;62.717
14070;-58.931;0;0;-98.581;-57.004;;-49.239;-52.142;-24.554;25.532;6.135;147.039;-16.397;38.713;62.683
14080;-56.821;0;0;-100.019;-63.261;;-50.71;-52.383;-25.134;24.102;1.846;142.418;-15.101;35.51;62.579
14090;-54.51;0;0;-101.67;-67.512;;-50.364;-52.19;-25.713;22.368;-2.516;137.88;-13.186;32.778;61.328
14100;-52.2;0;0;-103.321;-71.749;;-50.258;-51.997;-26.484;22.803;-4.407;127.629;-11.756;30.046;60.567
14110;-49.91;0;0;-103.316;-75.348;;-50.31;-51.655;-27.048;23.217;-5.757;116.861;-9.726;27.89;58.553
14120;-47.621;0;0;-102.91;-78.863;;-48.832;-51.182;-27.612;20.95;-6.131;106.974;-7.036;26.414;56.039
14130;-45.476;0;0;-102.615;-82.139;;-47.305;-50.674;-28.135;19.015;-6.223;96.887;-3.948;25.891;52.997
14140;-43.331;0;0;-101.331;-84.374;;-46.186;-48.847;-28.018;19.101;-6.701;85.866;-1.019;25.993;48.95
14150;-41.097;0;0;-100.047;-87.208;;-45.068;-47.006;-28.276;19.186;-7.966;74.783;2.011;25.807;44.697
14160;-38.862;0;0;-98.338;-89.628;;-43.956;-45.302;-28.534;18.658;-9.899;60.968;5.161;23.982;40.095
14170;-36.628;0;0;-96.749;-92.047;;-42.844;-43.519;-28.832;18.226;-12.341;47.05;8.222;22.833;35.48
14180;-34.303;0;0;-95.291;-94.211;;-42.29;-41.563;-29.268;18.912;-14.568;35.426;11.123;19.688;32.001
14190;-31.979;0;0;-93.644;-95.723;;-41.823;-38.767;-29.76;17.021;-16.628;23.727;14.023;16.69;28.385
14200;-29.648;0;0;-92.313;-95.728;;-41.481;-35.44;-30.308;15.13;-16.979;12.868;16.742;12.888;24.846
14210;-27.317;0;0;-91.141;-94.633;;-41.863;-32.113;-31.255;10.785;-17.49;1.753;19.481;10.167;21.072
14220;-24.828;0;0;-88.97;-93.552;;-42.246;-29.866;-32.647;6.44;-17.186;-10.321;22.047;8.243;16.494
14230;-22.338;0;0;-86.543;-91.07;;-41.532;-27.523;-33.997;2.316;-19.037;-22.43;24.612;6.319;11.916
14240;-19.8;0;0;-84.472;-88.961;;-40.819;-25.179;-35.348;-1.732;-20.812;-33.419;27.516;6.069;6.414
14250;-17.262;0;0;-81.832;-87.892;;-39.767;-23.126;-36.575;-4.121;-22.099;-44.05;30.343;6.699;0.912
14260;-14.924;0;0;-79.35;-86.228;;-37.924;-21.079;-38.28;-6.71;-22.68;-56.24;33.25;7.749;-5.636
14270;-12.586;0;0;-77.567;-84.563;;-36.081;-19.032;-39.985;-9.459;-24.341;-68.003;36.204;9.793;-12.183
14280;-10.324;0;0;-75.783;-82.839;;-35.33;-15.782;-41.717;-11.981;-25.556;-83.526;38.491;11.538;-19.137
14290;-8.062;0;0;-74.542;-81.114;;-34.578;-12.663;-43.65;-14.326;-26.491;-99.462;40.778;11.451;-26.09
14300;-5.531;0;0;-72.581;-78.997;;-34.102;-9.586;-44.983;-16.732;-28.294;-116.559;43.212;11.2;-32.001
14310;-3;0;0;-70.199;-77.148;;-33.626;-6.069;-46.317;-20.331;-32.897;-133.648;45.647;11.818;-37.913
14320;0;0;0;-67.852;-75.119;;-33.537;-2.71;-48.32;-23.868;-38.008;-149.808;47.432;12.014;-42.859
14330;0;0;0;-65.506;-72.909;;-32.847;2.328;-50.323;-28.684;-43.36;-163.163;49.217;15.586;-47.806
14340;0;0;0;-62.389;-70.699;;-32.157;7.45;-49.815;-33.446;-48.674;-176.308;51.07;19.519;-52.441
14350;0;0;0;-61.003;-68.819;;-30.839;12.592;-49.308;-40.913;-54.549;-185.181;52.731;22.961;-57.339
14360;0;0;0;-59.617;-67.057;;-29.52;19.734;-48.372;-48.263;-60.557;-193.312;53.11;26.124;-61.788
14370;0;0;0;-58.851;-65.426;;-25.985;26.972;-43.29;-55.065;-67.326;-200.553;53.407;28.455;-66.036
14380;0;0;0;-57.477;-63.988;;-22.45;34.183;-38.207;-61.873;-74.099;-206.207;52.247;29.737;-70.098
14390;0;0;0;-56.643;-62.549;;-18.759;40.034;-33.124;-70.561;-80.633;-212.161;51.163;29.472;-74.057
14400;0;0;0;-55.663;-59.819;;-13.508;45.899;-27.818;-79.408;-86.959;-217.774;50.549;29.723;-77.76
14410;0;0;0;-54.684;-57.241;;-8.177;51.799;-20.972;-86.408;-93.084;-222.934;50.004;30.356;-81.463
14420;0;0;0;-53.461;-54.452;;-4.512;58.738;-14.127;-93.239;-98.633;-230.086;49.774;30.506;-84.604
14430;0;0;0;-53.377;-51.677;;-0.847;65.636;-7.281;-99.476;-103.982;-236.571;49.27;30.709;-88.297
14440;0;0;0;-53.458;-48.902;;3.959;73.992;-0.821;-103.156;-109.21;-242.157;48.222;30.683;-91.617
14450;0;0;0;-52.457;-47.848;;8.764;82.43;4.081;-106.657;-114.557;-246.465;46.67;30.057;-95.117
14460;0;0;0;-51.455;-46.794;;12.292;90.779;8.983;-107.575;-120.001;-249.658;44.528;28.426;-97.19
14470;0;0;0;-51.183;-46.281;;15.821;99.768;14.212;-108.611;-125.526;-251.346;42.243;26.796;-98.903
14480;0;0;0;-50.76;-46.778;;18.509;108.868;19.441;-108.029;-129.268;-251.866;39.963;24.908;-101.898
14490;0;0;0;-50.337;-47.364;;23.539;118.043;23.658;-107.474;-132.61;-252.208;37.978;21.779;-104.134
14500;0;0;0;-51.618;-46.334;;28.57;126.098;27.874;-107.8;-136.543;-250.971;36.09;17.287;-106.597
14510;0;0;0;-52.899;-45.303;;36.214;134.132;32.817;-108.298;-140.717;-248.688;34.268;12.389;-107.89
14520;0;0;0;-53.614;-43.443;;43.858;142.332;37.411;-110.236;-144.025;-245.255;32.556;6.992;-109.154
14530;0;0;0;-54.132;-41.338;;51.986;148.092;42.006;-112.036;-147.492;-240.139;30.468;1.894;-109.532
14540;0;0;0;-54.651;-40.526;;60.114;153.804;46.6;-113.156;-151.55;-235.857;28.455;-3.623;-110
14550;0;0;0;-55.545;-40.596;;67.79;159.447;50.617;-114.379;-154.528;-231.05;25.885;-9.452;-109.868
14560;0;0;0;-56.607;-40.666;;74.306;161.319;53.792;-114.683;-154.899;-228.128;23.316;-15.828;-109.735
14570;0;0;0;-57.563;-42.197;;80.822;163.08;56.967;-114.91;-153.99;-225.266;20.459;-21.96;-108.477
14580;0;0;0;-58.623;-43.749;;87.677;163.321;60.142;-114.723;-152.883;-222.484;17.603;-27.812;-107.219
14590;0;0;0;-59.684;-44.479;;94.532;163.404;61.034;-114.611;-151.255;-219.629;14.026;-34.101;-106.308
14600;0;0;0;-59.993;-45.217;;103.61;163.48;63.092;-113.321;-149.309;-215.989;10.45;-40.389;-105.396
14610;0;0;0;-59.137;-45.954;;112.687;161.796;65.15;-112.066;-147.283;-213.312;8.229;-45.617;-102.64
14620;0;0;0;-58.197;-47.204;;119.734;160.181;63.412;-109.134;-144.241;-210.96;6.008;-50.164;-99.884
14630;0;0;0;-57.847;-48.454;;127.501;158.586;61.674;-106.236;-141.08;-210.472;4.634;-53.677;-96.8
14640;0;0;0;-57.497;-49.781;;135.268;156.432;61.194;-102.932;-137.966;-210.601;3.261;-55.368;-93.716
14650;0;0;0;-57.284;-51.143;;141.11;154.298;60.714;-99.738;-134.731;-210.832;0.811;-58.026;-91.046
14660;0;0;0;-57.577;-52.713;;146.953;152.178;59.116;-96.599;-131.807;-211.44;-1.639;-60.563;-88.375
14670;0;0;0;-57.869;-54.364;;154.203;148.098;58.574;-93.589;-128.843;-209.939;-4.49;-64.952;-86.381
14680;0;0;0;-56.572;-56.015;;161.452;144.135;58.032;-90.779;-126.203;-208.476;-7.341;-69.097;-84.386
14690;0;0;0;-55.276;-57.818;;166.636;135.292;57.49;-86.983;-122.683;-208.426;-9.383;-72.818;-80.982
14700;0;0;0;-55.015;-59.709;;171.819;126.594;58.72;-83.139;-119.319;-208.204;-11.364;-76.291;-77.647
14710;0;0;0;-55.303;-61.477;;178.403;117.979;58.785;-79.655;-116.074;-205.759;-12.913;-80.444;-74.346
14720;0;0;0;-55.592;-62.967;;182.79;108.884;58.85;-76.033;-112.723;-203.548;-14.545;-84.956;-70.963
14730;0;0;0;-56.383;-64.457;;187.178;99.748;58.914;-74.011;-109.611;-201.497;-16.011;-89.348;-66.134
14740;0;0;0;-57.003;-66.079;;186.065;90.625;60.109;-71.803;-106.817;-199.204;-17.45;-92.411;-61.16
14750;0;0;0;-56.651;-68.339;;184.952;82.742;62.497;-69.034;-102.702;-198.152;-18.279;-94.248;-56.208
14760;0;0;0;-55.068;-70.662;;178.53;75.011;64.884;-66.232;-98.334;-196.623;-19.088;-94.91;-51.081
14770;0;0;0;-53.484;-73.726;;172.108;67.308;67.599;-63.069;-93.806;-195.335;-19.605;-94.935;-45.923
14780;0;0;0;-52.124;-76.789;;166.252;59.164;70.313;-60.52;-89.152;-194.309;-20.167;-95.314;-40.68
14790;0;0;0;-51.185;-78.193;;161.837;50.931;74.741;-56.811;-84.778;-190.723;-20.825;-95.771;-34.541
14800;0;0;0;-49.714;-79.597;;157.422;41.389;79.168;-53.378;-81.746;-187.695;-20.759;-94.498;-29.201
14810;0;0;0;-47.404;-81.308;;152.574;35.625;84.465;-47.026;-77.794;-180.948;-20.785;-92.127;-22.33
14820;0;0;0;-45.094;-81.288;;147.726;29.888;91.724;-40.447;-75.274;-174.717;-20.177;-88.428;-17.254
14830;0;0;0;-42.996;-81.352;;140.353;23.232;98.983;-33.577;-71.394;-167.367;-19.458;-85.126;-12.109
14840;0;0;0;-39.517;-81.928;;132.981;16.554;106.243;-26.686;-67.876;-160.279;-18.45;-83.623;-6.741
14850;0;0;0;-36.039;-82.505;;123.28;9.912;112.495;-22.155;-64.637;-154.07;-17.421;-82.749;-1.283
14860;0;0;0;-32.564;-82.691;;112.939;2.509;117.128;-17.52;-61.357;-147.441;-16.633;-83.314;4.458
14870;0;0;0;-29.09;-82.888;;102.599;-4.894;121.761;-12.928;-58.077;-141.532;-16.101;-81.994;10.095
14880;0;0;0;-25.552;-83.24;;90.996;-12.234;126.394;-9.552;-54.695;-135.086;-15.149;-81.406;16.12
14890;0;0;0;-20.4;-83.197;;79.393;-18.295;129.942;-6.334;-51.313;-124.719;-14.356;-81.898;21.876
14900;0;0;0;-15.248;-83.155;;68.517;-24.328;130.723;-2.592;-46.639;-114.2;-12.577;-80.692;27.894
14910;0;0;0;-9.143;-82.91;;57.641;-30.472;131.503;1.054;-41.964;-103.441;-10.797;-80.025;33.912
14920;0;0;0;-3.997;-82.368;;48.175;-35.066;131.228;5.559;-35.247;-92.779;-8.452;-77.477;40.203
14930;0;0;0;-0.004;-80.848;;38.709;-39.626;130.952;10.243;-28.53;-82.487;-6.108;-73.804;46.494
14940;0;0;0;4.244;-79.356;;30.043;-42.146;128.924;12.999;-23.021;-71.852;-4.288;-70.672;51.757
14950;0;0;0;8.492;-77.863;;20.681;-44.646;126.897;16.134;-17.512;-60.557;-2.469;-65.859;57.021
14960;0;0;0;13.317;-76.048;;11.32;-47.048;126.069;17.949;-13.214;-51.924;-1.59;-60.47;61.662
14970;0;0;0;19.491;-74.233;;2.959;-49.251;123.866;19.461;-8.916;-43.949;-0.712;-55.081;66.303
14980;0;0;0;25.665;-72.657;;-5.403;-51.447;121.663;20.932;-4.477;-37.017;0.37;-49.09;70.999
14990;0;0;0;30.91;-70.934;;-10.567;-53.401;119.461;22.646;-0.039;-28.79;1.451;-44.578;75.694
15000;0;0;0;36.156;-69.314;;-15.731;-55.356;116.003;25.279;3.072;-20.524;1.31;-40.582;80.132
15010;0;0;0;40.266;-66.567;;-18.777;-57.386;111.463;27.85;6.182;-9.93;1.17;-37.361;84.571
15020;0;0;0;43.636;-63.819;;-22.142;-59.375;106.924;32.781;10.073;-0.073;0.592;-33.592;88.567
15030;0;0;0;47.006;-59.866;;-25.508;-59.924;102.385;37.767;13.964;9.746;0.062;-28.943;92.632
15040;0;0;0;51.639;-55.949;;-30.531;-60.48;96.167;42.966;18.477;17.314;0.366;-23.868;94.931
15050;0;0;0;56.161;-51.084;;-35.554;-60.276;88.659;48.212;22.99;26.021;0.772;-20.501;97.258
15060;0;0;0;59.592;-46.092;;-39.332;-60.099;81.152;50.792;28.186;32.623;1.884;-16.908;96.794
15070;0;0;0;64.778;-41.101;;-43.11;-60.081;71.743;53.447;33.382;40.403;3.037;-15.043;96.303
15080;0;0;0;69.964;-35.43;;-45.71;-60.143;62.335;55.982;38.319;47.866;4.314;-12.658;94.796
15090;0;0;0;73.79;-30.034;;-48.59;-60.109;51.572;58.421;43.255;56.774;5.19;-8.39;94.145
15100;0;0;0;78.072;-24.218;;-51.47;-60.109;40.81;61.954;49.392;66.39;5.527;-4.123;94.952
15110;0;0;0;81.468;-18.743;;-53.495;-60.029;31.556;65.568;55.248;76.021;5.603;-1.291;93.924
15120;0;0;0;84.727;-13.269;;-55.52;-60.066;22.455;69.272;61.561;86.676;5.108;-0.579;93.033
15130;0;0;0;87.986;-7.221;;-56.909;-59.814;13.354;72.166;67.514;96.575;4.521;0.197;91.408
15140;0;0;0;89.57;-1.172;;-58.298;-60.041;4.254;74.914;74.672;103.303;3.412;2.448;90.283
15150;0;0;0;89.277;6.619;;-59.567;-60.552;-2.011;76.455;80.589;111.494;1.91;6.732;89.392
15160;0;0;0;88.985;14.32;;-60.836;-60.337;-7.932;77.72;86.698;119.739;0.243;11.796;88.597
15170;0;0;0;89.766;22.021;;-62.945;-60.956;-13.854;77.894;90.807;127.879;-1.84;15.226;87.974
15180;0;0;0;90.546;28.719;;-64.11;-61.251;-19.775;78.026;94.6;135.701;-3.95;16.786;87.295
15190;0;0;0;91.072;35.417;;-65.276;-60.146;-23.517;78.919;98.673;142.423;-5.663;19.568;85.247
15200;0;0;0;93.99;44.639;;-66.127;-59.041;-28.206;79.949;102.102;147.782;-7.246;20.491;82.985
15210;0;0;0;96.909;53.07;;-66.978;-57.495;-32.894;81.859;106.931;154.898;-8.052;22.894;79.753
15220;0;0;0;97.957;62.829;;-67.647;-55.789;-35.586;83.68;110.508;162.665;-8.721;25.359;76.439
15230;0;0;0;99.171;72.93;;-68.316;-54.172;-38.279;85.661;114.204;173.586;-9.989;27.303;72.829
15240;0;0;0;101.906;83.03;;-69.065;-52.549;-41.937;87.621;116.777;183.021;-11.257;28.585;69.219
15250;0;0;0;104.316;93.564;;-69.114;-50.966;-45.594;89.061;119.309;192.589;-11.567;30.272;64.559
15260;0;0;0;106.726;103.177;;-69.164;-49.748;-47.978;90.563;122.436;199.326;-11.877;30.579;59.898
15270;0;0;0;109.876;113.077;;-69.44;-48.309;-49.851;88.548;124.643;205.31;-11.752;29.965;56.874
15280;0;0;0;115.901;121.738;;-69.716;-47.31;-51.724;86.615;126.988;211.27;-11.626;28.611;53.851
15290;0;0;0;120.876;130.399;;-70.188;-46.215;-53.597;85.505;129.052;217.469;-12.6;26.663;50.127
15300;0;0;0;127.582;138.599;;-70.659;-45.48;-54.381;84.374;130.612;222.468;-13.574;26.652;46.403
15310;0;0;0;134.288;146.799;;-71.046;-44.628;-55.357;82.65;130.652;225.892;-14.956;26.663;43.073
15320;0;0;0;139.404;157.434;;-71.032;-43.823;-56.334;80.836;129.77;227.592;-16.338;28.075;39.743
15330;0;0;0;144.063;167.606;;-71.018;-42.139;-57.31;78.952;127.407;229.622;-17.817;29.2;37.286
15340;0;0;0;148.723;177.777;;-69.745;-40.269;-57.181;75.552;125.273;230.132;-19.295;30.326;34.828
15350;0;0;0;152.132;187.225;;-68.472;-38.626;-57.032;72.055;122.419;231.153;-20.665;31.372;31.368
15360;0;0;0;155.542;196.673;;-67.316;-37.983;-56.883;67.128;120.237;230.894;-22.041;33.779;27.888
15370;0;0;0;158.847;206.366;;-66.16;-37.265;-56.949;62.043;117.495;230.807;-22.735;34.291;24.772
15380;0;0;0;160.521;215.487;;-65.803;-36.677;-57.015;61.708;114.753;229.6;-23.408;34.641;21.629
15390;0;0;0;162.196;221.535;;-65.446;-35.85;-57.021;61.345;110.931;228.379;-23.157;36.79;17.378
15400;0;0;0;162.659;225.971;;-65.288;-34.884;-57.026;63.492;106.921;226.439;-23.01;36.782;13.265
15410;0;0;0;163.137;230.407;;-64.335;-34.981;-57.41;65.523;102.272;224.45;-23.015;35.808;8.179
15420;0;0;0;163.623;231.789;;-63.382;-35.36;-58.101;66.673;97.757;224.781;-23.084;36.357;2.825
15430;0;0;0;165.117;233.223;;-63.108;-35.677;-58.792;68.051;93.283;225.077;-24.014;37.634;-2.861
15440;0;0;0;166.611;233.623;;-62.833;-36.794;-59.483;68.869;87.916;226.454;-24.83;37.924;-7.972
15450;0;0;0;165.67;231.499;;-63.252;-37.808;-59.041;69.921;82.869;227.948;-25.829;40.974;-13.556
15460;0;0;0;163.337;229.375;;-63.672;-38.684;-58.644;70.174;77.988;225.841;-26.752;42.937;-18.692
15470;0;0;0;161.4;226.629;;-63.091;-39.16;-58.247;70.412;74.186;223.825;-26.084;44.899;-23.422
15480;0;0;0;156.619;223.883;;-61.331;-39.801;-57.85;69.611;70.801;217.928;-25.55;45.668;-27.999
15490;0;0;0;151.839;218.623;;-59.571;-40.532;-56.459;68.789;68.417;211.914;-24.193;46.796;-31.291
15500;0;0;0;147.163;212.924;;-59.258;-41.303;-55.546;66.84;65.844;205.261;-23.139;44.604;-33.247
15510;0;0;0;141.236;207.225;;-58.945;-41.626;-54.633;64.863;62.912;198.593;-22.403;43.861;-35.148
15520;0;0;0;135.309;198.165;;-59.599;-42.466;-54.12;64.814;59.843;191.926;-22.56;42.793;-37.314
15530;0;0;0;126.385;189.106;;-60.252;-42.789;-53.607;64.709;57.374;185.444;-22.786;42.342;-39.516
15540;0;0;0;117.461;179.081;;-60.527;-43.546;-53.091;61.628;55.444;179.6;-23.35;42.101;-39.41
15550;0;0;0;107.033;168.652;;-60.721;-43.583;-52.575;58.532;54.274;173.763;-23.873;39.661;-39.634
15560;0;0;0;94.837;158.945;;-60.916;-43.662;-52.066;56.708;53.19;168.243;-23.956;37.983;-38.287
15570;0;0;0;82.641;146.712;;-61.848;-43.872;-51.244;54.852;53.146;162.465;-24.039;34.782;-36.939
15580;0;0;0;71.212;134.479;;-62.781;-44.361;-50.422;53.011;53.05;156.207;-23.27;32.061;-36.619
15590;0;0;0;57.378;121.172;;-64.589;-45.065;-49.6;52.677;52.993;150.197;-22.502;29.532;-36.299
15600;0;0;0;44.255;108.286;;-66.397;-45.782;-48.611;52.343;52.67;141.93;-20.683;26.924;-37.022
15610;0;0;0;30.513;93.959;;-67.626;-45.179;-47.513;51.859;51.828;135.018;-18.863;23.635;-37.745
15620;0;0;0;16.771;79.332;;-68.855;-44.418;-46.415;51.279;50.302;129.01;-17.567;21.971;-39.269
15630;0;0;0;4.742;64.706;;-69.324;-43.863;-45.317;47.818;48.777;124.27;-16.27;19.263;-40.793
15640;0;0;0;-6.796;52.206;;-69.221;-42.949;-43.963;44.461;46.777;121.782;-15.549;14.357;-41.799
15650;0;0;0;-15.081;39.705;;-69.117;-42.172;-43.145;39.223;44.937;118.386;-14.828;10.134;-42.804
15660;0;0;0;-22.208;27.143;;-69.601;-41.596;-42.327;34.393;42.685;114.81;-13.695;6.607;-41.914
15670;0;0;0;-29.335;17.339;;-70.086;-40.812;-40.705;30.443;40.354;109.143;-12.563;4.775;-41.025
15680;0;0;0;-37.414;7.535;;-69.828;-40.126;-39.083;26.389;38.572;101.708;-10.433;2.463;-39.175
15690;0;0;0;-45.258;-0.938;;-69.57;-40.119;-37.343;23.015;37.71;93.967;-8.241;0.601;-37.491
15700;0;0;0;-53.102;-9.411;;-68.072;-39.912;-35.604;19.331;35.956;84.59;-6.063;-3.966;-36.19
15710;0;0;0;-59.512;-18.601;;-65.993;-39.698;-34.028;16.247;33.988;76.774;-3.844;-7.452;-34.614
15720;0;0;0;-65.921;-28.724;;-63.914;-38.804;-32.418;12.99;31.539;67.966;-3.484;-10.726;-35.523
15730;0;0;0;-69.425;-39.268;;-63.934;-37.676;-30.808;9.699;29.178;60.276;-3.097;-12.439;-36.342
15740;0;0;0;-72.212;-47.401;;-63.953;-36.417;-29.199;6.512;26.377;51.619;-3.163;-14.6;-38.505
15750;0;0;0;-75;-55.535;;-62.924;-33.357;-28.105;4.386;24.142;43.586;-3.16;-13.938;-40.702
15760;0;0;0;-76.612;-64.041;;-61.895;-30.229;-27.632;2.419;21.708;34.108;-2.439;-15.545;-43.252
15770;0;0;0;-78.477;-69.393;;-60.477;-26.363;-27.159;-1.069;19.803;24.532;-0.942;-17.172;-46.466
15780;0;0;0;-80.461;-74.086;;-57.899;-22.51;-26.686;-4.799;19.258;15.672;0.397;-17.857;-49.367
15790;0;0;0;-83.215;-77.654;;-55.321;-18.741;-26.243;-7.703;18.263;5.694;2.348;-18.964;-52.578
15800;0;0;0;-85.97;-81.222;;-52.793;-14.851;-25.866;-11.68;18.589;-4.476;3.634;-18.742;-54.735
15810;0;0;0;-87.28;-84.713;;-50.265;-10.968;-25.49;-15.774;18.532;-12.872;4.043;-19.297;-57.222
15820;0;0;0;-87.73;-88.211;;-47.13;-7.182;-25.661;-20.876;18.716;-22.117;3.92;-20.891;-59.243
15830;0;0;0;-88.069;-92.117;;-43.994;-2.836;-25.832;-25.971;18.593;-30.317;2.774;-22.6;-60.65
15840;0;0;0;-87.589;-94.978;;-41.087;1.531;-25.015;-31.481;19.43;-37.097;1.572;-24.309;-62.119
15850;0;0;0;-87.109;-97.839;;-37.659;5.884;-24.199;-36.833;20.354;-41.604;-0.419;-26.294;-63.243
15860;0;0;0;-85.617;-98.881;;-34.392;11.917;-23.801;-41.265;20.119;-43.644;-2.583;-27.439;-64.519
15870;0;0;0;-84.368;-99.924;;-29.57;17.95;-22.877;-45.572;20.648;-46.429;-4.462;-25.941;-65.397
15880;0;0;0;-83.12;-100.753;;-24.748;24.025;-21.953;-50.04;17.098;-49.52;-6.52;-23.543;-66.269
15890;0;0;0;-81.712;-100.979;;-19.359;31.019;-21.029;-54.37;14.008;-54.483;-8.993;-19.957;-66.793
15900;0;0;0;-80.303;-100.921;;-13.97;37.931;-19.706;-58.299;9.319;-60.364;-11.466;-16.295;-67.317
15910;0;0;0;-79.826;-100.948;;-8.726;44.003;-18.403;-62.463;5.599;-66.058;-14.356;-12.986;-67.75
15920;0;0;0;-79.579;-100.974;;-3.481;50.088;-17.099;-65.668;1.119;-70.537;-17.246;-11.476;-68.183
15930;0;0;0;-79.332;-101.23;;0.563;56.063;-15.796;-69.134;-3.49;-73.583;-19.796;-11.356;-69.466
15940;0;0;0;-79.472;-101.839;;5.812;61.519;-14.92;-72.72;-9.258;-76.368;-22.346;-11.817;-70.749
15950;0;0;0;-79.862;-102.343;;11.062;66.926;-13.772;-76.458;-14.203;-78.891;-25.273;-12.597;-70.64
15960;0;0;0;-80.273;-102.338;;16.494;72.353;-12.625;-79.542;-20.268;-81.531;-28.2;-14.851;-70.531
15970;0;0;0;-79.851;-102.332;;21.926;76.661;-11.49;-82.53;-25.694;-83.491;-30.047;-17.105;-68.262
15980;0;0;0;-79.429;-101.091;;27.924;80.886;-10.354;-84.75;-31.28;-86.044;-31.894;-19.574;-65.993
15990;0;0;0;-79.778;-99.974;;33.923;85.159;-9.188;-86.902;-36.157;-87.597;-34.008;-21.843;-63.608
16000;0;0;0;-79.712;-98.734;;39.441;86.992;-8.021;-90.112;-39.794;-89.095;-36.123;-23.08;-61.223
16010;0;0;0;-79.763;-97.873;;44.52;88.914;-6.212;-93.246;-43.128;-90.353;-39.12;-22.407;-58.535
16020;0;0;0;-80.24;-97.012;;49.599;92.277;-5.549;-94.895;-45.502;-91.763;-42.124;-21.337;-55.743
16030;0;0;0;-80.717;-97.439;;55.783;95.674;-4.886;-97.593;-49.395;-94.132;-43.781;-20.617;-53.872
16040;0;0;0;-80.465;-97.865;;61.968;99.23;-4.222;-100.215;-52.927;-97.157;-45.458;-20.697;-52.131
16050;0;0;0;-80.724;-98.283;;69.426;102.186;-3.644;-101.909;-57.979;-99.982;-46.119;-21.348;-52.145
16060;0;0;0;-80.983;-99.644;;76.884;105.128;-3.541;-103.568;-62.752;-102.703;-46.779;-22.583;-52.2
16070;0;0;0;-81.23;-100.538;;83.494;108.001;-3.437;-104.183;-67.943;-105.345;-47.383;-22.855;-51.822
16080;0;0;0;-81.477;-101.017;;88.623;111.314;-3.334;-104.764;-73.575;-107.317;-47.967;-24.247;-51.472
16090;0;0;0;-79.945;-101.495;;93.753;114.71;-4.328;-104.905;-80.291;-110.29;-47.783;-26.052;-49.452
16100;0;0;0;-76.994;-101.898;;100.503;118.086;-2.357;-105.066;-86.727;-112.952;-47.285;-28.058;-47.281
16110;0;0;0;-74.044;-102.258;;107.254;116.741;-0.386;-104.708;-91.83;-117.614;-44.817;-30.585;-45.203
16120;0;0;0;-70.919;-102.337;;115.297;115.458;1.168;-104.749;-97.494;-121.924;-42.16;-35.755;-42.745
16130;0;0;0;-66.589;-102.181;;123.339;112.301;2.723;-103.99;-99.043;-126.914;-39.172;-40.448;-39.901
