timepoints (min);31: frq9-.1;32: frq9-.2;33: frq9-.3;34: frq10-.1;35: frq10-.2;36: frq10-.3;37: wc-1+.1;38: wc-2+.1;39: wc-2+.2;40: wc-2+.3;41: wc-1-.1;42: wc-1-.2;43: wc-1-.3;44: wc-2-.1;45: wc-2-.2
8390;-0.97;-4.708;4.094;18.752;11.604;-31.223;-3.036;30.709;18.223;-16.243;-0.532;-2.091;-8.556;-5.352;-19.106
8400;-1.83;-5.388;8.447;17.615;13.455;-32.931;-3.288;31.197;18.327;-16.379;-1.555;-4.953;-9.87;-3.428;-19.51
8410;-3.119;-6.628;12.834;16.807;13.906;-35.796;-5.302;30.116;18.559;-16.516;-3.012;-7.659;-11.903;-2.903;-19.411
8420;-2.207;-7.07;17.222;16.033;13.837;-38.501;-5.971;29.167;18.79;-16.618;-3.469;-10.552;-13.194;-4;-22.712
8430;-1.385;-6.713;21.181;13.927;13.232;-40.663;-6.559;28.218;19.041;-16.77;-4.754;-13.07;-13.658;-5.097;-25.092
8440;-0.723;-5.732;25.139;11.821;14.028;-41.381;-8.555;28.53;19.292;-16.921;-7.243;-14.735;-15.503;-7.343;-27.252
8450;0.319;-3.392;27.699;7.517;13.543;-41.88;-10.971;29.161;19.057;-17.994;-9.959;-16.208;-17.404;-10.058;-27.812
8460;2.48;-1.059;30.239;5.15;12.312;-42.141;-11.64;30.121;18.89;-19.429;-12.586;-17.887;-18.935;-12.772;-27.132
8470;5.034;1.593;30.701;2.777;10.301;-43.761;-11.657;31.059;17.404;-20.863;-15.526;-19.112;-20.43;-15.022;-26.287
8480;9.154;3.418;30.811;1.509;7.49;-43.84;-11.73;30.794;16.105;-22.948;-18.819;-20.414;-21.654;-15.006;-25.69
8490;13.323;4.428;32.236;0.241;5.156;-43.401;-11.91;30.582;15.015;-24.97;-20.997;-22.313;-22.044;-14.989;-25.492
8500;15.891;5.317;33.681;-1.556;2.182;-43.731;-12.39;30.076;13.939;-27.185;-21.188;-24.397;-23.251;-15.109;-25.157
8510;18.287;6.437;38.025;-2.585;0.876;-43.681;-13.937;29.57;12.317;-27.36;-20.756;-25.966;-22.937;-14.166;-24.732
8520;20.992;7.277;42.313;-3.69;1.007;-43.321;-15.599;30.494;10.592;-27.404;-20.851;-27.719;-23.651;-13.222;-24.108
8530;23.51;9.977;46.888;-5.927;1.138;-40.835;-16.731;32.297;7.143;-27.428;-20.487;-29.291;-25.257;-11.843;-23.497
8540;25.479;13.196;51.326;-8.164;0.514;-39.508;-17.628;34.099;3.606;-24.909;-19.954;-30.194;-26.972;-9.658;-22.927
8550;25.087;16.586;56.799;-9.462;-0.189;-39.444;-16.923;32.346;1.472;-22.39;-19.952;-31.029;-28.41;-7.473;-23.997
8560;25.451;19.337;62.763;-11.099;-0.102;-38.701;-14.633;30.63;0.258;-22.381;-19.702;-32.181;-30.095;-3.33;-25.316
8570;26.76;20.92;68.892;-12.826;0.404;-37.906;-10.372;28.541;-0.777;-21.775;-19.508;-34.16;-31.041;-0.011;-26.71
8580;27.938;21.583;74.491;-14.356;0.71;-37;-6.629;26.179;-1.477;-21.17;-17.992;-36.454;-31.223;3.468;-22.545
8590;27.836;22.734;80.269;-15.886;0.313;-36.094;-3.218;24.059;-2.206;-20.167;-16.745;-38.539;-31.159;6.788;-18.345
8600;27.837;25.324;86.138;-18.012;-1.28;-36.735;-0.763;21.65;-3.869;-19.047;-17.008;-39.446;-31.694;9.834;-14.062
8610;28.183;28.098;91.683;-19.564;-3.034;-38.233;0.47;19.319;-5.539;-18.01;-18.411;-39.594;-32.232;11.881;-11.379
8620;28.881;32.672;95.161;-20.91;-6.182;-39.316;2.011;16.988;-6.526;-17.412;-21.499;-39.888;-32.323;14.135;-8.862
8630;29.978;35.491;98.433;-20.632;-8.41;-40.663;4.855;14.514;-7.436;-16.932;-24.56;-40.868;-31.903;16.474;-6.186
8640;31.068;37.11;96.57;-20.353;-10.59;-42.066;8.632;12.102;-8.206;-16.287;-27.03;-41.443;-31.112;16.654;-5.87
8650;32.557;38.206;94.706;-19.549;-11.981;-43.79;11.888;9.648;-8.975;-16.605;-29.48;-41.76;-30.183;16.909;-5.968
8660;33.785;38.341;92.586;-19.123;-11.851;-44.789;14.577;8.211;-10.571;-16.924;-31.698;-42.486;-28.703;15.768;-6.094
8670;35.012;37.672;90.466;-18.212;-12.277;-46.399;17.332;7.073;-12.167;-16.705;-34.688;-43.261;-28.048;16.628;-4.299
8680;36.012;38.163;89.541;-17.395;-11.703;-48.847;20.815;6.567;-12.577;-16.703;-37.454;-43.926;-28.033;17.425;-2.767
8690;35.252;37.851;88.615;-16.577;-12.338;-51.332;24.732;5.021;-12.986;-16.702;-40.33;-43.651;-26.291;17.011;-1.145
8700;34.741;36.779;89.672;-15.793;-12.174;-54.679;28.068;3.447;-12.684;-15.897;-43.41;-43.037;-23.891;17.237;-0.803
8710;34.925;35.757;90.728;-15.308;-10.85;-58.025;30.694;1.687;-12.382;-15.132;-45.971;-43.12;-22.247;17.47;-0.281
8720;35.034;34.095;92.418;-14.909;-8.577;-60.114;33.308;0.706;-13.063;-14.396;-49.177;-43.15;-21.088;16.968;0.392
8730;34.588;33.764;93.652;-14.814;-5.803;-61.775;35.537;-0.274;-14.007;-13.899;-52.341;-42.23;-20.036;13.986;3.225
8740;33.879;33.233;93.501;-14.719;-2.85;-63.029;38.177;-1.499;-15.01;-13.265;-56.601;-41.065;-19.23;10.832;5.658
8750;30.407;32.801;93.715;-14.698;-0.621;-63.494;40.993;-3.068;-16.185;-12.479;-60.677;-39.556;-17.552;7.792;8.67
8760;27.011;32.49;90.07;-14.455;1.608;-63.37;44.131;-4.742;-15.658;-12.303;-63.884;-38.273;-15.477;3.392;11.403
8770;23.174;32.513;86.302;-13.661;1.611;-63.339;47.153;-6.531;-15.028;-12.128;-65.432;-36.96;-13.281;-0.96;12.295
8780;18.857;32.417;80.855;-12.08;1.004;-64.872;49.654;-8.863;-14.666;-11.143;-66.677;-35.16;-11.07;-4.51;13.705
8790;13.99;31.752;75.153;-10.499;0.397;-66.203;52.011;-10.509;-14.167;-12.029;-67.247;-33.797;-7.902;-8.701;15.354
8800;11.432;30.487;69.796;-8.443;-1.069;-66.608;52.578;-10.466;-14.465;-12.914;-67.31;-32.168;-5.494;-12.594;19.164
8810;8.714;29.945;64.473;-5.83;-2.855;-67.451;52.437;-10.423;-14.737;-11.199;-67.552;-30.794;-3.811;-15.443;23.305
8820;9.832;29.003;59.226;-2.457;-5.04;-68.828;51.379;-10.262;-15.043;-9.503;-68.455;-30.39;-2.95;-17.011;28.126
8830;11.108;29.291;54.127;-1.07;-5.35;-71.004;51.077;-9.993;-15.898;-7.774;-71.008;-31.048;-1.6;-18.6;31.226
8840;9.381;29.539;48.972;0.316;-6.261;-72.371;51.737;-9.669;-17.091;-5.844;-74.001;-31.281;-0.194;-19.77;33.741
8850;7.681;28.175;44.19;1.662;-6.979;-72.754;53.261;-9.101;-17.879;-3.887;-76.393;-31.137;1.794;-20.459;34.255
8860;6.422;28.651;39.477;3.063;-8.498;-72.771;54.862;-8.091;-18.535;-1.95;-76.319;-31.531;4.739;-21.28;34.09
8870;4.894;27.203;35.037;3.91;-9.243;-72.803;55.852;-7.218;-18.869;0.033;-74.429;-31.461;7.748;-21.717;33.841
8880;5.086;26.034;30.742;4.306;-9.017;-72.714;55.261;-6.276;-19.279;2.017;-73.164;-31.415;10.476;-22.274;33.513
8890;5.167;26.121;27.688;4.702;-8.79;-71.661;52.89;-5.439;-20.145;4.239;-72.519;-31.644;12.32;-22.756;33.225
8900;3.848;25.528;24.717;5.568;-9.079;-69.223;50.606;-4.808;-20.949;6.09;-71.902;-31.812;13.077;-20.748;33.295
8910;2.592;25.937;21.055;6.524;-9.426;-65.588;48.372;-4.324;-21.335;7.941;-70.663;-31.386;15.8;-17.419;33.428
8920;-1.145;26.145;17.393;6.921;-8.905;-61.327;47.997;-3.84;-21.721;9.15;-69.034;-30.408;19.123;-14.16;37
8930;-4.854;25.29;12.294;7.17;-10.349;-56.117;47.589;-4.342;-22.825;10.443;-67.752;-29.259;21.372;-9.08;40.697
8940;-6.286;22.995;7.194;7.418;-11.233;-49.604;47.137;-4.251;-23.928;11.687;-66.186;-29.261;22.138;-2.72;44.386
8950;-7.862;21.425;-0.724;8.088;-13.24;-42.731;46.298;-4.501;-25.908;12.531;-63.604;-29.051;23.16;3.44;47.436
8960;-10.102;19.455;-8.643;8.634;-13.993;-36.601;43.714;-5.211;-27.887;13.451;-61.287;-28.097;25.964;8.789;50.32
8970;-12.197;18.05;-14.313;9.309;-14.626;-30.741;40.172;-5.993;-29.097;14.309;-58.71;-27.43;28.741;15.218;53.232
8980;-14.755;18.324;-19.825;9.583;-15.117;-26.261;36.719;-6.847;-30.32;15.542;-55.519;-27.422;30.477;21.599;52.183
8990;-17.125;18.764;-25.028;9.858;-15.648;-22.305;33.825;-7.125;-30.942;16.775;-51.723;-27.339;32.139;27.674;51.108
9000;-17.953;18.644;-30.244;9.828;-15.05;-18.869;32.426;-7.404;-31.447;18.157;-47.972;-27.018;34.819;33.27;49.901
9010;-17.97;18.556;-32.61;9.859;-14.23;-14.087;31.462;-6.905;-32.092;18.724;-44.651;-27.247;36.622;39.108;47.974
9020;-18.303;17.628;-35.148;8.939;-12.291;-9.652;29.921;-6.17;-32.759;19.291;-41.098;-26.396;37.872;42.248;45.978
9030;-17.457;16.606;-38.543;6.494;-9.917;-4.252;27.386;-5.434;-32.259;19.665;-37.971;-25.201;39.825;44.429;43.823
9040;-16.582;15.183;-42.105;4.048;-8.15;0.532;24.207;-5.603;-31.884;19.887;-36.108;-23.777;42.103;46.823;40.869
9050;-17.255;14.134;-47.865;0.434;-5.003;9.109;22.532;-5.826;-30.974;20.109;-34.505;-23.706;44.212;48.087;37.59
9060;-18.28;14.004;-52.759;-3.469;-1.193;19.854;22.166;-6.323;-31.288;20.706;-33.157;-24.703;46.272;48.67;34.098
9070;-24.53;14.13;-57.508;-8.252;2.497;30.999;22.363;-6.33;-31.444;21.31;-30.502;-23.869;47.319;49.199;28.966
9080;-30.531;12.535;-59.942;-10.692;4.539;37.285;22.099;-5.903;-32.252;21.921;-26.245;-20.523;48.592;51.022;23.64
9090;-33.892;10.614;-62.611;-13.132;5.084;42.818;21.008;-5.283;-33.123;22.121;-21.484;-16.859;50.127;52.406;18.452
9100;-36.247;8.692;-65.866;-14.196;6.309;47.222;19.287;-4.639;-33.182;22.321;-16.876;-14.174;50.892;53.83;14.465
9110;-38.001;4.964;-69.204;-15.446;7.75;51.094;19.003;-3.994;-33.317;22.418;-12.404;-10.81;50.646;57.182;11.146
9120;-39.852;1.236;-71.501;-15.948;8.632;54.326;20.228;-3.72;-33.414;21.419;-8.428;-7.948;50.935;60.054;8.11
9130;-41.703;-2.524;-73.611;-15.69;7.601;57.48;21.948;-3.294;-33.31;20.421;-6.007;-4.746;51.734;62.863;5.234
9140;-43.479;-6.284;-73.462;-15.521;5.836;60.234;24.552;-2.923;-32.754;18.658;-3.503;-2.735;52.218;64.955;2.372
9150;-42.934;-10.134;-73.527;-15.343;3.07;63.076;26.463;-1.67;-32.309;16.812;-0.604;-1.15;52.377;64.446;-0.579
9160;-42.451;-13.983;-74.778;-15.221;0.101;64.76;27.25;-0.839;-31.746;14.967;2.406;1.826;50.177;63.592;-2.091
9170;-42.069;-18.241;-76.029;-14.193;-1.89;66.934;25.633;0.094;-31.183;12.792;3.989;5.51;47.883;60.222;-5.563
9180;-41.721;-22.499;-76.968;-12.897;-2.846;68.334;23.528;0.872;-30.892;10.63;6.443;8.483;45.717;54.825;-9.621
9190;-41.719;-24.841;-77.908;-11.538;-2.564;68.454;21.314;1.581;-30.601;8.372;10.364;10.389;44.174;49.428;-13.879
9200;-41.53;-27.183;-77.218;-10.557;-0.683;67.25;19.875;1.914;-30.039;6.055;13.123;12.381;43.246;43.099;-17.817
9210;-39.091;-28.247;-76.528;-9.666;0.145;66.851;19.622;1.905;-29.476;3.738;15.921;16.03;41.971;37.823;-21.389
9220;-36.121;-29.31;-76.292;-8.775;-0.371;67.437;19.134;1.895;-28.137;1.538;18.837;19.804;40.178;32.548;-24.001
9230;-33.298;-31.614;-76.27;-7.69;-1.247;69.59;18.017;1.847;-26.783;0.534;20.822;23.286;38.63;27.403;-24.814
9240;-31.052;-33.917;-74.269;-6.687;-3.423;70.903;16.375;1.539;-25.708;-0.47;23.236;25.706;36.999;22.99;-25.157
9250;-29.115;-35.73;-72.385;-5.808;-3.68;71.927;13.723;1.554;-24.597;-0.814;25.996;29.076;33.77;18.578;-23.101
9260;-27.218;-37.542;-72.541;-4.854;-4.247;71.27;10.719;1.346;-24.859;-1.164;28.247;32.905;31.319;14.592;-20.044
9270;-25.059;-38.214;-72.614;-4.254;-4.629;71.222;7.161;0.683;-25.094;-1.514;29.852;35.121;28.655;12.461;-17.36
9280;-22.897;-38.885;-72.921;-3.275;-4.491;70.326;4.232;0.203;-25.636;-1.571;32.014;37.279;25.341;10.33;-13.156
9290;-20.734;-38.414;-73.001;-2.178;-4.152;70.206;1.999;-0.306;-26.199;-1.648;34.763;39.247;21.403;8.005;-8.392
9300;-17.239;-37.942;-69.837;-0.212;-3.804;67.072;-0.701;-0.815;-26.029;-1.912;37.396;42.53;17.817;6.571;-3.331
9310;-13.861;-40.404;-67.228;1.815;-4.137;62.138;-4.036;-1;-25.294;-2.175;40.966;46.658;14.8;5.137;0.69
9320;-8.083;-42.866;-65.886;3.905;-6.041;57.306;-7.328;-1.677;-23.714;-2.425;44.846;49.644;13.684;1.702;5.67
9330;-2.443;-43.902;-63.978;4.897;-9.226;57.098;-10.581;-2.354;-19.404;-2.764;48.138;50.945;10.818;-2.545;10.444
9340;4.997;-44.378;-62.084;5.778;-11.161;55.572;-13.011;-3.492;-15.135;-3.509;51.568;51.52;7.607;-6.792;15.287
9350;12.396;-44.389;-61.983;6.286;-11.541;54.672;-14.026;-4.394;-9.848;-4.254;55.081;51.788;5.592;-8.85;18.41
9360;18.354;-44.64;-61.455;6.731;-11.84;51.051;-15.439;-5.328;-4.734;-5.15;56.903;51.545;3.494;-12.393;21.684
9370;24.41;-44.52;-60.555;7.003;-10.23;47.974;-16.708;-5.829;-0.737;-5.377;57.978;51.909;0.154;-15.937;25.276
9380;28.225;-45;-59.419;6.109;-8.901;44.992;-19.03;-6.334;3.178;-5.603;60.948;52.163;-3.041;-18.539;27.468
9390;32.219;-44.739;-57.563;5.194;-6.429;42.84;-22.308;-6.817;6.007;-4.526;63.926;53.033;-5.418;-20.072;29.928
9400;34.521;-43.799;-55.754;3.458;-4.029;40.243;-24.017;-7.8;8.981;-3.51;66.334;54.072;-7.032;-21.604;32.017
9410;36.961;-42.898;-54.622;1.604;-1.669;38.408;-24.503;-8.783;12.076;-2.95;67.583;53.51;-8.745;-25.408;32.185
9420;39.959;-41.237;-53.49;0.123;-1.01;36.01;-25.946;-10.343;15.171;-1.83;70.334;52.252;-9.577;-26.793;32.084
9430;42.735;-40.539;-52.255;-1.356;-0.412;33.629;-27.977;-11.719;18.519;-0.49;72.903;51.142;-10.725;-28.178;32.28
9440;44.866;-40.441;-51.021;-2.738;-1.392;31.201;-29.837;-13.51;21.866;0.837;74.266;51.677;-12.792;-29.615;34.396
9450;47.188;-39.167;-50.081;-3.986;-3.783;30.057;-31.512;-14.586;24.97;2.553;76.55;51.641;-15.724;-29.935;36.408
9460;48.022;-38.812;-49.142;-5.234;-6.175;29.134;-33.32;-15.131;28.073;4.269;78.992;50.262;-19.04;-30.255;38.538
9470;50.175;-37.397;-49.47;-6.469;-7.072;26.919;-34.553;-15.095;30.463;5.986;81.178;48.72;-20.891;-30.001;39.308
9480;51.978;-36.022;-49.716;-7.494;-7.217;24.703;-35.232;-14.48;32.799;7.003;85.022;46.789;-21.975;-29.927;40.098
9490;54.126;-35.212;-51.189;-8.526;-6.041;24.065;-36.575;-13.837;34.957;8.019;87.83;46.033;-21.851;-29.852;40.881
9500;56.315;-34.003;-52.531;-9.423;-5.603;23.726;-37.555;-13.339;37.081;7.992;88.182;44.521;-21.218;-29.028;37.185
9510;57.23;-33.137;-51.775;-10.321;-5.284;22.625;-38.552;-13.29;39.688;7.964;87.785;42.119;-20.252;-28.87;33.495
9520;58.408;-32.35;-51.171;-10.698;-5.612;20.681;-38.774;-13.24;42.371;8.006;87.804;39.663;-17.074;-28.713;29.55
9530;59.785;-31.404;-47.945;-10.43;-5.596;19.615;-38.492;-13.266;44.313;6.767;87.272;36.186;-12.469;-27.668;23.366
9540;60.61;-31.498;-44.863;-10.218;-5.139;17.601;-39.629;-13.081;46.221;5.48;85.997;33.615;-8.535;-26.443;17.553
9550;62.514;-31.79;-42.612;-9.775;-2.625;15.086;-41.021;-12.811;47.026;4.159;84.792;30.55;-5.059;-25.218;11.796
9560;64.171;-30.283;-39.706;-9.332;-1.51;10.983;-41.811;-12.738;47.714;2.033;83.2;26.902;-2.788;-24.703;8.039
9570;64.548;-28.366;-35.917;-9.21;1.097;6.641;-42.692;-12.524;48.015;-0.092;80.477;23.465;-1.724;-22.375;4.123
9580;65.262;-25.768;-35.854;-9.448;4.662;2.433;-42.188;-12.535;46.848;-2.669;77.11;21.6;0.243;-20.047;0.579
9590;63.377;-22.749;-36.046;-9.825;8.228;-0.923;-42.054;-12.331;45.592;-4.508;74.623;20.701;2.592;-17.901;-2.804
9600;61.415;-20.05;-33.851;-11.396;9.417;-4.279;-42.88;-12.127;42.648;-6.346;72.367;19.543;4.51;-17.792;-3.668
9610;60.294;-17.781;-31.905;-12.967;9.343;-5.334;-44.014;-11.909;39.815;-7.334;69.964;18.938;6.626;-17.683;-4.414
9620;59.186;-15.752;-30.037;-13.8;7.997;-6.134;-46.4;-11.764;37.702;-8.094;68.37;17.815;8.754;-15.046;-4.76
9630;60.161;-13.186;-28.197;-12.615;7.04;-6.734;-47.588;-11.557;35.472;-8.73;66.734;16.949;9.739;-13.163;-3.786
9640;61.247;-10.741;-27.036;-11.423;6.123;-8.192;-47.512;-11.172;34.796;-9.126;64.581;16.108;10.622;-11.28;-2.819
9650;62.673;-8.308;-25.854;-10.137;5.539;-9.377;-48.752;-10.748;34.113;-9.383;61.655;14.739;11.92;-8.589;0.028
9660;63.865;-6.234;-23.08;-8.85;4.95;-12.036;-51.207;-10.452;34.273;-9.655;59.834;13.683;12.8;-3.661;3.354
9670;65.509;-3.586;-20.306;-8.331;5.041;-14.724;-51.997;-9.948;34.433;-10.259;57.153;12.137;12.982;1.268;6.509
9680;64.738;-0.258;-17.331;-8.068;4.812;-17.659;-52.09;-9.484;33.888;-10.863;54.367;9.607;15.066;6.076;10.783
9690;64.143;3.131;-14.356;-7.742;4.823;-20.43;-52.066;-8.859;33.343;-11.847;50.906;6.244;17.739;10.84;13.338
9700;60.356;5.64;-10.399;-7.788;4.337;-21.817;-52.352;-8.363;31.728;-12.753;46.535;3.908;19.938;15.604;15.885
9710;56.637;9.505;-6.441;-7.833;5.047;-22.542;-53.148;-7.866;30.113;-13.659;42.058;1.817;21.501;19.051;14.553
9720;53.541;12.53;-3.081;-8.411;5.557;-22.788;-54.087;-7.436;28.299;-14.157;38.462;-0.954;23.47;22.021;13.621
9730;50.63;15.39;0.279;-8.829;5.588;-23.386;-55.356;-7.426;26.486;-14.621;33.724;-3.588;25.894;24.99;12.84
9740;48.792;18.651;2.425;-8.72;3.364;-24.721;-55.247;-7;25.239;-15.036;28.326;-6.057;27.69;26.491;11.979
9750;46.753;22.606;4.447;-7.174;0.433;-24.964;-55.927;-7.196;24.13;-14.571;24.148;-8.863;29.628;27.8;13.199
9760;44.657;26.8;4.345;-5.628;-1.357;-24.135;-55.781;-7.123;24.592;-14.072;20.327;-12.621;30.408;29.109;14.121
9770;42.65;31.668;4.594;-4.509;-3.028;-23.826;-54.715;-7.252;25.192;-13.607;15.552;-16.137;27.846;29.925;15.382
9780;40.243;36.375;3.953;-3.84;-5.008;-24.317;-52.919;-7.434;25.993;-12.811;10.555;-18.763;23.508;30.047;16.923
9790;37.808;41.261;3.746;-3.4;-6.579;-24.348;-49.768;-7.617;26.836;-12.015;6.04;-21.486;19.372;30.168;18.608
9800;33.454;46.186;2.779;-2.301;-9.83;-23.309;-46.43;-7.661;27.679;-11.443;1.484;-24.4;14.596;28.881;20.239
9810;28.83;51.223;1.943;-1.201;-11.419;-20.981;-43.589;-7.375;28.501;-10.506;-3.356;-27.298;10.959;27.843;21.069
9820;21.967;55.941;2.41;1.262;-12.728;-19.465;-40.577;-7.09;28.807;-9.57;-8.233;-30.177;8.411;26.804;21.961
9830;15.179;60.313;5.008;4.135;-13.84;-19.466;-38.826;-6.583;28.96;-8.829;-12.403;-33.691;6.08;26.041;22.543
9840;10.272;64.126;7.428;7.316;-14.665;-18.948;-36.252;-5.909;29.12;-8.04;-17.752;-37.528;3.503;25.537;22.565
9850;5.426;66.418;10.737;10.392;-14.69;-17.783;-33.863;-5.666;29.739;-7.203;-23.124;-40.757;0.745;25.032;22.539
9860;-0.588;69.03;14.301;13.468;-12.814;-15.924;-30.748;-5.469;30.448;-6.646;-27.545;-44.44;-2.258;24.779;22.341
9870;-6.45;70.87;16.192;14.593;-8.563;-13.061;-26.666;-5.443;30.725;-6.143;-31.928;-48.407;-4.887;21.268;20.502
9880;-13.954;72.27;17.897;14.348;-4.841;-10.294;-24.32;-4.912;31.092;-5.552;-36.341;-54.199;-6.302;17.756;19.057
9890;-21.142;75.8;17.466;13.194;-0.406;-8.087;-22.701;-4.48;30.749;-5.679;-39.436;-60.181;-7.636;13.217;17.514
9900;-29.731;79.37;16.636;11.263;2.59;-6.83;-20.418;-4.048;30.481;-5.806;-41.368;-66.854;-10.003;7.745;13.972
9910;-38.353;84.571;19.433;9.332;5.557;-4.503;-16.823;-4.023;28.483;-5.891;-45.363;-74.072;-12.121;2.349;10.485
9920;-46.993;89.252;22.23;7.069;8.531;-2.743;-13.124;-3.564;26.484;-5.989;-48.706;-80.383;-14.15;-3.047;6.833
9930;-51.793;90.232;25.752;5.371;12.025;-1.557;-9.87;-3.16;23.672;-6.087;-52.806;-85.906;-17.24;-7.909;3.261
9940;-56.641;91.454;29.273;4.382;15.057;0.254;-6.401;-2.335;20.859;-6.047;-55.935;-91.629;-20.596;-12.73;-0.698
9950;-56.975;91.716;30.783;3.745;17.008;1.019;-3.039;-1.658;19.07;-6.083;-57.834;-96.968;-24.754;-17.95;-4.794
9960;-57.137;91.222;32.294;3.108;17.618;1.185;-0.301;-1.261;17.281;-6.119;-59.644;-102.083;-28.332;-21.674;-5.891
9970;-58.143;89.688;34.28;2.759;17.684;0.868;2.687;-1.266;16.181;-6.086;-62.044;-105.883;-31.836;-25.33;-6.85
9980;-58.964;88.098;36.266;2.506;18.03;0.938;6.535;-1.258;15.08;-6.073;-65.476;-109.437;-36.141;-29.105;-7.794
9990;-61.108;83.428;39.211;1.978;21.127;1.556;10.476;-1.854;12.714;-6.123;-68.746;-112.832;-41.139;-31.646;-10.219
10000;-62.858;78.257;42.335;1.252;21.881;1.123;14.469;-2.138;10.287;-6.292;-71.497;-115.342;-47.534;-34.131;-12.513
10010;-65.288;74.766;45.808;0.527;21.643;0.21;20.415;-2.422;6.899;-6.462;-67.869;-109.6;-49.712;-35.737;-14.559
10020;-67.863;70.505;49.564;0.788;22.327;0.712;25.807;-2.476;3.588;-6.708;-64.55;-103.786;-50.317;-37.077;-15.044
10030;-69.359;66.964;53.171;0.993;23.371;1.474;30.492;-2.585;2.092;-8.119;-60.152;-98.194;-50.552;-38.397;-15.428
10040;-70.737;63.659;56.778;0.978;24.33;2.229;34.768;-2.023;0.597;-9.53;-55.546;-92.342;-50.887;-38.717;-15.846
10050;-69.354;60.074;61.451;-0.39;25.644;1.742;38.331;-1.572;-1.317;-10.178;-52.19;-85.869;-48.903;-37.684;-15.663
10060;-67.51;56.757;66.124;-1.724;26.662;-0.279;42.196;-1.574;-3.259;-10.826;-49.535;-79.255;-45.884;-36.658;-15.538
10070;-64.666;53.96;69.93;-4.037;27.232;-0.914;45.291;-1.73;-6.166;-11.474;-46.24;-72.588;-44.33;-35.712;-15.247
10080;-61.781;51.528;72.015;-6.399;27.634;-0.457;49.09;-1.923;-8.706;-11.48;-42.295;-65.88;-42.746;-35.131;-15.076
10090;-60.797;48.857;73.942;-9.069;27.53;0.257;51.648;-2.116;-11.226;-11.485;-35.519;-60.851;-40.575;-34.543;-14.443
10100;-59.814;47.45;74.429;-10.916;27.124;0.159;53.346;-2.211;-13.277;-11.367;-28.103;-56.83;-38.084;-34.596;-13.396
10110;-54.188;45.683;74.833;-12.804;26.625;-0.908;54.43;-2.673;-15.48;-11.426;-21.334;-52.24;-35.179;-34.763;-12.23
10120;-48.561;44.737;76.597;-13.737;23.356;-2.723;54.778;-3.128;-18.018;-11.485;-14.509;-47.906;-32.876;-34.93;-9.825
10130;-42.942;44.95;77.865;-14.883;20.288;-5.163;56.434;-4.135;-20.659;-11.407;-7.189;-42.83;-30.952;-34.217;-7.157
10140;-36.021;43.152;81.292;-15.112;16.225;-6.686;58.905;-5.001;-23.221;-11.499;-0.695;-38.295;-29.341;-32.483;-6.629
10150;-28.141;41.513;84.575;-14.434;13.283;-6.683;61.476;-5.661;-25.665;-11.592;4.879;-33.099;-27.712;-30.749;-5.981
10160;-18.963;38.077;81.538;-13.688;10.341;-5.6;63.859;-5.113;-26.421;-10.854;11.837;-27.137;-25.799;-27.215;-5.512
10170;-9.709;33.481;78.508;-12.655;7.142;-3.854;66.331;-4.906;-27.018;-10.036;19.793;-21.054;-23.888;-23.833;-4.157
10180;-3.357;31.995;76.692;-11.601;4.243;-2.188;69.548;-4.95;-26.364;-9.218;28.302;-16.188;-22.592;-20.451;-4.003
10190;3.257;31.108;75.167;-10.388;1.028;-2.539;72.12;-5.768;-25.71;-7.619;36.39;-9.985;-20.712;-17.869;-3.924
10200;7.287;31.174;73.396;-9.094;-1.332;-3.451;74.581;-6.676;-25.204;-6.021;43.412;-2.716;-16.782;-14.225;-4.28
10210;11.221;32.179;71.618;-7.779;-4.492;-4.873;77.961;-6.357;-24.788;-4.491;50.326;3.014;-13.686;-10.581;-4.716
10220;15.234;34.266;71.884;-6.697;-6.95;-5.757;81.88;-6.254;-24.029;-4.919;57.236;8.52;-11.811;-4.945;-5.166
10230;19.262;35.632;72.026;-5.752;-8.457;-6.641;85.099;-6.517;-23.181;-5.346;65.146;13.106;-8.528;0.97;-5.843
10240;23.41;40.098;73.583;-4.967;-10.825;-7.839;87.141;-6.472;-21.31;-5.594;73.65;16.81;-5.201;6.884;-4.68
10250;27.916;43.673;75.189;-4.607;-10.683;-8.996;89.486;-6.073;-19.557;-7.003;81.938;19.994;-2.233;12.415;-3.503
10260;34.582;45.63;74.64;-4.247;-9.997;-9.669;93.046;-5.099;-18.066;-8.411;90.457;22.299;1.972;16.701;-2.41
10270;41.255;46.481;74.146;-3.71;-10.189;-11.189;96.225;-4.203;-16.575;-8.806;99.761;24.858;6.775;20.986;-1.417
10280;50.607;46.495;71.545;-3.063;-10.219;-12.676;100.201;-3.403;-15.92;-7.92;108.199;28.095;10.834;24.332;-0.423
10290;59.841;45.361;69.033;-2.217;-10.25;-14.21;103.977;-3.458;-15.348;-7.159;115.196;30.557;15.741;26.699;0.866
10300;67.37;44.659;66.269;-0.604;-9.957;-15.527;109.033;-3.537;-14.381;-6.705;123.695;32.49;21.648;29.066;-0.556
10310;74.898;42.948;63.857;1.008;-9.985;-15.091;114.886;-3.532;-13.545;-6.251;133.935;34.594;27.143;32.058;-1.978
10320;80.404;40.861;62.251;3.215;-9.892;-15.138;120.978;-3.404;-12.71;-5.894;144.215;36.739;32.521;35.226;-3.469
