timepoints (min);01: bdA+.1;02: bdA+.2;03: bdA+.3;04: cybdIm1+.1;05: cybdIm1+.2;06: cybdIm1+.3;07: bdA-.1;08: bdA-.2;09: bdA-.3;10: crybdIm1-.1;11: crybdIm1-.2;12: crybdIm1-.3;13: frq1+.1;14: frq1+.2;15: frq1+.3
6480;42.332;202.79;193.545;116.532;227.076;108.117;259.884;262.407;346.629;271.786;251.223;256.299;-363.783;-294.447;-323.909
6490;18.796;185.334;173.44;98.65;210.604;94.393;248.931;245.241;342.292;280.352;242.095;261.83;-355.139;-288.119;-317.039
6500;-4.263;165.324;153.855;81.553;193.768;81.735;239.234;229.578;337.319;290.232;233.161;264.364;-346.19;-281.109;-309.914
6510;-25.313;144.528;134.232;64.61;177.805;70.058;229.537;217.195;331.265;297.644;223.508;267.618;-336.651;-273.875;-300.552
6520;-44.01;122.64;113.29;47.647;162.986;57.192;216.978;203.403;325.103;303.557;214.337;270.124;-324.094;-265.499;-292.014
6530;-63.505;100.21;91.352;30.141;147.445;43.703;203.67;191.646;316.364;308.942;202.697;272.705;-311.063;-255.023;-280.746
6540;-82.982;77.222;69.479;13.472;131.828;31.255;189.676;179.939;308.753;311.37;190.971;274.263;-296.931;-242.985;-268.134
6550;-99.212;56.646;48.574;-2.098;116.212;19.292;174.326;167.012;300.659;310.222;178.146;274.094;-282.226;-230.386;-252.404
6560;-114.883;39.888;28.105;-17.116;99.383;7.186;158.692;153.726;291.839;306.595;164.207;270.739;-267.228;-217.135;-236.596
6570;-131.47;23.411;8.269;-32.214;79.81;-2.932;143.459;140.337;279.459;305.257;151.028;266.972;-250.248;-203.328;-220.332
6580;-146.771;6.832;-10.659;-48.277;59.811;-13.604;129.553;128.16;265.8;300.201;140.89;263.788;-230.868;-187.869;-204.029
6590;-160.334;-11.143;-28.581;-64.463;42.217;-25.986;115.068;114.548;251.181;294.661;131.337;260.263;-210.556;-170.661;-185.108
6600;-172.123;-28.732;-45.741;-81.406;24.297;-37.535;99.532;99.382;238.57;287.52;122.388;256.739;-190.963;-150.723;-163.774
6610;-182.753;-46.637;-62.914;-97.833;6.127;-48.888;85.637;83.617;229.277;279.673;115.625;254.251;-171.754;-129.753;-142.211
6620;-193.978;-64.316;-79.855;-113.479;-12.403;-60.662;72.89;67.313;219.444;273.055;109.923;248.629;-151.646;-107.139;-120.172
6630;-204.51;-81.563;-96.414;-128.687;-28.963;-70.308;61.509;50.945;209.117;263.331;104.13;238.388;-129.554;-82.352;-96.499
6640;-212.063;-96.254;-112.648;-142.625;-46.199;-78.124;50.513;35.279;199.988;254.752;97.497;228.146;-105.172;-56.299;-71.597
6650;-216.739;-109.514;-128.771;-155.212;-62.599;-84.386;41.766;18.452;189.237;241.701;90.639;215.447;-79.059;-29.172;-46.181
6660;-219.497;-122.272;-142.433;-164.914;-79.092;-88.476;33.262;1.91;181.286;227.484;83.331;203.508;-52.073;-2.761;-20.073
6670;-219.826;-134.054;-154.939;-173.299;-94.847;-90.077;25.386;-15.818;171.919;212.88;75.73;190.688;-24.125;23.161;7.039
6680;-219.301;-146.283;-165.41;-181.279;-108.811;-89.553;18.633;-30.763;157.272;200.164;67.317;176.781;5.366;49.968;34.608
6690;-218.594;-158.252;-172.76;-187.714;-121.612;-86.825;11.443;-42.114;141.881;187.833;58.812;162.833;36.335;78.006;63.019
6700;-216.19;-170.297;-177.265;-191.894;-129.61;-82.905;4.236;-52.826;128.302;176.844;50.852;149.754;69.206;106.51;92.183
6710;-213.396;-180.246;-180.41;-193.801;-135.514;-80.63;-4.225;-63.822;117.737;166.695;42.172;137.582;103.686;135.993;122.887
6720;-209.858;-188.263;-183.077;-194.56;-140.106;-81.076;-12.943;-74.139;107.305;155.881;35.091;124.241;138.218;165.281;155.858
6730;-205.717;-193.444;-184.212;-191.567;-143.477;-81.081;-21.514;-82.779;95.881;144.403;27.422;113.101;172.052;195.321;188.134
6740;-201.011;-195.934;-184.379;-186.488;-146.092;-83.177;-29.255;-91.119;84.863;133.815;20.901;104.223;204.863;224.981;219.801
6750;-195.818;-196.509;-184.247;-182.225;-148.695;-86.963;-37.566;-100.138;73.246;123.668;14.877;96.564;238.011;253.513;252.221
6760;-191.422;-196.389;-184.688;-178.466;-152.604;-90.531;-46.862;-109.916;61.894;115.175;8.785;88.001;270.727;281.265;283.855
6770;-188.326;-195.663;-186.879;-175.775;-158.658;-94.077;-55.434;-117.382;50.252;106.259;2.386;79.439;300.939;307.277;315.008
6780;-185.212;-194.917;-189.436;-172.428;-163.668;-98.492;-63.163;-124.494;39.792;97.059;-3.652;71.534;329.222;331.503;345.001
6790;-181.674;-194.702;-191.286;-168.061;-166.902;-102.292;-69.363;-131.246;29.578;86.343;-8.04;66.079;355.87;353.828;372.939
6800;-177.371;-194.756;-193.07;-164.408;-170.28;-105.421;-73.422;-137.443;20.313;76.657;-10.149;62.132;381.457;374.971;398.228
6810;-173.359;-194.799;-194.546;-161.418;-173.607;-108.612;-77.047;-143.847;10.174;67.836;-14.298;56.186;405.977;395.563;421.666
6820;-169.239;-194.342;-196.617;-158.226;-173.542;-111.309;-81.4;-151.321;-0.735;57.374;-17.726;50.606;427.054;414.116;444.537
6830;-165.669;-193.171;-199.633;-154.003;-171.634;-112.469;-85.641;-159.428;-12.828;47.041;-23.412;42.935;445.928;430.542;466.946
6840;-163.957;-191.967;-202.29;-149.709;-170.019;-111.483;-88.939;-165.054;-24.084;38.103;-29.443;33.792;462.982;445.341;486.154
6850;-163.342;-190.052;-204.092;-144.461;-167.692;-111.937;-91.057;-170.403;-35.221;28.561;-35.735;24.797;479.91;456.763;502.977
6860;-162.374;-187.164;-204.632;-138.734;-164.508;-114.81;-94.593;-176.555;-47.44;18.099;-42.419;16.619;496.897;466.703;518.435
6870;-161.455;-185.564;-204.956;-133.277;-160.495;-118.808;-98.634;-183.148;-59.804;8.281;-49.531;9.912;511.52;473.72;530.079
6880;-161.265;-185.513;-205.466;-128.088;-155.527;-125.931;-102.943;-189.292;-69.323;1.43;-56.963;2.222;522.854;475.233;539.181
6890;-161.545;-185.301;-206.301;-122.705;-149.381;-132.245;-107.361;-195.717;-78.81;-6.036;-63.85;-4.899;530.994;470.637;547.121
6900;-163.371;-184.428;-205.873;-117.466;-144.21;-138.579;-111.732;-202.105;-86.577;-10.902;-70.246;-11.421;535.37;464.212;552.532
6910;-165.059;-183.361;-205.924;-112.09;-140.286;-144.761;-115.651;-207.477;-93.945;-15.901;-75.303;-17.24;535.742;456.841;555.732
6920;-167.225;-182.131;-206.99;-107.152;-135.986;-150.95;-119.85;-211.644;-101.313;-21.607;-80.964;-23.865;533.873;446.28;557.014
6930;-167.658;-180.989;-208.679;-100.446;-130.033;-157.274;-123.817;-215.921;-106.192;-28.778;-84.706;-29.498;527.902;431.458;556.83
6940;-164.829;-180.946;-209.884;-91.622;-123.066;-163.561;-128.476;-220.473;-110.317;-35.017;-89.142;-35.131;517.771;412.821;551.634
6950;-161.407;-181.836;-210.977;-81.83;-118.183;-169.051;-132.349;-224.316;-115.323;-41.487;-93.098;-42.241;504.847;390.178;542.117
6960;-157.702;-182.01;-211.662;-73.63;-112.516;-171.475;-136.554;-227.063;-121.375;-48.265;-97.046;-50.531;487.811;365.894;529.469
6970;-153.324;-181.636;-211.921;-66.297;-104.287;-170.388;-140.891;-229.601;-127.988;-55.363;-100.491;-57.276;469.606;340.851;510.513
6980;-148.552;-181.703;-210.594;-60.83;-93.757;-168.008;-145.473;-230.939;-132.411;-62.061;-104.014;-63.421;448.643;313.946;488.352
6990;-142.996;-180.566;-208.021;-58.801;-81.292;-161.057;-149.983;-231.29;-137.17;-69.937;-109.028;-69.628;427.226;286.131;463.531
7000;-136.669;-178.981;-206.528;-57.914;-65.941;-152.426;-153.706;-230.36;-141.873;-78.065;-114.582;-76.326;399.138;257.39;433.739
7010;-129.648;-176.861;-205.386;-54.51;-49.509;-143.77;-156.652;-229.39;-147.319;-86.713;-118.691;-82.963;367.233;227.066;400.985
7020;-121.603;-173.428;-203.652;-49.177;-34.774;-133.189;-159.666;-228.855;-152.244;-93.721;-122.094;-89.44;335.346;197.276;366.892
7030;-113.443;-170.794;-201.099;-42.345;-19.67;-121.95;-163.837;-227.16;-156.979;-100.902;-125.459;-96.12;302.257;168.138;331.212
7040;-105.353;-168.102;-198.036;-36.801;-2.966;-110.513;-167.721;-224.68;-161.891;-108.79;-129.201;-105.177;267.396;138.691;294.403
7050;-99.001;-165.581;-195.101;-30.674;10.029;-97.215;-171.767;-223.263;-167.572;-116.73;-135.677;-115.272;231.194;109.239;257.025
7060;-92.967;-163.741;-192.961;-22.011;20.356;-84.73;-175.545;-221.243;-173.297;-123.349;-139.212;-123.941;193.652;78.779;218.717
7070;-88.019;-162.174;-190.858;-13.84;29.073;-74.828;-177.721;-218.077;-178.237;-127.793;-142.818;-132.61;157.772;48.59;179.905
7080;-82.77;-161.811;-187.651;-3.963;35.326;-63.236;-177.36;-213.861;-182.292;-132.135;-142.949;-139.498;121.494;18.339;141.012
7090;-75.113;-161.804;-183.621;5.719;40.393;-53.909;-176.684;-209.974;-186.194;-138.345;-143.801;-144.869;85.89;-11.565;102.428
7100;-66.479;-163.661;-179.788;14.004;44.072;-45.721;-176.394;-207.128;-189.701;-145.654;-144.957;-150.931;50.89;-41.168;64.265
7110;-57.29;-165.909;-175.756;22.629;48.033;-35.72;-174.375;-203.432;-192.2;-151.208;-147.604;-156.993;14.803;-70.459;25.763
7120;-46.874;-165.396;-171.248;30.793;51.676;-25.651;-171.09;-199.295;-193.939;-156.883;-149.371;-162.981;-22.019;-98.15;-11.679
7130;-35.812;-162.662;-165.247;38.313;55.212;-12.499;-166.342;-194.434;-195.123;-162.687;-150.575;-167.422;-57.774;-123.371;-48.851
7140;-26.397;-159.778;-158.832;45.83;58.748;-0.583;-161.247;-189.412;-196.652;-167.691;-151.392;-172.214;-93.193;-145.935;-86.821
7150;-16.379;-159.207;-153.033;53.023;61.036;12.225;-155.894;-184.793;-197.819;-172.286;-152.65;-177.948;-127.101;-168.367;-123.079
7160;-7.292;-160.556;-146.83;58.993;65.041;25.797;-151.56;-180.563;-199.563;-176.48;-155.701;-183.523;-158.421;-190.204;-158.146
7170;2.561;-162.046;-139.612;64.378;72.418;38.979;-147.982;-176.372;-201.406;-181.217;-157.309;-187.65;-189.079;-208.694;-193.774
7180;10.33;-164.352;-131.721;68.833;79.343;51.291;-144.636;-171.734;-203.648;-185.263;-158.906;-190.836;-217.183;-224.284;-228.894
7190;16.89;-163.732;-122.473;70.448;87.974;62.898;-139.397;-166.374;-205.651;-188.628;-159.223;-193.774;-243.197;-237.672;-259.771
7200;21.702;-161.055;-113.312;71.756;95.484;73.328;-134.945;-160.349;-208.254;-192.156;-160.055;-195.432;-268.487;-247.692;-287.663
7210;25.726;-158.477;-104.457;74.345;100.629;82.821;-130.121;-154.694;-208.761;-196.222;-161.366;-197.102;-291.126;-257.723;-312.821
7220;30.717;-157.019;-95.181;76.294;101.23;92.163;-125.794;-149.128;-208.567;-200.508;-163.615;-198.295;-313.069;-267.85;-333.011
7230;34.79;-155.691;-86.403;79.615;99.31;99.804;-120.706;-143.938;-209.157;-204.88;-163.81;-198.542;-332.975;-276.686;-350.971
7240;36.719;-155.047;-77.612;86.196;96.315;104.999;-115.252;-138.109;-209.817;-209.179;-162.945;-198.789;-352.521;-284.212;-367.444
7250;38.407;-154.112;-67.175;95.665;91.975;110.705;-110.081;-131.757;-209.714;-213.23;-161.706;-198.992;-365.563;-290.137;-380.943
7260;39.001;-152.814;-56.099;103.829;85.615;116.528;-105.011;-124.725;-209.418;-216.097;-161.668;-198.763;-375.223;-294.457;-390.883
7270;37.982;-152.142;-43.721;111.386;80.674;120.439;-99.393;-117.444;-209.159;-218.803;-162.015;-197.646;-384.833;-298.406;-399.291
7280;38.783;-149.792;-31.222;118.092;75.197;124.67;-93.247;-111.069;-208.462;-220.963;-161.313;-196.248;-393.531;-302.295;-407.189
7290;41.45;-146.924;-17.211;126.538;67.034;128.857;-86.319;-104.829;-208.846;-222.847;-160.665;-194.041;-400.709;-305.407;-413.563
7300;44.367;-142.113;-2.25;134.763;62.684;130.69;-78.93;-97.866;-209.673;-224.881;-159.339;-190.808;-405.734;-308.868;-418.338
7310;47.36;-134.894;14.474;139.717;61.811;132.148;-70.608;-89.903;-210.738;-226.636;-158.241;-186.603;-407.832;-311.011;-421.397
7320;53.123;-126.259;31.846;144.315;61.178;134.966;-63.301;-80.614;-211.072;-227.063;-156.957;-181.796;-408.817;-312.39;-423.237
7330;59.367;-115.87;48.065;146.021;60.963;135.716;-56.847;-71.486;-210.181;-227.13;-156.159;-177.888;-408.643;-313.68;-424.789
7340;65.557;-104.352;63.743;146.879;61.486;136.246;-51.56;-61.806;-208.394;-227.028;-155.252;-174.189;-407.927;-314.11;-425.506
7350;71.985;-91.029;80.833;146.862;63.585;137.033;-46.52;-51.589;-206.488;-226.601;-153.862;-170.087;-407.29;-313.586;-425.262
7360;78.457;-76.891;99.008;145.552;65.495;135.719;-40.873;-41.212;-204.622;-226.582;-150.672;-166.459;-405.352;-312.395;-424.138
7370;84.841;-64.328;117.425;145.519;67.469;133.211;-34.872;-32.004;-202.359;-226.343;-147.327;-162.712;-402.095;-311.179;-421.8
7380;91.796;-50.324;135.259;145.897;68.302;130.237;-29.436;-22.717;-199.618;-225.385;-143.139;-159.659;-398.567;-309.388;-418.923
7390;99.881;-35.706;152.833;144.174;67.121;128.401;-25.228;-13.603;-196.597;-224.025;-140.854;-156.646;-394.21;-306.167;-415.044
7400;107.05;-18.556;169.418;143.01;68.004;126.87;-21.294;-0.328;-192.668;-221.989;-138.888;-152.269;-388.931;-302.898;-410.36
7410;114.53;2.526;186.163;140.967;69.952;125.168;-15.99;14.041;-187.617;-219.837;-135.48;-147.892;-382.396;-299.559;-404.927
7420;120.635;24.338;203.193;138.734;68.05;122.928;-9.437;30.465;-181.487;-216.326;-131.604;-142.397;-374.95;-296.233;-398.894
7430;127.617;46.499;218.593;136.451;62.961;119.741;-1.072;47.876;-174.33;-211.914;-127.168;-137.963;-367.246;-292.634;-392.617
7440;133.415;67.932;231.019;134.839;53.916;115.261;8.141;64.812;-166.073;-207.556;-122.988;-133.652;-358.503;-287.71;-385.702
7450;140.08;90.161;243.37;132.338;45.852;110.334;17.548;83.509;-157.582;-202.567;-118.343;-128.582;-349.51;-281.565;-377.68
7460;147.589;111.45;254.241;127.665;39.123;105.451;26.166;105.251;-148.491;-198.29;-112.738;-122.789;-340.47;-275.408;-370.091
7470;154.095;133.903;263.084;123.981;34.527;100.321;34.866;128.761;-138.57;-193.541;-105.926;-116.854;-330.633;-268.034;-362.749
7480;161.143;157.036;272.49;120.102;29.799;96.301;41.966;151.554;-129.313;-188.759;-99.407;-110.628;-319.848;-260.014;-354.132
7490;170.201;180.226;281.843;114.286;25.077;92.08;50.189;173.604;-119.239;-184.015;-93.113;-103.992;-308.894;-251.702;-343.407
7500;179.974;202.92;288.419;106.572;19.604;87.382;60.145;195.614;-109.64;-179.64;-87.619;-97.219;-297.505;-242.786;-331.415
7510;189.495;224.408;295.079;98.097;15.63;82.404;69.75;216.028;-100.146;-175.234;-82.019;-91.083;-285.314;-234.065;-319.164
7520;199.15;245.497;301.934;90.101;11.974;77.033;79.977;235.659;-90.441;-170.657;-76.036;-85.52;-272.394;-224.858;-306.374
7530;206.92;266.498;308.892;81.339;7.259;71.137;90.841;255.463;-80.855;-166.04;-71.081;-79.785;-257.597;-214.566;-292.349
7540;211.582;287.455;312.353;71.586;1.539;64.308;102.324;274.887;-70.294;-161.474;-63.247;-74.063;-241.392;-203.244;-277.548
7550;215.159;307.385;313.262;63.723;-4.339;56.327;114.287;292.883;-59.385;-156.116;-54.917;-67.764;-224.99;-190.428;-262.229
7560;218.753;325.261;310.379;59.731;-11.189;48.479;125.614;308.851;-47.163;-149.702;-44.281;-61.432;-207.912;-176.818;-246.403
7570;220.748;342.839;306.07;57.241;-18.597;39.452;140.023;323.548;-32.657;-144.018;-35.034;-54.815;-190.697;-161.913;-228.843
7580;222.348;358.172;302.025;56.761;-25.134;29.716;155.632;337.575;-19.36;-137.683;-27.124;-48.15;-173.232;-145.523;-209.411
7590;223.381;370.44;296.397;58.171;-31.321;20.641;172;349.796;-6.463;-130.149;-17.087;-38.76;-154.236;-128.699;-189.327
7600;224.01;381.357;291.499;59.81;-37.542;13.473;189.015;363.306;8.207;-121.106;-6.095;-26.614;-133.712;-110.23;-167.148
7610;224.339;391.094;285.663;61.299;-43.301;8.935;205.339;378.975;26.466;-111.983;4.188;-12.829;-111.535;-89.687;-142.8
7620;223.781;399.579;277.932;60.244;-47.705;5.083;222.399;394.472;43.812;-102.023;14.53;0.983;-88.564;-68.079;-116.702
7630;221.91;405.746;269.422;58.036;-50.498;-0.018;239.741;408.614;61.399;-92.455;25.359;14.938;-64.152;-45.371;-88.331
7640;219.586;410.719;257.211;58.229;-51.554;-5.368;255.476;421.119;80.306;-82.617;35.808;30.044;-37.476;-21.623;-57.414
7650;217.572;414.535;244.995;58.065;-53.159;-11.324;271.306;427.164;101.855;-73.029;46.942;46.466;-8.99;4.469;-25.022
7660;215.985;415.534;233.527;59.062;-56.796;-17.004;286.015;430.115;123.232;-62.917;59.703;64.023;20.199;32.844;7.873
7670;216.581;413.487;222.167;59.132;-59.869;-21.028;301.783;427.909;146.476;-52.738;77.446;79.981;49.25;61.534;42.025
7680;216.741;409.855;212.417;57.251;-60.383;-23.117;311.37;424.171;168.761;-41.724;94.644;95.799;78.321;91.142;77.817
7690;216.097;405.719;204.43;53.36;-58.68;-23.327;319.194;418.88;189.953;-31.306;112.055;112.004;105.659;120.239;114.128
7700;215.284;399.794;195.731;49.727;-57.152;-24.338;326.092;411.011;210.234;-17.497;129.741;127.766;134.694;150.284;150.891
7710;213.181;392.142;189.19;46.428;-57.815;-26.698;333.108;398.163;228.306;1.69;149.266;143.465;164.992;180.895;189.432
7720;209.406;382.097;183.614;41.636;-59.189;-28.916;337.484;383.629;245.561;20.364;168.057;160.241;196.204;210.892;227.599
7730;204.313;371.421;175.178;35.925;-58.975;-30.91;338.61;368.972;264.417;40.942;188.039;178.21;228.171;239.981;265.927
7740;198.288;360.997;166.686;31.269;-57.084;-31.607;338.763;354.859;283.203;62.703;210.021;196.803;259.743;268.685;303.33
7750;190.481;350.917;157.912;27.618;-53.75;-32.294;335.181;340.229;301.647;86.079;232.981;215.728;290.862;297.225;339.276
7760;183.207;337.794;148.658;26.501;-49.477;-33.487;331.19;326.706;319.298;109.814;257.247;234.636;319.985;324.954;373.541
7770;176.225;323.721;138.433;25.548;-44.35;-34.72;324.912;313.73;335.934;135.167;278.92;253.789;348.899;351.018;407.332
7780;168.498;310.132;128.81;25.859;-36.851;-37.028;317.014;300.033;351.788;162.258;295.873;272.934;376.154;374.767;439.334
7790;161.672;294.305;119.433;28.315;-27.73;-38.714;307.501;285.684;367.538;188.745;310.032;290.167;402.03;396.994;467.688
7800;156.764;276.931;111.448;29.317;-18.484;-38.665;295.99;271.764;382.888;215.023;321.928;306.433;426.821;417.228;494.164
7810;151.17;261.506;105.903;27.861;-8.545;-39.254;283.116;259.225;395.411;242.206;332.53;320.359;449.701;435.588;519.786
7820;144.135;245.217;100.412;26.949;2.615;-39.503;268.921;246.858;402.818;269.652;343.852;330.735;471.978;451.932;542.946
7830;137.53;229.208;95.637;26.197;12.57;-38.149;253.466;234.462;409.465;296.446;352.239;338.73;492.669;466.599;564.245
7840;130.419;214.647;92.36;24.633;21.655;-36.415;236.294;221.688;411.855;322.396;355.461;343.855;510.625;478.125;582.502
7850;123.241;200.914;87.142;22.625;30.287;-35.127;216.15;206.869;408.49;345.902;355.379;346.535;523.628;484.596;596.447
7860;116.604;187.272;81.948;20.112;39.36;-35.32;198.059;189.669;401.658;365.993;355.484;348.408;531.477;488.167;605.451
7870;111.112;174.236;76.759;18.865;47.72;-34.513;178.628;173.159;393.628;384.575;353.916;348.919;537.69;488.666;612.389
7880;106.524;161.375;70.75;19.181;55.305;-33.097;160.421;154.897;384.949;402.243;348.134;349.532;541.239;485.966;615.068
7890;101.625;148.734;67.748;18.432;63.128;-31.298;141.379;136.048;374.839;420.43;343.404;347.451;539.564;478.503;613.381
7900;96.31;133.465;64.337;16.128;70.57;-27.886;122.097;118.53;362.713;437.738;336.697;342.448;534.709;468.128;607.462
7910;90.514;116.297;58.921;12.85;77.433;-24.67;101.843;103.018;348.364;453.695;329.352;334.308;522.252;454.567;595.594
7920;82.534;101.132;53.012;9.917;83.93;-23.437;80.612;88.978;328.661;465.012;316.697;324.739;505.731;439.098;577.652
7930;73.298;86.568;45.67;9.197;90.949;-22.959;62.641;73.259;308.778;472.095;307.397;315.465;485.443;421.069;554.433
7940;63.088;71.029;38.452;9.495;96.767;-22.246;44.746;57.927;288.881;475.418;297.97;305.248;462.022;399.68;526.804
7950;52.143;54.579;31.481;11.327;102.567;-22.07;26.716;41.985;270.852;474.67;287.244;292.914;436.763;375.259;495.448
7960;42.668;39.575;22.119;14.777;109.775;-20.737;8.874;27.735;252.93;464.797;273.279;279.47;410.022;346.881;459.823
7970;34.441;25.557;11.485;19.41;115.35;-18.552;-7.461;12.454;235.448;454.622;258.201;264.139;379.654;316.552;422.441
7980;25.91;9.669;1.567;25.106;118.022;-16.327;-19.572;-3.161;216.606;442.087;243.044;247.03;347.555;286.781;383.248
7990;17.274;-7.652;-9.123;29.941;119.317;-15.379;-31.561;-19.847;197.749;429.593;226.512;228.047;313.971;256.703;343.044
8000;8.771;-25.476;-17.851;31.666;119.451;-14.581;-41.262;-36.065;175.908;412.375;208.937;208.319;277.734;225.31;302.197
8010;-1.419;-39.866;-27.778;29.32;118.211;-12.183;-50.934;-52.299;154.514;394.495;185.989;188.59;240.963;193.723;262.663
8020;-11.483;-52.612;-37.76;25.265;115.505;-7.051;-60.523;-68.723;132.775;374.782;162.961;169.108;203.186;162.372;223.081
8030;-20.303;-65.702;-49.425;20.141;109.538;-1.93;-70.568;-84.932;111.605;354.222;144.53;149.57;165.495;130.903;183.284
8040;-28.959;-76.069;-60.11;13.135;103.428;1.952;-79.937;-100.861;89.368;333.91;124.786;130.637;127.172;99.233;145.353
8050;-39.379;-85.317;-71.07;6.661;98.262;3.868;-88.051;-116.032;66.826;313.939;107.174;111.526;88.679;67.361;108.029
8060;-50.175;-96.568;-82.59;1.036;92.684;5.412;-95.782;-131.999;46.086;292.465;88.295;92.854;50.437;35.686;70.157
8070;-60.674;-108.615;-93.185;-6.485;85.666;6.502;-105.801;-147.232;26.975;271.411;69.321;75.857;11.611;3.789;31.633
8080;-72.521;-121.186;-104.457;-15.194;80.425;6.742;-114.961;-161.065;6.052;249.585;51.934;60.546;-27.419;-27.699;-7.585
8090;-84.343;-134.752;-116.532;-22.561;75.284;7.239;-122.481;-173.732;-11.552;227.443;36.877;44.571;-64.665;-56.785;-45.539
8100;-95.532;-149.972;-128.319;-29.341;70.417;7.494;-127.368;-186.148;-25.539;206.167;23.934;28.252;-99.567;-83.862;-83.178
8110;-107.692;-165.583;-140.36;-35.701;65.145;9.6;-134.633;-200.193;-38.996;185.037;10.159;12.239;-132.583;-110.583;-118.701
8120;-121.148;-181.534;-151.077;-41.895;58.625;9.396;-142.018;-214.566;-51.116;160.152;-2.469;-2.714;-165.572;-135.314;-153.299
8130;-134.746;-197.766;-161.444;-48.451;50.752;7.829;-150.999;-225.818;-64.727;133.497;-12.412;-18.499;-197.93;-157.611;-185.84
8140;-147.628;-214.21;-171.244;-54.892;41.556;4.985;-157.514;-235.949;-78.303;106.148;-22.411;-32.433;-228.087;-177.007;-216.074
8150;-160.674;-228.319;-180.117;-60.117;31.924;1.055;-163.734;-243.73;-93.221;78.05;-30.407;-45.501;-257.604;-195.592;-243.756
8160;-173.131;-239.193;-188.259;-64.175;22.09;-2.457;-168.821;-250.364;-105.661;49.429;-39.23;-56.636;-281.332;-212.072;-267.098
8170;-184.131;-248.902;-195.888;-67.495;11.989;-4.615;-174.097;-255.165;-114.695;25.585;-47.502;-65.788;-302.84;-227.062;-286.094
8180;-193.53;-257.927;-202.657;-71.243;-0.513;-6.364;-178.063;-258.606;-123.354;5.134;-58.84;-75.35;-320.531;-240.663;-301.8
8190;-201.001;-266.818;-209.535;-74.277;-12.135;-8.956;-182.931;-260.714;-132.49;-10.647;-70.906;-84.007;-333.625;-251.128;-315
8200;-207.981;-274.354;-215.73;-78.346;-24.557;-10.535;-187.509;-261.13;-142.305;-27.021;-82.168;-91.475;-346.263;-260.815;-325.844
8210;-214.819;-280.88;-220.559;-82.945;-38.044;-13.648;-192.004;-261.87;-152.364;-39.77;-93.065;-97.823;-359.095;-267.505;-334.094
8220;-222.448;-286.774;-224.146;-88.175;-50.127;-18.142;-194.501;-262.554;-162.052;-52.223;-103.001;-104.332;-369.789;-272.418;-340.92
8230;-230.87;-290.666;-226.206;-95.737;-60.651;-22.966;-196.619;-262.545;-170.957;-65.214;-114.251;-111.215;-379.404;-277.975;-346.73
8240;-239.525;-293.436;-227.606;-103.632;-71.31;-26.731;-198.752;-261.335;-180.152;-80.251;-126.09;-117.524;-386.615;-282.84;-351.244
8250;-247.596;-295.96;-229.554;-108.563;-81.829;-28.702;-200.651;-258.96;-187.07;-91.803;-136.59;-124.452;-391.012;-286.608;-354.646
8260;-254.873;-298.454;-230.476;-111.579;-91.352;-30.804;-202.502;-256.538;-195.121;-102.679;-143.011;-131.788;-393.768;-290.506;-358.302
8270;-262.258;-301.034;-231.495;-113.026;-99.268;-35.71;-203.564;-254.577;-200.821;-114.113;-147.152;-139.874;-394.572;-294.535;-362.301
8280;-269.95;-304.201;-231.292;-115.581;-105.876;-39.844;-203.997;-252.737;-206.644;-127.208;-151.343;-148.226;-394.285;-297.868;-365.612
8290;-277.157;-307.79;-231.266;-119.059;-113.579;-44.233;-203.539;-250.797;-211.41;-138.116;-153.808;-156.223;-393.072;-299.772;-368.677
8300;-282.948;-311.057;-231.135;-122.836;-123.295;-47.383;-202.869;-248.575;-216.375;-149.419;-156.011;-163.386;-390.956;-300.737;-371.519
8310;-288.258;-313.41;-231.269;-127.71;-132.913;-50.48;-201.597;-245.502;-221.221;-162.337;-158.552;-168.989;-387.382;-300.872;-373.143
8320;-293.232;-314.785;-231.699;-132.56;-141.847;-53.046;-200.777;-243.426;-225.218;-176.943;-161.926;-173.407;-382.419;-300.171;-373.461
8330;-296.52;-314.996;-231.777;-136.757;-151.261;-55.428;-201.463;-242.634;-227.741;-190.094;-164.356;-176.793;-377.127;-299.177;-372.432
8340;-298.724;-314.058;-231.258;-143.255;-159.177;-58.367;-201.844;-241.251;-229.183;-203.018;-165.914;-180.2;-372.499;-297.932;-370.404
8350;-300.21;-311.23;-230.687;-149.532;-166.086;-61.669;-201.997;-240.269;-230.905;-215.87;-167.734;-183.592;-366.939;-295.588;-366.367
8360;-300.983;-308.109;-229.825;-155.368;-173.047;-65.051;-200.87;-238.463;-233.142;-225.792;-169.665;-186.923;-359.669;-292.288;-361.618
8370;-301.248;-304.659;-228.626;-161.21;-179.481;-66.052;-199.458;-236.181;-235.156;-232.008;-171.701;-189.276;-351.21;-288.483;-358.568
8380;-301.412;-300.891;-226.281;-165.785;-185.502;-65.463;-196.697;-235.108;-236.303;-236.2;-173.737;-191.257;-342.433;-284.803;-355.826
8390;-301.239;-297;-223.789;-170.821;-192.201;-66.199;-193.508;-232.283;-237.131;-239.306;-174.954;-192.582;-333.839;-280.652;-352.532
8400;-300.204;-293.583;-221.389;-175.219;-199.062;-67.914;-190.759;-230.219;-237.953;-240.65;-176.248;-194.297;-325.146;-276.135;-349.24
