timepoints (min);31: frq9,- -1;32: frq9,- -2;33: frq9,- -3;34: frq10,- -1;35: frq10,- -2;36: frq10,- -3;37: wc-1,+ -1;38: wc-1,+ -3;39: wc-2,+ -1;40: wc-2,+ -2;41: wc-2,+ -3;42: wc-1,- -1;43: wc-1,- -2;average;45: wc-2,- -1
6490;94.588;56.088;102.121;25.814;45.532;129.473;17.932;12.366;-19.623;-90.923;-54.47;-5.444;-89.063;-89.063;2.519
6500;96.426;51.159;98.183;28.098;49.76;127.302;14.714;19.778;-20.317;-92.068;-53.022;-6.077;-79.581;-79.581;1.615
6510;97.044;46.581;92.804;29.96;52.778;125.091;11.177;27.738;-21.251;-93.087;-50.654;-6.392;-70.04;-70.04;0.629
6520;97.222;42.287;87.349;31.761;56.012;123.189;8.269;35.243;-22.116;-92.909;-49.612;-6.273;-61.625;-61.625;0.163
6530;96.579;39.593;81.699;32.954;59.959;120.127;5.334;41.703;-21.301;-92.91;-48.608;-6.614;-53.32;-53.32;-1.108
6540;95.483;36.644;76.05;33.723;63.844;117.175;3.112;47.37;-20.486;-90.392;-47.749;-7.086;-45.048;-45.048;-2.385
6550;94.143;34.975;70.046;35.179;69.472;111.943;2.367;53.029;-19.79;-87.873;-45.737;-7.36;-37.32;-37.32;-3.466
6560;92.283;33.524;64.561;36.501;74.428;106.953;1.994;58.721;-19.095;-85.32;-43.963;-6.966;-30.727;-30.727;-4.548
6570;90.408;33.233;59.483;39.142;81.76;101.083;1.815;64.45;-18.4;-80.687;-42.87;-6.637;-25.23;-25.23;-5.939
6580;87.531;33.418;55.204;41.538;88.692;94.916;0.666;70.371;-17.705;-76.123;-43.626;-5.779;-19.044;-19.044;-7.317
6590;83.508;34.163;51.33;43.934;95.174;89.839;-0.716;76.334;-15.89;-71.503;-44.302;-6.236;-13.498;-13.498;-8.695
6600;79.415;34.086;47.935;46.123;99.963;84.841;-0.499;82.389;-14.081;-66.364;-44.646;-7.292;-8.263;-8.263;-8.306
6610;75.95;33.451;44.977;48.361;104.796;79.316;-0.399;87.212;-12.273;-61.411;-42.608;-8.168;-1.534;-1.534;-7.917
6620;71.437;30.065;42.523;49;108.898;74.83;1.062;90.415;-11.345;-56.578;-40.171;-9.61;5.872;5.872;-6.688
6630;65.564;26.754;39.876;49.125;112.16;70.31;2.291;93.666;-10.486;-51.786;-36.469;-11.092;14.523;14.523;-4.881
6640;58.954;22.564;39.17;48.771;115.668;67.55;4.705;96.872;-9.626;-47.063;-33.35;-12.12;24.047;24.047;-3.095
6650;52.065;18.277;38.463;48.692;119.098;64.804;6.021;100.618;-8.767;-41.861;-30.252;-12.593;31.964;31.964;-1.392
6660;44.643;15.626;38.12;47.483;122.688;62.258;8.626;104.364;-7.908;-36.637;-27.341;-12.098;40.819;40.819;-1.328
6670;38.375;13.141;37.928;48.607;125.788;59.863;9.806;108.741;-7.152;-31.379;-24.069;-10.794;48.887;48.887;-1.189
6680;32.708;12.207;37.484;48.324;128.303;54.306;13.423;111.614;-6.396;-24.641;-21.131;-9.299;57.628;57.628;-1.07
6690;28.273;11.425;37.033;46.565;130.017;48.618;16.643;112.975;-4.44;-17.648;-18.088;-8.217;65.033;65.033;-2.192
6700;23.492;9.534;36.161;44.662;131.274;43.714;16.011;114.274;-2.484;-10.655;-15.406;-8.108;73.352;73.352;-3.299
6710;18.484;7.643;35.241;43.88;131.332;40.15;15.106;115.319;-0.535;-2.742;-12.015;-7.981;81.687;81.687;-4.407
6720;13.243;4.404;34.272;43.043;131.226;36.572;13.459;116.255;1.372;5.447;-9.139;-8.739;90.35;90.35;-5.834
6730;8.503;1.166;33.468;43.738;132.09;32.764;14.299;117.247;3.28;13.756;-6.126;-9.164;98.777;98.777;-6.199
6740;4.484;-0.727;31.61;44.517;132.873;28.783;15.338;118.219;5.284;22.688;-3.618;-9.091;108.883;108.883;-6.563
6750;1.706;-3.739;29.552;45.51;133.294;22.039;17.03;118.568;7.288;31.49;-4.073;-8.396;119.178;119.178;-6.437
6760;-0.352;-7.521;27.778;46.166;132.354;15.294;19.106;118.337;9.292;39.291;-4.459;-7.983;128.741;128.741;-6.244
6770;-1.68;-11.063;25.092;46.821;131.15;7.546;21.514;118.057;11.297;46.975;-3.297;-8.106;138.803;138.803;-6.051
6780;-2.905;-16.294;23.989;47.113;128.764;1.599;22.72;118.614;11.683;54.659;-1.694;-8.972;148.719;148.719;-5.185
6790;-3.69;-21.207;21.069;47.772;126.418;-4.197;22.792;118.763;12.069;59.823;1.07;-10.258;159.079;159.079;-5.206
6800;-4.023;-27.452;18.977;48.259;122.201;-7.953;21.622;118.843;12.455;64.877;1.857;-12.248;169.647;169.647;-5.247
6810;-3.543;-34.081;15.684;49.338;118.57;-11.868;21.683;118.603;12.841;69.931;2.75;-13.49;180.142;180.142;-5.288
6820;-2.487;-41.046;12.419;50.417;112.258;-14.302;22.084;118.785;13.283;72.785;2.497;-14.161;190.234;190.234;-5.57
6830;-0.357;-48.961;9.652;51.172;106.299;-16.819;22.324;117.073;13.724;75.666;4.083;-14.498;198.537;198.537;-5.817
6840;2.211;-57.477;6.885;50.368;100.381;-18.601;20.772;115.32;14.166;78.548;5.614;-14.748;206.35;206.35;-6.063
6850;5.179;-65.24;3.07;49.516;95.594;-20.287;18.714;113.65;15.17;80.594;7.012;-15.061;213.503;213.503;-6.298
6860;6.55;-73.448;-0.71;48.41;90.268;-22.386;15.017;112.074;16.174;82.683;6.503;-15.614;219.356;219.356;-6.505
6870;7.801;-79.359;-4.375;47.483;85.901;-25.674;9.277;110.599;17.012;83.691;6.029;-15.862;224.881;224.881;-6.712
6880;10.592;-85.385;-8.109;46.999;82.239;-29.225;4.392;109.143;17.851;84.499;4.034;-15.546;229.43;229.43;-7.274
6890;12.229;-90.451;-12.172;44.594;79.052;-33.346;0.159;107.04;18.786;85.308;2.64;-14.895;233.579;233.579;-7.941
6900;13.946;-95.701;-16.422;41.714;75.895;-37.461;-3.15;103.52;19.721;84.556;0.807;-14.439;236.901;236.901;-8.731
6910;13.665;-101.07;-19.977;38.014;73.268;-41.149;-7.408;99.828;20.657;83.57;-1.057;-14.262;235.079;235.079;-8.001
6920;12.091;-106.353;-23.669;34.086;70.96;-44.837;-9.843;95.026;21.592;82.583;-2.906;-15.001;234.109;234.109;-7.036
6930;10.123;-110.996;-27.08;29.979;69.439;-48.079;-13.943;89.968;22.541;80.019;-4.709;-16.102;229.859;229.859;-6.167
6940;8.834;-114.794;-31.247;27.04;65.993;-51.4;-18.557;84.975;22.29;77.593;-6.455;-17.092;225.341;225.341;-4.738
6950;8.978;-116.833;-35.541;24.246;62.948;-54.681;-21.164;80.044;22.039;75.167;-8.284;-17.317;219.702;219.702;-3.269
6960;9.023;-118.19;-40.479;19.959;58.021;-59.203;-25.47;75.556;21.788;72.059;-10.022;-17.526;210.949;210.949;-1.8
6970;9.308;-119.909;-45.446;15.341;52.858;-63.6;-23.897;71.039;21.502;68.883;-11.36;-16.939;200.865;200.865;-0.331
6980;9.392;-121.566;-50.423;9.073;46.103;-65.677;-30.31;66.225;21.217;65.066;-11.863;-16.661;189.035;189.035;0.001
6990;8.797;-123.872;-54.775;2.954;39.68;-67.741;-36.367;61.589;20.931;61.126;-10.828;-16.807;175.366;175.366;0.327
7000;8.081;-126.324;-58.2;-3.178;33.719;-67.732;-40.065;57.963;20.531;57.185;-9.927;-17.138;160.652;160.652;0.687
7010;6.646;-128.628;-61.666;-8.628;28.701;-67.441;-44.233;53.742;20.131;53.494;-8.364;-17.077;145.775;145.775;0.167
7020;3.902;-130.777;-63.182;-14.077;22.724;-66.768;-48.894;49.501;19.731;49.872;-7.615;-16.625;129.323;129.323;-0.284
7030;0.793;-131.782;-64.801;-18.137;17.778;-67.126;-52.71;42.255;19.179;46.25;-6.983;-15.015;112.906;112.906;-0.846
7040;-3.218;-132.579;-63.754;-21.596;13.172;-67.697;-56.681;33.681;18.6;43.331;-8.469;-13.149;96.234;96.234;-0.807
7050;-5.888;-132.706;-62.825;-25.021;8.883;-68.888;-60.126;25.149;18.021;40.516;-9.977;-11.156;78.977;78.977;-0.651
7060;-8.724;-132.492;-62.033;-29.292;3.792;-70.397;-63.834;15.189;17.441;37.701;-11.532;-9.906;61.657;61.657;-0.495
7070;-11.11;-131.999;-61.124;-33.564;-1.872;-72.63;-67.237;4.065;16.862;35.801;-11.411;-8.657;44.512;44.512;-0.139
7080;-13.785;-130.846;-63.015;-38.269;-7.84;-74.863;-69.601;-5.366;16.31;33.93;-11.33;-7.372;27.513;27.513;0.843
7090;-16.299;-129.492;-64.644;-41.574;-14.476;-77.626;-69.692;-14.872;15.759;31.954;-11.268;-6.154;9.912;9.912;1.825
7100;-18.862;-128.229;-65.553;-45.421;-20.29;-81.149;-69.418;-25.302;14.727;28.938;-11.843;-4.988;-6.477;-6.477;2.121
7110;-21.269;-126.486;-66.297;-48.268;-26.19;-83.661;-67.851;-35.783;13.737;25.921;-12.537;-4.39;-21.669;-21.669;2.684
7120;-23.556;-124.251;-66.385;-51.377;-32.817;-85.292;-66.808;-45.847;12.746;22.359;-12.33;-4.593;-35.93;-35.93;3.157
7130;-25.305;-122.052;-66.708;-54.446;-39.494;-86.559;-66.408;-56.015;11.756;18.699;-11.332;-5.436;-50.71;-50.71;3.27
7140;-26.094;-118.386;-67.513;-57.474;-47.166;-87.545;-67.404;-65.178;10.766;14.909;-10.342;-5.477;-68.154;-68.154;3.423
7150;-27.57;-114.861;-68.287;-61.992;-54.065;-87.966;-68.452;-74.057;9.796;11.639;-8.79;-5.92;-84.771;-84.771;3.425
7160;-28.592;-109.353;-69.354;-66.149;-61.473;-88.754;-68.178;-82.763;8.866;8.189;-7.319;-6.134;-94.084;-94.084;3.426
7170;-29.766;-104.326;-70.018;-70.396;-67.902;-89.647;-69.353;-91.04;7.937;4.663;-5.538;-6.548;-103.781;-103.781;2.623
7180;-31.246;-97.917;-70.286;-72.585;-74.582;-89.076;-69.09;-98.339;7.007;1.338;-3.709;-6.716;-110.255;-110.255;2.041
7190;-34.494;-92.326;-69.276;-75.386;-79.286;-88.305;-69.79;-104.579;5.705;-2.043;-1.894;-6.484;-114.768;-114.768;1.459
7200;-37.342;-87.63;-68.094;-77.43;-85.447;-87.672;-71.924;-110.737;4.403;-5.382;-0.488;-6.444;-118.977;-118.977;0.851
7210;-39.941;-83.865;-66.328;-78.783;-89.789;-86.319;-72.011;-116.868;3.101;-8.001;1.181;-6.49;-121.371;-121.371;0.401
7220;-41.321;-84.971;-64.549;-79.674;-94.646;-85.234;-77.305;-122.371;1.95;-10.469;2.781;-6.643;-122.559;-122.559;-0.193
7230;-42.502;-86.677;-61.57;-80.949;-98.742;-85.75;-74.783;-128.033;0.8;-12.177;4.323;-6.305;-124.527;-124.527;-0.508
7240;-42.819;-88.473;-58.659;-82.217;-103.497;-86.411;-71.108;-132.848;-0.35;-14.084;4.799;-5.779;-127.429;-127.429;-0.84
7250;-42.857;-90.309;-56.269;-83.828;-108.119;-86.663;-69.726;-138.161;-1.421;-15.895;5.502;-5.254;-130.403;-130.403;-1.172
7260;-42.999;-92.909;-54.017;-85.948;-112.448;-87.074;-69.335;-143.492;-2.491;-17.546;5.422;-5.486;-133.295;-133.295;-0.644
7270;-41.901;-95.429;-53.524;-88.309;-115.192;-87.23;-68.943;-148.81;-3.561;-19.232;5.72;-6.092;-135.89;-135.89;-0.632
7280;-40.941;-99.208;-52.977;-90.284;-117.335;-87.444;-69.961;-150.582;-4.632;-20.89;6.146;-7.299;-138.99;-138.99;-0.619
7290;-38.621;-102.948;-52.949;-92.388;-119.571;-87.499;-70.608;-151.604;-5.702;-22.668;8.236;-9.989;-140.677;-140.677;-0.21
7300;-37.72;-105.117;-52.756;-94.134;-121.982;-87.437;-67.721;-152.55;-6.772;-24.294;10.708;-11.439;-141.709;-141.709;-0.037
7310;-35.499;-107.607;-51.41;-94.894;-124.066;-87.644;-67.375;-153.556;-7.843;-25.996;13.538;-13.018;-141.822;-141.822;0.135
7320;-33.946;-107.979;-50.043;-95.599;-125.897;-87.212;-67.869;-154.088;-8.673;-29.298;15.556;-14.145;-141.612;-141.612;0.363
7330;-31.698;-108.232;-48.079;-95.887;-127.47;-86.774;-69.068;-154.357;-9.503;-32.621;17.574;-15.552;-141.379;-141.379;-0.09
7340;-29.61;-109.414;-43.8;-96.148;-128.19;-84.145;-69.568;-154.716;-10.417;-36.633;19.579;-16.641;-140.757;-140.757;-0.528
7350;-29.414;-110.803;-39.521;-97.486;-128.233;-78.679;-68.41;-154.167;-11.33;-39.681;22.815;-16.986;-140.457;-140.457;-1.036
7360;-29.098;-111.159;-33.659;-99.451;-127.476;-73.378;-66.804;-152.102;-12.243;-42.668;25.872;-16.501;-137.854;-137.854;-2.183
7370;-28.291;-111.916;-28.348;-101.279;-125.579;-68.436;-64.378;-150.189;-13.156;-44.574;27.422;-15.571;-133.317;-133.317;-3.462
7380;-27.364;-110.303;-23.658;-102.126;-123.648;-63.756;-62.979;-148.299;-13.779;-46.377;28.217;-14.641;-128.364;-128.364;-4.858
7390;-26.541;-109.731;-19.189;-103.09;-121.364;-59.876;-61.263;-147.167;-14.403;-47.876;28.222;-14.799;-126.48;-126.48;-6.254
7400;-25.837;-106.75;-16.223;-101.29;-119.92;-56.099;-56.97;-145.552;-15.026;-47.695;28.145;-14.074;-124.458;-124.458;-7.698
7410;-23.948;-105.572;-13.099;-98.538;-117.796;-50.946;-52.946;-143.599;-15.69;-47.528;28.054;-13.41;-124.371;-124.371;-9.142
7420;-22.618;-103.868;-10.615;-95.607;-116.079;-46.048;-47.592;-141.429;-16.353;-47.079;27.644;-14.71;-124.025;-124.025;-10.059
7430;-20.519;-103.95;-7.862;-93.13;-113.721;-42.171;-42.208;-139.123;-17.017;-46.789;27.004;-16.011;-122.941;-122.941;-11.415
7440;-18.12;-101.817;-5.589;-90.625;-111.451;-39.327;-35.727;-136.655;-17.68;-46.334;26.371;-17.422;-121.239;-121.239;-12.771
7450;-16.121;-98.814;-3.226;-88.203;-108.183;-36.407;-29.087;-134.084;-18.343;-45.748;26.174;-17.406;-119.582;-119.582;-14.21
7460;-13.197;-95.997;-1.023;-85.982;-104.806;-33.77;-23.25;-131.537;-19.007;-45.665;25.494;-17.589;-117.85;-117.85;-15.794
7470;-11.353;-88.633;1.124;-83.672;-101.313;-30.857;-17.577;-128.057;-18.71;-45.451;24.49;-17.007;-116.283;-116.283;-17.379
7480;-10.532;-78.659;2.552;-80.194;-97.239;-26.719;-14.771;-124.487;-18.414;-44.357;23.036;-16.465;-114.052;-114.052;-18.854
7490;-10.112;-68.851;4.228;-76.393;-92.644;-22.56;-14.028;-120.484;-18.117;-43.305;22.039;-15.637;-110.378;-110.378;-19.848
7500;-9.56;-55.971;7.183;-70.974;-86.815;-18.858;-12.106;-115.443;-17.8;-42.073;21.03;-14.753;-107.229;-107.229;-20.87
7510;-8.608;-42.63;10.077;-63.95;-81.175;-13.96;-8.745;-109.554;-17.483;-39.921;20.452;-13.869;-104.382;-104.382;-22.154
7520;-7.348;-27.935;14.43;-56.665;-75.99;-8.868;-3.912;-103.528;-17.166;-37.942;19.874;-13.086;-101.789;-101.789;-22.279
7530;-5.887;-12.47;17.321;-50;-71.546;-2.639;1.618;-97.841;-16.848;-35.68;20.233;-12.501;-98.924;-98.924;-22.479
7540;-4.801;1.567;20.214;-43.425;-66.542;3.439;6.074;-91.672;-16.324;-34.138;20.084;-10.621;-96.48;-96.48;-22.775
7550;-3.705;13.821;24.292;-38.261;-61.777;9.098;6.967;-85.633;-15.8;-32.486;20.588;-10.287;-93.237;-93.237;-22.352
7560;-3.928;27.326;28.022;-33.45;-56.781;14.847;10.08;-79.368;-15.276;-30.75;20.137;-9.353;-89.821;-89.821;-21.963
7570;-4.014;39.485;32.145;-28.466;-51.363;20.545;14.001;-73.956;-14.992;-27.295;19.417;-8.975;-86.713;-86.713;-21.574
7580;-4.939;55.097;37.179;-23.862;-46.212;26.229;18.912;-67.141;-14.708;-23.957;18.069;-10.386;-82.789;-82.789;-20.779
7590;-5.636;71.948;39.903;-19.203;-41.342;31.793;23.444;-60.457;-14.423;-19.899;16.804;-11.917;-79.175;-79.175;-19.945
7600;-5.132;89.748;42.607;-13.437;-37.101;34.214;25.91;-54.418;-14.139;-15.8;15.553;-14.752;-76.052;-76.052;-19.11
7610;-4.243;106.425;43.87;-5.928;-32.492;36.469;27.45;-49.452;-13.855;-11.811;15.029;-16.146;-74.901;-74.901;-18.109
7620;-4.113;121.577;44.837;0.974;-28.484;38.772;28.457;-44.514;-13.571;-8.622;13.961;-17.274;-73.859;-73.859;-17.439
7630;-4.103;134.269;46.764;3.319;-24.88;41.372;30.108;-38.841;-12.407;-5.412;12.908;-17.531;-73.251;-73.251;-16.768
7640;-3.734;145.639;48.215;5.608;-21.299;46.252;32.174;-32.033;-11.243;-2.334;12.218;-17.468;-69.404;-69.404;-16.29
7650;-2.343;154.683;51.666;6.857;-17.32;51.553;31.797;-25.803;-10.079;-1.535;11.792;-18.2;-65.488;-65.488;-16.091
7660;0.007;164.292;55.021;9.407;-13.574;58.097;32.892;-19.393;-8.88;-0.737;11.673;-18.695;-62.261;-62.261;-15.61
7670;2.89;173.534;58.655;12.219;-9.428;65.64;34.437;-13.847;-7.681;-0.034;12.166;-16.894;-58.688;-58.688;-15.163
7680;6.997;181.319;62.703;15.742;-5.846;72.79;33.97;-8.964;-6.483;0.268;12.665;-14.712;-55.668;-55.668;-14.196
7690;10.785;186.749;66.764;19.327;-3.27;80.025;35.239;-4.356;-5.284;0.549;13.116;-12.53;-52.775;-52.775;-13.312
7700;14.065;193.354;70.735;22.732;-0.986;87.246;36.633;0.79;-4.003;1.063;13.171;-11.255;-50.201;-50.201;-12.303
7710;16.385;200.077;74.8;25.975;1.001;93.514;37.905;5.564;-2.721;1.852;13.219;-9.662;-47.17;-47.17;-9.895
7720;18.925;205.688;78.517;30.854;3.942;99.508;39.968;10.343;-2.4;2.586;13.568;-8.713;-43.054;-43.054;-7.439
7730;22.186;208.938;81.883;36.259;6.349;102.167;43.972;15.102;-2.079;2.76;13.763;-7.168;-38.142;-38.142;-4.92
7740;25.142;209.763;84.672;41.72;10.392;104.737;49.326;19.71;-1.757;3.01;13.859;-5.423;-32.556;-32.556;-3.001
7750;28.498;207.854;86.367;45.905;13.674;105.178;53.676;23.59;-1.436;3.17;13.861;-3.749;-25.462;-25.462;-0.399
7760;31.297;205.661;88.19;48.63;18.528;102.246;57.646;26.961;-1.114;3.57;13.236;-2.115;-18.88;-18.88;2.204
7770;34.975;202.396;89.614;50.659;23.661;99.444;59.331;30.291;-0.793;4.059;12.913;-0.28;-11.502;-11.502;4.149
7780;38.419;202.498;91.942;53.126;28.768;95.49;60.44;33.017;-0.472;4.583;11.252;1.741;-5.05;-5.05;4.731
7790;42.885;204.124;94.125;55.764;32.691;91.604;62.844;35.535;0.89;6.228;9.592;3.801;-0.377;-0.377;5.313
7800;47.072;204.737;94.109;59.716;37.414;88.599;65.435;38.171;2.251;7.865;6.68;5.823;3.677;3.677;5.502
7810;51.687;204.408;94.003;63.218;41.575;85.421;67.523;40.775;3.612;9.474;4.404;7.804;5.382;5.382;4.516
7820;56.302;205.268;92.657;65.571;46.84;82.841;69.779;44.436;5.022;10.684;2.108;9.785;6.44;6.44;3.53
7830;60.648;203.11;91.372;67.997;52.254;80.648;70.356;47.559;6.432;11.611;1.246;14.003;7.808;7.808;2.495
7840;65.074;201.593;89.528;70.486;58.668;76.644;69.586;50.557;7.841;13.578;0.353;17.298;9.294;9.294;2.221
7850;69.641;199.003;87.85;73.494;64.13;74.428;68.076;53.953;9.237;15.517;-2.059;21.483;10.506;10.506;1.822
7860;74.448;196.935;86.091;74.783;68.977;72.239;66.88;57.908;10.633;17.408;-4.897;24.084;12.597;12.597;1.279
7870;79.131;196.214;84.339;75.119;71.513;71.153;67.15;62.076;12.029;19.899;-6.73;27.086;13.068;13.068;1.575
7880;84.014;195.632;81.588;78.872;74.13;69.902;67.756;65.883;12.545;22.473;-8.719;29.008;13.861;13.861;1.961
7890;88.399;196.483;78.898;82.583;76.149;66.243;68.596;68.979;13.061;25.054;-10.126;31.865;15.116;15.116;2.299
7900;91.985;195.763;74.943;86.899;79.586;62.604;69.491;71.766;13.577;27.354;-11.588;34.801;15.948;15.948;2.437
7910;94.611;194.698;70.877;89.641;82.763;57.905;68.768;74.49;14.092;29.641;-11.888;38.065;16.759;16.759;2.61
7920;96.073;191.099;66.65;92.084;86.039;52.342;66.668;78.811;14.608;31.977;-11.524;40.488;17.239;17.239;2.782
7930;96.255;189.04;61.494;96.636;88.754;47.228;66.178;83.835;15.124;34.592;-11.167;42.455;18.509;18.509;2.99
7940;96.417;186.258;56.367;101.27;92.443;41.447;61.993;88.844;16.12;37.131;-11.49;43.492;20.263;20.263;3.188
7950;97.458;182.425;50.115;107.463;95.345;35.542;56.916;93.334;17.116;39.691;-11.457;44.01;22.437;22.437;3.385
7960;99.313;178.232;43.927;113.746;97.909;31.317;52.237;98.372;18.112;42.258;-12.669;43.492;24.105;24.105;2.425
7970;101.128;175.261;38.775;117.628;99.47;27.03;48.068;102.861;19.128;44.708;-13.519;43.517;25.81;25.81;2.232
7980;102.743;171.521;33.679;118.557;101.916;25.175;43.578;107.404;20.145;45.997;-14.251;42.993;27.928;27.928;2.039
7990;104.519;170.441;30.542;119.328;102.939;23.279;38.626;111.702;21.161;47.183;-14.596;42.68;29.303;29.303;1.852
8000;105.694;167.921;27.454;118.041;103.521;22.961;33.448;116.226;22.178;48.37;-15.374;42.367;29.668;29.668;1.386
8010;107.247;166.182;23.885;116.637;103.183;25.146;28.506;119.989;23.201;48.596;-16.338;41.884;31.908;31.908;0.789
8020;107.92;163.243;20.393;115.069;102.131;27.345;24.383;123.772;24.225;48.746;-17.761;41.108;34.891;34.891;0.102
8030;107.088;157.206;16.581;113.223;101.03;30.505;20.985;126.85;25.248;48.966;-18.919;40.571;38.207;38.207;0.455
8040;105.137;151.768;12.858;111.509;100.223;33.796;17.767;129.601;25.232;47.905;-20.019;39.519;41.379;41.379;0.988
8050;103.15;146.703;10.095;109.967;99.255;35.92;15.35;132.346;25.215;46.865;-20.774;37.986;42.774;42.774;1.554
8060;100.164;141.559;7.477;108.466;98.807;38.092;14.753;135.712;25.199;44.201;-21.43;35.937;46.146;46.146;2.961
8070;96.93;134.378;5.819;107.436;97.117;38.09;13.945;139.102;25.182;41.655;-21.477;33.527;50.076;50.076;4.727
8080;92.935;125.517;4.21;106.316;94.262;36.197;15.028;141.156;25.166;39.15;-21.686;30.717;54.366;54.366;6.492
8090;89.225;116.154;2.508;105.03;90.597;34.919;16.018;143.23;25.149;35.726;-21.99;28.75;58.342;58.342;7.479
8100;84.674;104.752;-0.354;102.193;85.239;31.124;19.801;144.001;25.012;32.37;-21.479;26.743;62.995;62.995;8.411
8110;80.139;92.75;-3.501;99.287;79.065;27.343;23.788;143.753;24.876;28.993;-18.941;24.921;66.561;66.561;9.343
8120;75.474;79.389;-7.839;95.877;75.16;22.495;26.833;143.45;24.739;26.417;-16.244;24.654;69.226;69.226;9.76
8130;70.61;65.626;-11.852;92.274;72.069;17.674;28.6;142.846;24.61;23.847;-13.029;24.386;72.116;72.116;10.251
8140;66.207;52.023;-16.099;88.41;69.578;14.543;29.37;141.967;24.48;21.263;-9.971;21.567;75.189;75.189;10.742
8150;62.924;40.012;-19.741;84.694;66.044;11.468;30.367;142.33;24.35;18.92;-8.299;19.281;78.72;78.72;11.658
8160;59.952;27.241;-22.974;81.137;61.788;7.713;29.865;142.617;24.221;16.439;-8.287;16.535;81.961;81.961;12.774
8170;58.099;17.397;-26.234;76.789;56.949;3.332;30.35;142.713;24.132;13.73;-9.32;15.455;84.519;84.519;14.014
8180;56.412;5.633;-28.701;68.669;52.578;-0.945;30.619;141.459;24.044;11.701;-10.117;13.735;85.677;85.677;15.212
8190;53.886;-5.781;-30.829;60.439;48.207;-4.41;34.53;140.047;23.476;9.41;-10.608;13.152;86.138;86.138;16.491
8200;50.752;-16.435;-31.877;51.298;44.65;-7.488;39.446;138.226;22.908;6.439;-11.065;11.516;87.211;87.211;17.701
8210;46.098;-26.908;-32.657;42.143;40.783;-10.567;43.679;136.625;22.339;3.647;-10.233;10.52;87.152;87.152;18.883
8220;41.477;-36.421;-33.116;37.219;36.781;-13.749;46.057;134.152;21.771;0.924;-9.437;8.546;88.241;88.241;18.905
8230;34.778;-44.855;-33.837;33.954;31.48;-18.406;48.148;131.665;21.203;-1.319;-8.68;7.372;88.71;88.71;19.12
8240;27.919;-53.97;-34.999;30.697;25.688;-23.241;51.385;128.75;20.634;-3.644;-8.288;5.567;89.175;89.175;19.342
8250;19.706;-61.251;-36.657;28.578;20.421;-29.07;54.115;125.921;20.066;-5.68;-7.599;2.79;88.059;88.059;19.284
8260;11.054;-69.492;-38.034;26.514;14.648;-35.862;56.534;123.817;19.298;-7.796;-7.097;0.134;84.945;84.945;17.821
8270;2.876;-76.775;-39.619;23.937;9.636;-43.15;56.123;121.913;18.53;-9.994;-7.061;-3.223;80.633;80.633;16.357
8280;-3.182;-84.658;-41.208;21.366;4.481;-50.53;56.985;121.63;17.761;-12.152;-7.025;-5.261;76.604;76.604;15.051
8290;-8.914;-92.996;-43.797;17.055;-0.75;-58.019;57.552;121.67;16.986;-13.229;-6.6;-6.691;73.215;73.215;14.266
8300;-15.247;-101.654;-46.077;11.13;-6.834;-64.982;56.006;121.607;16.211;-14.272;-5.483;-7.279;71.742;71.742;13.481
8310;-21.429;-110.149;-48.472;5.301;-12.183;-71.931;52.433;121.058;15.436;-13.836;-4.317;-7.866;68.594;68.594;12.749
8320;-29.011;-118.924;-51.11;-0.428;-17.43;-76.993;48.465;121.09;14.826;-13.172;-5.241;-8.417;63.212;63.212;11.626
8330;-35.937;-125.474;-53.96;-5.486;-21.388;-78.553;42.33;121.803;14.217;-12.316;-6.825;-8.822;55.392;55.392;10.503
8340;-43.949;-132.345;-56.52;-11.352;-26.552;-80.134;35.01;122.612;13.607;-12.139;-7.574;-9.148;47.553;47.553;9.484
8350;-51.121;-136.761;-57.654;-16.924;-28.905;-79.681;25.826;121.017;13.117;-11.666;-6.819;-8.371;40.799;40.799;7.585
8360;-58.356;-141.618;-58.739;-22.221;-31.992;-79.029;16.532;117.52;12.628;-11.055;-7.634;-7.875;35.048;35.048;5.575
8370;-65.35;-145.197;-58.716;-26.383;-35.971;-78.937;7.775;114.065;12.138;-11.964;-8.879;-9.622;28.56;28.56;3.69
8380;-72.843;-148.817;-58.844;-30.488;-40.737;-78.561;1.69;110.281;11.648;-12.811;-10.588;-12.847;22.061;22.061;1.844
8390;-80.535;-152.892;-58.772;-34.994;-45.233;-79.353;-5.506;106.068;11.159;-13.796;-12.297;-14.592;15.308;15.308;0.006
8400;-88.611;-154.568;-58.659;-40.366;-50.25;-80.172;-12.557;100.379;10.669;-14.101;-12.252;-15.517;8.545;8.545;-1.764
8410;-96.087;-155.305;-59.146;-45.971;-53.927;-80.622;-19.371;94.657;10.179;-14.488;-12.018;-15.979;1.709;1.709;-2.254
8420;-103.291;-156.201;-59.647;-50.046;-57.044;-79.279;-25.739;87.076;9.41;-14.807;-11.843;-17.288;-4.477;-4.477;-2.702
8430;-109.135;-154.73;-60.868;-53.51;-60.09;-78.204;-31.292;78.621;8.64;-15.061;-11.572;-18.382;-11.481;-11.481;-3.15
8440;-113.919;-154.418;-62.109;-56.701;-63.128;-76.218;-38.142;70.048;7.912;-15.294;-10.921;-19.476;-15.789;-15.789;-3.592
8450;-116.803;-154.839;-63.71;-61.117;-66.406;-74.652;-45.084;60.79;7.183;-15.127;-9.186;-19.927;-20.946;-20.946;-3.368
