timepoints (min);01: bdA+.1;02: bdA+.2;03: bdA+.3;04: crybdIm1+.1;05: crybdIm1+.2;;06: bdA-.1;07: bdA-.2;08: bdA-.3;09: crybdIm1-.1;10: crybdIm1-.2;11: crybdIm1-.3;12: frq1+.1;13: frq1+.2;14: frq1+.3
9520;57.137;33.794;21.753;-158.719;-119.703;;88.028;125.648;175.171;245.018;64.004;61.188;82.99;234.811;231.252
9530;55.196;35.113;25.899;-160.323;-126.452;;95.317;137.577;180.725;258.76;83.046;66.825;66.826;221.774;216.065
9540;52.928;36.262;30.621;-161.572;-133.196;;101.523;144.39;185.455;271.999;106.112;72.768;50.905;207.324;200.829
9550;49.908;37.786;35.741;-162.45;-139.669;;109.223;153.236;190.88;285.568;129.316;77.909;35.469;190.612;185.461
9560;45.974;39.519;40.401;-163.251;-146.298;;116.561;161.654;196.436;299.097;153.4;82.01;20.048;172.535;169.999
9570;41.145;40.931;44.575;-163.821;-151.734;;123.821;165.411;199.792;312.487;176.379;85.808;3.371;153.258;153.676
9580;34.771;41.913;49.324;-164.36;-156.258;;130.938;169.287;202.755;321.87;199.172;91.047;-13.684;134.051;137.8
9590;28.524;41.739;54.828;-164.801;-159.728;;138.748;172.789;203.352;329.211;220.074;97.463;-31.108;113.208;121.457
9600;22.567;41.001;59.491;-165.44;-163.086;;146.993;173.061;203.789;336.383;235.879;104.539;-47.222;91.134;103.647
9610;16.255;40.243;63.939;-166.261;-166.142;;155.091;170.756;201.171;343.211;251.759;110.695;-62.781;68.668;87.196
9620;9.103;39.41;68.273;-167.01;-169.149;;160.978;165.674;196.353;351.102;267.197;115.485;-77.083;46.448;71.604
9630;0.353;37.688;70.673;-167.902;-171.992;;165.074;162.268;192.342;356.797;282.574;122.479;-90.612;24.766;57.349
9640;-8.265;35.56;72.99;-168.895;-174.09;;166.713;155.981;187.425;359.531;294.756;129.408;-103.422;4.748;44.952
9650;-18.086;34.604;73.788;-170.167;-175.477;;167.349;149.869;181.018;360.178;304.716;135.277;-116.397;-12.828;34.505
9660;-27.8;33.665;74.374;-170.927;-176.837;;167.063;143.643;172.435;353.177;314.062;136.778;-127.899;-30.128;24.378
9670;-37.634;32.535;75.408;-171.359;-177.348;;165.772;137.781;163.03;343.108;320.688;136.622;-137.538;-46.458;15.652
9680;-46.281;31.574;76.298;-171.59;-176.957;;163.789;129.276;154.098;329.532;325.419;136.906;-146.073;-60.348;7.817
9690;-54.982;29.655;77.101;-170.983;-175.883;;161.368;120.771;145.11;312.206;330.24;135.201;-154.492;-72.811;-0.189
9700;-64.006;27.72;76.563;-169.738;-174.16;;159.128;112.61;135.121;290.003;330.564;131.366;-162.395;-85.206;-10.941
9710;-73.08;26.319;73.721;-168.408;-171.446;;153.578;106.168;124.353;266.981;327.448;127.673;-169.422;-98.287;-22.63
9720;-81.978;24.565;69.8;-166.85;-168.011;;150.028;99.423;113.509;243.342;324.25;123.843;-176.517;-112.001;-34.782
9730;-89.672;22.052;65.09;-165.546;-163.835;;144.97;93.534;103.455;221.236;318.772;118.952;-183.281;-125.836;-46.64
9740;-97.004;19.528;59.855;-164.055;-158.897;;137.575;87.644;93.477;196.738;310.577;112.921;-189.161;-138.952;-56.16
9750;-104.628;16.921;54.923;-162.423;-153.792;;132.128;76.234;85.728;177.626;301.389;105.005;-193.314;-151.708;-64.633
9760;-112.505;15.487;49.434;-160.349;-148.665;;127.084;64.818;77.979;158.554;288.44;96.688;-197.247;-164.47;-73.44
9770;-119.072;12.895;42.697;-158.12;-143.459;;122.728;53.455;71.902;138.56;275.277;88.199;-200.094;-177.132;-83.378
9780;-125.154;7.959;34.963;-155.887;-137.439;;113.543;41.898;65.105;117.237;257.492;78.952;-202.541;-189.794;-92.815
9790;-132.048;2.657;25.939;-153.608;-130.967;;105.432;31.219;58.516;96.874;234.905;70.117;-204.972;-201.484;-101.916
9800;-137.89;-3.724;16.502;-151.328;-124.59;;95.742;17.101;48.495;76.556;212.379;61.906;-206.783;-211.582;-111.357
9810;-143.96;-11.502;6.79;-149.048;-118.332;;86.833;3.63;38.419;55.437;187.723;53.432;-208.554;-220.323;-120.617
9820;-149.314;-20.154;-2.312;-146.621;-112.717;;78.32;-6.316;27.215;31.818;163.476;44.599;-209.498;-227.834;-128.196
9830;-154.23;-29.419;-12.033;-144.233;-106.999;;68.007;-16.159;15.949;7.528;139.408;34.143;-210.36;-235.092;-135.383
9840;-159.222;-37.684;-23.022;-141.385;-100.734;;56.403;-25.225;7.436;-15.243;115.786;23.208;-211.408;-240.55;-142.152
9850;-164.999;-46.512;-33.713;-138.24;-94.492;;45.09;-34.291;-1.153;-37.396;93.85;11.985;-212.03;-245.003;-148.157
9860;-170.956;-55.181;-44.931;-135.21;-87.603;;33.297;-42.21;-8.154;-59.589;71.727;0.481;-212.07;-249.724;-153.588
9870;-176.294;-64.352;-56.56;-131.429;-80.269;;23.721;-47.128;-15.326;-83.149;49.89;-10.421;-211.945;-253.659;-156.763
9880;-180.148;-73.101;-67.439;-127.098;-72.593;;12.248;-52.316;-22.372;-105.578;28.063;-23.388;-211.372;-256.455;-157.6
9890;-183.788;-81.295;-78.292;-122.967;-64.848;;2.688;-54.389;-29.01;-124.839;9.287;-35.452;-210.612;-259.251;-158.102
9900;-186.52;-89.634;-88.401;-118.539;-57.385;;-6.339;-56.462;-35.654;-144.182;-8.168;-47.274;-209.388;-262.189;-158.64
9910;-189.188;-98.073;-98.185;-114.12;-49.818;;-14.557;-58.132;-40.142;-158.781;-26.134;-55.699;-207.582;-265.057;-159.793
9920;-191.753;-106.623;-108.326;-110.521;-42.356;;-21.775;-59.803;-44.63;-171.228;-43.229;-64.203;-204.992;-267.171;-160.832
9930;-193.793;-115.312;-118.589;-106.628;-35.174;;-30.011;-60.48;-50.764;-184.241;-61.087;-72.268;-202.41;-269.537;-160.946
9940;-195.84;-123.56;-129.225;-103.143;-28.029;;-37.837;-61.93;-56.138;-193.634;-79.269;-77.372;-200.394;-270.818;-160.327
9950;-197.843;-130.822;-138.905;-100.207;-21.237;;-45.897;-63.222;-61.756;-202.546;-95.115;-82.629;-198.153;-270.634;-157.763
9960;-199.183;-137.865;-146.161;-96.761;-14.804;;-51.466;-67.869;-66.342;-208.291;-108.72;-86.966;-195.887;-269.305;-153.538
9970;-200.876;-144.818;-152.572;-93.069;-9.01;;-59.032;-72.35;-70.715;-210.732;-122.381;-91.35;-193.422;-265.949;-148.423
9980;-202.608;-150.887;-158.243;-89.731;-4.272;;-66.639;-78.444;-77.502;-212.988;-134.974;-95.161;-190.309;-260.27;-142.582
9990;-204.521;-155.913;-163.363;-86.005;0.052;;-70.465;-84.428;-84.269;-213.355;-145.223;-98.052;-186.305;-254.102;-134.91
10000;-205.396;-160.527;-168.383;-81.803;4.785;;-74.258;-85.452;-93.121;-214.914;-155.349;-100.881;-181.388;-248.934;-124.377
10010;-205.738;-164.721;-172.73;-77.629;9.797;;-78.102;-86.401;-101.919;-216.321;-162.822;-103.826;-175.803;-243.983;-112.63
10020;-205.92;-168.11;-176.236;-73.394;15.033;;-81.931;-88.301;-109.614;-216.389;-170.712;-107.411;-170.211;-240.39;-100.284
10030;-205.319;-170.917;-179.847;-69.363;19.989;;-84.728;-87.76;-116.179;-216.473;-177.07;-110.488;-164.094;-236.742;-86.046
10040;-204.03;-173.779;-183.298;-65.488;24.371;;-88.728;-86.992;-122.393;-218.007;-182.443;-114.265;-157.481;-232.472;-72.012
10050;-203.279;-175.521;-186.841;-61.625;28.83;;-93.287;-84.785;-127.839;-219.11;-187.96;-118.11;-150.721;-228.081;-56.221
10060;-202.439;-175.186;-189.705;-57.866;33.764;;-98.592;-82.364;-133.188;-219.11;-192.462;-121.688;-143.898;-223.531;-41.388
10070;-201.279;-173.397;-192.255;-54.666;38.159;;-104.494;-83.41;-136.234;-219.39;-197.604;-125.586;-136.448;-218.876;-27.211
10080;-198.71;-171.312;-194.193;-51.251;41.389;;-108.561;-84.455;-139.281;-218.069;-202.236;-129.316;-128.407;-214.396;-12.291
10090;-195.79;-169.335;-194.887;-48.117;43.572;;-112.622;-84.057;-140.91;-216.908;-206.846;-131.988;-119.596;-208.381;3.19
10100;-192.488;-167.117;-195.145;-45.183;46.594;;-117.196;-83.821;-143.019;-215.884;-210.055;-134.086;-109.683;-200.534;20.012
10110;-189.247;-164.851;-195.658;-42.16;50.801;;-119.818;-81.687;-143.937;-214.476;-213.168;-134.963;-100.234;-192.406;36.451
10120;-185.414;-162.67;-196.028;-38.797;55.164;;-121.927;-79.749;-141.841;-212.746;-214.731;-136.633;-89.956;-183.783;50.857
10130;-182.303;-160.219;-195.921;-35.92;58.977;;-122.255;-77.487;-139.836;-211.886;-216.149;-138.379;-78.657;-174.276;63.723
10140;-179.69;-157.309;-195.661;-33.018;62.462;;-121.698;-74.361;-136.908;-209.545;-217.263;-141.192;-66.065;-162.767;77.334
10150;-177.326;-154.53;-195.241;-30.452;65.985;;-121.625;-71.132;-133.752;-206.48;-218.778;-143.924;-53.745;-148.541;91.423
10160;-174.473;-151.67;-194.705;-28.487;69.724;;-119.898;-65.608;-131.509;-203.175;-220.065;-145.83;-40.793;-132.674;106.914
10170;-171.421;-148.789;-193.879;-26.372;73.626;;-117.972;-59.408;-128.97;-198.044;-220.903;-147.055;-27.261;-116.596;122.352
10180;-168.581;-145.532;-192.883;-23.881;78.121;;-114.559;-49.846;-123.87;-191.699;-220.182;-148.073;-12.437;-100.375;135.877
10190;-166.017;-142.283;-191.846;-21.372;82.494;;-111.269;-40.683;-121.844;-184.354;-218.854;-149.968;5.008;-82.93;149.215
10200;-163.807;-138.961;-190.868;-18.044;87.088;;-107.436;-30.879;-119.597;-177.705;-217.481;-151.979;22.172;-64.628;160.04
10210;-161.818;-134.55;-189.567;-14.583;91.655;;-104.548;-23.588;-116.604;-169.055;-216.269;-153.988;40.6;-45.109;169.04
10220;-159.909;-129.822;-187.714;-11.799;96.203;;-101.408;-16.428;-113.473;-162.541;-214.746;-156.314;59.646;-26.818;177.022
10230;-157.252;-124.543;-185.392;-8.428;101.599;;-99.59;-9.473;-107.072;-155.221;-212.764;-158.51;78.877;-8.777;182.8
10240;-154.058;-119.199;-182.829;-4.927;107.615;;-98.699;-2.519;-100.67;-147.514;-209.737;-161.15;96.997;9.233;185.046
10250;-149.927;-113.396;-180.234;-1.982;113.532;;-95.967;1.852;-93.385;-140.41;-206.385;-163.622;114.834;27.577;184.502
10260;-145.24;-107.228;-177.247;1.483;118.774;;-91.83;7.583;-87.459;-133.668;-200.553;-165.604;131.683;45.978;182.884
10270;-140.865;-100.234;-173.749;6.061;123.074;;-87.412;14.109;-82.92;-128.092;-192.503;-166.117;148.09;65.091;180.527
10280;-136.459;-92.255;-169.839;10.541;126.404;;-83.03;19.614;-79.567;-120.865;-184.088;-167.051;163.43;83.418;174.702
10290;-131.647;-84.372;-165.754;16.07;129.585;;-78.539;25.339;-76.255;-112.865;-176.953;-167.222;178.579;100.572;168.157
10300;-126.419;-77.564;-161.399;22.968;132.432;;-73.396;32.501;-70.226;-102.912;-169.59;-167.128;194.08;117.165;160.894
10310;-121.141;-71.534;-157.279;29.854;134.571;;-66.239;39.8;-64.197;-93.589;-163.323;-166.581;209.277;133.96;154.011
10320;-115.423;-64.876;-153.119;38.179;136.606;;-58.401;49.934;-57.092;-83.71;-155.855;-164.913;223.131;150.314;145.796
10330;-110.167;-58.094;-148.559;47.873;138.37;;-48.698;61.552;-48.335;-72.815;-148.063;-161.597;236.223;166.321;136.63
10340;-103.953;-50.33;-143.549;57.332;139.383;;-39.022;72.171;-41.044;-61.705;-139.797;-158.308;248.554;180.589;125.048
10350;-98.461;-42.011;-137.806;67.952;139.113;;-28.712;84.458;-31.487;-51.331;-131.466;-154.121;258.703;192.366;111.706
10360;-91.727;-33.88;-131.91;79.07;136.93;;-19.646;97.069;-21.799;-41.316;-123.025;-149.383;267.486;204.061;97.687
10370;-85.279;-25.637;-125.52;89.072;133.894;;-11.462;111.265;-12.684;-32.028;-114.519;-143.199;274.199;213.647;83.783
10380;-78.487;-16.806;-118.612;99.617;130.524;;-0.364;125.461;-3.57;-21.418;-104.926;-135.706;282.512;224.036;72.07
10390;-70.643;-7.088;-111.036;111.128;126.846;;9.966;136.008;5.847;-12.171;-94.532;-127.739;288.866;231.767;59.557
10400;-62.737;2.581;-102.463;122.432;123.068;;20.218;147.018;15.601;-2.019;-84.036;-119.382;294.759;236.743;46.855
10410;-54.761;12.237;-92.552;134.25;119.032;;29.058;151.954;26.582;7.727;-71.874;-111.149;299.291;239.548;33.375
10420;-46.538;23.092;-82.921;146.257;114.31;;36.326;157.048;37.345;20.309;-59.488;-102.274;302.487;241.814;19.913
10430;-36.826;35.334;-72.855;157.833;109.283;;43.233;159.582;47.028;32.851;-49.263;-91.852;304.156;244.84;7.895
10440;-27.156;47.327;-62.55;169.469;104.375;;51.211;164.393;59.617;45.29;-39.052;-81.51;302.141;246.916;-4.196
10450;-15.353;59.396;-52.061;180.051;99.349;;57.686;169.204;72.254;60.844;-28.153;-70.546;298.366;248.959;-15.777
10460;-2.793;70.665;-41.228;189.716;93.708;;65.201;176.714;86.923;74.399;-15.692;-59.768;291.699;249.349;-26.677
10470;10.806;82.044;-30.877;199.029;87.857;;72.684;183.639;101.433;91.001;-3.377;-47.731;284.36;248.462;-36.726
10480;24.564;92.971;-20.614;207.561;81.759;;81.847;192.723;114.64;107.164;9.2;-35.648;275.139;245.015;-44.799
10490;37.843;104.401;-10.385;215.963;75.97;;93.971;203.276;128.363;122.461;21.217;-22.854;265.811;241.076;-50.29
10500;50.854;116.142;0.236;224.363;70.319;;104.317;214.149;141.655;139.828;32.985;-8.974;255.763;236.739;-54.788
10510;63.452;127.841;10.559;231.508;64.897;;113.665;221.797;156.349;157.567;45.566;6.996;245.606;231.479;-59.59
10520;76.651;139.298;21.026;237.796;59.877;;120.681;229.404;171.043;175.713;57.583;22.068;235.338;225.909;-64.393
10530;89.229;150.034;31.019;243.063;55.079;;127.858;234.309;186.364;192.759;69.353;38.913;225.651;219.739;-67.636
10540;102.567;160.633;42.086;246.455;50.217;;136.759;239.069;201.685;209.063;83.523;55.069;215.934;213.048;-70.781
10550;116.367;171.681;53.4;248.538;45.268;;145.4;238.811;214.433;223.737;99.2;72.545;205.497;206.25;-75.13
10560;131.004;182.145;64.881;250.019;40.485;;153.759;238.974;226.926;237.945;115.468;91.008;195.294;198.466;-79.39
10570;146.052;191.328;76.371;249.559;35.844;;162.462;235.454;236.698;251.953;132.015;108.582;185.45;190.292;-81.829
10580;160.567;200.312;87.935;247.97;31.942;;169.726;229.55;244.826;265.222;148.542;126.025;175.599;182.749;-84.989
10590;174.621;207.559;98.942;245.785;29.124;;174.829;223.468;252.954;278.985;164.774;143.185;165.348;175.126;-86.537
10600;188.328;214.348;109.669;241.988;26.834;;178.808;216.901;257.177;292.36;179.326;159.36;155.27;168.248;-86.789
10610;199.88;221.461;120.818;237.56;25.732;;181.283;210.334;261.323;304.615;193.25;174.228;146.553;161.619;-85.961
10620;210.822;228.326;131.65;231.945;25.557;;183.892;202.829;262.554;317.31;205.217;188.109;137.996;156.404;-85.05
10630;220.054;234.302;142.175;225.542;26.079;;181.568;195.297;263.531;326.811;217.833;200.326;128.599;151.629;-83.599
10640;227.65;239.199;152.073;218.63;26.855;;177.785;189.174;262.101;334.677;230.319;212.618;119.361;146.734;-81.266
10650;234.577;243.73;161.564;211.457;27.298;;174.051;181.8;257.843;341.542;243.942;224.75;110.371;141.972;-78.818
10660;239.865;246.277;170.455;202.321;27.534;;169.243;178.026;252.996;346.674;253.725;236.614;101.908;136.492;-75.967
10670;244.426;245.174;179.087;193.041;28.628;;166.034;173.11;246.55;349.247;263.364;246.861;94.171;131.074;-73.048
10680;246.123;240.23;185.898;182.494;30.914;;162.054;168.194;240.105;346.596;271.354;255.921;85.914;125.378;-70.13
10690;246.515;235.246;191.807;171.374;33.015;;157.313;160.742;232.819;342.379;278.197;264.817;78.025;119.481;-67.448
10700;245.072;228.15;197.349;160.33;35.208;;153.926;153.31;225.534;333.266;284.484;271.455;71.902;112.931;-64.379
10710;243.017;220.866;201.472;149.005;37.789;;150.008;143.45;213.254;323.348;289.24;277.007;67.069;106.579;-61.381
10720;241.204;213.61;204.863;137.593;40.817;;145.731;133.527;200.884;310.629;293.761;282.418;62.643;102.659;-57.59
10730;239.92;206.577;207.112;126.361;43.96;;141.037;119.524;188.315;296.397;297.057;288.672;59.217;99.91;-53.811
10740;239.406;198.804;208.156;114.917;46.454;;132.823;102.29;176.125;282.39;297.516;292.385;55.71;96.229;-51.847
10750;238.436;190.17;208.629;103.723;48.982;;124.08;85.165;163.826;264.589;297.83;294.858;52.345;92.188;-50.523
10760;237.746;181.535;208.222;93.215;52.004;;114.697;69.683;151.121;246.081;294.985;291.672;49.247;88.861;-48.949
10770;236.415;172.04;206.543;83.302;55.654;;106.586;54.407;138.327;222.754;288.847;288.548;46.629;85.367;-46.601
10780;235.444;162.721;203.935;74.55;59.146;;97.392;39.327;124.425;199.771;282.854;282.463;44.399;81.863;-43.836
10790;233.226;153.781;199.571;66.335;62.858;;86.397;23.254;110.654;176.839;272.941;274.721;42.281;77.924;-40.077
10800;230.004;145.317;194.39;57.941;66.535;;73.291;10.153;97.061;154.702;259.589;265.822;40.291;73.585;-33.887
10810;226.022;136.774;188.698;50.059;70.087;;58.088;-1.931;82.436;131.964;245.734;252.928;38.394;70.546;-27.806
10820;221.174;127.986;181.975;43.034;73.352;;42.105;-13.015;69.01;107.578;228.879;240.034;35.698;68.114;-21.764
10830;214.539;118.937;174.817;35.879;76.128;;26.054;-23.017;54.323;82.432;211.066;224.339;33.378;66.099;-14.994
10840;207.229;109.17;167.775;29.217;78.105;;12.155;-33.018;39.636;55.181;192.68;208.095;31.623;65.159;-7.71
10850;197.578;97.001;160.168;22.855;79.577;;-2.418;-45.175;25.422;28.185;173.513;191.731;31.167;64.392;-0.608
10860;186.654;82.17;151.755;16.425;79.59;;-15.472;-57.332;11.112;2.309;154.25;176.127;30.501;64.985;7.839
10870;174.386;67.352;142.752;11.397;78.606;;-29.932;-70.665;-0.683;-23.437;133.167;160.109;30.474;64.258;17.153
10880;163.036;52.08;133.582;7.034;77.334;;-42.319;-83.735;-12.615;-47.103;110.45;145.651;31.35;64.086;27.023
10890;152.524;37.261;124.316;2.444;75.945;;-51.029;-96.366;-23.505;-68.865;87.863;131.728;32.788;64.015;37.654
10900;142.727;23.069;115.17;-1.75;74.648;;-59.877;-107.981;-32.527;-90.488;65.066;117.819;34.092;63.859;49.036
10910;133.786;10.262;104.683;-4.859;73.466;;-69.513;-119.596;-41.542;-109.712;44.538;102.902;35.357;64.023;60.094
10920;123.981;-0.971;94.6;-8.182;71.87;;-79.266;-129.659;-49.794;-129.527;23.886;87.93;37.299;64.643;70.328
10930;115.545;-10.93;85.338;-10.287;68.898;;-88.785;-139.868;-58.026;-143.891;4.594;72.706;39.837;67.328;80.268
10940;108.386;-20.833;76.066;-11.756;65.524;;-98.261;-149.382;-67.091;-158.603;-15.116;56.243;43.985;68.594;90.899
10950;101.96;-29.543;65.094;-13.204;61.806;;-107.697;-159;-76.239;-171.21;-34.661;41.081;48.399;69.251;102.072
10960;95.501;-38.083;53.921;-14.57;58.466;;-116.815;-168.538;-85.051;-182.022;-54.39;23.779;53.172;70.428;113.657
10970;86.595;-46.863;43.139;-15.799;54.829;;-124.486;-177.992;-94.337;-193.854;-73.593;5.167;58.352;72.513;123.961
10980;76.368;-55.55;32.903;-17.483;50.992;;-132.036;-185.172;-104.142;-204.655;-91.942;-13.989;48.103;60.248;120.026
10990;64.483;-64.127;22.967;-21.334;46.505;;-138.913;-191.451;-115.771;-215.881;-109.215;-29.775;38.243;49.274;116.979
11000;52.11;-72.725;12.894;-25.01;41.854;;-145.35;-197.64;-127.214;-223.341;-125.735;-45.603;28.382;39.914;114.188
11010;39.105;-81.131;3.21;-27.574;36.349;;-152.728;-203.121;-139.821;-229.192;-141.71;-58.206;18.546;30.872;111.52
11020;26.188;-89.077;-4.972;-31.84;30.19;;-159.521;-207.6;-151.832;-231.123;-154.848;-70.924;8.327;22.429;108.334
11030;13.11;-96.888;-11.263;-37.777;23.725;;-164.892;-209.914;-162.497;-233.039;-167.594;-81.018;-2.03;14.43;104.782
11040;-0.054;-104.255;-17.473;-44.629;17.855;;-170.047;-212.585;-172.486;-233.622;-177.79;-89.226;-11.953;7.622;100.59
11050;-13.044;-111.394;-24.062;-50.905;12.273;;-173.434;-214.372;-181.186;-234.52;-186.803;-96.201;-21.836;1.345;93.905
11060;-25.739;-117.766;-29.647;-56.346;7.214;;-177.234;-218.086;-188.662;-234.659;-195.786;-100.127;-31.55;-5.284;87.421
11070;-37.674;-123.177;-33.759;-61.241;2.858;;-180.295;-221.839;-196.294;-232.879;-202.385;-105.196;-40.188;-11.913;80.825
11080;-46.885;-127.767;-37.778;-66.088;-0.752;;-183.646;-225.803;-201.804;-231.008;-208.036;-109.726;-48.659;-19.079;73.953
11090;-56.014;-131.117;-41.459;-71.006;-3.635;;-186.337;-229.567;-207.314;-227.743;-212.946;-114.952;-57.131;-26.434;66.931
11100;-61.786;-131.817;-44.286;-75.621;-6.273;;-187.003;-232.748;-211.201;-226.057;-215.917;-120.745;-65.979;-34.212;60.132
11110;-64.556;-130.119;-46.314;-80.474;-8.564;;-187.414;-236.356;-215.13;-224.473;-217.237;-125.818;-74.521;-43.455;51.974
11120;-64.715;-127.844;-47.819;-85.412;-10.674;;-186.043;-239.084;-218.618;-223.69;-213.763;-128.834;-83.023;-52.732;42.941
11130;-62.863;-125.199;-49.236;-90.989;-12.992;;-184.699;-241.619;-222.011;-222.924;-208.451;-133.745;-91.615;-62.97;32.905
11140;-60.943;-122.953;-50.674;-95.617;-15.723;;-185.114;-242.034;-225.644;-222.257;-203.229;-139.541;-100.207;-72.603;21.699
11150;-58.226;-120.539;-52.764;-100.673;-19.095;;-183.778;-241.572;-227.89;-220.454;-198.858;-145.35;-108.382;-82.137;10.24
11160;-55.48;-117.517;-54.226;-105.239;-23.022;;-179.965;-240.886;-229.331;-219.567;-196.567;-149.723;-116.552;-91.043;-1.281
11170;-52.156;-113.058;-55.592;-109.768;-27.127;;-176.257;-240.299;-230.077;-217.545;-194.193;-153.499;-125.418;-99.97;-12.981
11180;-48.669;-107.479;-56.655;-115.603;-31.044;;-172.037;-239.554;-229.888;-214.255;-191.567;-156.841;-134.332;-110.977;-24.8
11190;-45.015;-101.578;-56.684;-123.309;-34.6;;-168.098;-236.37;-229.537;-210.452;-186.942;-158.263;-143.887;-120.261;-37.698
11200;-41.841;-94.608;-55.047;-131.788;-38.029;;-163.163;-231.404;-228.594;-205.302;-182.083;-158.377;-153.666;-129.036;-51.45
11210;-37.807;-87.394;-52.472;-140.243;-41.673;;-157.788;-224.841;-226.383;-200.915;-176.463;-155.103;-163.72;-138.338;-65.4
11220;-31.577;-78.901;-48.848;-148.891;-45.119;;-152.283;-217.372;-223.223;-195.397;-170.25;-150.538;-174.559;-149.248;-78.538
11230;-24.61;-69.559;-44.171;-156.575;-48.506;;-143.367;-209.814;-219.372;-188.974;-163.946;-145.426;-169.917;-145.759;-77.697
11240;-16.497;-60.196;-37.745;-162.545;-50.996;;-134.731;-202.134;-213.45;-181.946;-156.963;-141.323;-165.393;-142.372;-76.945
11250;-7.703;-49.934;-30.921;-169.648;-53.346;;-124.523;-193.183;-207.527;-174.582;-150.276;-137.137;-160.938;-139.007;-76.193
11260;1.366;-38.825;-24.065;-177.21;-55.477;;-112.994;-185.241;-198.937;-169.138;-143.403;-132.07;-156.572;-135.669;-75.462
11270;10.545;-27.429;-18.036;-182.977;-57.905;;-101.497;-178.383;-188.952;-163.891;-136.65;-124.568;-152.324;-132.4;-74.641
11280;19.232;-15.981;-11.825;-187.137;-60.233;;-88.272;-171.353;-178.967;-157.486;-128.876;-118.105;-148.076;-129.076;-73.724
11290;27.262;-4.705;-4.435;-189.97;-63.241;;-75.436;-164.199;-168.057;-151.039;-119.361;-111.361;-144.041;-125.752;-72.786
11300;35.589;7.274;3.174;-191.873;-65.949;;-60.783;-157.164;-156.687;-144.356;-109.644;-104.241;-140.31;-122.269;-71.924
11310;43.626;19.599;10.01;-194.261;-68.578;;-45.803;-149.4;-144.985;-137.913;-97.574;-97.323;-136.841;-118.828;-71.103
11320;50.81;31.708;16.818;-196.422;-71.274;;-30.76;-141.676;-134.032;-130.832;-84.401;-90.914;-133.372;-115.621;-70.283
11330;56.138;42.577;24.142;-198.087;-73.971;;-15.943;-133.531;-123.554;-121.568;-71.04;-85.138;-130.055;-112.552;-69.372
11340;61.332;53.603;30.961;-198.462;-76.639;;-1.24;-122.788;-113.701;-112.313;-57.283;-77.556;-126.752;-109.483;-68.303
11350;66.862;64.648;37.058;-197.851;-78.96;;13.64;-112.684;-102.625;-102.459;-42.852;-69.29;-123.469;-106.559;-67.159
11360;71.739;75.354;42.735;-195.295;-80.968;;28.534;-102.457;-91.48;-90.531;-29.197;-62.061;-120.207;-103.752;-66.076
11370;74.942;85.879;47.614;-192.836;-82.851;;42.928;-93.669;-79.526;-75.185;-18.281;-56.961;-116.945;-101.021;-65.028
11380;76.092;95.891;51.488;-189.426;-84.228;;55.27;-84.812;-68.13;-60.076;-10.498;-50.606;-113.676;-98.393;-63.993
11390;78.912;104.785;54.658;-186.39;-85.023;;67.789;-72.305;-56.734;-44.588;-2.294;-43.33;-110.428;-95.89;-63.021
11400;81.004;113.29;57.476;-181.819;-85.032;;79.908;-63.634;-46.986;-30.014;7.634;-36.065;-107.207;-93.386;-62.048
11410;83.492;119.993;60.219;-175.683;-84.447;;93.919;-54.968;-37.884;-11.858;22.348;-28.342;-103.986;-91;-61.097
11420;86.612;125.028;62.457;-168.196;-83.208;;107.93;-44.703;-28.756;4.938;37.171;-21.139;-100.793;-88.683;-60.145
11430;91.832;131.203;64.044;-158.457;-81.644;;120.92;-32.021;-18.148;20.59;52.234;-11.17;-97.648;-86.241;-59.31
11440;97.549;137.222;64.691;-145.935;-79.732;;132.51;-20.281;-7.539;37.407;67.385;-0.263;-94.572;-83.931;-58.552
11450;102.206;144.309;65.237;-132.123;-77.494;;143.381;-8.021;4.881;53.903;81.192;9.734;-91.614;-81.621;-57.759
11460;106.37;152.106;65.712;-117.537;-74.823;;154.291;4.233;17.291;69.994;94.599;19.11;-88.655;-79.283;-56.938
11470;109.614;159.182;65.8;-101.961;-71.943;;164.361;16.375;29.239;86.726;107.356;30.272;-85.814;-76.752;-56.117
11480;109.201;165.563;64.868;-85.476;-68.688;;170.924;28.932;41.822;102.261;119.408;41.039;-83.117;-74.145;-55.221
11490;107.681;171.026;63.28;-67.261;-64.993;;176.09;40.636;55.059;117.316;130.941;52.366;-80.51;-71.662;-54.269
11500;105.785;171.863;61.781;-46.542;-61.051;;179.455;52.381;67.848;131.651;142.058;61.251;-77.931;-69.179;-53.31
11510;104.265;171.647;60.142;-25.768;-56.716;;181.586;64.153;79.203;146.622;154.012;68.91;-75.352;-66.855;-52.317
11520;102.539;167.64;58.099;-3.559;-51.854;;183.766;78.898;88.946;161.614;165.269;74.719;-72.766;-64.6;-51.228
11530;103.015;164.412;58.586;23.004;-43.241;;184.19;94.483;98.57;171.477;174.425;79.022;-70.269;-62.345;-50.041
11540;103.097;160.585;57.937;50.083;-34.244;;185.178;109.589;109.571;180.229;181.756;83.348;-67.924;-60.124;-48.855
11550;101.359;155.916;57.727;76.121;-24.847;;184.439;125.335;120.572;186.677;189.087;85.739;-65.579;-57.855;-47.648
11560;98.541;150.025;57.52;101.832;-15.097;;182.705;140.357;134.753;193.49;194.006;87.119;-63.29;-55.586;-46.51
