timepoints (min);31: frq9-.2;32: frq9-.3;33: frq10-.1;34: frq10-.2;35: frq10-.3;36: wc-1+.1;37: wc-1+.2;38: wc-1+.3;39: wc-2+.1;40: wc-2+.3;41: wc-1-.1;42: wc-1-.3;43: wc-2-.1;44: wc-2-.2;45: wc-2-.3
12720;126.12;83.364;51.324;-36.513;43.986;-204;-184.055;-180.538;-216.676;-200.614;-17.68;-39.636;36.463;-63.303;-116.287
12730;136.817;82.08;51.058;-38.239;43.218;-197.297;-177.786;-174.669;-209.855;-194.669;-16.783;-38.35;41.285;-59.592;-112.33
12740;142.792;80.555;52.079;-40.754;42.415;-190.531;-171.538;-168.8;-203.028;-188.641;-15.367;-37.368;46.108;-55.88;-108.372
12750;147.135;78.389;51.516;-41.921;42.265;-183.717;-165.283;-162.931;-196.2;-182.538;-12.75;-36.883;47.33;-49.328;-104.415
12760;151.287;76.113;51.713;-41.608;42.526;-176.855;-159.028;-157.055;-189.414;-176.324;-10.134;-36.687;48.552;-42.777;-100.458
12770;154.437;73.361;50.669;-41.295;43.08;-169.966;-152.648;-151.179;-182.662;-170.11;-7.367;-35.411;49.891;-36.045;-96.397
12780;156.954;70.73;49.625;-37.159;44.29;-163.069;-146.159;-145.331;-176.028;-163.828;-4.724;-34.246;51.23;-29.315;-92.697
12790;159.339;68.403;47.539;-33.022;44.699;-156.2;-139.669;-139.6;-169.455;-157.531;-4.015;-31.312;52.528;-22.983;-86.745
12800;160.063;65.876;44.134;-29.651;44.738;-149.359;-133.186;-133.959;-162.883;-151.234;-3.52;-28.219;53.826;-16.652;-80.793
12810;160.323;64.41;39.378;-28.49;44.839;-142.559;-126.793;-128.317;-156.386;-144.979;-4.321;-24.331;52.924;-10.921;-74.841
12820;159.414;62.943;32.102;-29.018;43.397;-135.807;-120.614;-122.772;-149.828;-138.766;-5.302;-20.084;52.022;-5.19;-68.766
12830;157.65;61.474;23.995;-30.397;41.977;-129.09;-114.434;-117.29;-143.117;-132.517;-5.897;-16.277;51.106;0.796;-62.69
12840;155.913;59.125;16.017;-30.897;39.723;-122.4;-108.49;-111.759;-136.407;-126.269;-6.941;-12.222;50.19;6.782;-56.654
12850;153.673;56.783;8.153;-29.226;37.462;-115.738;-102.669;-106.228;-129.6;-119.972;-6.52;-8.807;49.171;12.251;-50.439
12860;151.057;52.081;0.018;-25.692;34.983;-109.097;-96.848;-100.766;-122.759;-113.414;-6.713;-5.309;48.152;17.72;-44.063
12870;148.134;47.393;-4.843;-20.854;32.705;-102.448;-91.117;-95.366;-115.91;-106.855;-6.433;-1.303;49.252;23.589;-37.688
12880;144.106;44.046;-9.699;-15.563;30.265;-95.814;-85.579;-89.945;-109.062;-100.041;-5.361;2.75;49.033;27.978;-31.465
12890;140.03;40.185;-15.685;-11.789;27.825;-89.317;-80.29;-84.524;-102.248;-93.145;-4.324;7.601;48.738;32.622;-25.241
12900;135.228;38.359;-20.514;-6.116;25.211;-82.848;-75;-79;-95.421;-86.31;-2.694;12.142;48.443;37.266;-19.018
12910;129.432;37.852;-25.301;-0.8;22.597;-76.4;-69.821;-73.345;-88.559;-79.476;-0.926;16.603;48.148;41.91;-13.314
12920;123.67;37.337;-29.372;4.516;19.858;-70.014;-64.593;-67.641;-81.697;-72.807;1.172;20.953;47.832;46.065;-9.124
12930;116.277;38.581;-32.928;8.011;17.119;-63.697;-59.29;-61.938;-74.8;-66.207;3.27;24.192;47.956;50.379;-5.182
12940;109.214;39.804;-37.2;11.506;14.903;-57.559;-53.986;-56.276;-67.917;-59.607;7.146;27.437;48.6;53.454;-1.24
12950;97.892;41.308;-43.034;14.099;12.688;-51.503;-48.614;-50.648;-61.083;-53.152;11.022;29.451;49.251;56.68;2.702
12960;87.208;42.804;-49.229;16.637;10.975;-45.517;-43.172;-45.007;-54.248;-46.828;16.854;31.444;49.902;59.906;6.644
12970;76.916;44.141;-55.295;17.949;9.228;-39.648;-37.731;-39.366;-47.414;-40.579;22.81;32.261;50.553;63.132;8.866
12980;67.432;45.229;-60.401;21.793;7.259;-33.855;-32.262;-33.786;-40.572;-34.331;28.611;33.112;51.183;66.166;11.088
12990;62.807;46.116;-63.057;26.869;5.284;-28.159;-26.772;-28.2;-33.738;-28.269;33.767;33.123;51.814;69.199;12.472
13000;57.199;47.057;-64.232;36.086;1.97;-22.455;-21.31;-22.531;-26.903;-22.462;37.999;33.168;52.044;68.592;13.855
13010;51.961;48.2;-64.67;45.381;-1.317;-16.717;-15.848;-16.862;-20.097;-16.655;41.512;32.948;52.385;67.895;15.239
13020;45.313;49.737;-63.509;56.022;-5.244;-11.062;-10.476;-11.152;-13.352;-11.041;44.465;32.126;52.726;67.199;16.622
13030;39.305;50.537;-64.265;62.788;-9.192;-5.531;-5.207;-5.503;-6.648;-5.483;47.861;31.668;53.066;66.502;18.005
13040;34.394;50.956;-63.848;68.608;-12.484;0;0;0;0;0;51.036;29.621;53.393;65.943;16.8
13050;31.124;51.396;-62.026;72.869;-15.777;0;0;0;0;0;53.874;27.854;53.72;65.385;15.312
13060;28.92;50.316;-59.206;78.022;-18.825;0;0;0;0;0;56.353;25.479;52.247;63.906;14.983
13070;27.836;49.084;-56.022;83.175;-20.666;0;0;0;0;0;59.152;24.383;50.677;62.234;14.655
13080;25.869;46.612;-52.593;86.779;-22.428;0;0;0;0;0;61.95;24.32;49.108;60.563;14.327
13090;23.902;44.217;-49.123;90.383;-23.062;0;0;0;0;0;65.447;24.869;47.538;58.891;13.999
13100;21.39;40.292;-45.739;88.505;-23.697;0;0;0;0;0;68.943;26.228;45.968;57.219;13.67
13110;19.359;36.992;-41.025;86.626;-23.832;0;0;0;0;0;74.263;27.458;44.35;55.554;12.52
13120;17.539;33.67;-38.778;82.658;-23.967;0;0;0;0;0;79.583;27.786;40.372;54.45;12.531
13130;16.88;29.277;-33.669;79.93;-23.841;0;0;0;0;0;85.392;27.687;36.395;53.345;12.542
13140;16.417;25.742;-27.148;78.353;-23.716;0;0;0;0;0;91.2;26.508;32.327;52.254;12.553
13150;16.673;20.421;-20.345;75.946;-23.305;0;0;0;0;0;96.374;24.997;28.259;51.163;12.564
13160;16.868;14.982;-13.895;75.335;-22.894;0;0;0;0;0;101.268;23.421;24.192;50.072;12.575
13170;17.062;10.463;-10.295;72.164;-22.669;0;0;0;0;0;105.514;21.87;20.048;48.905;14.106
13180;16.837;5.959;-7.632;69.193;-22.444;0;0;0;0;0;108.677;20.761;16.065;48.778;15.734
13190;16.448;1.494;-7.714;65.328;-22.957;0;0;0;0;0;110.199;19.557;12.081;48.651;18.321
13200;15.812;-1.575;-6.724;61.703;-23.47;0;0;0;0;0;111.258;18.985;7.953;48.648;20.909
13210;14.857;-5.251;-5.341;60.317;-24.272;0;0;0;0;0;110.797;18.167;3.825;48.646;23.497
13220;14.088;-8.105;-4.017;58.771;-25.073;0;0;0;0;0;111.33;18.189;-0.303;48.643;26.084
13230;12.346;-10.615;-0.823;55.741;-25.51;0;0;0;0;0;111.862;18.561;-4.494;48.571;28.672
13240;10.331;-12.69;0.519;52.71;-25.948;0;0;0;0;0;111.272;19.974;-8.364;48.619;31.512
13250;8.886;-15.403;3.764;45.481;-25.36;0;0;0;0;0;110.681;21.407;-10.154;49.708;34.937
13260;6.854;-18.436;6.611;38.252;-24.772;0;0;0;0;0;109.343;23.12;-12.145;50.644;38.361
13270;6.24;-21.317;9;30.894;-24.022;0;0;0;0;0;108.006;25.032;-14.135;51.581;41.786
13280;6.087;-25.119;13.837;23.055;-23.272;0;0;0;0;0;105.818;26.703;-16.126;52.517;45.211
13290;5.181;-28.968;17.956;15.892;-22.986;0;0;0;0;0;103.63;28.417;-18.047;53.502;48.636
13300;3.603;-33.538;21.159;10.05;-22.701;0;0;0;0;0;101.745;30.29;-20.608;54.047;52.061
13310;1.138;-37.759;25.703;5.269;-22.681;0;0;0;0;0;99.539;31.983;-21.21;55.232;54.257
13320;-2.818;-41.708;29.52;1.412;-22.662;0;0;0;0;0;97.193;32.637;-21.797;56.499;55.474
13330;-5.898;-44.476;34.71;-0.113;-22.043;0;0;0;0;0;93.586;33.229;-22.385;57.767;56.692
13340;-9.953;-47.003;39.914;-2.324;-21.423;0;0;0;0;0;89.69;33.581;-22.972;59.034;57.91
13350;-13.353;-47.981;44.79;-1.339;-20.589;0;0;0;0;0;84.553;34.05;-23.229;60.261;59.128
13360;-16.916;-48.512;48.135;-0.999;-19.997;0;0;0;0;0;78.297;35.559;-23.485;61.487;60.346
13370;-20.353;-49.243;50.313;0.582;-19.41;0;0;0;0;0;71.466;36.964;-24.182;60.713;60.244
13380;-23.865;-49.974;49.291;0.303;-19.36;0;0;0;0;0;63.356;38.65;-24.761;60.174;59.818
13390;-27.269;-51.665;46.441;0.025;-19.31;0;0;0;0;0;55.567;40.315;-25.341;59.634;57.472
13400;-30.767;-53.321;43.979;0.029;-19.345;0;0;0;0;0;47.778;41.459;-25.92;59.095;55.126
13410;-34.01;-55.034;41.49;0.033;-19.379;0;0;0;0;0;41.188;42.714;-26.148;58.708;52.779
13420;-37.207;-57.548;42.594;3.848;-19.068;0;0;0;0;0;34.597;43.05;-26.375;58.32;50.433
13430;-40.061;-59.673;44.985;8.423;-18.756;0;0;0;0;0;29.261;43.378;-27.123;55.252;48.087
13440;-43.316;-61.687;49.659;14.127;-17.974;0;0;0;0;0;23.924;42.666;-27.698;52.109;44.788
13450;-46.262;-64.29;53.768;18.83;-17.192;0;0;0;0;0;18.615;41.913;-28.273;48.966;40.055
13460;-49.877;-66.01;57.532;21.426;-16.323;0;0;0;0;0;13.386;40.16;-28.848;45.822;35.323
13470;-53.597;-67.792;58.639;21.974;-15.454;0;0;0;0;0;7.074;38.635;-29.423;42.679;30.59
13480;-57.589;-71.094;58;22.273;-14.57;0;0;0;0;0;0.953;36.589;-29.771;39.79;25.858
13490;-61.301;-74.348;55.644;22.665;-13.685;0;0;0;0;0;-3.214;34.647;-29.999;35.302;21.126
13500;-65.041;-77.121;51.309;23.08;-12.708;0;0;0;0;0;-7.417;32.505;-30.081;30.655;16.153
13510;-68.01;-80.123;47.681;25.923;-11.73;0;0;0;0;0;-10.174;30.149;-30.164;26.008;11.27
13520;-71.261;-84.026;44.188;26.646;-10.148;0;0;0;0;0;-11.88;27.033;-30.247;21.361;6.348
13530;-74.662;-86.473;42.139;30.012;-8.565;0;0;0;0;0;-13.386;23.855;-30.33;16.714;1.425
13540;-78.501;-87.793;40.892;33.379;-6.657;0;0;0;0;0;-12.797;20.637;-30.502;12.281;-3.498
13550;-80.909;-88.669;39.913;35.115;-4.748;0;0;0;0;0;-12.208;17.166;-30.075;7.408;-8.421
13560;-83.914;-88.806;37.916;36.85;-2.789;0;0;0;0;0;-13.018;13.814;-29.647;2.535;-13.343
13570;-85.67;-89.366;35.651;37.117;-0.83;0;0;0;0;0;-13.828;10.319;-29.15;-2.579;-16.93
13580;-86.505;-89.725;31.661;37.385;0.727;0;0;0;0;0;-14.488;6.743;-28.654;-7.694;-20.495
13590;-87.261;-90.246;28.668;36.81;2.284;0;0;0;0;0;-15.149;2.582;-28.157;-12.808;-23.661
13600;-86.277;-90.648;25.499;36.115;3.527;0;0;0;0;0;-15.058;-1.659;-27.95;-17.474;-26.826
13610;-85.055;-91.011;22.469;35.367;4.77;0;0;0;0;0;-14.967;-6.93;-28.383;-21.621;-29.992
13620;-83.383;-91.443;20.723;35.535;6.01;0;0;0;0;0;-14.392;-11.863;-28.137;-24.727;-33.157
13630;-81.782;-92.419;16.796;36.999;7.25;0;0;0;0;0;-13.737;-16.463;-27.883;-28.226;-36.323
13640;-80.963;-93.494;14.628;39.033;8.783;0;0;0;0;0;-13.127;-20.407;-27.629;-31.726;-37.237
13650;-80.546;-94.826;10.27;41.657;9.997;0;0;0;0;0;-13.069;-23.485;-27.375;-35.225;-36.519
13660;-80.308;-95.819;5.499;42.779;11.63;0;0;0;0;0;-13.509;-26.148;-27.149;-38.676;-35.8
13670;-80.542;-95.712;2.748;43.382;12.662;0;0;0;0;0;-15.226;-28.123;-26.363;-41.007;-35.081
13680;-80.377;-95.95;-1.841;41.022;13.694;0;0;0;0;0;-17.023;-30.004;-25.657;-41.858;-34.363
13690;-80.051;-96.265;-8.01;38.662;14.166;0;0;0;0;0;-20.034;-30.861;-24.923;-42.888;-33.644
13700;-79.859;-95.779;-13.964;36.414;14.637;0;0;0;0;0;-23.046;-32.361;-24.189;-43.919;-31.885
13710;-79.15;-95.514;-19.698;34.166;14.367;0;0;0;0;0;-26.812;-32.754;-23.455;-44.949;-30.141
13720;-78.972;-93.97;-22.422;34.988;14.097;0;0;0;0;0;-30.579;-32.643;-22.356;-45.91;-27.476
13730;-78.674;-90.952;-23.379;35.81;12.686;0;0;0;0;0;-34.754;-32.375;-21.257;-46.872;-24.811
13740;-78.662;-86.49;-22.785;40.817;11.274;0;0;0;0;0;-38.93;-31.921;-20.077;-46.433;-22.146
13750;-78.814;-81.483;-24.612;48.783;10.459;0;0;0;0;0;-43.076;-31.268;-18.898;-45.967;-19.481
13760;-77.75;-75.72;-27.092;54.274;9.644;0;0;0;0;0;-47.222;-30.99;-17.719;-45.501;-16.817
13770;-76.487;-69.138;-30.545;59.4;10.033;0;0;0;0;0;-52.261;-30.193;-16.539;-45.034;-14.374
13780;-74.108;-61.99;-35.732;62.485;10.422;0;0;0;0;0;-57.739;-29.857;-15.284;-44.541;-13.53
13790;-71.167;-55.963;-38.39;64.415;11.066;0;0;0;0;0;-65.148;-29.48;-14.029;-44.047;-12.686
13800;-68.159;-49.901;-41.909;66.663;11.71;0;0;0;0;0;-72.092;-29.977;-11.894;-43.393;-11.841
13810;-64.381;-44.359;-45.836;66.393;11.581;0;0;0;0;0;-77.215;-30.593;-9.952;-42.519;-10.997
13820;-60.873;-39.017;-49.274;67.39;11.451;0;0;0;0;0;-81.272;-31.189;-8.01;-41.644;-10.153
13830;-58.08;-34.274;-53.43;65.177;10.954;0;0;0;0;0;-84.368;-32.065;-6.068;-40.77;-9.309
13840;-55.368;-29.8;-57.832;63.843;10.458;0;0;0;0;0;-87.309;-33.065;-4.125;-39.895;-8.948
13850;-54.534;-25.648;-62.75;60.966;9.553;0;0;0;0;0;-89.81;-33.345;-2.542;-39.2;-10.897
13860;-53.483;-22.121;-67.793;58.088;8.648;0;0;0;0;0;-92.397;-33.549;0.841;-38.145;-12.846
13870;-53.212;-17.145;-71.836;55.412;7.458;0;0;0;0;0;-94.985;-32.593;3.983;-36.752;-14.794
13880;-52.71;-11.713;-74.298;52.737;6.268;0;0;0;0;0;-96.902;-31.451;7.125;-35.359;-16.743
13890;-51.323;-5.539;-76.738;49.294;5.011;0;0;0;0;0;-98.819;-30.429;10.268;-33.966;-18.692
13900;-50.098;0.754;-76.879;45.851;3.755;0;0;0;0;0;-99.851;-29.434;13.41;-32.572;-22.281
13910;-48.481;7.021;-78.422;43.33;2.219;0;0;0;0;0;-100.883;-28.28;16.214;-31.29;-25.912
13920;-46.063;12.287;-81.688;41.393;0.684;0;0;0;0;0;-100.417;-26.988;18.378;-31.607;-29.902
13930;-44.183;17.353;-83.895;41.197;-1.295;0;0;0;0;0;-99.83;-25.735;20.542;-31.924;-33.892
13940;-41.983;23.319;-84.737;42.217;-2.874;0;0;0;0;0;-98.01;-24.379;22.706;-32.262;-37.883
13950;-39.732;28.749;-84.207;44.269;-4.677;0;0;0;0;0;-96.113;-22.783;24.87;-32.6;-41.873
13960;-38.154;35.32;-83.836;47.229;-5.412;0;0;0;0;0;-93.623;-21.181;27.034;-32.938;-45.863
13970;-35.97;40.646;-85.683;49.415;-6.588;0;0;0;0;0;-90.541;-19.858;29.157;-33.11;-50.546
13980;-33.557;45.996;-88.938;52.575;-6.571;0;0;0;0;0;-86.957;-18.528;30.6;-34.643;-53.217
13990;-31.039;50.019;-93.241;51.775;-6.554;0;0;0;0;0;-82.716;-17.279;31.523;-36.095;-55.887
14000;-27.287;54.153;-95.012;47.797;-7.538;0;0;0;0;0;-78.274;-16.132;32.673;-37.837;-58.557
14010;-24.73;57.007;-95.663;43.819;-8.521;0;0;0;0;0;-74.388;-15.906;33.823;-39.579;-61.228
14020;-20.888;60.074;-95.059;36.643;-10.57;0;0;0;0;0;-70.501;-16.011;34.974;-41.321;-63.898
14030;-18.128;62.582;-91.735;29.466;-12.618;0;0;0;0;0;-66.868;-16.476;36.228;-42.857;-65.128
14040;-14.12;65.097;-91.058;21.789;-14.523;0;0;0;0;0;-63.234;-17.334;36.481;-43.952;-66.193
14050;-10.193;68.128;-88.088;14.112;-16.428;0;0;0;0;0;-59.439;-17.152;35.895;-44.327;-65.13
14060;-5.935;71.017;-85.09;10.452;-17.679;0;0;0;0;0;-55.643;-17.08;35.447;-44.785;-64.066
14070;-1.49;74.299;-81.25;7.073;-18.93;0;0;0;0;0;-52.727;-18.168;34.999;-45.243;-63.003
14080;2.6;78.223;-76.699;8.022;-20.036;0;0;0;0;0;-49.291;-18.483;34.55;-45.701;-61.939
14090;6.681;82.277;-72.56;5.713;-21.142;0;0;0;0;0;-46.418;-19.397;34.157;-46.138;-60.876
14100;10.901;86.454;-67.51;5.709;-21.997;0;0;0;0;0;-43.105;-20.621;32.924;-45.655;-57.771
14110;15.097;90.561;-62.552;1.572;-22.852;0;0;0;0;0;-39.967;-20.444;30.531;-46.052;-54.445
14120;19.655;93.869;-58.497;-3.799;-23.941;0;0;0;0;0;-36.457;-21.585;28.014;-46.332;-51.12
14130;24.41;96.935;-51.921;-8.766;-25.029;0;0;0;0;0;-33.621;-21.805;25.497;-46.612;-47.794
14140;28.981;99.481;-45.175;-14.212;-26.537;0;0;0;0;0;-30.385;-22.294;22.979;-46.892;-44.469
14150;33.708;101.903;-36.269;-19.098;-28.044;0;0;0;0;0;-27.669;-23.186;20.352;-47.248;-41.143
14160;38.272;103.389;-25.505;-23.983;-29.61;0;0;0;0;0;-24.165;-24.497;17.724;-47.604;-37.818
14170;41.841;104.65;-15.741;-31.775;-31.175;0;0;0;0;0;-20.662;-26.086;14.777;-46.08;-34.312
14180;45.164;104.826;-6.712;-39.567;-32.266;0;0;0;0;0;-16.171;-27.825;11.691;-44.583;-30.905
14190;48.008;104.152;0.477;-46.371;-33.357;0;0;0;0;0;-11.68;-29.741;8.606;-43.087;-27.498
14200;50.869;102.73;6.337;-53.175;-33.228;0;0;0;0;0;-5.978;-31.466;5.52;-41.59;-24.091
14210;54.361;100.298;12.556;-58.123;-33.098;0;0;0;0;0;-0.276;-32.626;2.434;-40.094;-20.684
14220;58.411;98.08;21.014;-61.19;-31.644;0;0;0;0;0;5.674;-33.97;-0.768;-38.777;-17.277
14230;62.254;95.662;30.752;-64.445;-30.19;0;0;0;0;0;11.625;-35.448;-3.331;-33.819;-16.11
14240;66.491;93.251;41.393;-66.977;-28.291;0;0;0;0;0;17.007;-36.819;-5.77;-28.897;-15.371
14250;69.509;91.64;52.434;-70.083;-26.137;0;0;0;0;0;23.93;-38.029;-8.208;-23.974;-14.592
14260;72.312;90.601;62.335;-73.422;-23.91;0;0;0;0;0;31.469;-38.239;-10.647;-19.051;-13.812
14270;73.803;90.692;71.196;-74.032;-21.782;0;0;0;0;0;37.368;-37.439;-13.086;-14.128;-13.033
14280;75.328;91.006;77.33;-74.35;-19.716;0;0;0;0;0;43.761;-36.039;-15.51;-9.461;-12.254
14290;75.426;91.8;84.503;-73.509;-17.857;0;0;0;0;0;49.875;-34.505;-17.095;-4.193;-11.474
14300;75.508;92.105;89.219;-74.837;-15.873;0;0;0;0;0;55.348;-33.131;-18.563;1.433;-13.154
14310;75.086;92.901;94.975;-76.886;-13.832;0;0;0;0;0;61.834;-32.041;-20.03;7.059;-14.588
14320;74.243;93.337;99.807;-81.669;-11.687;0;0;0;0;0;68.321;-29.792;-21.498;12.686;-16.021
14330;73.625;93.517;105.759;-86.818;-9.27;0;0;0;0;0;74.297;-26.719;-22.966;18.312;-17.454
14340;74.043;93.898;112.115;-88.85;-6.854;0;0;0;0;0;80.272;-23.045;-24.357;23.683;-18.887
14350;74.068;94.154;117.67;-91.143;-4.806;0;0;0;0;0;84.854;-19.324;-25.026;27.974;-20.32
14360;73.69;93.971;123.083;-87.892;-2.757;0;0;0;0;0;89.436;-15.203;-25.695;32.541;-21.753
14370;72.797;93.172;123.695;-82.687;-0.897;0;0;0;0;0;93.131;-11.206;-26.364;37.108;-23.103
14380;71.479;91.414;121.974;-77.81;0.964;0;0;0;0;0;96.826;-7.248;-27.033;41.674;-23.534
14390;70.55;89.95;118.572;-71.25;2.938;0;0;0;0;0;100.508;-3.25;-27.702;46.241;-23.964
14400;69.386;86.967;113.418;-65.072;4.912;0;0;0;0;0;103.589;0.709;-28.364;50.657;-24.395
14410;68.585;85.12;110.863;-59.859;7.083;0;0;0;0;0;105.641;4.806;-27.906;53.585;-24.825
14420;68.444;83.735;109.137;-52.526;9.371;0;0;0;0;0;107.774;8.262;-27.048;55.113;-25.255
14430;68.695;83.51;109.25;-47.672;12.44;0;0;0;0;0;108.661;11.705;-26.19;56.641;-25.386
14440;69.283;83.168;111.561;-44.924;15.488;0;0;0;0;0;109.588;15.101;-25.332;58.17;-25.448
14450;70.054;84.226;113.393;-42.117;18.396;0;0;0;0;0;109.159;18.483;-24.474;59.698;-23.71
14460;69.043;85.25;115.079;-41.143;21.193;0;0;0;0;0;108.21;20.607;-23.403;61.316;-21.972
14470;67.488;84.593;115.604;-39.356;22.67;0;0;0;0;0;106.261;22.772;-20.931;60.739;-20.234
14480;63.763;84.16;114.615;-37.279;24.196;0;0;0;0;0;104.245;24.199;-18.419;57.883;-18.497
14490;59.553;82.207;112.106;-32.771;24.484;0;0;0;0;0;102.23;25.687;-15.908;55.026;-16.559
14500;54.594;79.254;108.666;-28.388;24.738;0;0;0;0;0;101.312;27.275;-13.396;52.17;-14.378
14510;49.954;75.981;104.546;-22.884;24.876;0;0;0;0;0;100.393;28.917;-10.553;49.313;-10.797
14520;44.874;71.826;101.328;-18.221;25.014;0;0;0;0;0;101.326;29.892;-7.614;46.732;-7.217
14530;39.863;67.672;98.23;-13.669;25.841;0;0;0;0;0;102.258;30.916;-4.674;44.152;-3.636
14540;34.88;63.197;93.706;-10.597;26.36;0;0;0;0;0;103.263;32.011;-1.575;40.651;-0.055
14550;29.796;58.992;89.582;-5.101;26.291;0;0;0;0;0;103.829;33.017;1.524;37.15;3.526
14560;24.665;54.106;84.873;-2.084;25.643;0;0;0;0;0;103.326;34.228;4.727;33.65;7.218
14570;19.83;49.586;79.804;2.843;24.967;0;0;0;0;0;102.862;35.501;7.93;30.149;11.069
14580;14.829;44.226;74.222;5.45;23.152;0;0;0;0;0;102.39;35.455;11.132;26.848;16.24
14590;8.874;38.702;68.706;8.411;21.509;0;0;0;0;0;102.279;35.41;14.425;23.534;21.411
14600;2.96;32.538;63.549;16.132;20.805;0;0;0;0;0;103.092;35.592;16.397;22.059;26.582
14610;-2.414;26.959;59.628;22.614;20.102;0;0;0;0;0;103.826;33.96;18.37;20.585;31.753
14620;-7.348;20.939;60.196;28.159;20.972;0;0;0;0;0;105.24;34.288;20.294;19.11;37.434
14630;-11.71;15.921;59.804;33.703;21.843;0;0;0;0;0;106.658;33.681;22.218;17.76;41.948
14640;-15.193;10.903;61.479;37.745;22.772;0;0;0;0;0;108.076;35.315;24.142;16.41;46.461
14650;-18.55;6.546;62.27;41.786;23.702;0;0;0;0;0;110.436;37.233;26.211;14.935;51.854
14660;-21.508;2.196;60.469;45.27;23.942;0;0;0;0;0;112.796;39.712;26.36;15.221;57.247
14670;-25.174;-2.844;58.669;48.754;24.182;0;0;0;0;0;115.102;43.13;26.378;15.506;62.64
14680;-28.4;-7.988;54.96;52.554;23.892;0;0;0;0;0;117.408;44.326;26.396;15.792;68.199
14690;-31.873;-12.491;51.272;55.477;23.617;0;0;0;0;0;119.443;45.931;26.414;16.105;73.757
14700;-33.826;-17.495;47.96;57.913;23.132;0;0;0;0;0;121.477;45.727;26.432;16.418;77.171
14710;-34.025;-22.099;44.31;61.073;22.531;0;0;0;0;0;124.018;46.312;26.65;16.883;79.305
14720;-33.543;-24.748;42.239;62.029;21.914;0;0;0;0;0;126.719;46.898;25.988;18.628;81.439
14730;-31.105;-27.756;39.96;64.229;21.332;0;0;0;0;0;129.61;48.31;25.326;20.372;83.572
14740;-30.386;-29.113;38.8;63.792;21.385;0;0;0;0;0;132.501;49.924;24.663;22.166;85.706
14750;-29.263;-30.47;37.557;63.102;21.465;0;0;0;0;0;134.561;51.091;24.001;23.959;87.888
14760;-29.981;-32.218;35.852;61.132;21.366;0;0;0;0;0;136.142;51.981;23.339;25.752;88.67
14770;-30.423;-33.917;33.872;58.458;21.183;0;0;0;0;0;137.243;52.397;22.663;27.462;89.39
14780;-30.826;-36.263;31.517;55.887;20.399;0;0;0;0;0;136.964;52.335;22.498;29.332;89.99
14790;-31.063;-38.571;28.88;54.281;19.614;0;0;0;0;0;136.686;52.033;22.332;31.083;90.59
14800;-30.701;-42.203;25.371;52.841;19.388;0;0;0;0;0;136.007;52.072;22.167;32.971;91.19
14810;-30.443;-45.521;22.248;53.084;19.161;0;0;0;0;0;135.328;52.23;22.001;34.859;92.073
14820;-29.705;-50.466;17.772;53.244;18.032;0;0;0;0;0;135.033;52.899;21.836;36.748;92.956
14830;-29.069;-54.592;13.703;54.146;17.382;0;0;0;0;0;134.738;54.208;21.477;38.401;92.905
14840;-28.633;-58.597;7.742;52.734;15.703;0;0;0;0;0;133.407;55.288;20.399;40.255;93.414
14850;-28.272;-62.177;1.636;47.451;13.51;0;0;0;0;0;121.516;56.168;20.64;40.553;93.923
14860;-28.75;-65.859;-6.243;41.956;11.487;0;0;0;0;0;109.615;56.841;20.881;40.851;94.432
14870;-29.386;-69.553;-14.301;35.408;8.637;0;0;0;0;0;97.714;55.315;21.123;41.149;95.058
14880;-30.222;-73.274;-17.844;27.701;6.148;0;0;0;0;0;85.651;53.601;21.44;41.447;95.684
14890;-31.552;-77.16;-21.65;19.393;3.801;0;0;0;0;0;73.588;49.648;21.585;41.821;96.31
14900;-32.321;-80.297;-22.33;9.446;0.735;0;0;0;0;0;61.354;45.626;21.05;40.114;96.45
14910;-33.588;-83.102;-23.217;0.883;-1.797;0;0;0;0;0;49.121;40.684;21.314;38.08;96.549
14920;-34.734;-85.646;-25.526;-6.992;-4.93;0;0;0;0;0;37.048;35.48;21.579;36.046;96.648
14930;-36.561;-88.106;-27.979;-11.389;-8.087;0;0;0;0;0;25.065;31.556;21.844;34.011;96.575
14940;-38.829;-91.165;-31.476;-15.999;-11.244;0;0;0;0;0;13.361;27.425;22.026;31.977;96.502
14950;-42.492;-93.712;-35.124;-19.047;-14.338;0;0;0;0;0;1.734;24.734;22.743;30.101;96.429
14960;-45.607;-96.658;-36.367;-23.881;-17.508;0;0;0;0;0;-9.894;22.132;23.461;26.68;97.636
14970;-49.319;-98.902;-37.89;-27.756;-20.094;0;0;0;0;0;-21.612;19.971;23.458;23.939;98.323
14980;-53.159;-101.076;-38.357;-32.978;-22.756;0;0;0;0;0;-33.331;17.968;23.455;21.199;99.01
14990;-55.361;-103.617;-38.465;-38.68;-24.979;0;0;0;0;0;-44.981;15.305;23.432;18.458;99.697
15000;-57.269;-106.343;-39.354;-43.819;-27.189;0;0;0;0;0;-56.63;12.559;23.328;15.717;100.197
15010;-57.419;-108.65;-39.364;-51.479;-29.559;0;0;0;0;0;-67.669;9.499;23.225;14.177;100.698
15020;-57.635;-111.199;-38.179;-54.84;-32.519;0;0;0;0;0;-78.708;6.385;23.052;12.505;101.199
15030;-57.931;-113.508;-36.555;-58.201;-35.738;0;0;0;0;0;-88.16;4.011;22.08;10.673;100.759
