timepoints (min);16: frq7+.1;17: frq7+.2;18: frq7+.3;19: frq1-.1;20: frq1-.2;;21: frq7-.1;22: frq7-.2;23: frq7-.3;24: frq9+.1;25: frq9+.2;;26: frq10+.1;27: frq10+.2;28: frq10+.3
9180;388.596;446.924;367.516;133.869;148.542;;150.981;158.668;82.109;55.372;198.212;;42.484;101.383;85.662
9190;394.314;454.939;376.978;114.392;130.727;;163.818;168.666;100.943;52.429;202.553;;43.814;103.097;87.487
9200;399.61;460.807;384.953;96.65;111.8;;176.128;179.543;120.152;48.803;205.445;;44.651;104.555;88.672
9210;405.434;464.407;391.407;78.338;94.153;;189.6;190.021;139.226;44.894;208.159;;44.67;105.895;89.094
9220;411.746;465.643;396.44;61.673;78.287;;202.248;202.255;159.608;40.731;206.503;;44.003;109.839;88.708
9230;417.251;465.072;399.526;46.561;63.279;;214.135;214.102;180.69;36.568;203.019;;43.415;114.513;88.37
9240;420.741;463.513;400.459;31.385;47.65;;224.754;227.468;201.132;33.095;200.261;;42.892;119.694;87.859
9250;424.301;459.672;401.269;17.839;33.612;;232.447;239.135;220.415;29.323;196.854;;42.803;122.964;87.47
9260;425.766;452.865;399.506;6.139;20.637;;241.295;249.844;239.472;24.619;191.695;;42.338;123.705;86.651
9270;424.739;442.815;396.524;-5.499;7.924;;248.164;259.767;258.354;20.476;185.899;;41.873;122.833;85.797
9280;421.465;428.663;390.549;-15.117;-3.366;;252.006;268.255;276.883;16.588;180.179;;40.331;120.96;83.914
9290;416.101;410.254;382.848;-23.88;-13.706;;253.079;274.343;294.796;13.194;175.418;;38.466;118.034;81.804
9300;407.83;387.036;374.361;-32.076;-23.87;;252.437;278.211;308.514;9.781;171.196;;37.152;115.2;80.252
9310;395.515;360.865;362.661;-39.891;-32.794;;248.972;276.646;322.033;6.27;165.537;;36.132;113.286;78.212
9320;378.833;333.168;348.799;-47.025;-41.869;;242.408;275.08;332.906;2.495;161.098;;35.541;111.605;76.967
9330;357.193;303.948;333.494;-54.888;-50.51;;235.948;269.715;337.914;-2.007;157.806;;34.52;108.465;75.052
9340;332.469;275.581;314.448;-62.579;-59.272;;229.305;261.295;341.408;-6.516;156.712;;33.592;104.255;72.159
9350;309.801;248.24;291.99;-70.597;-65.454;;224.248;252.876;341.146;-11.64;155.563;;32.713;101.337;68.557
9360;284.63;221.659;268.063;-78.321;-70.626;;219.095;244.217;338.55;-17.207;153.484;;32.702;98.517;64.956
9370;258.119;195.623;242.232;-86.16;-76.028;;211.71;235.745;334.059;-22.748;149.6;;32.792;97.754;60.421
9380;233.015;170.006;217.534;-92.251;-79.979;;201.557;226.233;324.592;-28.148;145.458;;31.681;96.6;55.572
9390;209.143;145.428;194.753;-99;-83.079;;191.432;215.79;314.397;-33.688;140.105;;30.73;96.212;50.739
9400;185.008;121.985;173.543;-103.876;-86.204;;179.083;204.859;301.661;-38.859;131.17;;28.559;94.535;46.239
9410;161.039;100.008;153.681;-107.89;-88.17;;165.487;193.811;286.903;-44.014;119.599;;26.103;91.503;41.938
9420;137.29;79.354;134.088;-111.785;-90.12;;151.953;180.735;271.601;-48.265;107.924;;23.28;86.036;37.234
9430;113.647;59.352;114.022;-114.801;-92.19;;135.905;167.141;255.63;-52.177;95.53;;20.611;80.92;31.023
9440;89.389;39.677;93.389;-116.389;-95.021;;119.743;151.821;238.135;-56.026;81.037;;17.665;73.942;24.182
9450;65.912;20.44;73.748;-118.681;-96.76;;103.555;135.244;219.681;-60.174;66.963;;14.433;66.892;17.692
9460;42.695;1.561;54.32;-119.546;-98.361;;86.488;118.228;200.694;-63.946;52.037;;11.712;59.869;11.521
9470;18.934;-17.062;36.101;-120.212;-99.748;;70.481;100.902;180.474;-67.501;38.341;;8.905;52.046;6.305
9480;-4.323;-35.108;19.743;-120.67;-100.803;;54.35;83.474;160.149;-70.426;25.629;;6.309;41.626;1.695
9490;-26.614;-52.789;4.786;-120.727;-100.862;;39.49;66.047;139.31;-72.993;12.841;;4.073;29.512;-2.487
9500;-47.868;-69.037;-10.977;-120.782;-100.988;;26.237;49.932;118.612;-74.688;0.713;;1.919;17.892;-6.514
9510;-68.634;-83.56;-24.926;-110.952;-100.873;;13.157;34.892;98.175;-75.632;-9.338;;-0.32;8.876;-10.846
9520;-88.648;-94.81;-38.396;-105.379;-100.972;;1.458;19.852;77.044;-76.634;-18.503;;-3.234;3.023;-15.594
9530;-106.858;-102.508;-49.792;-99.749;-101.105;;-8.244;4.723;56.006;-77.561;-27.16;;-5.669;-1.204;-20.396
9540;-122.564;-106.268;-59.654;-99.532;-101.717;;-17.953;-8.463;35.499;-78.128;-36.505;;-8.014;-5.108;-25.15
9550;-135.345;-106.599;-70.434;-100.879;-102.292;;-25.488;-21.65;18.619;-78.447;-46.509;;-10.725;-9.041;-30.109
9560;-144.757;-105.528;-78.817;-102.188;-102.852;;-31.157;-31.261;1.193;-78.165;-56.61;;-13.396;-13.506;-35.171
9570;-150.601;-104.306;-85.43;-103.825;-103.564;;-35.254;-40.669;-13.519;-77.737;-67.881;;-16.139;-18.902;-40.139
9580;-152.943;-102.12;-91.309;-104.261;-103.771;;-39.203;-47.117;-24.381;-77.068;-80.654;;-18.465;-23.792;-44.828
9590;-152.491;-100.639;-94.6;-103.977;-103.12;;-42.916;-51.177;-34.935;-76.44;-94.263;;-20.542;-29.513;-49.348
9600;-152.217;-100.247;-95.055;-103.317;-102.406;;-46.622;-55.534;-42.737;-75.572;-107.628;;-22.575;-36.674;-53.663
9610;-150.429;-101.6;-94.25;-103.331;-101.851;;-50.694;-60.098;-48.239;-74.59;-118.516;;-25.517;-43.672;-57.571
9620;-147.899;-103.444;-91.764;-103.043;-101.368;;-54.946;-64.532;-54.142;-73.848;-127.203;;-28.589;-50.686;-60.895
9630;-147.084;-105.686;-90.167;-102.752;-101.262;;-58.934;-68.91;-57.979;-73.233;-135.51;;-30.949;-56.37;-63.745
9640;-147.561;-108.37;-89.974;-100.535;-100.716;;-62.924;-71.939;-61.11;-72.723;-142.981;;-33.309;-62.883;-66.394
9650;-148.505;-111.873;-91.023;-97.563;-100.323;;-65.931;-74.73;-63.368;-72.014;-147.163;;-34.702;-69.554;-69.415
9660;-150.255;-115.862;-93.457;-94.996;-99.699;;-67.964;-77.84;-65.913;-71.465;-149.232;;-35.21;-76.214;-72.436
9670;-152.288;-119.932;-96.523;-93.183;-99.138;;-69.983;-80.553;-67.844;-70.73;-151.328;;-34.717;-80.903;-75.172
9680;-153.539;-123.465;-99.505;-91.246;-97.994;;-71.779;-82.88;-71.097;-70.04;-153.764;;-34.476;-85.188;-76.123
9690;-155.294;-127.012;-102.321;-89.699;-96.314;;-73.443;-85.207;-74.303;-69.662;-155.523;;-34.332;-87.742;-75.906
9700;-156.861;-130.481;-105.44;-87.244;-93.785;;-75.331;-86.898;-77.85;-69.196;-157.378;;-34.19;-89.713;-75.276
9710;-158.034;-132.692;-108.108;-85.461;-90.862;;-77.364;-87.746;-80.855;-68.847;-158.712;;-33.639;-90.462;-74.799
9720;-158.815;-134.542;-111.207;-83.397;-89.797;;-78.811;-88.594;-83.841;-67.451;-159.332;;-32.912;-91.582;-74.403
9730;-159.841;-135.881;-114.236;-81.229;-89.222;;-80;-88.997;-86.908;-64.65;-158.981;;-32.207;-91.026;-74.583
9740;-160.994;-137.225;-116.477;-79.156;-88.087;;-81.37;-89.879;-89.44;-64.124;-158.317;;-32.445;-90.232;-75.179
9750;-162.455;-138.996;-119.519;-77.534;-87.003;;-82.672;-90.88;-91.67;-63.77;-156.829;;-32.764;-89.746;-75.771
9760;-163.981;-140.832;-122.379;-85.963;-86.043;;-83.36;-92.222;-94.203;-63.321;-155.629;;-32.476;-89.44;-76.277
9770;-164.803;-143.324;-125.148;-90.263;-85.403;;-83.297;-93.48;-95.972;-62.324;-154.491;;-31.622;-89.527;-76.094
9780;-164.668;-144.939;-127.804;-94.549;-84.757;;-83.044;-94.458;-97.715;-60.379;-155.079;;-30.807;-89.721;-75.403
9790;-164.879;-146.134;-130.141;-93.564;-83.858;;-83.455;-94.924;-99.09;-58.785;-155.094;;-30.117;-88.806;-74.774
9800;-165.135;-147.41;-131.283;-91.949;-82.988;;-84.32;-95.276;-101.068;-57.619;-154.476;;-29.73;-87.837;-73.212
9810;-164.817;-147.203;-132.146;-90.703;-82.167;;-85.712;-95.519;-102.465;-56.68;-152.612;;-29.473;-85.963;-70.905
9820;-163.644;-145.314;-133.274;-90.059;-81.6;;-86.669;-95.999;-104.098;-55.977;-149.994;;-29.054;-82.705;-69.124
9830;-161.825;-142.874;-133.572;-90.204;-80.697;;-87.403;-96.463;-105.161;-55.352;-148.276;;-28.47;-78.88;-67.651
9840;-159.839;-140.137;-132.684;-90.204;-81.233;;-87.996;-97.197;-106.388;-54.75;-146.688;;-27.556;-74.508;-66.092
9850;-157.418;-137.179;-131.457;-90.494;-82.061;;-88.281;-97.883;-106.872;-53.72;-145.686;;-26.379;-70.341;-63.731
9860;-153.996;-133.537;-129.778;-90.701;-83.465;;-89.062;-98.808;-107.457;-51.957;-144.259;;-24.743;-68.393;-61.012
9870;-149.921;-129.623;-127.737;-91.15;-83.789;;-89.608;-99.575;-107.654;-50.132;-142.628;;-22.928;-66.577;-58.232
9880;-146.203;-125.571;-125.585;-92.564;-84.123;;-90.171;-100.419;-107.59;-48.051;-141.625;;-20.444;-65.717;-55.246
9890;-143.043;-121.778;-123.8;-94.756;-84.258;;-90.258;-101.263;-107.393;-46.272;-140.208;;-18.098;-64.625;-52.505
9900;-139.644;-117.283;-122.044;-97.297;-84.764;;-90.986;-101.452;-107.044;-44.601;-138.412;;-15.792;-64.239;-50.181
9910;-135.874;-112.879;-119.517;-99.869;-85.679;;-91.326;-100.607;-106.381;-43.298;-136.423;;-14.2;-63.916;-47.625
9920;-132.29;-108.113;-116.199;-102.192;-86.214;;-91.743;-99.761;-105.959;-41.692;-134.443;;-13.557;-62.393;-45.2
9930;-129.506;-102.835;-112.674;-104.359;-86.279;;-91.623;-98.461;-105.233;-39.463;-131.997;;-12.222;-58.581;-42.172
9940;-126.36;-97.592;-109.226;-105.76;-86.783;;-91.565;-97.484;-104.332;-36.978;-129.659;;-11.026;-56.83;-38.942
9950;-123.887;-92.692;-105.855;-107.386;-88.829;;-91.43;-96.828;-103.4;-34.204;-126.185;;-8.828;-55.462;-35.938
9960;-121.359;-88.768;-101.705;-108.248;-90.462;;-91.295;-97.07;-102.65;-31.116;-122.178;;-7.226;-53.855;-32.934
9970;-118.074;-83.945;-97.31;-108.59;-90.135;;-91.132;-97.872;-101.622;-28.868;-119.039;;-6.146;-52.835;-29.899
9980;-114.054;-78.854;-93.252;-109.114;-89.105;;-90.396;-98.374;-100.508;-27.956;-115.775;;-5.266;-51.876;-26.703
9990;-109.011;-73.687;-89.629;-108.636;-88.752;;-89.254;-98.583;-99.615;-25.11;-113.069;;-3.661;-50.341;-23.498
10000;-102.81;-67.418;-84.919;-107.618;-88.218;;-87.863;-98.403;-98.563;-22.058;-110.68;;-1.731;-46.967;-20.263
10010;-95.952;-60.149;-78.258;-106.772;-87.917;;-86.785;-97.908;-96.926;-18.886;-109.055;;0.199;-43.328;-16.983
10020;-88.564;-52.797;-71.357;-105.786;-87.117;;-86.039;-96.812;-95.781;-15.828;-107.137;;2.56;-39.914;-13.524
10030;-80.615;-45.655;-63.574;-105.217;-86.637;;-84.975;-95.957;-94.96;-13.68;-103.953;;5.316;-37.261;-10.051
10040;-71.281;-38.455;-55.654;-105.041;-86.538;;-83.24;-94.812;-94.389;-11.004;-100.59;;8.063;-34.75;-7.098
10050;-61.69;-30.498;-47.45;-104.657;-86.564;;-81.812;-93.869;-92.978;-6.913;-97.393;;10.957;-32.237;-4.138
10060;-51.898;-22.851;-39.33;-104.069;-86.97;;-80.192;-93.036;-91.839;-2.797;-94.956;;13.342;-30.284;-1.686
10070;-41.939;-15.989;-31.514;-103.448;-87.883;;-79.389;-92.161;-90.498;1.905;-92.59;;15.183;-30.095;0.806
10080;-32.483;-9.425;-24.301;-103.262;-89.47;;-78.386;-92.105;-89.114;6.59;-89.666;;16.91;-30.939;3.261
10090;-23.524;-3.461;-17.386;-103.419;-89.375;;-78.108;-92.048;-88.019;11.596;-86.702;;18.317;-31.694;5.461
10100;-15.222;2.497;-9.972;-104.124;-88.88;;-78.596;-91.697;-87.354;15.655;-83.41;;18.887;-31.11;7.626
10110;-7.57;8.283;-2.895;-104.229;-87.898;;-79.484;-90.77;-86.858;19.017;-80.204;;18.992;-28.516;9.743
10120;-0.312;13.2;4.192;-104.052;-87.772;;-80.435;-89.843;-86.247;21.983;-77.157;;19.297;-27.113;11.854
10130;7.432;17.148;10.952;-103.708;-87.527;;-81.199;-88.837;-85.495;24.426;-73.065;;19.303;-25.21;13.804
10140;15.332;21.11;17.328;-103.103;-87.073;;-81.608;-88.126;-85.126;27.203;-69.022;;19.474;-24.266;16
10150;22.121;24.924;23.585;-101.226;-85.766;;-82.135;-87.716;-85.461;29.648;-65.223;;19.876;-23.309;18.207
10160;27.443;28.778;29.461;-99.263;-84.592;;-83.177;-87.954;-85.848;32.386;-61.655;;20.528;-21.91;20.058
10170;31.966;31.494;35.055;-95.861;-84.098;;-83.717;-87.988;-86.498;35.044;-58.12;;20.986;-21.232;21.953
10180;35.952;32.956;40.476;-92.425;-83.771;;-84.338;-88.571;-87.727;37.308;-53.917;;20.154;-23.348;23.057
10190;39.743;35.123;45.263;-89.17;-83.099;;-84.684;-89.077;-88.881;39.731;-49.397;;18.415;-22.636;23.479
10200;43.615;38.462;49.466;-86.234;-81.708;;-84.992;-89.557;-90.588;42.248;-44.877;;16.063;-21.697;23.458
10210;46.778;42.786;52.923;-82.441;-80.142;;-85.459;-89.837;-92.339;44.634;-40.357;;14.417;-20.337;23.109
10220;49.465;47.221;56.088;-78.91;-79.044;;-85.89;-89.921;-93.851;46.788;-35.137;;13.582;-16.865;22.283
10230;52.436;52.298;59.105;-74.699;-77.524;;-86.335;-89.405;-95.141;48.87;-30.836;;12.312;-13.092;21.139
10240;55.148;57.585;62.057;-71.436;-76.097;;-86.505;-88.407;-95.891;50.989;-25.886;;10.961;-9.415;20.596
10250;57.306;62.469;65.469;-68.164;-73.276;;-85.903;-87.644;-96.767;53.988;-21.684;;9.149;-7.778;20.434
10260;59.996;67.023;69.339;-63.932;-68.734;;-85.588;-86.592;-97.141;56.814;-17.848;;6.88;-6.094;20.363
10270;61.97;71.514;73.404;-58.028;-62.672;;-85.175;-86.508;-97.298;59.926;-14.822;;4.331;-4.262;19.868
10280;63.366;75.286;77.029;-52.383;-56.297;;-85.276;-85.89;-96.33;62.967;-11.895;;1.226;-1.579;18.232
10290;64.37;79.363;80.894;-45.811;-48.571;;-85.204;-85.292;-94.948;65.439;-9.022;;-1.785;-0.383;17.103
10300;65.203;83.367;84.262;-39.335;-39.526;;-84.989;-83.811;-93.863;67.963;-5.032;;-4.651;-0.261;15.992
10310;65.197;87.05;86.861;-32.63;-30.342;;-84.386;-82.114;-92.935;71.174;-0.8;;-6.939;-0.379;15.268
10320;64.41;90.662;89.234;-24.841;-20.011;;-83.865;-80.818;-91.887;74.247;2.611;;-8.083;0.116;14.676
10330;64.022;94.892;92.677;-15.214;-9.465;;-83.777;-79.212;-91.103;77.24;5.863;;-8.046;1.701;13.874
10340;64.154;100.044;96.022;-5.284;0.542;;-83.868;-76.487;-90.37;80.335;9.156;;-8.499;3.725;13.393
10350;65.469;105.317;99.321;5.468;12.473;;-83.908;-73.814;-89.768;83.837;12.724;;-8.753;5.181;12.439
10360;67.177;110.083;102.234;18.57;25.612;;-83.108;-70.534;-88.869;86.725;15.885;;-9.396;5.877;11.506
10370;68.541;115.385;105.327;30.461;38.912;;-82.128;-67.177;-88.167;90.008;19.527;;-10.134;7.422;10.171
10380;69.114;120.863;109.244;44.386;52.284;;-80.897;-63.788;-86.72;93.571;23.615;;-10.872;9.417;7.703
10390;69.374;125.727;113.646;58.381;67.763;;-80.265;-60.345;-85.313;97.563;28.349;;-11.739;12.469;5.374
10400;70.272;129.495;117.721;70.568;85.492;;-78.764;-55.873;-83.615;101.891;33.007;;-12.89;16.341;3.599
10410;72.286;132.858;121.437;83.421;103.046;;-76.974;-51.688;-81.996;106.527;38.274;;-13.96;20.956;2.204
10420;74.748;136.643;125.288;96.859;122.644;;-75.309;-46.24;-79.937;110.441;43.615;;-14.97;25.64;1.346
10430;77.426;140.999;128.883;110.64;142.91;;-73.379;-39.952;-77.314;113.604;48.622;;-15.114;31.767;0.648
10440;80.106;145.168;132.445;126.018;163.046;;-70.305;-33.541;-74.484;116.407;53.677;;-14.113;37.244;0.072
10450;83.025;148.943;136.179;142.683;183.19;;-67.149;-26.552;-71.636;118.803;58.581;;-13.047;42.326;-1.265
10460;86.222;152.142;140.186;158.319;203.855;;-62.502;-19.535;-68.668;121.292;63.796;;-12.257;46.203;-2.819
10470;89.706;155.154;144.272;176.672;224.539;;-56.898;-12.559;-65.932;123.55;68.983;;-11.741;48.593;-3.581
10480;93.79;157.887;148.669;196.852;245.092;;-51.531;-5.321;-62.99;125.181;75.491;;-10.785;51.314;-4.099
10490;98.428;160.412;153.106;217.543;263.086;;-45.03;1.875;-58.968;126.717;81.672;;-9.927;53.961;-4.818
10500;103.029;162.31;157.084;239.85;279.422;;-37.646;9.643;-53.648;126.524;87.883;;-8.782;56.968;-5.204
10510;106.469;163.429;160.579;261.761;294.106;;-30.181;16.523;-48.417;125.137;94.494;;-7.331;59.135;-5.31
10520;110.044;163.923;163.639;282.011;306.388;;-21.45;24.163;-42.986;122.229;101.901;;-5.759;59.574;-5.417
10530;113.731;164.371;166.051;300.743;316.228;;-11.949;30.903;-37.916;119.148;108.614;;-3.786;59.985;-5.066
10540;117.248;163.772;169.223;315.846;324.703;;-2.608;39.084;-33.032;115.479;115.306;;-1.792;60.916;-4.513
10550;120.228;162.567;172.463;330.676;329.327;;6.8;46.495;-27.152;111.218;120.432;;0.399;63.084;-3.531
10560;123.323;160.993;175.469;342.232;329.87;;16.995;56.241;-19.752;106.423;124.516;;3.124;65.262;-2.632
10570;124.91;157.33;178.207;348.276;329.434;;28.989;68.171;-12.368;101.655;128.64;;5.072;67.959;-1.712
10580;124.055;150.873;179.247;353.109;325.705;;41.018;80.195;-3.421;96.501;132.343;;5.2;69.593;-0.846
10590;120.105;141.804;179.126;353.982;321.452;;53.406;90.923;7.047;90.668;135.549;;5.771;70.131;0.091
10600;112.174;130.433;177.341;350.468;312.519;;66.015;100.921;19.268;83.914;138.313;;4.768;69.623;1.739
10610;103.855;117.339;164.123;346.044;302.432;;78.763;109.992;31.087;77.474;141.112;;3.926;69.457;2.814
10620;95.417;103.931;150.51;340.341;291.276;;92.138;119.331;43.92;70.248;143.35;;2.308;68.332;4.226
10630;87.052;90.39;136.156;333.422;279.92;;104.753;128.67;56.069;63.327;144.463;;0.717;66.91;7.168
10640;78.672;76.949;121.626;325.417;266.993;;117.477;137.723;69.294;55.51;145.188;;-1.073;65.081;10.11
10650;70.276;63.617;107.417;318.051;251.415;;130.852;145.863;82.288;47.237;146.592;;-2.414;63.572;12.019
10660;61.48;50.366;93.388;309.019;236.477;;144.153;154.644;97.323;38.881;148.134;;-3.945;60.768;13.308
10670;52.072;37.225;79.119;298.017;219.872;;157.837;162.094;112.854;30.996;151.103;;-5.062;58.559;13.96
10680;42.27;23.964;64.997;286.054;202.737;;171.491;170.297;128.04;23.91;154.621;;-6.463;53.8;16.011
10690;32.543;10.585;50.817;270.999;184.246;;187.065;178.479;144.652;16.997;158.035;;-8.028;49.47;19.121
10700;22.639;-2.982;36.394;254.949;165.537;;203.385;185.959;161.16;10.415;159.501;;-8.982;44.771;23.274
10710;12.703;-16.676;21.901;236.579;144.859;;218.09;192.084;178.734;3.783;158.971;;-9.426;39.554;27.177
10720;2.858;-30.128;7.294;215.285;124.023;;230.194;198.33;196.108;-2.881;158.531;;-9.983;35.034;30.415
10730;-7.356;-43.713;-7.361;191.484;102.828;;242.313;202.756;213.168;-9.199;157.794;;-10.473;30.723;33.654
10740;-17.966;-57.233;-22.119;166.581;84.229;;253.16;207.182;228.956;-15.509;157.608;;-10.651;26.52;36.886
10750;-28.563;-70.065;-36.923;139.543;65.954;;261.593;211.303;243.484;-21.459;157.443;;-10.836;23.382;39.087
10760;-38.84;-82.018;-51.699;112.172;48.679;;270.012;216.313;257.839;-26.433;156.357;;-10.636;20.724;41.057
10770;-48.783;-93.055;-66.281;84.774;32.375;;274.251;221.474;271.939;-30.324;154.874;;-10.015;19.337;42.223
10780;-58.781;-103.243;-80.223;59.315;18.379;;278.15;227.214;285.192;-34.073;152.891;;-9.257;20.37;43.342
10790;-68.979;-112.745;-94.886;36.33;3.389;;279.05;229.639;297.091;-37.345;149.988;;-8.298;20.948;44.477
10800;-78.359;-121.73;-109.348;13.228;-9.383;;279.017;230.072;308.044;-40.921;147.789;;-7.909;21.274;45.568
10810;-87.057;-129.996;-123.021;-7.313;-17.975;;277.81;228.03;314.943;-45.01;144.68;;-8.041;19.462;46.967
10820;-93.854;-136.302;-136.021;-23.003;-26.532;;273.803;223.546;321.85;-49.029;140.156;;-8.257;17.484;48.828
10830;-98.332;-140.349;-148.074;-38.617;-32.33;;269.782;219.062;323.583;-52.814;135.915;;-6.898;14.228;51.316
10840;-100.09;-142.283;-158.593;-49.615;-38.073;;262.884;210.618;319.779;-57.058;131.465;;-5.491;12.618;53.166
10850;-98.724;-142.014;-167.503;-57.891;-41.418;;254.546;202.862;314.234;-60.658;126.737;;-1.938;12.337;54.283
10860;-97.29;-139.69;-164.8;-66.263;-44.908;;246.284;193.468;306.065;-64.257;122.07;;1.753;12.059;54.894
10870;-95.779;-137.366;-162.09;-73.37;-47.39;;236.462;183.555;296.84;-67.055;116.892;;5.997;12.862;54.498
10880;-94.145;-135.034;-159.303;-81.114;-50.208;;225.891;172.96;285.308;-69.59;111.777;;9.89;11.676;54.017
10890;-92.393;-132.703;-156.566;-89.263;-53.49;;215.025;162.371;271.492;-71.043;105.669;;14.257;12.832;52.579
10900;-90.641;-130.359;-153.766;-98.066;-56.688;;202.232;151.768;257.746;-71.982;98.201;;18.571;13.32;51.063
10910;-88.855;-128.007;-150.938;-105.417;-60.581;;189.514;139.724;241.804;-72.872;90.782;;23.135;14.924;49.526
10920;-87.014;-125.655;-148.138;-112.465;-64.688;;176.178;127.749;224.822;-73.859;81.684;;27.148;15.688;47.64
10930;-85.241;-123.331;-145.372;-118.594;-69.143;;162.939;113.305;207.949;-74.764;71.786;;29.946;17.761;44.163
10940;-83.497;-121.069;-142.607;-123.046;-72.229;;146.651;98.861;189.691;-75.539;61.93;;32.684;19.011;39.606
10950;-81.786;-118.8;-139.828;-127.815;-75.846;;129.914;84.716;171.899;-76.514;52.614;;34.699;21.178;35.246
10960;-80.083;-116.51;-137.007;-130.43;-78.364;;112.978;71.939;153.35;-77.32;43.572;;36.142;21.993;32.483
10970;-78.317;-114.248;-134.159;-132.803;-80.71;;98.321;59.739;135.015;-78.668;34.524;;37.312;21.098;29.714
10980;-76.441;-112.007;-131.345;-135.389;-83.008;;83.643;48.519;116.059;-79.665;25.766;;38.217;18.99;26.692
10990;-74.531;-109.69;-128.607;-136.894;-85.468;;69.309;38.039;97.214;-80.65;16.012;;38.248;17.015;22.669
11000;-72.745;-107.234;-125.897;-133.906;-87.458;;54.895;26.819;78.081;-80.703;6.177;;37.949;13.87;18.905
11010;-71.103;-104.745;-123.152;-132.232;-90.237;;40.392;15.648;59.414;-80.705;-3.715;;37.222;11.098;15.492
11020;-69.455;-102.352;-120.379;-130.571;-93.065;;28.596;3.866;40.746;-80.346;-13.612;;36.088;6.953;13.308
11030;-67.793;-100.048;-117.6;-131.32;-95.877;;16.039;-7.916;23.103;-80.228;-22.375;;34.903;-0.818;11.683
11040;-66.131;-97.683;-114.828;-132.549;-97.695;;6.474;-18.421;6.793;-80.137;-30.498;;33.459;-8.644;9.594
11050;-64.476;-95.228;-112.062;-133.808;-100.08;;-2.417;-26.748;-9.604;-79.617;-38.524;;32.615;-17.11;7.072
11060;-62.855;-92.669;-109.324;-134.499;-102.428;;-11.225;-35.255;-23.461;-78.731;-45.914;;31.134;-22.937;4.221
11070;-61.283;-90.11;-106.586;-135.23;-104.942;;-19.047;-43.483;-37.676;-77.172;-52.225;;29.763;-28.35;1.292
11080;-59.759;-87.476;-103.91;-136.022;-106.575;;-27.342;-51.567;-48.352;-75.081;-58.646;;27.524;-31.956;-2.508
11090;-58.276;-84.828;-101.234;-138.083;-107.608;;-32.932;-55.352;-54.948;-72.548;-64.663;;26.141;-36.745;-6.046
11100;-56.807;-82.186;-98.469;-139.503;-108.116;;-37.292;-59.116;-61.346;-70.152;-70.739;;24.006;-41.63;-10.519
11110;-55.2;-79.566;-95.634;-141.357;-108.299;;-41.652;-61.233;-65.086;-67.556;-76.801;;22.048;-46.408;-14.472
11120;-53.662;-76.972;-92.766;-143.232;-108.701;;-45.386;-63.481;-68.585;-64.877;-81.814;;19.657;-51.124;-17.705
11130;-52.11;-74.497;-89.897;-145.746;-108.658;;-48.41;-65.314;-69.953;-62.611;-85.812;;17.672;-53.52;-21.33
11140;-50.517;-71.966;-87.034;-147.457;-108.487;;-51.495;-67.268;-70.047;-60.858;-89.294;;15.433;-57.941;-24.121
11150;-48.966;-69.434;-84.214;-149.339;-108.283;;-54.421;-69.389;-70.519;-59.167;-91.883;;13.51;-61.727;-26.367
11160;-47.531;-66.945;-81.483;-150.382;-108.39;;-57.23;-70.75;-70.938;-57.239;-94.444;;11.172;-66.273;-28.091
11170;-46.166;-64.448;-78.828;-151.465;-108.88;;-59.597;-72.712;-71.897;-54.942;-96.481;;8.619;-70.767;-29.258
11180;-44.8;-61.862;-76.034;-152.952;-109.563;;-62.004;-74.121;-73.349;-52.404;-98.319;;6.223;-74.715;-30.447
11190;-43.372;-59.186;-73.269;-154.629;-110.246;;-64.549;-75.338;-74.801;-49.55;-100.101;;3.792;-77.546;-31.469
11200;-41.786;-56.49;-70.503;-155.975;-110.343;;-67.841;-76.022;-76.974;-46.614;-101.428;;1.36;-80.323;-32.353
11210;-40.138;-53.855;-67.766;-156.79;-110.001;;-71.527;-76.555;-79.444;-43.692;-100.852;;-1.03;-81.874;-33.741
11220;-38.469;-51.172;-64.966;-157.662;-110.083;;-75.742;-77.033;-82.036;-40.178;-100.208;;-2.793;-82.721;-34.524
11230;-36.807;-48.462;-62.048;-157.309;-110.64;;-79.666;-77.512;-83.924;-36.604;-99.959;;-4.768;-83.964;-35.76
11240;-35.159;-45.772;-59.11;-156.715;-110.872;;-83.583;-78.636;-85.899;-32.688;-100.007;;-6.298;-84.927;-36.196
11250;-33.517;-43.124;-56.228;-159.687;-110.877;;-85.877;-79.194;-87.139;-29.359;-100.062;;-8.156;-86.102;-36.72
11260;-31.807;-40.483;-53.372;-162.09;-111.203;;-88.054;-79.801;-88.739;-25.622;-100.243;;-9.594;-86.032;-37.335
11270;-29.986;-37.841;-50.476;-164.015;-110.712;;-90.12;-79.714;-89.789;-22.09;-100.31;;-10.906;-84.081;-38.534
11280;-28.097;-35.179;-47.6;-163.657;-110.302;;-91.726;-79.283;-91.117;-18.521;-100.481;;-11.502;-80.112;-39.71
11290;-26.214;-32.49;-44.71;-162.123;-110.492;;-93.2;-78.244;-92.366;-14.748;-99.772;;-12.361;-77.73;-40.352
11300;-24.29;-29.772;-41.786;-159.859;-110.669;;-94.275;-77.157;-93.648;-11.186;-98.919;;-13.647;-74.927;-40.939
11310;-22.345;-27.034;-38.841;-157.472;-110.756;;-95.221;-75.937;-94.91;-7.397;-97.192;;-14.372;-70.959;-41.423
