timepoints (min);16: frq7+.1;17: frq7+.2;18: frq7+.3;19: frq1-.1;20: frq1-.3;;21: frq7-.1;22: frq7-.2;;23: frq9+.1;24: frq9+.2;25: frq9+.3;26: frq10+.1;27: frq10+.2;28: frq10+.3
9280;9.807;128.56;185.401;-243.458;-187.324;;-81.019;-133.299;;6.28;-41.527;-212.535;-64.058;-12.898;-89.77
9290;30.081;133.466;195.247;-245.059;-191.553;;-81.884;-135.366;;4.092;-42.465;-211.818;-64.767;-12.087;-92.801
9300;50.188;136.443;205.4;-246.764;-196.582;;-83.029;-134.087;;1.154;-43.593;-211.223;-65.219;-12.753;-93.799
9310;70.977;141.837;214.938;-250.141;-202.381;;-84.345;-133.688;;-0.963;-45.113;-210.24;-64.865;-13.323;-95.561
9320;90.321;150.517;224.319;-251.525;-208.474;;-85.503;-132.691;;-2.068;-47.433;-210.486;-64.36;-15.993;-95.24
9330;107.934;157.753;231.644;-253.532;-213.048;;-86.852;-132.752;;-2.658;-49.822;-211.433;-63.444;-19.243;-93.891
9340;125.2;165.783;238.499;-256.03;-217.55;;-87.921;-132.692;;-2.252;-52.537;-212.91;-62.636;-22.292;-94.563
9350;143.121;175.321;245.716;-257.514;-222.788;;-88.983;-132.357;;-1.394;-53.636;-212.593;-62.633;-23.458;-95.43
9360;161.097;186.381;252.007;-257.546;-228.121;;-90.145;-131.109;;-0.43;-54.194;-209.771;-63.425;-24.062;-97.054
9370;178.194;195.763;257.674;-257.345;-232.814;;-91.059;-128.446;;-0.948;-54.112;-204.592;-64.194;-24.673;-94.567
9380;193.972;205.839;262.706;-256.555;-236.786;;-92.098;-126.207;;-1.276;-53.601;-198.607;-64.179;-25.814;-92.622
9390;209.582;216.305;267.661;-254.273;-241.218;;-94.061;-125.19;;-1.268;-51.258;-191.654;-62.148;-26.134;-87.986
9400;225.917;225.884;272.31;-252.09;-244.105;;-95.022;-124.063;;-1.538;-47.619;-182.966;-58.283;-26.072;-83.913
9410;241.761;234.989;275.891;-248.495;-245.712;;-96.717;-123.029;;-2.375;-43.716;-173.637;-54.399;-25.367;-80.228
9420;256.796;243.988;279.366;-246.102;-247.91;;-97.451;-120.32;;-2.594;-38.921;-163.716;-51.014;-23.852;-77.83
9430;271.433;252.348;283.382;-243.737;-249.469;;-97.966;-117.763;;-2.177;-34.181;-154.022;-47.892;-22.314;-75.07
9440;284.488;260.433;288.108;-240.036;-250.348;;-97.848;-114.448;;-1.138;-29.241;-143.087;-44.651;-20.792;-70.168
9450;298.397;267.938;292.375;-235.09;-249.229;;-96.167;-111.432;;-0.303;-23.61;-132.952;-41.139;-19.281;-65.593
9460;314.41;275.142;295.051;-229.916;-248.366;;-94.385;-108.268;;0.357;-18.032;-123.905;-37.908;-17.811;-59.898
9470;330.72;281.978;296.44;-226.745;-247.582;;-91.363;-104.057;;1.917;-12.084;-116.872;-34.45;-15.754;-55.092
9480;344.706;288.892;297.559;-222.817;-245.988;;-88.822;-97.497;;3.292;-5.63;-109.604;-30.607;-12.942;-51.313
9490;356.123;295.252;297.873;-218.806;-243.83;;-86.234;-90.436;;4.981;1.566;-101.497;-26.697;-8.535;-48.753
9500;365.535;299.59;295.516;-213.455;-240.233;;-84.167;-78.928;;4.917;8.534;-94.113;-23.193;-5.688;-45.175
9510;374.614;302.841;292.328;-206.983;-236.239;;-81.206;-66.381;;4.87;15.742;-86.942;-20.164;-4.705;-40.194
9520;382.113;306.309;287.892;-201.306;-230.815;;-78.728;-54.195;;4.646;22.847;-80.84;-17.819;-3.481;-34.48
9530;388.229;309.834;282.298;-197.065;-223.112;;-75.593;-41.877;;2.943;29.272;-74.033;-15.712;-1.201;-28.215
9540;394.019;314.182;277.683;-193.975;-218.097;;-71.766;-29.76;;1.479;35.599;-67.474;-14.57;1.822;-22.217
9550;399.01;318.772;271.859;-187.497;-213.643;;-67.706;-22.532;;1.474;41.546;-60.088;-11.771;5.011;-17.099
9560;403.063;321.508;264.476;-178.11;-207.429;;-62.459;-15.359;;2.153;46.927;-53.692;-10.128;7.883;-10.832
9570;406.908;322.21;252.964;-166.599;-199.337;;-56.557;-8.033;;2.441;51.25;-46.861;-7.284;11.557;-3.531
9580;411.214;322.883;241.279;-153.341;-190.367;;-50.086;2.116;;3.043;54.225;-40.443;-4.313;15.001;2.818
9590;413.948;321.47;230.128;-140.09;-180.757;;-43.39;12.73;;3.406;56.885;-32.459;-1.343;18.674;9.332
9600;414.777;316.323;216.96;-123.473;-169.415;;-36.124;23.261;;4.397;57.503;-23.905;1.636;20.641;15.241
9610;415.273;307.495;203.785;-104.686;-156.734;;-28.85;36.639;;3.812;58.243;-14.923;5.465;22.014;23.378
9620;414.44;298.619;190.978;-85.815;-142.652;;-20.415;53.705;;5.371;58.298;-6.229;9.189;23.308;28.025
9630;410.439;285.665;177.421;-65.846;-126.19;;-9.812;70.679;;6.906;57.851;1.303;13.24;24.978;30.752
9640;402.098;270.681;162.732;-44.806;-110.39;;0.503;86.604;;8.444;55.328;7.897;15.582;25.313;33.752
9650;389.411;254.898;147.677;-23.683;-94.945;;12.687;106.534;;8.821;53.023;13.476;16.93;25.175;37.634
9660;375.817;238.43;131.516;-2.503;-79.982;;25.37;126.243;;9.632;50.843;17.131;17.659;24.948;42.392
9670;358.812;222.087;115.375;20.076;-64.845;;38.172;143.383;;9.723;47.68;20.197;17.916;23.97;47.542
9680;339.116;205.978;98.808;46.008;-51.48;;49.001;159.004;;8.225;44.539;24.966;18.643;22.855;51.378
9690;319.248;190.041;81.877;72.072;-36.927;;59.046;174.428;;6.119;41.232;29.559;20.79;21.243;53.269
9700;297.963;174.375;65.429;99.636;-23.654;;67.65;187.87;;3.621;38.404;35.564;23.026;19.963;56.04
9710;273.796;158.154;50.934;125.647;-4.731;;77.659;201.313;;0.966;34.404;42.393;26.526;18.752;57.593
9720;249.022;141.789;37.618;152.983;12.95;;86.588;215.794;;-1.87;29.891;49.408;29.538;17.462;59.397
9730;226.225;124.399;24.55;178.385;32.832;;96.448;229.606;;-4.589;25.971;56.783;30.914;14.666;59.215
9740;203.839;107.84;12.4;205.057;53.697;;106.388;243.272;;-7.466;21.297;62.799;32.291;10.063;59.327
9750;181.829;92.714;2.925;230.517;73.509;;115.972;252.425;;-10.055;17.225;69.05;33.796;6.192;60.139
9760;160.319;78.702;-6.001;256.219;95.441;;126.046;261.375;;-12.36;13.492;74.211;36.433;4.753;59.684
9770;141.208;64.724;-13.546;281.843;114.233;;135.805;270.284;;-14.401;9.081;80.832;39.908;3.817;58.859
9780;123.597;51.266;-20.204;306.563;130.858;;145.135;278.65;;-15.131;4.543;87.492;42.72;2.783;58.841
9790;105.794;38.589;-26.759;329.895;151.123;;153.943;284.914;;-16.797;-0.185;94.916;44.953;1.72;57.688
9800;87.861;26.512;-31.738;345.663;169.343;;164.509;293.379;;-20.392;-5.286;101.069;45.781;-0.008;58.375
9810;71.006;14.324;-35.379;361.314;186.601;;174.36;297.108;;-23.681;-10.092;108.543;47.189;-1.972;56.772
9820;54.636;2.254;-36.565;372.818;201.979;;183.291;301.993;;-26.37;-13.599;115.71;48.063;-3.956;54.585
9830;39.4;-9.549;-37.229;382.081;220.368;;189.943;305.182;;-28.741;-15.124;123.16;47.786;-6.215;51.026
9840;26.386;-20.659;-38.31;388.585;237.708;;195.822;306.403;;-31.531;-16.094;128.948;46.019;-7.972;47.087
9850;15.349;-29.392;-39.208;391.048;253.407;;200.581;309.103;;-34.488;-16.054;131.913;43.986;-10.27;44.553
9860;4.688;-35.204;-40.43;388.076;269.276;;204.345;307.641;;-36.354;-16.043;134.037;41.273;-11.956;42.03
9870;-5.859;-40.885;-42.353;379.97;283.345;;207.498;300.459;;-38.679;-16.516;135.625;39.417;-13.77;38.408
9880;-14.451;-44.088;-44.41;370.046;294.214;;207.371;293.277;;-41.041;-17.603;137.749;38.425;-15.967;34.295
9890;-20.706;-45.263;-46.45;357.734;300.97;;207.697;287.527;;-43.605;-17.779;141.822;38.023;-18.862;29.258
9900;-23.571;-45.33;-48.537;345.815;306.839;;205.422;274.305;;-45.345;-17.222;145.847;37.957;-21.623;24.364
9910;-27.095;-45.753;-48.974;332.434;309.948;;203.713;261.366;;-47.632;-15.429;150.703;36.931;-24.105;22.389
9920;-27.188;-46.418;-49.25;313.975;314.436;;201.29;248.229;;-49.208;-13.131;154.274;36.735;-25.639;21.054
9930;-25.472;-47.081;-49.468;290.914;320.703;;200.186;235.589;;-50.068;-10.659;155.801;36.775;-26.919;21.662
9940;-23.665;-48.314;-50.654;267.199;324.655;;198.57;222.873;;-50.712;-7.63;157.335;35.543;-28.399;21.237
9950;-21.47;-49.794;-51.942;243.01;328.485;;196.906;210.239;;-50.721;-5.135;156.443;34.215;-29.825;18.177
9960;-18.666;-50.938;-53.564;219.353;326.19;;193.796;197.734;;-50.317;-1.69;153.298;31.215;-31.046;14.876
9970;-17.676;-51.833;-55.552;195.807;322.388;;189.341;183.581;;-49.592;0.703;148.309;27.757;-32.052;10.855
9980;-18.269;-52.412;-57.519;172.999;315.615;;183.945;169.13;;-48.641;3.001;143.061;24.567;-34.277;10.011
9990;-18.168;-53.541;-59.508;147.774;305.156;;178.215;155.149;;-47.887;4.349;136.571;21.16;-36.993;9.589
10000;-19.706;-55.723;-61.887;122.197;290.823;;171.299;139.706;;-47.138;4.459;129.353;17.568;-39.592;9.592
10010;-22.903;-59.177;-64.971;95.786;273.663;;163.65;123.521;;-46.526;4.138;122.294;13.432;-41.801;9.149
10020;-27.567;-62.555;-69.12;70.371;257.695;;154.775;107.803;;-46.35;4.299;115.269;8.582;-44.677;8.637
10030;-33.83;-66.541;-74.04;45.708;238.851;;147.503;93.757;;-45.392;4.221;108.564;4.572;-47.647;6.727
10040;-41.445;-71.505;-79.095;23.258;219.855;;140.054;84.426;;-44.01;4.077;100.669;1.221;-51.829;5.008
10050;-49.323;-76.803;-84.526;4.88;201.579;;130.044;75.095;;-42.339;3.829;93.008;-2.491;-55.815;1.451
10060;-58.108;-81.931;-89.389;-14.57;185.354;;119.763;69.786;;-40.339;3.661;84.659;-6.09;-59.414;-1.794
10070;-67.368;-86.983;-93.821;-32.632;169.4;;109.677;59.672;;-38.869;3.01;80.112;-7.888;-62.961;-4.477
10080;-77.131;-92.841;-97.57;-51.466;146.886;;104.032;49.557;;-38.112;1.686;75.517;-7.39;-65.419;-4.519
10090;-87.022;-98.364;-100.8;-67.862;123.994;;97.466;38.468;;-37.128;0.312;71.845;-6.699;-68.119;-4.443
10100;-96.971;-103.232;-104.044;-84.361;100.128;;91.76;24.872;;-34.575;-0.208;73.312;-5.615;-69.783;-4.643
10110;-105.986;-105.799;-104.604;-99.577;78.342;;85.534;11.276;;-31.723;-0.69;75.763;-4.051;-72.291;-7.47
10120;-113.728;-108.946;-104.702;-109.451;56.508;;78.895;-0.932;;-28.412;0.571;78.303;-3.604;-74.654;-8.927
10130;-119.768;-111.414;-104.4;-119.063;36.051;;73.582;-14.114;;-26.393;2.354;83.572;-4.17;-76.363;-7.69
10140;-123.921;-113.865;-104.116;-127.888;18.754;;66.899;-27.057;;-23.906;2.806;88.521;-3.768;-77.865;-5.513
10150;-127.796;-116.091;-103.592;-138.023;2.057;;60.497;-36.561;;-21.779;2.332;94.236;-3.185;-78.897;-4.014
10160;-131.281;-116.681;-103.102;-148.614;-12.502;;52.691;-45.855;;-20.559;-0.338;99.338;-1.479;-80.541;-6.252
10170;-135.27;-117.28;-102.098;-156.472;-27.461;;45.149;-53.218;;-19.466;-3.276;104.677;-0.763;-82.789;-8.451
10180;-137.923;-117.319;-100.712;-163.388;-44.132;;35.994;-59.494;;-18.451;-6.37;112.457;-0.931;-84.977;-11.196
10190;-139.455;-116.53;-98.234;-168.821;-60.09;;28.476;-65.606;;-16.397;-10.13;120.669;-1.348;-86.611;-12.208
10200;-140.897;-114.966;-95.012;-174.92;-76.841;;20.361;-69.037;;-14.731;-14.07;130.156;-1.403;-87.743;-11.499
10210;-142.046;-113.01;-91.83;-180.538;-94.673;;12.614;-72.314;;-11.92;-19.695;139.025;-0.306;-87.994;-11.443
10220;-141.454;-110.614;-88.683;-185.095;-111.494;;5.983;-75.592;;-9.153;-23.548;147.851;1.247;-87.974;-11.07
10230;-140.855;-106.917;-85.505;-189.905;-128.99;;-1.861;-80.789;;-6.446;-27.841;156.622;2.76;-86.473;-12.143
10240;-140.821;-103.248;-82.017;-192.972;-143.314;;-9.291;-86.956;;-3.477;-30.919;165.527;3.719;-82.924;-13.527
10250;-139.72;-99.057;-78.07;-195.446;-150.846;;-15.35;-93.012;;0.007;-33.636;172.753;4.228;-79.844;-15.192
10260;-136.468;-94.087;-73.08;-197.041;-158.439;;-21.208;-98.754;;3.357;-36.378;178.48;4.817;-77.014;-15.662
10270;-133.135;-89.197;-67.33;-197.6;-164.31;;-25.687;-104.338;;6.708;-38.583;183.632;5.466;-73.676;-15.226
10280;-129.691;-84.905;-61.497;-198.532;-168.411;;-32.502;-109.921;;9.121;-40.971;186.339;5.606;-70.106;-14.128
10290;-125.444;-80.526;-55.043;-199.465;-170.665;;-39.422;-117.502;;11.676;-43.48;188.862;5.457;-64.455;-13.363
10300;-121.332;-75.808;-48.014;-201.618;-171.698;;-45.374;-125.51;;13.724;-45.712;191.861;5.341;-57.953;-12.357
10310;-117.007;-70.764;-41.232;-203.036;-172.462;;-50.92;-133.386;;15.025;-47.697;195.388;3.916;-51.596;-12.257
10320;-111.964;-65.52;-35.073;-204.723;-172.926;;-56.047;-137.943;;16.399;-48.618;194.33;-0.461;-45.794;-12.241
10330;-106.921;-58.65;-28.674;-203.778;-170.461;;-63.335;-141.343;;17.548;-49.361;190.401;-3.338;-39.686;-13.917
10340;-102.767;-52.943;-22.388;-202.662;-169.756;;-69.308;-142.303;;18.872;-49.637;186.556;-4.703;-31.928;-15.935
10350;-98.492;-47.502;-15.956;-202.709;-170.099;;-75.025;-140.646;;19.028;-50.039;177.901;-6.549;-24.513;-21.643
10360;-94.713;-42.137;-9.535;-202.234;-172.141;;-79.193;-139.488;;19.541;-48.699;169.983;-9.658;-18.084;-22.781
10370;-90.737;-35.531;-3.579;-202.359;-173.342;;-82.996;-137.632;;20.516;-48.294;161.437;-13.086;-12.894;-23.839
10380;-86.039;-29.265;2.77;-201.323;-174.436;;-86.143;-134.629;;22.897;-47.204;150.396;-16.258;-8.236;-26.574
10390;-81.196;-22.691;9.799;-201.193;-175.232;;-88.05;-131.626;;26.156;-45.219;139.072;-19.612;-3.981;-30.782
10400;-76.212;-15.505;17.113;-199.268;-178.628;;-89.756;-128.283;;31.339;-43.034;127.673;-22.154;2.102;-33.96
10410;-70.905;-8.353;24.484;-198.222;-180.343;;-91.661;-125.159;;37.239;-39.799;116.033;-23.334;8.393;-32.065
10420;-64.681;-0.881;31.746;-195.377;-182.832;;-93.177;-122.034;;43.098;-35.914;105.034;-24.128;16.724;-30.966
10430;-58.858;7.003;39.003;-190.434;-181.197;;-93.332;-120.091;;48.97;-32.32;91.93;-23.637;24.574;-31.146
10440;-54.756;14.509;46.073;-186.692;-179.312;;-93.123;-118.553;;53.926;-30.029;77.27;-23.757;30.942;-33.272
10450;-50.581;21.276;53.17;-182.24;-176.641;;-91.974;-117.36;;59.018;-27.251;62.818;-24.117;36.534;-36.125
10460;-45.135;27.56;60.066;-177.629;-171.677;;-90.785;-115.469;;62.124;-22.348;49.919;-24.483;40.41;-40.647
10470;-39.517;33.684;67.503;-172.218;-166.592;;-89.647;-112.841;;64.781;-16.886;38.761;-24.448;44.777;-44.302
10480;-34.905;39.279;75.426;-166.366;-160.679;;-87.316;-110.054;;66.796;-11.726;27.961;-24.543;48.523;-49.044
10490;-31.774;45.073;82.812;-161.241;-156.072;;-85.665;-107.949;;68.694;-6.298;17.851;-24.298;52.349;-51.568
10500;-28.488;50.372;89.834;-155.677;-153.799;;-83.309;-105.455;;70.274;-0.713;10.274;-23.087;56.189;-54.332
10510;-24.683;55.479;96.108;-150.086;-150.712;;-80.303;-102.868;;72.823;5.317;4.097;-21.897;59.869;-55.386
10520;-22.13;60.785;102.061;-144.401;-146.47;;-77.165;-98.8;;75.05;10.68;-2.185;-21.154;61.88;-57.341
10530;-20.494;66.694;108.621;-135.618;-141.014;;-73.942;-93.09;;77.408;17.436;-8.163;-20.76;64.821;-60.466
10540;-19.137;72.57;115.08;-122.668;-137.04;;-71.343;-88.099;;79.447;25.724;-13.127;-19.141;66.858;-63.43
10550;-17.53;77.966;120.658;-108.738;-130.074;;-68.76;-84.343;;81.663;34.691;-18.879;-17.508;70.295;-65.49
10560;-16.719;83.244;126.287;-94.877;-123.76;;-66.207;-80.588;;84.374;42.848;-24.486;-15.16;71.897;-65.297
10570;-16.654;88.443;132.465;-81.903;-114.446;;-63.574;-77.341;;86.578;49.887;-29.726;-10.881;72.223;-65.767
10580;-16.705;92.756;138.043;-70.232;-103.606;;-60.717;-73.603;;88.222;57.404;-31.851;-8.639;71.705;-65.495
10590;-15.516;98.062;143.572;-54.84;-90.719;;-58.084;-69.741;;89.858;64.561;-33.483;-6.451;73.499;-64.091
10600;-14.244;103.632;148.21;-35.672;-75.712;;-56.891;-64.392;;91.011;71.804;-33.994;-3.883;74.108;-59.797
10610;-12.218;109.284;153.6;-16.414;-61.48;;-56.265;-58.863;;91.25;77.279;-34.96;-0.563;75.717;-58.08
10620;-9.381;114.137;159.388;3.972;-49.371;;-55.654;-53.335;;90.823;81.873;-36.052;4.003;79.266;-56.971
10630;-6.96;118.219;164.84;22.112;-38.222;;-54.963;-48.87;;89.597;85.935;-36.903;8.748;82.847;-53.963
10640;-4.836;122.301;170.132;39.761;-29.248;;-54.097;-44.764;;87.218;90.116;-39.086;13.269;86.148;-50.552
10650;-2.571;126.458;175.452;56.421;-17.859;;-53.393;-40.658;;83.357;93.654;-42.869;16.81;86.295;-47.676
10660;0.131;130.546;179.59;78.444;-10.065;;-51.932;-36.477;;78.977;96.923;-47.47;16.659;85.074;-48.869
10670;2.033;134.755;182.948;100.33;-0.532;;-50;-30.643;;73.381;99.728;-52.225;16.44;82.37;-48.934
10680;4.734;138.697;185.49;121.648;6.604;;-48.188;-23.746;;67.822;104.338;-57.254;14.083;79.105;-47.203
10690;9.011;142.35;187.123;141.543;13.914;;-47.554;-17.797;;61.197;109.796;-62.463;12.585;76.353;-45.997
10700;12.846;145.697;189.156;161.414;24.32;;-47.239;-13.692;;53.985;115.277;-68.714;10.452;72.455;-44.563
10710;11.353;135.663;175.48;182.127;33.319;;-47.661;-9.508;;47.166;120.138;-74.259;8.348;69.523;-41.484
10720;9.654;125.35;161.188;199.527;45.334;;-47.321;-6.652;;39.394;124.428;-79.257;4.811;63.913;-40.058
10730;8.153;114.662;146.566;216.85;59.392;;-47.217;-3.797;;31.05;128.794;-84.741;1.203;57.941;-38.487
10740;7.163;103.839;132.479;235.16;73.659;;-47.175;0.054;;21.909;132.481;-90.204;-1.794;52.083;-37.633
10750;5.772;92.945;118.301;254.174;88.287;;-47.738;3.357;;12.872;135.949;-97.037;-4.713;46.308;-37.138
10760;3.459;81.817;104.283;273.423;103.695;;-48.793;6.688;;3.262;139.081;-103.708;-7.677;40.186;-37.727
10770;1.299;70.568;90.251;291.345;118.259;;-49.31;7.514;;-5.582;142.31;-110.029;-10.392;35.185;-37.972
10780;-1.029;59.041;75.612;305.393;136.317;;-50.433;6.277;;-13.746;143.794;-116.204;-12.461;30.641;-36.091
10790;-3.323;47.484;60.354;313.683;154.581;;-51.185;5.16;;-21.652;144.641;-122.069;-15.265;26.145;-33.378
10800;-5.665;35.846;45.259;322.124;169.859;;-53.234;4.774;;-28.732;144.686;-127.674;-17.451;20.014;-31.622
10810;-7.673;24.166;30.326;329.679;185.172;;-55.284;4.474;;-35.465;144.248;-132.825;-18.698;13.935;-29.822
10820;-9.287;12.366;15.272;334.099;197.93;;-57.819;5.234;;-41.669;142.115;-137.583;-21.407;8.196;-27.106
10830;-10.541;0.281;0.263;338.768;210.167;;-59.269;5.618;;-47.012;138.394;-141.434;-24.366;4.034;-25.043
10840;-12.157;-11.852;-14.821;339.106;221.508;;-60.788;5.367;;-52.469;134.148;-146.004;-25.681;-3.64;-23.59
10850;-14.261;-24.342;-29.64;337.97;228.695;;-61.508;2.956;;-57.05;129.377;-150.663;-25.463;-11.972;-22.505
10860;-17.014;-36.977;-45.037;336.695;232.723;;-61.666;0.459;;-61.29;124.623;-154.85;-26.37;-20.655;-21.219
10870;-20.331;-49.491;-60.31;331.742;236.44;;-62.066;-2.44;;-65.619;119.535;-158.779;-28.324;-30.044;-18.8
10880;-23.621;-61.146;-75.183;326.679;240.586;;-62.077;-4.993;;-69.008;113.607;-161.686;-29.654;-39.472;-15.061
10890;-26.683;-72.742;-89.87;321.408;247.841;;-62.528;-7.263;;-71.145;108.272;-163.626;-30.702;-49.167;-10.966
10900;-30.119;-84.597;-104.585;316.132;254.924;;-63.352;-9.43;;-72.201;103.283;-164.459;-31.537;-57.026;-6.252
10910;-34.114;-96.508;-118.539;303.388;264.163;;-64.865;-12.145;;-72.669;99.636;-166.201;-30.986;-62.959;-1.171
10920;-38.014;-108.498;-132.266;290.477;267.662;;-66.898;-17.127;;-71.716;95.465;-167.636;-30.822;-69.797;3.992
10930;-42.139;-120.419;-145.825;272.737;269.739;;-68.641;-22.629;;-71.179;88.761;-168.457;-30.188;-75.686;6.993
10940;-46.411;-131.821;-158.47;254.127;271.612;;-68.706;-28.314;;-69.556;82.444;-167.401;-29.742;-81.494;12.177
10950;-50.055;-142.821;-171.276;235.728;271.585;;-68.571;-32.848;;-67.159;76.393;-164.392;-28.901;-85.734;18.258
10960;-48.966;-140.421;-168.517;217.047;267.679;;-68.473;-38.437;;-64.143;68.979;-161.41;-27.72;-89.097;23.986
10970;-47.897;-138.117;-165.786;199.654;261.255;;-68.196;-42.105;;-60.563;59.961;-158.094;-25.686;-90.804;31.022
10980;-46.821;-135.752;-163.11;182.028;248.486;;-67.919;-46.545;;-56.105;50.423;-153.516;-22.695;-91.259;36.993
10990;-45.745;-133.421;-160.559;163.24;235.018;;-66.777;-50.985;;-52.018;40.669;-148.389;-19.186;-92.571;42.828
11000;-44.648;-131.152;-158.097;141.79;221.101;;-65.306;-56.294;;-47.266;30.996;-142.041;-15.862;-93.279;47.566
11010;-43.579;-128.883;-155.634;119.112;202.934;;-63.423;-63.309;;-42.757;21.25;-134.952;-12.72;-93.491;50.463
11020;-42.586;-126.676;-153.138;95.706;183.724;;-61.99;-71.297;;-38.808;11.269;-128.222;-9.974;-93.738;53.957
11030;-41.593;-124.531;-150.559;72.321;160.161;;-60.4;-77.268;;-35.114;1.208;-121.303;-7.614;-94.753;55.881
11040;-40.572;-122.393;-147.959;50.88;135.167;;-59.361;-83.276;;-31.19;-9.95;-114.483;-4.741;-95.408;57.588
11050;-39.607;-120.207;-145.407;29.359;109.388;;-58.168;-87.284;;-28.51;-21.15;-107.65;-2.564;-95.29;58.214
11060;-38.772;-118.021;-142.821;7.582;83.377;;-56.913;-90.972;;-25.943;-30.822;-102.101;-1.026;-93.594;57.023
11070;-38.007;-115.759;-140.234;-10.36;56.772;;-56.041;-91.581;;-23.636;-37.377;-96.796;1.201;-90.526;55.018
11080;-37.241;-113.434;-137.697;-29.582;30.072;;-55.782;-92.316;;-20.992;-43.015;-92.423;3.068;-89.073;53.652
11090;-36.469;-111.2;-135.2;-49.262;3.498;;-55.295;-94.381;;-17.641;-48.106;-88.622;2.829;-87.8;52.211
11100;-35.752;-108.931;-132.669;-69.785;-20.201;;-55.189;-95.137;;-14.257;-53.583;-85.287;1.2;-85.057;51.357
11110;-34.979;-106.662;-130.083;-89.068;-39.583;;-54.815;-97.112;;-10.97;-58.589;-82.728;0.254;-81.742;49.509
11120;-34.117;-104.407;-127.441;-106.919;-59.759;;-53.957;-97.912;;-7.992;-62.524;-77.972;-0.565;-78.577;45.87
11130;-33.2;-102.255;-124.8;-124.221;-79.483;;-52.761;-99.552;;-4.724;-65.783;-73.028;-1.312;-75.091;41.436
11140;-32.297;-100.11;-122.069;-141.563;-99.157;;-51.273;-99.64;;-1.897;-69.269;-69.468;-1.778;-71.001;37.186
11150;-31.455;-97.876;-119.241;-157.956;-116.902;;-49.361;-100.957;;-0.463;-72.48;-65.781;-2.497;-67.836;33.847
11160;-30.614;-95.641;-116.421;-171.164;-134.19;;-47.993;-102.434;;0.428;-76.062;-61.534;-3.29;-63.8;29.859
11170;-29.772;-93.372;-113.662;-183.172;-147.732;;-46.583;-104.266;;0.797;-78.279;-57.172;-1.866;-58.964;26.625
11180;-28.917;-90.952;-110.814;-191.292;-161.225;;-45.109;-105.468;;1.439;-78.903;-53.283;0.277;-54.101;23.881
11190;-28.193;-88.71;-107.966;-197.396;-174.029;;-44.739;-107.065;;1.313;-78.942;-50.381;2.371;-48.087;18.753
11200;-27.421;-86.448;-105.014;-204.28;-187.869;;-44.156;-108.301;;0.461;-78.986;-47.887;3.23;-41.941;12.375
11210;-26.71;-84.186;-102.117;-210.754;-197.175;;-42.506;-108.841;;-0.194;-77.794;-45.237;4.75;-36.234;6.361
11220;-25.972;-81.807;-99.303;-217.541;-204.703;;-41.063;-110.662;;-0.326;-75.083;-43.062;7.134;-30.17;0.279
11230;-25.11;-79.428;-96.476;-222.927;-208.39;;-39.593;-110.891;;0.731;-71.759;-41.29;8.025;-24.832;-5.204
11240;-24.248;-77.034;-93.655;-226.498;-209.114;;-38.89;-111.12;;1.185;-68.251;-39.628;7.41;-19.921;-11.15
11250;-23.345;-74.593;-90.834;-228.828;-214.219;;-38.103;-110.666;;1.188;-63.531;-37.663;5.928;-14.914;-15.181
11260;-22.4;-72.152;-87.952;-232.029;-217.098;;-36.152;-106.149;;0.83;-57.364;-36.2;5.928;-10.268;-17.269
11270;-21.352;-69.717;-84.972;-234.705;-219.134;;-34.254;-100.852;;1.367;-51.261;-34.775;6.552;-5.197;-21.269
11280;-20.372;-67.269;-81.883;-235.964;-218.988;;-32.404;-100.259;;1.394;-45.68;-33.119;6.706;-0.746;-25.906
11290;-19.621;-64.869;-78.807;-237.063;-218.901;;-30.399;-98.873;;1.305;-39.884;-31.008;4.414;3.545;-31.985
11300;-18.876;-62.483;-75.772;-236.953;-218.753;;-27.793;-97.287;;1.782;-34.681;-28.796;2.255;6.876;-36.357
11310;-18.028;-60.097;-72.738;-236.999;-217.564;;-24.208;-95.452;;3.036;-30.548;-26.19;0.789;10.193;-38.815
11320;-17.179;-57.662;-69.614;-237.15;-217.923;;-19.942;-99.308;;5.524;-27.276;-23.859;1.37;14;-41.639
11330;-16.407;-55.172;-66.448;-235.163;-218.321;;-16.476;-103.314;;7.669;-23.421;-21.404;2.968;17.701;-45.059
11340;-15.772;-52.669;-63.4;-231.239;-216.272;;-12.24;-105.794;;9.455;-19.628;-17.96;4.414;20.869;-45.992
11350;-15.069;-50.172;-60.359;-227.108;-212.952;;-5.612;-108.385;;10.593;-15.756;-13.812;6.593;23.557;-46.828
11360;-14.221;-47.676;-57.345;-223.372;-210.112;;1.139;-109.895;;11.814;-11.771;-9.553;8.652;27.585;-46.41
11370;-13.4;-45.159;-54.331;-218.465;-206.803;;6.327;-110.847;;13.527;-6.986;-6.543;12.116;31.643;-46.983
11380;-12.593;-42.621;-51.214;-212.796;-202.448;;11.274;-109.615;;14.72;-1.946;-4.083;14.909;36.054;-47.477
11390;-11.821;-40.097;-48.021;-206.644;-197.058;;16.057;-108.177;;16.543;3.342;0.145;17.873;39.625;-47.517
11400;-11.048;-37.566;-44.876;-202.097;-192.577;;23.633;-104.619;;19.094;8.619;4.35;20.85;43.097;-44.952
11410;-10.366;-35.034;-41.752;-195.001;-188.131;;31.45;-101.131;;22.123;13.497;9.316;23.331;44.803;-42.057
