timepoints (min);16: frq7+.1;17: frq7+.2;18: frq7+.3;19: frq1-.1;;;20: frq7-.1;21: frq7-.2;22: frq7-.3;23: frq9+.2;24: frq9+.3;;25: frq10+.1;26: frq10+.3
13130;-34.132;-35.301;-149.294;99.976;;;-60.052;-45.94;-74.19;77.661;116.588;;21.697;114.035
13140;-42.536;-39.712;-151.064;111.792;;;-57.488;-44.344;-68.112;76.928;121.168;;22.432;105.112
13150;-52.828;-42.442;-152.255;125.193;;;-54.05;-40.967;-62.011;76.64;125.635;;21.92;95.052
13160;-62.864;-46.391;-152.514;138.602;;;-50.594;-37.406;-56.206;75.765;130.256;;21.362;85.017
13170;-73.347;-49.181;-151.951;153.044;;;-46.51;-34.246;-51.091;75.479;134.937;;20.898;76.907
13180;-84.074;-53.492;-151.154;167.27;;;-42.588;-31.656;-45.675;75.32;138.786;;20.598;70.824
13190;-97.09;-58.818;-149.982;181.305;;;-39.488;-30.01;-38.537;75.037;142.468;;20.45;65.522
13200;-111.241;-65.143;-148.174;193.139;;;-36.598;-28.166;-31.052;74.159;144.608;;19.931;60.409
13210;-126.109;-71.799;-146.418;204.954;;;-34.173;-27.232;-23.63;72.864;145.695;;19.605;54.087
13220;-140.912;-78.384;-144.243;214.186;;;-32.059;-25.791;-16.865;70.794;146.033;;20.12;48.163
13230;-155.53;-85.052;-142.299;222.362;;;-29.933;-24.542;-8.455;68.407;146.575;;21.344;42.744
13240;-166.995;-91.035;-140.242;230.685;;;-27.111;-21.099;1.612;65.633;146.263;;22.483;37.563
13250;-177.748;-96.739;-138.762;238.046;;;-24.666;-17.069;13.764;62.581;145.408;;23.222;32.695
13260;-188.091;-103.191;-137.347;243.348;;;-21.058;-14.532;25.938;58.856;143.651;;23.959;27.011
13270;-197.827;-109.757;-134.936;248.647;;;-17.492;-11.998;37.172;54.634;141.284;;24.023;20.136
13280;-206.521;-116.29;-131.3;249.712;;;-14.204;-9.694;46.65;51.173;137.49;;23.353;12.179
13290;-213.991;-123.74;-124.782;245.115;;;-10.922;-5.655;54.284;47.967;132.164;;21.882;4.004
13300;-219.975;-130.412;-116.783;240.484;;;-8.758;-1.719;61.77;44.207;125.338;;20.184;-4.714
13310;-226.324;-135.664;-108.156;234.285;;;-6.656;2.811;68.544;40.644;118.097;;18.486;-13.08
13320;-231.354;-140.64;-98.39;225.985;;;-4.554;7.972;79.141;36.315;110.24;;17.167;-20.538
13330;-236.008;-144.594;-88.768;217.26;;;-0.596;13.87;91.311;31.983;99.842;;15.791;-24.916
13340;-239.219;-147.813;-78.392;206.756;;;3.629;19.76;104.636;27.133;88.958;;14.337;-28.931
13350;-241.028;-149.725;-67.808;196.127;;;7.778;24.428;119.873;21.271;77.415;;12.305;-30.692
13360;-241.147;-151.025;-57.97;184.536;;;12.04;29.633;133.542;15.444;66.145;;9.747;-33.113
13370;-238.014;-151.278;-47.504;171.602;;;15.429;34.915;149.736;8.79;56.813;;7.031;-36.139
13380;-234.426;-150.136;-37.378;158.722;;;17.939;40.547;164.207;2.223;47.228;;4.065;-39.337
13390;-227.8;-147.73;-28.15;142.83;;;20.45;46.04;177.58;-3.83;38.47;;1.42;-41.23
13400;-217.537;-144.331;-19.091;125.556;;;22.52;52;192.655;-9.689;29.133;;0.027;-41.167
13410;-205.255;-139.949;-10.66;108.228;;;24.591;57.946;208.616;-14.954;20.25;;-1.739;-41.425
13420;-192.844;-134.073;-2.219;88.969;;;26.737;66.094;226.386;-20.692;12.07;;-3.779;-42.256
13430;-180.378;-125.878;6.253;67.921;;;28.843;73.465;244.083;-26.342;3.727;;-6.526;-46.216
13440;-167.063;-116.575;15.227;46.989;;;30.8;80.787;258.476;-31.914;-4.472;;-9.269;-50.724
13450;-153.95;-106.654;25.296;27.054;;;32.491;89.171;271.728;-37.929;-13.966;;-12.392;-55.654
13460;-139.47;-95.571;35.376;7.09;;;35.948;98.54;285.797;-44.723;-23.398;;-15.896;-59.002
13470;-125.126;-85.293;46.65;-10.48;;;40.749;106.724;299.714;-51.483;-32.203;;-20.15;-63.233
13480;-108.211;-72.976;58.905;-27.683;;;45.55;114.885;308.469;-59.211;-40.705;;-24.326;-66.939
13490;-92.002;-61.271;71.176;-44.94;;;49.327;120.978;311.796;-66.627;-48.451;;-28.489;-71.007
13500;-74.333;-47.898;84.663;-62.381;;;53.134;126.126;312.813;-74.305;-55.657;;-31.995;-74.051
13510;-55.477;-34.865;98.555;-79.37;;;55.259;131.36;312.737;-81.71;-62.671;;-36.479;-77.065
13520;-36.918;-22.048;112.461;-96.363;;;57.496;136.485;313.369;-88.648;-68.887;;-40.705;-79.724
13530;-19.263;-12.153;125.057;-110.947;;;61.933;141.146;313.137;-95.66;-75.4;;-44.601;-81.604
13540;-1.988;-2.096;136.031;-122.522;;;67.998;143.868;308.772;-102.969;-82.854;;-48.765;-82.087
13550;7.393;4.863;142.143;-131.393;;;71.744;147.077;315.196;-107.208;-86.631;;-50.542;-81.893
13560;17.436;12.244;147.85;-139.304;;;75.052;150.27;322.829;-111.694;-90.683;;-52.472;-81.446
13570;27.125;19.898;153.159;-147.85;;;78.672;152.715;326.368;-115.642;-94.265;;-54.922;-80.982
13580;37.122;28.257;158.979;-156.379;;;79.381;153.672;328.203;-119.829;-96.18;;-57.457;-81.929
13590;47.962;36.375;164.75;-164.313;;;80.038;154.813;329.45;-123.637;-98.075;;-60.487;-84.137
13600;57.203;43.97;169.872;-172.885;;;80.12;157.195;327.516;-126.984;-99.627;;-63.169;-86.725
13610;67.047;52.547;175.564;-179.637;;;80.346;159.534;326.064;-130.436;-101.261;;-65.697;-88.197
13620;75.801;61.027;181.109;-184.714;;;81.405;162.254;321.077;-132.828;-104.462;;-68.528;-88.811
13630;85.066;69.766;187.638;-190.349;;;83.493;165.039;314.635;-134.908;-107.549;;-71.24;-90.046
13640;95.387;79.52;194.987;-196.12;;;85.907;167.8;308.707;-136.92;-110.853;;-74.213;-92.48
13650;103.946;88.459;203.969;-202.042;;;88.448;168.82;299.635;-139.635;-113.691;;-77.147;-95.902
13660;109.596;98.745;213.603;-208.641;;;91.321;170.189;290.227;-142.902;-116.748;;-79.689;-98.704
