timepoints (min);16: frq7+.1;17: frq7+.2;;18: frq1-.1;19: frq1-.2;20: frq1-.3;21: frq7-.1;22: frq7-.2;23: frq7-.3;24: frq9+.1;25: frq9+.2;26: frq9+.3;27: frq10+.1;28: frq10+.2;29: frq10+.3
11030;110.926;90.115;;25.754;28.279;291.27;-52.706;-113.415;-4.014;-2.385;-49.036;-27.274;-45.777;8.596;4.142
11040;95.579;101.709;;-3.327;11.79;269.778;-55.924;-104.516;5.752;-10.539;-57.603;-39.52;-58.77;5.528;-3.448
11050;79.476;113.222;;-28.368;-4.636;246.254;-59.225;-90.997;14.756;-17.655;-66.199;-50.372;-71.072;2.782;-10.695
11060;64.532;126.095;;-48.527;-18.542;222.291;-62.422;-70.717;25.836;-24.142;-74.771;-61.321;-83.248;0.046;-18.018
11070;49.437;138.954;;-68.971;-30.96;197.12;-66.619;-50.437;36.825;-30.749;-82.426;-71.596;-94.905;-2.491;-25.105
11080;34.259;152.84;;-84.287;-43.276;171.916;-71.646;-33.212;49.531;-37.339;-90.234;-82.05;-106.298;-5.048;-31.331
11090;19.081;166.365;;-96.186;-55.143;146.361;-76.219;-20.894;62.051;-43.229;-97.894;-92.697;-116.658;-7.356;-38.003
11100;3.634;180.132;;-108.421;-67.073;121.246;-81.15;-12.589;75.836;-49.439;-105.134;-102.84;-125.938;-9.239;-44.967
11110;-11.612;193.857;;-118.779;-78.443;96.743;-85.57;-3.644;88.418;-55.937;-112.535;-111.999;-134.912;-10.869;-52.552
11120;-27.011;207.661;;-126.902;-88.614;72.228;-89.832;5.357;100.766;-61.877;-119.018;-121.068;-142.164;-13.041;-59.537
11130;-43.426;221.389;;-135.292;-96.316;47.952;-93.939;15.004;112.189;-65.822;-124.702;-128.141;-147.617;-14.477;-66.637
11140;-61.281;233.728;;-141.283;-101.977;23.815;-97.611;24.568;122.63;-69.519;-130.148;-133.72;-153.094;-15.996;-73.425
11150;-79.068;244.25;;-145.135;-107.541;0.579;-101.595;36.029;132.302;-73.552;-136.801;-137.731;-156.874;-17.418;-80.452
11160;-97.134;254.992;;-148.695;-112.025;-20.622;-105.119;47.621;141.367;-78.047;-142.408;-140.721;-159.895;-17.476;-86.759
11170;-115.269;265.771;;-151.999;-116.183;-42.343;-108.182;59.2;148.247;-83.55;-148.229;-143.916;-163.204;-19.077;-94.185
11180;-132.619;275.981;;-155.059;-119.352;-60.512;-110.946;69.771;153.207;-88.341;-153.052;-146.108;-166.223;-20.412;-101.699
11190;-150.29;284.657;;-157.28;-121.321;-76.241;-113.206;78.415;156.207;-95.83;-156.89;-145.137;-168.643;-20.361;-108.875
11200;-147.752;291.639;;-159.655;-123.332;-92.178;-115.145;87.004;159.434;-103.52;-160.568;-143.366;-170.695;-20.359;-115.022
11210;-145.214;295.633;;-161.223;-124.383;-105.994;-118.444;95.054;162.226;-111.052;-163.461;-140.539;-170.953;-18.946;-121.114
11220;-143.09;298.908;;-162.775;-125.672;-118.204;-122.364;103.837;164.821;-116.317;-165.508;-138.727;-169.937;-17.561;-127.084
11230;-141.455;301.412;;-165.007;-127.032;-126.902;-124.971;113.708;167.201;-121.302;-167.534;-136.538;-168.309;-16.036;-132.964
11240;-139.821;301.469;;-167.273;-127.808;-135.512;-127.338;123.612;169.117;-125.501;-168.884;-134.829;-166.59;-14.794;-136.708
11250;-138.207;297.738;;-169.861;-128.606;-142.673;-131.039;134.268;169.419;-129.272;-169.36;-132.308;-165.655;-13.553;-138.702
11260;-136.593;294.069;;-172.524;-128.603;-148.514;-134.346;143.952;167.961;-132.957;-169.698;-129.593;-164.354;-11.466;-140.244
11270;-134.931;288.908;;-174.876;-128.338;-153.32;-136.419;151.262;165.274;-135.781;-169.72;-127.079;-162.025;-9.379;-141.915
11280;-133.234;282.97;;-176.961;-128.619;-158.103;-137.143;157.724;162.43;-138.414;-169.49;-125.048;-159.04;-7.273;-143.481
11290;-131.538;277.128;;-178.897;-129.643;-161.901;-137.428;161.359;159.506;-140.466;-169.128;-123.193;-155.582;-5.222;-145.931
11300;-129.91;269.841;;-180.658;-130.459;-164.477;-138.497;159.159;156.686;-142.779;-169;-121.458;-152.12;-3.934;-148.567
11310;-128.283;261.381;;-182.316;-131.112;-166.862;-138.568;150.076;153.401;-144.625;-168.528;-119.743;-148.763;-3.466;-149.743
11320;-126.607;252.789;;-183.273;-131.688;-168.949;-137.458;143.423;151.174;-147.174;-168.05;-117.195;-145.05;-2.799;-150.137
11330;-124.945;244.476;;-184.466;-132.385;-171.188;-136.657;140.771;147.781;-149.763;-167.549;-113.484;-140.768;-2.341;-150.429
11340;-123.283;236.149;;-185.243;-133.775;-173.186;-136.211;144.701;145.092;-152.894;-166.159;-109.792;-136.69;-2.003;-150.745
11350;-121.545;227.712;;-185.93;-135.628;-175.39;-135.029;149.949;141.701;-156.244;-164.775;-105.433;-131.571;-1.986;-150.098
11360;-119.807;216.582;;-186.177;-137.702;-178.041;-132.692;152.258;139.39;-159.477;-162.396;-101.087;-126.123;-2.135;-148.149
11370;-117.821;202.279;;-186.619;-139.141;-180.803;-130.051;154.567;137.052;-163.288;-160.528;-96.35;-120.868;-1.727;-146.2
11380;-115.786;187.706;;-187.174;-140.672;-183.64;-126.385;155.174;133.266;-167.717;-158.661;-92.146;-115.88;-1.317;-144.377
11390;-113.752;172.109;;-187.924;-142.692;-186.677;-122.159;154.887;126.706;-171.541;-156.971;-89.03;-111.651;-0.588;-143.143
11400;-111.828;154.367;;-188.983;-144.803;-189.868;-117.865;152.739;121.019;-173.183;-153.886;-86.872;-107.126;0.177;-141.39
11410;-109.766;136.425;;-190.545;-147.292;-193.244;-113.963;150.312;112.535;-173.186;-151.92;-84.516;-102.447;0.141;-138.712
11420;-107.703;118.652;;-192.601;-149.772;-196.356;-110.494;147.121;106.12;-171.503;-149.72;-81.988;-96.836;1.588;-133.684
11430;-105.628;102.167;;-194.138;-152.96;-198.844;-105.95;144.044;100.913;-169.421;-147.261;-79.502;-91.423;2.91;-127.807
11440;-103.552;85.799;;-195.237;-155.897;-200.837;-100.89;141.389;95.706;-166.374;-144.841;-79.149;-85.208;3.494;-121.833
11450;-101.262;70.866;;-195.657;-158.046;-202.388;-97.232;138.214;90.057;-163.875;-142.208;-79.72;-79.462;4.579;-116.399
11460;-98.531;59.862;;-194.841;-160.277;-203.568;-91.652;134.546;83.601;-161.185;-139.383;-80.094;-74.716;4.705;-110.728
11470;-95.8;48.899;;-193.157;-161.808;-203.938;-86.607;130.248;78.746;-159.4;-135.919;-79.364;-69.956;5.033;-104.606
11480;-92.841;39.455;;-191.167;-163.103;-204.161;-80.378;124.808;73.93;-157.128;-132.357;-78.775;-65.683;5.481;-98.51
11490;-89.883;30.281;;-188.93;-163.317;-204.45;-72.75;117.497;71.199;-154.69;-127.797;-78.774;-61.33;5.844;-93.059
11500;-87.062;22.61;;-186.312;-162.621;-204.837;-64.006;108.657;69.27;-152.389;-122.614;-79.879;-57.143;6.138;-87.552
11510;-84.386;15.96;;-183.092;-161.589;-205.185;-56.086;98.094;67.356;-150.063;-117.513;-80.706;-52.663;5.352;-82.168
11520;-81.71;9.044;;-179.476;-160.404;-204.926;-49.025;88.01;65.687;-146.583;-112.023;-81.316;-48.937;4.734;-76.034
11530;-79.055;2.757;;-175.396;-158.513;-203.894;-42.404;79.596;60.734;-142.028;-105.535;-80.646;-44.371;3.796;-69.669
11540;-76.4;-4.319;;-170.866;-155.986;-201.386;-35.761;71.244;54.381;-138.039;-99.081;-80.989;-39.851;3.793;-62.433
11550;-73.828;-8.374;;-166.462;-152.844;-198.281;-27.228;64.317;46.574;-133.447;-92.484;-81.014;-35.81;4.19;-54.033
11560;-71.214;-12.112;;-161.117;-149.589;-194.857;-18.152;57.31;36.415;-128.655;-86.203;-82.359;-32.114;5.389;-47.116
11570;-68.6;-16.45;;-155.195;-146.457;-191.061;-9.141;47.738;27.494;-123.295;-79.963;-83.948;-28.145;6.65;-41.303
11580;-65.731;-22.946;;-148.512;-142.999;-187.863;1.708;36.788;18.283;-117.703;-73.225;-85.359;-24.607;6.95;-35.491
11590;-62.862;-29.481;;-141.622;-138.92;-185.619;13.632;23.823;7.581;-111.555;-66.087;-85.65;-21.556;7.044;-28.764
11600;-59.966;-36.023;;-135.139;-134.69;-183.28;26.196;11.766;-3.91;-105.734;-58.97;-85.029;-18.113;6.938;-22.319
11610;-57.097;-42.072;;-128.76;-130.492;-180.501;39.124;0.619;-15.062;-98.942;-52.668;-83.883;-14.913;8.219;-16.833
11620;-54.228;-47.981;;-122.47;-126.659;-176.57;52.819;-10.673;-26.47;-91.305;-46.628;-81.99;-10.381;9.548;-11.801
11630;-51.131;-54.007;;-115.57;-123.174;-171.637;66.058;-20.366;-35.269;-83.964;-40.581;-79.137;-4.566;10.959;-6.757
11640;-48.034;-59.954;;-108.223;-119.588;-166.568;79.484;-29.006;-41.639;-77.07;-34.374;-76.868;2.192;12.383;-0.199
11650;-44.828;-62.385;;-101.808;-116.221;-161.527;93.497;-37.432;-47.884;-70.026;-27.754;-73.441;9.294;13.768;6.319
11660;-41.821;-65.139;;-96.274;-113.357;-156.625;108.254;-45.8;-52.262;-62.154;-19.608;-69.441;16.719;14.843;12.219
11670;-38.814;-68.455;;-91.341;-110.266;-151.36;123.356;-54.168;-57.099;-55.167;-11.593;-65.341;23.334;15.888;17.051
11680;-35.807;-74.171;;-87.611;-105.495;-146.294;137.27;-62.097;-62.365;-47.465;-1.67;-59.695;29.709;16.843;21.444
11690;-32.8;-79.783;;-84.039;-100.194;-140.948;150.473;-69.868;-66.607;-39.422;8.748;-52.847;34.988;17.516;25.775
11700;-29.759;-86.818;;-80.978;-95.09;-136.08;165.556;-77.182;-71.437;-30.714;19;-45.985;40.403;18.083;30.007
11710;-26.752;-96.212;;-78.583;-90.295;-131.404;176.178;-84.497;-77.055;-22;30.244;-39.069;46.218;18.553;34.581
11720;-23.745;-105.4;;-77.523;-85.844;-126.499;185.001;-92.617;-82.673;-12.881;41.259;-31.948;52.037;19.063;39.051
11730;-20.579;-115.283;;-76.211;-81.81;-121.441;190.766;-101.546;-88.857;-3.81;52.212;-24.906;57.257;19.422;43.916
11740;-17.166;-125.102;;-75.188;-78.33;-115.625;192.168;-108.994;-96.286;5.143;62.308;-16.792;62.396;20.4;49.025
11750;-13.752;-134.839;;-73.284;-75.153;-109.663;194.228;-117.079;-104.074;14.891;72.382;-8.549;66.817;20.818;53.806
11760;-10.29;-147.029;;-70.541;-72.032;-104.138;195.975;-123.823;-111.568;24.539;82.505;-0.127;70.799;21.96;58.965
11770;-6.828;-159.488;;-67.19;-68.841;-98.537;195.434;-130.299;-118.286;34.061;92.876;7.903;75.181;22.257;63.869
11780;-3.441;-171.886;;-64.115;-65.337;-93.883;194.299;-136.997;-122.443;42.588;102.412;15.117;79.975;22.505;68.255
11790;0;-183.048;;-61.046;-61.606;-89.474;190.902;-143.531;-126.262;52.09;111.804;22.727;84.156;21.988;72.614
11800;0;-194.971;;-57.417;-57.85;-84.658;185.066;-150.985;-129.181;60.912;120.852;30.534;88.897;21.532;75.513
11810;0;-206.487;;-53.934;-54.232;-80.521;177.699;-158.312;-131.988;70.135;129.717;39.743;93.577;20.855;78.56
11820;0;-217.789;;-49.666;-49.034;-76.458;170.577;-164.545;-137.377;78.953;138.423;49.353;97.502;20.338;81.237
11830;0;-228.371;;-45.806;-42.945;-72.006;161.545;-168.473;-142.148;87.931;147.16;59.566;101.948;21.059;83.659
11840;0;-238.775;;-41.145;-36.353;-65.487;151.771;-172.401;-144.519;95.778;155.935;69.103;107.177;21.292;84.389
11850;0;-248.709;;-34.914;-29.51;-58.319;141.796;-174.63;-144.485;103.313;164.593;78.441;111.291;21.526;84.084
11860;0;-258.163;;-29.466;-22.73;-51.836;131.604;-175.516;-144.149;109.928;173.152;87.868;115.246;19.254;83.697
11870;0;-265.596;;-24.194;-14.913;-45.377;119.88;-176.259;-142.634;115.353;181.463;96.006;117.606;16.948;83.479
11880;0;-273.222;;-19.103;-5.909;-38.448;107.84;-177.003;-141.348;120.975;189.008;102.863;119.295;14.53;83.774
11890;0;-280.008;;-13.261;4.015;-30.528;95.444;-178.836;-139.526;126.557;196.636;110.379;120.825;12.432;83.07
11900;0;-286.298;;-5.254;13.244;-22.646;83.319;-178.908;-138.636;131.754;203.252;117.343;122.388;10.622;83.149
11910;0;-292.27;;3.985;21.774;-13.246;72.087;-177.008;-137.611;135.999;208.171;124.068;123.592;9.319;81.52
11920;0;-296.363;;14.022;30.446;-2.63;61.099;-175.669;-136.175;139.899;213.076;129.273;125.516;7.981;79.766
11930;0;-296.85;;24.779;38.691;10.392;50.326;-174.24;-134.532;142.72;216.618;132.873;128.196;6.32;77.997
11940;0;-297.178;;35.568;47.823;22.772;39.721;-173.717;-133.615;144.448;218.543;135.116;131.246;4.804;75.966
11950;0;-296.014;;48.182;59.69;37.713;27.441;-173.815;-133.371;145.714;220.269;137.397;134.295;3.091;73.272
11960;0;-293.517;;60.021;72.952;54.141;17.356;-173.12;-132.894;147.581;220.502;139.338;137.214;2.434;70.33
11970;0;-290.676;;75.6;85.897;70.979;7.988;-172.505;-132.223;149.222;220.792;141.265;139.852;1.335;67.257
11980;0;-286.177;;94.338;100.415;87.239;-0.527;-171.517;-130.877;150.018;221.192;143.052;141.491;0.09;63.857
11990;0;-278.716;;115.76;117.483;103.206;-6.517;-171.605;-127.629;150.134;222.132;144.05;142.366;-1.371;59.721
12000;0;-271.641;;136.385;136.237;120.719;-13.451;-171.411;-124.532;149.393;222.343;144.532;143.443;-3.011;55.497
12010;0;-262.265;;158.35;156.603;139.917;-19.625;-171.217;-120.207;148.241;222.782;144.428;144.56;-4.486;49.499
12020;0;-252.851;;181.196;176.349;160.486;-23.854;-169.64;-116.874;147.204;221.543;144.115;145.415;-5.843;42.542
12030;0;-243.306;;204.661;197.154;181.021;-28.193;-166.366;-115.851;146.065;218.719;143.135;145.054;-6.48;35.828
12040;0;-234.356;;227.479;217.752;202.815;-32.041;-163.599;-114.772;144.012;215.921;143.05;144.212;-6.99;28.913
12050;0;-224.815;;250.097;236.837;226.11;-34.532;-160.832;-110.439;141.557;211.759;142.582;141.928;-7.288;22.699
12060;0;-215.461;;271.774;256.098;249.509;-35.335;-157.783;-102.966;137.902;206.383;141.914;139.913;-7.021;17.65
12070;0;-204.514;;292.124;273.49;272.571;-35.819;-154.074;-95.768;134.528;200.967;140.946;137.898;-7.163;12.517
12080;0;-193.16;;311.367;290.708;293.127;-35.583;-150.979;-88.295;130.677;193.879;139.378;135.843;-7.015;8.492
12090;0;-181.812;;330.01;304.251;309.823;-35.299;-145.844;-84.99;127.346;185.087;137.974;133.291;-7.45;4.725
12100;0;-170.015;;345.047;314.563;324.204;-36.692;-140.85;-82.062;124.189;175.688;135.741;130.899;-7.926;0.694
12110;0;-157.058;;357.084;322.477;337.287;-39.612;-133.543;-79.223;121.087;166.115;132.788;128.212;-7.353;-3.552
12120;0;-144.059;;366.135;329.246;349.455;-41.93;-125.186;-74.752;118.092;156.419;128.961;126.182;-6.421;-8.243
12130;0;-130.135;;372.366;332.379;357.426;-44.428;-116.426;-67.534;114.668;147.531;125.247;124.152;-5.233;-13.346
12140;0;-116.331;;377.281;332.397;360.288;-47.21;-106.666;-60.074;111.378;138.567;120.612;122.772;-4.934;-18.581
12150;0;-103.583;;378.597;330.503;360.225;-51.737;-95.665;-52.154;107.821;129.817;115.134;120.789;-4.745;-25.297
12160;0;-88.585;;375.459;327.292;358.659;-57.752;-83.625;-42.72;104.423;120.49;109.211;118.806;-5.414;-30.306
12170;0;-70.866;;368.313;324.033;352.908;-64.372;-72.972;-31.068;99.738;111.252;103.608;114.825;-6.044;-33.457
12180;0;-53.897;;360.582;319.007;343.383;-72.177;-62.32;-19.884;93.723;100.651;97.605;109.141;-6.33;-36.448
12190;0;-35.263;;349.323;311.846;334.021;-80.669;-48.412;-7.004;88.028;90.851;91.875;103.457;-6.081;-37.641
12200;0;-17.23;;335.524;300.879;321.837;-88.145;-34.448;5.731;82.829;81.03;85.197;97.003;-5.839;-38.228
12210;0;1.681;;321.207;287.617;308.148;-93.614;-22.254;18.679;77.028;71.474;77.463;88.643;-6.554;-38.848
12220;0;20.497;;303.571;274.348;293.167;-97.563;-12.619;29.887;71.426;60.863;69.538;80.283;-7.201;-40.068
12230;0;38.512;;281.971;260.706;277.597;-100.39;-3.516;40.057;66.123;50.252;61.273;71.131;-8.175;-42.113
12240;0;54.701;;257.811;244.019;261.454;-103.268;8.317;50.382;61.47;38.935;52.923;61.619;-8.229;-43.069
12250;0;70.207;;234.348;225.567;243.857;-106.001;22.24;60.542;56.203;28.269;44.873;52.108;-7.557;-44.073
12260;0;85.606;;209.65;206.199;224.538;-108.393;37.354;71.68;50.935;17.637;36.895;42.09;-7.319;-42.505
12270;0;101.861;;183.444;186.617;203.863;-110.101;51.385;84.506;44.899;7.712;29.448;32.086;-6.927;-42.6
12280;0;118.371;;156.844;164.131;182.961;-111.179;62.207;99.474;38.509;-1.275;22.214;22.081;-7.71;-43.287
12290;0;135.658;;128.571;140.426;160.342;-111.039;75.261;114.887;31.999;-10.24;14.217;12.459;-8.473;-44.225
12300;0;153.159;;100.066;117.377;136.419;-111.143;90.305;128.12;25.684;-17.375;6.459;3.061;-9.48;-45.392
12310;0;170.977;;72.634;94.847;113.138;-111.89;105.429;139.607;19.057;-24.334;-1.164;-6.338;-10.172;-47.298
12320;0;188.026;;46.468;72.434;89.374;-112.908;120.465;150.873;11.709;-31.223;-8.539;-15.665;-10.45;-49.377
12330;0;205.273;;21.781;48.728;67.698;-113.189;138.582;161.182;4.88;-37.257;-15.972;-25.028;-10.377;-52.556
12340;0;222.423;;-3.041;27.783;47.814;-112.837;153.999;172.007;-2.328;-42.735;-23.606;-34.39;-9.426;-55.459
12350;0;238.897;;-25.817;9.266;28.399;-111.109;169.415;181.854;-10.566;-48.131;-31.768;-43.916;-8.607;-57.115
12360;0;254.85;;-45.003;-7.4;9.681;-108.564;180.833;190.786;-19.268;-53.61;-39.286;-52.592;-7.939;-58.115
12370;0;270.83;;-61.589;-24.066;-9.593;-106.121;190.094;196.549;-29.432;-58.807;-46.403;-61.228;-7.777;-57.825
12380;0;286.214;;-75.844;-39.09;-25.486;-103.368;198.248;198.487;-40.068;-63.658;-53.77;-69.594;-7.648;-57.498
12390;0;300.073;;-89.73;-52.034;-37.92;-99.694;206.523;200.452;-50.743;-68.495;-61.081;-77.571;-7.248;-57.406
12400;0;314.084;;-102.49;-62.185;-47.771;-94.112;212.199;201.396;-61.324;-72.741;-68.353;-85.308;-7.236;-56.492
12410;0;324.455;;-112.174;-70.175;-57.415;-88.309;217.079;200.611;-71.895;-76.439;-76.2;-92.614;-6.665;-55.603
12420;0;330.826;;-117.807;-78.214;-64.582;-81.759;225.892;198.586;-81.306;-80.088;-83.097;-98.233;-6.188;-55.945
12430;0;336.721;;-124.117;-85.043;-70.859;-74.484;235.16;195.775;-89.457;-83.697;-89.193;-102.492;-5.931;-55.919
12440;0;340.819;;-127.407;-91.219;-77.501;-66.672;242.028;190.234;-96.215;-88.155;-95.168;-106.521;-5.935;-56.752
12450;0;345.197;;-129.941;-96.309;-84.052;-57.061;247.412;184.283;-102.894;-92.702;-100.098;-109.578;-5.946;-57.519
12460;0;347.537;;-131.354;-100.999;-90.57;-46.556;252.063;178.303;-109.319;-95.979;-104.644;-110.914;-5.243;-58.265
12470;0;346.877;;-132.345;-106.559;-97.189;-36.272;258.543;174.279;-115.743;-98.411;-108.577;-113.177;-4.319;-57.931
12480;0;343.018;;-132.943;-113.287;-103.061;-27.458;265.023;170.674;-120.705;-100.808;-111.796;-113.738;-2.921;-57.13
12490;0;339.036;;-133.88;-119.967;-108.277;-18.203;271.316;165.102;-125.706;-103.026;-114.084;-113.419;-2.417;-57.109
12500;0;334.132;;-135.978;-126.414;-113.044;-8.445;276.309;159.383;-129.225;-105.571;-115.512;-112.628;-1.953;-57.331
12510;0;326.869;;-139.029;-133.491;-117.719;1.229;277.319;151.977;-134.273;-107.819;-116.763;-111.401;-1.011;-57.836
12520;0;319.069;;-142.781;-140.785;-122.44;11.197;278.328;141.36;-137.241;-110.106;-117.611;-110.175;-0.055;-56.502
12530;0;308.498;;-147.088;-147.048;-127.243;21.326;276.564;130.723;-139.745;-111.286;-117.737;-109.27;1.753;-55.106
12540;0;297.247;;-149.477;-152.121;-132.349;31.701;271.454;119.759;-142.623;-112.334;-117.669;-108.323;2.841;-53.937
12550;0;285.658;;-151.546;-156.83;-138.185;42.352;264.328;111.953;-145.782;-112.708;-118.097;-106.895;4.065;-52.428
12560;0;273.855;;-153.749;-161.935;-144.334;51.884;255.563;103.75;-148.132;-111.246;-118.52;-105.327;4.476;-50.81
12570;0;261.332;;-156.698;-166.721;-149.986;62.916;246.273;94.4;-149.457;-109.742;-119.022;-103.548;4.949;-48.294
12580;0;247.517;;-160.219;-170.983;-155.876;74.861;232.581;85.999;-151.097;-108.433;-119.16;-102.288;5.061;-45.392
12590;0;233.509;;-163.501;-175.019;-160.825;86.262;219.906;79.659;-152.4;-108.054;-119.076;-100.451;5.179;-43.139
12600;0;220.272;;-166.167;-178.811;-165.154;96.447;210.259;73.21;-153.087;-107.226;-118.352;-98.538;5.081;-40.901
12610;0;207.534;;-168.619;-181.546;-168.87;105.866;202.812;66.108;-153.432;-106.495;-117.527;-96.785;4.851;-37.945
12620;0;194.741;;-170.748;-183.517;-171.985;114.966;196.415;58.714;-152.657;-104.673;-116.484;-94.836;4.724;-31.939
12630;0;181.026;;-173.072;-185.034;-175.316;123.382;190.17;52.149;-150.843;-103.128;-115.161;-91.859;4.652;-25.925
12640;0;167.365;;-175.661;-186.237;-178.077;129.734;182.85;45.436;-148.852;-101.646;-113.899;-89.523;4.994;-18.766
12650;0;153.788;;-178.494;-187.888;-180.761;134.254;175.53;39.448;-146.582;-100.997;-111.723;-86.208;5.891;-10.909
12660;0;140.552;;-181.425;-189.43;-184.011;137.044;165.986;32.251;-144.032;-100.295;-109.226;-82.772;6.781;-4.71
12670;0;125.796;;-184.295;-189.937;-186.994;137.654;153.574;25.054;-141.103;-99.476;-106.519;-79.457;7.058;1.488
12680;0;110.95;;-186.566;-189.781;-189.04;137.396;139.84;16.857;-138.375;-98.014;-103.99;-75.419;5.652;6.061
12690;0;95.594;;-188.539;-189.462;-190.852;136.566;126.106;9.061;-136.297;-95.192;-100.542;-71.16;3.891;10.783
12700;0;80.106;;-190.025;-189.499;-191.749;133.93;112.108;2.732;-134.757;-92.37;-95.654;-66.821;3.626;15.154
12710;0;64.618;;-191.794;-189.266;-190.92;130.345;98.999;-3.207;-133.508;-90.268;-90.279;-63.087;2.749;20.862
12720;0;50.963;;-193.472;-187.611;-188.538;126.404;86.251;-9.308;-132.258;-87.774;-84.263;-59.105;1.644;26.775
12730;0;38.884;;-194.779;-185.48;-185.91;124.639;73.383;-15.646;-132.688;-85.377;-78.577;-55.163;0.581;32.937
12740;0;26.633;;-195.417;-182.257;-183.772;123.593;59.33;-21.983;-132.644;-81.88;-73.245;-51.411;-0.148;39.098
12750;0;15.203;;-195.065;-179.468;-182.378;122.234;44.288;-28.605;-132.36;-78.034;-68.16;-47.873;-0.643;46.025
12760;0;4.852;;-193.672;-176.833;-180.25;120.244;31.422;-36.012;-130.188;-74.196;-62.403;-44.255;-1.197;51.466
12770;0;-5.691;;-191.759;-173.407;-178.199;116.31;17.135;-41.415;-128.632;-70.695;-57.2;-40.52;-1.567;56.879
12780;0;-14.61;;-188.448;-169.953;-175.33;111.981;6.208;-44.367;-126.596;-67.761;-51.961;-36.371;-2.486;61.226
12790;0;-23.208;;-184.459;-166.357;-172.446;107.114;-4.321;-47.305;-124.341;-64.959;-46.188;-32.022;-2.84;66.116
12800;0;-33.189;;-180.124;-162.392;-168.771;101.668;-13.826;-54.913;-121.008;-63.237;-40.04;-27.273;-3.194;71.313
12810;0;-43.359;;-175.909;-158.51;-165.211;96.203;-20.399;-62.563;-116.913;-62.532;-33.486;-21.874;-3.063;76.545
12820;0;-54.328;;-170.954;-154.674;-161.181;89.41;-26.971;-68.826;-112.814;-61.273;-26.928;-16.662;-3.103;80.914
12830;0;-64.194;;-164.632;-150.708;-156.941;81.348;-32.699;-73.025;-107.592;-59.339;-20.959;-11.182;-3.091;86.426
12840;0;-74.284;;-157.952;-146.327;-152.674;72.89;-40.502;-77.33;-101.53;-56.163;-15.681;-6.303;-2.996;92.897
12850;0;-84.654;;-150.825;-141.679;-148.092;65.564;-50.924;-80.309;-93.548;-53.008;-10.701;-1.801;-2.912;99.592
12860;0;-95.601;;-144.612;-136.894;-143.201;58.633;-61.346;-81.363;-85.79;-49.778;-6.48;2.788;-2.542;103.714
12870;0;-106.542;;-138.218;-131.803;-137.673;51.417;-69.353;-82.839;-76.697;-47.21;-2.298;6.792;-1.972;103.861
12880;0;-117.123;;-131.492;-126.222;-131.625;44.234;-76.368;-84.673;-67.363;-44.554;1.826;10.155;-0.959;104.117
12890;0;-127.207;;-124.603;-120.708;-125.516;37.131;-83.974;-86.439;-57.84;-41.823;7.63;13.794;0.313;103.103
12900;0;-137.022;;-117.313;-114.901;-118.77;30.61;-91.579;-87.302;-48.432;-38.552;14.381;16.977;1.466;100.966
12910;0;-146.029;;-110.27;-107.862;-111.625;25.88;-98.132;-86.134;-39.094;-34.68;21.172;19.538;2.488;99.912
12920;0;-152.502;;-103.556;-101.596;-103.77;22.582;-103.466;-83.458;-30.262;-30.808;27.404;22.379;4.088;99.837
12930;0;-158.741;;-97.04;-95.218;-95.332;19.79;-107.611;-81.612;-20.423;-26.257;33.266;25.339;6.848;102.708
12940;0;-164.037;;-90.35;-89.516;-87.353;16.652;-110.298;-80.092;-9.033;-21.582;38.328;28.04;9.429;105.259
12950;0;-169.516;;-84.289;-84.873;-80.823;11.939;-114.444;-80.074;1.726;-17.691;41.508;30.593;9.176;106.549
12960;0;-174.86;;-78.119;-80.075;-75.259;6.845;-117.945;-80.379;13.783;-13.634;44.942;33.454;9.008;105.11
12970;0;-180.409;;-72.687;-75.213;-68.983;1.963;-121.798;-80.245;26.573;-9.822;47.229;37.28;8.908;102.707
12980;0;-185.618;;-68.556;-70.081;-62.941;-4.123;-125.718;-79.514;40.608;-5.962;49.887;40.239;9.016;100.274
12990;0;-190.76;;-64.966;-65.534;-56.067;-11.277;-129.634;-78.934;54.414;-2.616;52.36;43.314;8.757;99.189
13000;0;-195.504;;-60.601;-60.047;-49.069;-18.973;-132.353;-78.439;67.298;0.205;54.355;46.28;8.424;97.482
13010;0;-198.471;;-54.867;-53.777;-42.142;-26.397;-134.259;-78.366;79.867;2.902;55.798;49.42;7.988;97.288
13020;0;-200.799;;-50.087;-47.743;-35.272;-32.806;-136.371;-77.983;91.323;5.844;57.262;51.645;7.41;97.314
13030;0;-200.634;;-44.709;-41.389;-28.697;-38.948;-139.796;-80.386;101.793;9.234;58.698;53.51;6.837;97.969
13040;0;-198.967;;-39.367;-34.899;-20.941;-45.018;-141.727;-82.499;111.696;12.627;60.741;55.422;6.564;97.252
13050;0;-197.276;;-33.924;-27.256;-12.825;-50.819;-143.655;-83.451;120.716;16.423;62.705;57.057;6.338;96.23
13060;0;-195.012;;-28.559;-18.553;-4.39;-56.149;-146.571;-84.224;129.045;20.763;64.853;57.894;6.351;95.08
13070;0;-191.045;;-22.611;-7.937;3.186;-61.24;-149.957;-84.792;137.129;24.434;67.001;58.73;6.489;94.563
13080;0;-186.908;;-16.499;4.728;10.546;-65.713;-152.494;-86.463;144.049;28.105;69.172;59.254;6.543;92.76
13090;0;-183.177;;-9.086;17.457;18.592;-69.665;-153.923;-87.751;150.134;31.806;71.24;59.323;6.618;91.131
