timepoints (min);30: frq9-.1;31: frq9-.2;32: frq9-.3;33: frq10-.1;34: frq10-.2;35: frq10-.3;36: wc-1+.1;37: wc-1+.2;38: wc-1+.3;39: wc-2+.1;40: wc-2+.3;;41: wc-1-.1;42: wc-1-.2;43: wc-1-.3
8950;-48.779;-122.21;-53.692;-93.143;-107.57;31.705;-53.189;-67.473;-99.145;86.04;94.059;;45.626;-53.065;-131.76
8960;-42.09;-116.655;-48.701;-87.594;-102.423;37.768;-51.626;-68.963;-91.092;80.244;91.927;;49.295;-50.91;-133.662
8970;-34.96;-111.701;-42.255;-82.327;-97.45;43.054;-50.163;-72.284;-83.303;74.448;89.415;;53.08;-47.377;-134.09
8980;-26.338;-106.614;-35.332;-77.668;-92.903;49.033;-45.845;-74.523;-75.745;67.531;87.863;;58.246;-39.917;-135.677
8990;-17.75;-100.415;-28.177;-72.488;-87.149;53.96;-43.535;-75.276;-66.967;60.494;86.472;;64.981;-33.094;-136.833
9000;-10.581;-92.599;-19.657;-67.429;-79.163;58.135;-42.837;-74.382;-58.895;53.457;84.983;;70.622;-28.581;-137.771
9010;-5.826;-84.236;-12.01;-62.306;-71.109;63.341;-40.132;-74.196;-50.385;46.593;83.309;;77.419;-24.057;-137.964
9020;-2.575;-75.45;-3.363;-57.423;-62.986;70.186;-37.012;-72.292;-42.234;39.73;82.195;;85.346;-18.697;-137.441
9030;0.441;-67.439;5.23;-52.799;-52.873;77.564;-34.455;-70.603;-34.125;32.346;81.12;;92.814;-12.273;-135.76
9040;5.439;-60.367;14.001;-47.887;-41.932;85.33;-31.127;-71.713;-24.106;24.963;79.756;;98.312;-1.172;-133.094
9050;11.348;-53.523;21.612;-42.752;-31.345;91.836;-28.098;-72.748;-14.047;18.044;78.392;;103.25;8.586;-129.279
9060;17.817;-47.437;28.633;-36.748;-21.451;96.611;-25.69;-73.299;-4.768;10.926;77.007;;108.919;14.833;-124.917
9070;24.417;-40.923;34.88;-29.303;-11.771;100.044;-24.143;-72.445;3.872;3.807;74.462;;113.69;20.357;-119.709
9080;30.383;-36.69;42.247;-21.705;-1.599;105.509;-23.367;-71.219;13.204;-3.022;71.738;;117.313;27.015;-114.83
9090;31.124;-31.432;48.359;-12.916;8.663;112.952;-23.17;-70.665;21.887;-9.281;69.014;;119.383;33.883;-110.01
9100;34.257;-25.401;52.462;-3.534;18.766;120.45;-20.465;-70.165;32.181;-14.781;66.062;;120.694;39.966;-101.779
9110;37.492;-18.553;56.077;5.439;30.404;126.297;-16.058;-69.481;42.526;-20.28;62.31;;119.399;50.577;-93.8
9120;41.171;-12.246;59.532;14.194;42.008;132.272;-7.53;-68.156;52.298;-25.779;58.345;;120.298;58.826;-89.225
9130;44.332;-7.258;63.273;24.23;54.923;139.574;1.843;-65.975;61.851;-29.945;54.379;;123.981;66.368;-85.495
9140;47.652;-3.062;67.143;34.979;67.921;148.877;10.956;-63.436;71.327;-33.95;50.276;;125.508;74.763;-81.163
9150;50.545;1.854;69.774;47.237;82.702;158.607;19.055;-60.164;80.778;-37.983;47.252;;127.051;84.607;-75.116
9160;53.713;8.076;70.803;59.574;98.243;167.799;27.268;-56.28;92.006;-39.532;44.457;;129.785;95.411;-68.47
9170;54.582;14.189;71.164;73.361;114.101;174.125;36.919;-50.16;103.433;-41.081;41.661;;133.899;105.774;-60.901
9180;56.295;22.523;70.886;88.886;129.301;178.51;47.276;-43.47;115.829;-42.59;39.086;;138.768;115.829;-52.234
9190;58.153;30.639;71.521;103.69;141.634;183.295;57.148;-36.592;128.149;-43.989;36.87;;142.928;124.786;-45.727
9200;61.966;38.326;70.404;117.841;152.472;188.872;68.048;-31.234;139.088;-43.379;34.455;;146.44;133.017;-42.592
9210;64.408;46.894;69.266;131.727;161.857;195.462;79.954;-23.79;149.221;-42.61;32.04;;149.677;141.108;-39.492
9220;67.291;55.263;69.968;145.797;171.359;202.09;91.884;-14.366;160.108;-42.012;30.025;;153.498;149.229;-34.472
9230;69.859;63.927;70.806;160.301;179.851;208.003;99.861;-5.252;172.483;-41.415;26.29;;157.018;156.866;-27.11
9240;70.263;70.88;71.189;174.399;187.877;214.492;107.047;3.262;183.899;-40.415;22.272;;159.538;164.259;-17.71
9250;68.364;76.092;69.572;188.177;195.939;220.577;114.901;9.614;195.108;-39.095;18.254;;161.247;171.61;-8.062
9260;67.586;80.098;68.361;201.888;203.963;225.892;119.527;17.687;204.321;-37.713;14.367;;160.99;177.356;1.332
9270;68.086;84.116;66.157;215.277;208.852;230.149;124.083;24.567;213.561;-36.331;9.64;;158.986;182.566;11.381
9280;71.033;89.171;68.276;228.568;213.121;233.59;128.869;31.611;223.901;-34.332;4.817;;156.961;188.265;22.592
9290;76.015;96.506;70.945;241.789;218.716;236.683;133.519;40.005;234.401;-32.139;-0.007;;155.597;192.599;34.619
9300;81.309;105.894;73.395;255.53;223.81;241.007;138.458;49.553;245.806;-29.946;-4.906;;154.503;198.279;45.954
9310;85.938;115.982;75.461;268.155;230.199;245.461;144.254;60.486;258.53;-27.567;-10.806;;153.143;205.474;57.912
9320;91.515;125.31;76.167;278.684;236.073;250.186;150.121;70.61;270.868;-25.188;-14.255;;152.418;213.353;71.966
9330;96.753;134.385;75.483;288.473;242.43;253.128;154.658;80.608;281.382;-22.884;-17.705;;154.716;221.025;84.303
9340;101.433;142.468;76.178;297.728;245.313;254.074;158.072;90.939;292.803;-20.581;-21.286;;156.759;227.785;96.421
9350;106.433;149.023;77.193;305.91;239.783;253.981;162.292;101.687;302.964;-18.872;-26.146;;160.679;233.851;107.612
9360;111.771;154.699;77.512;314.212;231.24;253.913;165.179;113.385;314.772;-19.048;-29.35;;168.08;234.345;121.597
9370;120.757;158.992;78.001;321.726;225.829;254.214;166.737;125.983;326.502;-19.225;-32.554;;176.61;238.143;136.219
9380;129.903;163.382;77.939;328.585;219.875;254.597;168.531;138.146;336.823;-19.401;-35.331;;181.989;243.516;145.717
9390;139.611;168.379;78.877;336.065;215.484;255.356;169.396;151.126;348.087;-19.821;-38.748;;186.086;246.469;154.768
9400;149.148;172.553;79.87;343.259;210.181;256.371;171.178;163.19;359.721;-18.804;-42.324;;188.821;247.563;163.579
9410;158.971;174.123;82.127;349.207;202.895;256.455;172.319;174.868;369.844;-17.788;-45.963;;191.905;248.57;173.492
9420;168.277;174.553;81.103;354.234;193.354;256.543;173.89;184.647;377.912;-16.771;-49.753;;193.086;250.251;184.644
9430;176.243;170.469;78.84;357.025;183.586;256.186;174.061;192.978;384.752;-16.084;-54.263;;193.292;251.985;196.909
9440;184.236;166.527;75.876;358.836;172.259;255.421;174.312;202.023;390.385;-13.757;-57.854;;193.895;254.994;211.481
9450;189.597;161.465;74.455;358.39;161.738;254.935;174.439;211.513;394.423;-11.43;-61.492;;192.417;258.735;226.941
9460;193.392;154.874;74.432;358.422;153.305;255.17;174.28;217.585;397.662;-9.208;-64.938;;190.017;261.752;242.182
9470;197.426;147.382;70.125;357.414;145.072;256.215;173.885;222.2;397.892;-6.586;-70.063;;186.593;262.651;256.983
9480;201.481;139.41;65.953;333.663;137.11;233.941;175.414;226.975;374.142;-3.964;-74.429;;168.439;243.377;270.207
9490;207.404;131.503;63.341;309.902;128.079;211.248;178.334;230.243;349.781;-1.342;-78.67;;151.764;225.341;282.59
9500;213.532;123.2;62.09;286.086;117.892;187.876;179.388;232.164;326.044;1.27;-82.912;;135.526;208;292.857
9510;218.159;115.821;60.116;262.285;105.757;164.863;179.204;232.503;303.443;5.243;-86.905;;120.183;190.335;301.512
9520;223.628;108.121;55.498;238.629;96.742;142.819;177.983;231.443;280.542;9.215;-90.498;;106.194;172.248;310.403
9530;227.314;100.226;45.804;214.932;89.135;121.163;176.306;229.668;256.801;13.188;-93.981;;92.299;154.081;317.966
9540;230.302;90.463;35.574;190.412;81.855;99.305;173.512;227.4;232.03;17.033;-97.463;;78.31;135.517;325.081
9550;231.919;78.905;26.16;164.789;75.479;76.912;170.007;222.444;206.549;20.879;-100.981;;64.486;116.004;333.178
9560;231.137;65.474;17.099;139.034;68.128;55.448;165.45;215.857;180.306;24.724;-104.258;;51.261;97.655;338.912
9570;228.731;52.258;9.668;113.972;60.858;33.978;159;210.309;154.05;28.866;-107.77;;38.632;78.832;339.073
9580;223.419;37.328;1.593;89.479;51.662;12.294;150.193;202.863;128.204;31.183;-111.281;;22.941;58.679;341.265
9590;219.869;21.966;-6.441;64.145;43.891;-8.999;140.32;193.106;102.297;33.501;-114.821;;6.477;39.486;340.341
9600;216.574;7.354;-13.796;39.567;40.967;-28.954;128.412;182.68;76.309;35.818;-116.52;;-11.214;22.68;335.552
9610;214.287;-7.239;-20.247;14.989;37.99;-47.447;116.343;171.181;48.705;38.423;-118.592;;-30.993;7.641;327.901
9620;208.244;-20.022;-27.019;-8.828;31.502;-66.149;102.476;157.301;20.331;41.029;-120.663;;-51.381;-8.23;322.185
9630;203.041;-32.13;-33.884;-32.949;24.394;-85.793;87.632;142.556;-6.851;43.634;-122.742;;-70.145;-25.237;317.297
9640;193.034;-44.097;-42.239;-57.87;15.887;-106.143;73.006;127.221;-33.971;46.123;-122.501;;-86.281;-41.175;303.916
9650;182.228;-55.979;-49.521;-82.844;9.294;-126.262;57.636;111.735;-61.458;46.836;-122.397;;-101.676;-56.992;287.474
9660;171.128;-66.803;-56.948;-106.926;5.012;-145.222;42.742;96.239;-89.477;47.549;-122.294;;-118.189;-74.039;273.168
9670;158.39;-76.466;-60.623;-130.993;3.943;-162.851;26.222;80.142;-116.499;48.262;-122.397;;-133.415;-92.163;254.846
9680;143.995;-82.956;-63.332;-154.801;2.635;-180.08;10.258;64.817;-142.906;47.219;-120.741;;-147.949;-110.25;231.895
9690;130.378;-90.106;-65.735;-177.596;1.923;-197.497;-3.287;49.543;-167.975;44.419;-118.919;;-162.585;-128.912;207.472
9700;116.429;-95.312;-68.702;-198.07;1.266;-215.548;-16.846;33.559;-192.019;41.619;-117.097;;-174.381;-147.775;186.578
9710;103.236;-99.677;-73.472;-218.556;0.313;-234.572;-31.196;18.676;-214.939;38.812;-115.406;;-185.643;-166.6;168.393
9720;90.418;-102.73;-75.64;-237.952;-0.833;-253.766;-45.966;3.637;-235.172;35.606;-110.794;;-197.538;-184.614;147.484
9730;77.062;-105.361;-78.691;-234.876;-1.538;-249.8;-61.51;-12.366;-232.503;32.171;-106.018;;-194.324;-182.628;126.505
9740;63.146;-106.618;-83.421;-231.924;-3.697;-246.103;-76.272;-28.514;-230.028;28.737;-101.241;;-190.924;-180.614;106.477
9750;50.67;-106.891;-88.814;-229.186;-6.026;-242.559;-88.403;-42.269;-227.552;25.531;-96.623;;-187.434;-178.524;87.621
9760;38.125;-107.295;-93.52;-226.448;-8.368;-238.945;-97.084;-54.272;-225.069;20.559;-93.326;;-184.083;-176.359;69.197
9770;25.229;-108.338;-94.43;-223.779;-12.709;-235.048;-104.374;-65.426;-222.428;15.586;-90.141;;-180.91;-174.103;49.346
9780;11.491;-110.746;-93.037;-221.076;-19.89;-230.848;-111.874;-76.386;-219.8;10.476;-86.956;;-177.821;-171.903;30.451
9790;-2.75;-114.073;-91.65;-218.248;-28.277;-226.628;-119.681;-87.132;-217.207;4.686;-83.992;;-174.6;-169.69;12.517
9800;-17.679;-117.65;-89.428;-215.297;-38.687;-222.497;-127.174;-96.91;-214.331;-1.408;-79.868;;-171.379;-167.428;-6.559
9810;-30.881;-120.997;-88.047;-212.345;-49.174;-218.497;-134.503;-105.646;-211.352;-7.502;-75.108;;-168.021;-165.048;-30.252
9820;-44.146;-121.938;-87.687;-209.428;-60.403;-214.614;-140.728;-114.352;-208.448;-12.486;-70.348;;-164.545;-162.497;-52.436
9830;-55.582;-121.159;-87.116;-206.524;-70.53;-210.593;-145.303;-121.359;-205.6;-15.389;-65.422;;-161.097;-159.821;-73.116
9840;-65.032;-119.218;-85.67;-203.531;-78.829;-206.572;-148.786;-125.894;-202.566;-18.313;-58.857;;-157.731;-157.241;-91.23
9850;-74.447;-116.888;-83.822;-200.483;-85.04;-202.359;-152;-130.273;-199.621;-21.148;-52.968;;-154.345;-154.745;-110.21
9860;-83.211;-114.721;-80.605;-197.441;-91.389;-198.048;-153.921;-134.506;-196.49;-22.862;-47.08;;-150.821;-152.028;-129.113
9870;-92.033;-112.84;-77.337;-194.4;-97.175;-193.745;-153.352;-138.353;-193.31;-24.577;-41.095;;-147.2;-149.172;-143.927
9880;-100.855;-112.233;-74.91;-191.359;-101.291;-189.407;-152.742;-141.121;-190.179;-26.381;-34.55;;-143.593;-146.372;-155.891
9890;-108.454;-111.592;-72.346;-188.269;-105.135;-184.993;-152.699;-144.291;-186.841;-29.724;-29.686;;-140.083;-143.248;-165.182
9900;-116.563;-111.63;-69.822;-185.097;-107.246;-180.648;-151.961;-147.793;-183.503;-32.708;-24.779;;-136.607;-140.103;-171.926
9910;-124.548;-110.319;-65.593;-181.779;-110.833;-176.455;-151.092;-152.199;-180.269;-35.726;-19.873;;-133.117;-137.283;-181.103
9920;-131.681;-108.683;-61.938;-178.2;-113.417;-172.317;-149.182;-155.458;-177;-38.881;-15.894;;-129.752;-134.49;-186.065
9930;-137.811;-105.994;-58.006;-174.621;-114.983;-167.855;-146.614;-157.463;-173.517;-39.917;-12.954;;-126.441;-131.552;-187.543
9940;-144.305;-101.321;-55.44;-170.841;-115.912;-163.103;-144.943;-159.888;-170.193;-40.953;-9.739;;-123.062;-128.648;-189.851
9950;-149.884;-99.303;-53.585;-166.993;-116.354;-158.352;-143.037;-161.466;-166.634;-41.858;-6.524;;-119.779;-126;-195.699
9960;-154.327;-96.694;-52.215;-163.166;-117.092;-153.876;-139.04;-163.258;-163.097;-41.941;-4.138;;-116.703;-122.655;-205.142
9970;-161.012;-96.571;-50.193;-159.303;-117.581;-149.469;-134.794;-164.421;-159.421;-42.023;-2.992;;-113.648;-119.745;-211.946
9980;-168.339;-96.863;-46.43;-155.269;-118.759;-144.91;-129.429;-164.702;-155.69;-42.106;-1.597;;-110.262;-116.952;-216.208
9990;-177.874;-98.04;-42.487;-151.234;-120.397;-140.283;-125.75;-163.768;-152.145;-42.348;-0.203;;-107.083;-113.979;-220.346
10000;-187.77;-99.058;-39.302;-147.131;-124.771;-135.697;-122.681;-162.223;-148.614;-43.189;1.219;;-103.828;-110.697;-224.579
10010;-197.672;-99.258;-37.634;-142.972;-128.909;-131.11;-119.337;-161.743;-144.752;-44.03;4.321;;-100.49;-107.172;-228.345
10020;-205.832;-98.698;-37.077;-138.655;-128.519;-126.745;-116.937;-160.27;-140.697;-44.872;7.748;;-97.062;-103.593;-233.156
10030;-211.709;-95.771;-36.375;-134.021;-126.814;-122.4;-114.537;-158.486;-136.497;-45.978;11.174;;-93.559;-100.048;-239.985
10040;-217.103;-91.153;-35.401;-129.386;-126.124;-117.966;-111.917;-157.119;-132.297;-46.444;14.441;;-90.034;-96.621;-246.68
10050;-219.206;-86.673;-36.494;-124.745;-125.655;-113.441;-109.275;-156.781;-128.014;-46.91;16.829;;-86.648;-93.269;-251.477
10060;-219.637;-81.193;-37.767;-120.152;-125.234;-108.876;-107.621;-155.052;-123.8;-47.232;19.623;;-83.2;-89.828;-250.909
10070;-219.917;-77.301;-39.483;-115.552;-124.134;-104.441;-105.148;-153.978;-119.503;-48.553;22.418;;-79.517;-86.193;-249.237
10080;-220.643;-73.084;-40.843;-110.89;-122.564;-99.986;-101.072;-152.203;-115.014;-49.874;25.081;;-75.876;-82.531;-250.629
10090;-226.561;-69.343;-43.152;-106.214;-119.774;-95.414;-97.07;-150.359;-110.441;-51.196;25.385;;-72.455;-79.055;-252.502
10100;-232.79;-66.217;-45.954;-101.538;-116.19;-90.724;-93.073;-148.137;-105.986;-52.514;26.047;;-69.131;-75.69;-249.902
10110;-239.414;-63.408;-49.167;-96.883;-111.99;-86.097;-91.219;-145.959;-101.717;-53.473;26.709;;-66.014;-72.324;-247.426
10120;-246.702;-60.799;-51.367;-92.269;-108.408;-81.662;-90.403;-143.197;-97.393;-54.432;27.323;;-63.097;-68.897;-244.622
10130;-253.611;-56.89;-52.377;-87.648;-106.734;-77.324;-89.299;-140.768;-92.924;-55.232;26.737;;-60.193;-65.455;-237.445
10140;-258.586;-51.521;-53.076;-82.903;-105.526;-72.959;-87.13;-138.63;-88.262;-51.599;25.709;;-57.276;-61.931;-227.214
10150;-260.92;-45.274;-54.73;-77.986;-107.003;-68.476;-85.543;-135.986;-83.428;-47.966;24.681;;-54.366;-58.186;-219.055
10160;-263.254;-42.083;-57.931;-73.069;-107.975;-64.138;-83.872;-132.83;-78.469;-44.332;23.481;;-51.524;-54.586;-210.32
10170;-262.745;-39.783;-60.963;-68.276;-111.53;-59.8;-82.672;-130.188;-73.51;-42.371;24.161;;-48.772;-50.91;-202.617
10180;-261.212;-39.963;-63.812;-63.572;-116.49;-55.428;-80.977;-127.99;-68.634;-40.85;24.703;;-45.538;-47.09;-197.775
10190;-261.068;-40.532;-65.905;-58.724;-119.775;-51.097;-78.197;-124.708;-63.759;-39.328;25.246;;-42.234;-43.434;-191.996
10200;-260.474;-36.614;-68.197;-53.993;-123.479;-46.945;-74.083;-120.101;-58.869;-38;25.567;;-38.69;-40.152;-183.994
10210;-261.742;-32.75;-69.588;-49.262;-126.163;-43.062;-69.869;-115.113;-53.683;-38.168;28.608;;-34.793;-37.138;-174.228
10220;-260.272;-26.681;-70.072;-44.655;-128.583;-39.193;-64.77;-109.608;-48.345;-38.337;31.712;;-30.8;-33.979;-167.185
10230;-258.684;-20.617;-71.186;-39.986;-130.505;-35.172;-59.815;-104.063;-43.221;-38.505;34.815;;-27.069;-30.669;-165.732
10240;-252.429;-14.531;-71.848;-35.179;-129.021;-31.028;-54.051;-98.255;-38.131;-38.11;37.808;;-23.752;-27.634;-161.223
10250;-245.97;-8.406;-71.803;-30.359;-125.43;-26.897;-48.314;-92.313;-32.979;-37.041;41.601;;-20.552;-24.579;-159.917
10260;-239.372;-0.943;-71.03;-25.697;-121.012;-22.938;-44.812;-85.574;-27.731;-35.972;44.966;;-17.186;-21.262;-157.698
10270;-233.241;6.353;-70.324;-21.034;-120.531;-19.186;-40.354;-79.937;-22.634;-34.697;48.33;;-14.041;-17.745;-151.783
10280;-226.141;14.279;-69.503;-16.421;-119.948;-15.503;-35.954;-74.291;-17.634;-32.661;51.57;;-10.986;-14.248;-142.019
10290;-219.061;19.822;-68.51;-11.979;-118.814;-11.793;-31.681;-67.869;-12.876;-30.342;53.85;;-7.855;-10.662;-132.13
10300;-214.052;25.033;-65.502;-7.938;-117.508;-7.979;-27.724;-60.356;-8.303;-28.023;55.719;;-5.214;-7.048;-122.683
10310;-208.763;29.263;-62.313;-3.883;-116;-4;-22.603;-53.359;-3.938;-25.43;57.588;;-2.628;-3.448;-113.106
10320;-203.108;32.691;-58.921;0;-113.166;0;-17.345;-45.928;0;-22.768;59.167;;0;0;-102.844
10330;-193.474;34.964;-55.359;0;-108.994;0;-12.83;-38.698;0;-20.106;59.786;;0;0;-92.84
10340;-178.295;37.839;-51.89;0;-104.276;0;-8.185;-33.124;0;-17.354;61.036;;0;0;-80.877
10350;-163.385;41.87;-48.05;0;-100.505;0;-1.743;-25.862;0;-14.923;62.286;;0;0;-67.363
10360;-149.554;47.746;-45.112;0;-96.101;0;4.605;-19.146;0;-12.257;63.535;;0;0;-53.629
10370;-134.381;53.753;-43.335;0;-90.597;0;10.647;-11.277;0;-9.59;64.766;;0;0;-40.586
10380;-118.703;59.273;-42.716;0;-83.552;0;17.702;-2.92;0;-6.214;66.636;;0;0;-29.392
10390;-98.777;63.666;-42.497;0;-74.538;0;24.797;5.277;0;-5.91;68.492;;0;0;-22.178
10400;-77.237;68.087;-41.683;0;-64.312;0;31.927;14.121;0;-5.607;70.349;;0;0;-14.737
10410;-56.153;76.091;-39.324;0;-52.372;0;37.87;23.739;0;-5.303;72.794;;0;0;-7.167
10420;-38.639;83.508;-34.674;0;-39.935;0;42.745;33.749;0;-3.968;73.88;;0;0;-1.232
10430;-22.823;90.448;-30.505;0;-23.12;0;47.244;43.582;0;-2.992;74.966;;0;0;8.223
10440;-4.341;95.677;-25.101;0;-8.648;0;51.883;52.285;0;-2.015;76.12;;0;0;17.52
10450;14.266;98.268;-19.669;0;5.51;0;53.721;60.629;0;-1.559;78.051;;0;0;23.423
10460;37.393;101.241;-14.556;0;18.086;0;55.594;69.759;0;-0.917;77.822;;0;0;29.292
10470;62.663;103.888;-10.843;0;30.44;0;55.692;79.171;0;-0.276;77.593;;0;0;35.526
10480;87.851;107.429;-6.495;0;41.814;0;58.099;88.585;0;0.366;77.364;;0;0;44.803
10490;110.317;109.93;-0.99;0;51.782;0;61.419;98.506;0;1.367;77.225;;0;0;52.291
10500;131.767;111.818;4.152;0;61.047;0;63.741;107.628;0;2.403;76.046;;0;0;65.876
10510;153.417;110.378;10.412;0;70.592;0;67.462;116.284;0;3.439;74.866;;0;0;80.263
10520;173.31;107.839;17.628;0;83.212;0;71.073;126.109;0;5.274;73.687;;0;0;90.934
10530;189.601;103.872;26.462;0;95.697;0;74.535;135.757;0;6.381;72.687;;0;0;99.786
10540;205.892;103.16;35.265;0;108.949;0;79.617;144.916;0;7.404;70.806;;0;0;110.519
10550;221.822;106.797;45.942;0;121.194;0;86.658;155.095;0;8.428;68.924;;0;0;127.578
10560;236.106;110.069;57.537;0;132.32;0;93.175;165.954;0;10.211;67.043;;0;0;147.05
10570;250.383;114.153;69.371;0;140.542;0;99.172;175.372;0;11.994;65.375;;0;0;164.323
10580;265.143;118.6;81.589;0;147.21;0;105.446;183.326;0;13.764;63.228;;0;0;180.979
10590;279.375;123.178;93.939;0;150.121;0;111.381;192.206;0;16.614;61.142;;0;0;194.738
10600;293.586;127.017;106.626;0;155.852;0;116.702;201.354;0;19.891;59.057;;0;0;205.567
10610;307.872;129.49;118.983;0;163.086;0;122.23;212.988;0;23.168;56.743;;0;0;214.206
10620;320.338;132.046;130.835;0;168.87;0;129.819;223.621;0;26.411;52.59;;0;0;218.941
10630;332.79;134.821;142.966;0;173.977;0;137.368;233.964;0;28.574;48.658;;0;0;222.974
10640;339.64;137.79;155.166;0;177.131;0;144.577;245.542;0;30.626;44.725;;0;0;229.807
10650;342.364;140.377;167.846;0;179.64;0;151.302;256.286;0;32.679;40.993;;0;0;238.578
10660;344.868;140.399;180.199;0;183.473;0;159.81;264.323;0;34.196;34.181;;0;0;248.345
10670;346.371;141.05;190.112;0;186.829;0;170.254;271.699;0;36.526;27.368;;0;0;257.353
10680;347.684;140.301;195.868;0;185.883;0;179.837;278.476;0;38.855;20.535;;0;0;262.541
10690;348.839;140.054;199.96;0;183.626;0;187.428;284.243;0;41.185;13.985;;0;0;268.612
10700;349.752;138.691;204.069;0;179.488;0;196.578;288.743;0;43.647;4.674;;0;0;280.389
10710;348.575;135.677;208.686;0;176.894;0;206.676;292.367;0;46.047;-4.636;;0;0;294.411
10720;343.143;132.691;212.585;0;174.793;0;217.246;294.988;0;48.447;-13.946;;0;0;308.207
10730;337.712;126.948;215.123;0;174.239;0;224.56;297.483;0;49.927;-23.305;;0;0;317.397
10740;329.629;120.145;216.21;0;175.45;0;230.411;299.618;0;49.967;-30.103;;0;0;323.09
10750;324.361;113.087;217.484;0;179.491;0;237.899;301.731;0;50.007;-36.662;;0;0;324.302
10760;319.087;108.338;216.481;0;182.921;0;246.148;303.521;0;50.047;-43.221;;0;0;325.383
10770;318.935;105.84;213.291;0;185.466;0;254.538;304.48;0;49.007;-49.869;;0;0;329.738
10780;321.244;104.662;208.298;0;186.844;0;262.229;304.316;0;48.229;-56.097;;0;0;337.455
10790;323.512;102.404;203.64;0;184.135;0;267.408;302.546;0;47.451;-60.724;;0;0;343.676
10800;323.837;95.265;196.501;0;180.25;0;270.29;299.257;0;47.793;-65.352;;0;0;340.206
10810;319.794;88.342;187.905;0;177.425;0;271.585;294.287;0;47.501;-70.076;;0;0;332.203
10820;315.4;80.501;178.212;0;175.388;0;272.12;288.978;0;47.27;-75.16;;0;0;326.898
10830;306.821;73.883;167.644;0;173.622;0;272.724;284.474;0;47.04;-78.646;;0;0;325.215
10840;297.852;66.935;157.21;0;172.811;0;273.026;279.258;0;46.41;-82.131;;0;0;326.131
10850;288.608;60.463;146.634;0;167.554;0;272.87;273.993;0;45.703;-85.617;;0;0;329.287
10860;278.404;53.084;136.313;0;159.063;0;271.436;265.688;0;44.942;-88.64;;0;0;334.574
10870;267.997;45.415;125.472;0;151.221;0;267.764;256.081;0;42.981;-89.646;;0;0;343.742
10880;258.046;37.857;115.535;0;144.178;0;263.492;245.647;0;41.244;-90.651;;0;0;349.935
10890;250.959;28.142;104.606;0;139.257;0;259.276;234.519;0;39.508;-91.657;;0;0;355.629
10900;244.921;17.611;91.935;0;134.96;0;252.523;223.31;0;37.84;-91.854;;0;0;359.388
10910;238.698;7.459;77.992;0;127.75;0;244.468;214.473;0;35.492;-89.691;;0;0;357.817
10920;231.474;-1.977;63.197;0;119.458;0;234.688;206.356;0;33.145;-87.611;;0;0;354.265
10930;221.953;-9.923;51.697;0;110.414;0;223.299;198.836;0;30.797;-85.531;;0;0;349.999
10940;208.966;-20.05;41.312;0;102.69;0;212.39;192.232;0;28.006;-83.055;;0;0;342.221
10950;196.254;-29.31;31.193;0;97.218;0;191.468;171.157;0;25.36;-78.499;;0;0;313.549
10960;182.378;-39.583;21.572;0;90.163;0;169.77;150.145;0;22.715;-73.943;;0;0;282.597
10970;167.084;-50.697;13.047;0;81.978;0;148.51;129.532;0;20.055;-69.519;;0;0;254.039
10980;149.15;-59.607;5.357;0;71.291;0;127.77;109.052;0;18.836;-65.204;;0;0;229.815
10990;129.236;-66.371;-2.526;0;57.113;0;107.157;88.39;0;18.148;-63.37;;0;0;205.571
11000;105.222;-73.004;-11.345;0;41.368;0;86.105;67.481;0;17.459;-61.535;;0;0;182.134
11010;81.022;-80.661;-19.948;0;23.425;0;65.039;46.632;0;16.806;-59.701;;0;0;158.208
11020;54.754;-89.281;-28.17;0;3.995;0;43.865;25.741;0;16.415;-57.563;;0;0;132.09
11030;28.567;-97.982;-36.088;0;-13.859;0;23.508;6.17;0;16.025;-56.225;;0;0;102.829
11040;2.019;-106.566;-44.647;0;-27.756;0;4.084;-11.603;0;15.634;-55.287;;0;0;73.484
11050;-22.648;-113.578;-52.568;0;-39.938;0;-14.486;-28.848;0;14.186;-54.349;;0;0;47.568
11060;-42.408;-120.498;-60.826;0;-51.217;0;-32.135;-45.586;0;11.537;-53.039;;0;0;23.492
11070;-61.844;-126.763;-68.022;0;-62.145;0;-48.861;-60.983;0;8.887;-51.196;;0;0;-1.545
11080;-79.383;-133.455;-74.818;0;-72.394;0;-65.552;-76.408;0;6.237;-49.353;;0;0;-28.087
11090;-99.146;-139.901;-81.548;0;-80.55;0;-81.341;-91.113;0;3.066;-46.35;;0;0;-53.994
11100;-120.127;-146.208;-87.47;0;-89.019;0;-96.057;-105.606;0;-0.665;-43.21;;0;0;-80.514
11110;-141.788;-151.349;-93.27;0;-97.447;0;-110.185;-119.301;0;-4.396;-40.428;;0;0;-107.505
11120;-162.447;-156.41;-97.815;0;-107.742;0;-123.913;-131.992;0;-6.927;-37.646;;0;0;-136.512
11130;-183.295;-161.148;-102.185;0;-119.353;0;-137.748;-144.163;0;-9.458;-34.863;;0;0;-162.543
11140;-204.298;-164.16;-105.459;0;-130.939;0;-151.513;-156.23;0;-11.509;-30.847;;0;0;-186.83
11150;-223.657;-165.343;-107.956;0;-141.968;0;-162.08;-168.418;0;-13.56;-27.59;;0;0;-209.109
11160;-241.294;-164.916;-110.619;0;-152.466;0;-171.695;-180.876;0;-14.244;-24.534;;0;0;-228.945
