timepoints (min);30: frq9-.1;31: frq9-.2;32: frq9-.3;33: frq10-.1;34: frq10-.2;35: frq10-.3;36: wc-1+.1;37: wc-1+.2;38: wc-1+.3;39: wc-2+.1;40: wc-2+.2;;41: wc-1-.1;42: wc-1-.3
7580;-126.305;-169.807;-189.138;14.469;6.734;44.443;14.13;-9.869;29.872;20.25;26.305;;0.161;23.596
7590;-122.327;-168.201;-185.13;16.32;6.11;45.774;14.654;-7.037;33.39;17.743;27.757;;-0.226;25.484
7600;-118.394;-166.617;-181.712;17.552;5.066;46.836;15.823;-4.072;34.972;14.877;28.822;;1.156;27.156
7610;-115.754;-163.672;-178.654;17.148;4.145;48.046;18.894;-0.436;34.505;12.171;29.196;;6.542;26.828
7620;-113.014;-162.028;-175.954;16.822;4.183;48.549;23.237;3.418;33.215;9.458;28.109;;11.492;25.103
7630;-110.154;-160.308;-171.08;16.674;5.181;49.126;28.662;6.843;31.979;7.29;26.117;;14.07;23.828
7640;-106.095;-160.548;-164.637;16.672;5.603;49.102;34.087;9.334;30.406;5.142;24.97;;15.64;22.863
7650;-101.462;-161.165;-156.115;16.223;6.13;48.701;39.075;11.444;29.363;3.334;24.415;;16.366;22.239
7660;-97.788;-161.411;-147.599;15.189;6.057;48.474;43.596;13.892;29.108;1.966;24.248;;17.686;21.543
7670;-96.582;-161.137;-137.712;14.034;5.692;48.385;46.392;16.618;28.799;0.563;23.063;;18.817;21.378
7680;-97.007;-159.943;-127.905;12.56;5.673;48.905;47.702;18.476;28.299;-1.327;23.183;;18.695;20.472
7690;-95.717;-158.288;-119.677;11.086;5.72;49.836;48.49;19.301;27.532;-2.404;24.092;;18.756;18.617
7700;-92.342;-158.273;-111.759;8.771;5.847;50.899;49.628;19.472;24.657;-3.599;26.034;;20.029;16.279
7710;-88.451;-158.065;-105.52;5.937;5.728;51.87;50.058;19.357;21.16;-4.154;27.239;;21.335;13.461
7720;-84.126;-154.019;-97.988;2.881;5.975;55.137;49.806;19.193;18.301;-4.166;26.33;;20.388;10.728
7730;-77.96;-149.974;-90.015;-0.394;5.822;58.219;49.596;19.29;16.527;-4.225;24.498;;19.444;8.775
7740;-73.594;-142.919;-78.923;-3.199;5.406;61.708;49.343;20.143;15.221;-3.708;21.926;;16.834;7.281
7750;-67.738;-133.331;-67.348;-5.163;4.65;64.488;47.617;20.916;14.494;-3.439;18.372;;10.836;5.417
7760;-64.895;-123.743;-55.605;-6.015;3.312;66.535;43.848;21.247;13.105;-2.942;15.211;;5.497;3.095
7770;-64.961;-110.828;-46.05;-6.27;2.094;66.857;40.338;20.579;10.846;-2.417;13.331;;4.808;1.31
7780;-63.538;-97.058;-35.977;-6.459;0.724;65.599;37.091;19.244;9.057;-1.719;12.241;;4.455;-0.812
7790;-60.593;-83.288;-26.903;-6.265;-1.236;63.545;35.309;18.759;8.019;-1.502;10.785;;3.194;-4.407
7800;-58.992;-73.167;-13.589;-6.314;-2.796;60.921;34.928;17.761;6.011;-1.846;8.782;;3.488;-7.588
7810;-57.219;-66.96;2.76;-6.612;-4.466;56.919;34.822;15.811;2.626;-2.396;6.879;;1.494;-10.625
7820;-49.066;-60.636;20.074;-6.91;-6.012;53.186;33.57;13.112;-2.225;-2.691;4.494;;-5.492;-12.032
7830;-38.412;-51.801;33.389;-7.353;-7.938;48.494;32.61;10.728;-6.948;-2.706;2.185;;-13.516;-14.436
7840;-26.163;-37.386;45.063;-7.714;-9.244;43.712;32.868;8.807;-11.606;-2.811;-0.352;;-18.27;-16.738
7850;-14.851;-23.288;58.228;-7.152;-10.51;39.211;33.659;6.567;-15.103;-2.537;-3.183;;-23.32;-19.378
7860;-2.361;-9.662;72.81;-4.593;-11.334;34.79;32.927;3.29;-17.037;-2.526;-6.553;;-30.777;-20.16
7870;10.353;2.89;86.97;-1.879;-12.281;30.778;29.443;-0.708;-17.953;-2.659;-9.606;;-36.837;-19.588
7880;22.978;15.807;98.578;0.919;-13.731;26.506;24.359;-5.625;-17.836;-3.641;-12.055;;-40.521;-18.59
7890;33.832;31.946;105.941;3.677;-14.982;21.607;19.061;-8.279;-16.917;-4.686;-14.757;;-42.56;-17.446
7900;42.725;51.132;111.619;6.67;-16.055;16.646;15.128;-10.673;-15.386;-6.446;-18.302;;-43.669;-16.055
7910;53.891;69.746;116.629;8.835;-16.934;11.73;11.292;-14.219;-14.025;-10.407;-21.618;;-44.026;-15.243
7920;65.352;88.532;119.357;10.517;-17.368;7.155;8.037;-17.734;-12.499;-14.223;-25.141;;-43.473;-15.185
7930;76.229;106.299;121.4;12.131;-17.865;2.553;5.926;-19.604;-10.339;-16.615;-30.008;;-42.363;-15.059
7940;85.905;123.997;122.926;13.406;-18.641;-2.261;4.509;-20.847;-6.261;-19.607;-34.683;;-40.817;-14.161
7950;94.565;142.145;123.531;14.706;-20.979;-7.472;3.432;-21.954;-4.748;-22.557;-40.433;;-40.421;-12.102
7960;104.614;161.095;126.535;15.694;-23.146;-11.806;2.828;-23.073;-6.655;-26.313;-45.692;;-42.004;-9.301
7970;115.262;179.277;132.324;16.676;-25.465;-16.452;1.339;-24.709;-9.159;-30.549;-48.826;;-41.473;-6.359
7980;122.622;197.383;138.982;17.679;-27.663;-20.716;-1.054;-26.326;-11.663;-34.702;-51.738;;-40.739;-3.716
7990;129.779;212.641;141.37;18.379;-28.181;-25.539;-4.509;-27.865;-12.828;-39.135;-55.106;;-38.643;-1.934
8000;134.534;223.514;143.771;18.801;-27.564;-29.954;-7.898;-28.785;-14.2;-43.548;-58.543;;-34.189;-1.022
8010;138.004;234.27;143.244;18.45;-26.636;-33.114;-10.579;-28.861;-14.618;-48.625;-62.052;;-30.652;-0.79
8020;139.588;238.617;146.463;17.617;-25.757;-34.406;-13.263;-28.019;-13.974;-53.821;-65.913;;-32.286;-1.783
8030;139.461;238.451;149.545;16.843;-24.658;-34.647;-16.766;-26.768;-14.872;-59.375;-68.88;;-32.608;-2.483
8040;139.382;238.223;152.532;15.949;-23.916;-36.401;-20.537;-25.731;-17.137;-64.069;-70.109;;-33.589;-0.883
8050;140.452;239.542;151.011;15.314;-23.036;-37.159;-23.601;-24.234;-19.643;-68.241;-70.846;;-33.108;0.041
8060;143.247;243.888;144.24;14.812;-22.063;-37.508;-26.326;-22.954;-21.097;-71.91;-70.857;;-30.559;2.186
8070;142.441;248.669;136.825;14.713;-20.03;-38.221;-28.218;-21.669;-20.95;-75.674;-70.439;;-26.018;1.967
8080;141.215;251.026;129.639;15.021;-17.797;-38.644;-29.183;-19.81;-19.989;-78.185;-70.487;;-22.835;1.662
8090;137.803;248.866;124.388;15.447;-16.105;-38.979;-29.301;-16.161;-18.371;-80.702;-70.874;;-20.034;2.65
8100;136.843;245.879;119.302;15.506;-14.236;-38.99;-29.204;-11.503;-16.593;-82.481;-71.043;;-15.179;3.72
8110;135.956;243.029;115.597;15.397;-13.661;-38.708;-29.568;-6.895;-15.192;-84.066;-71.054;;-14.457;4.571
8120;137.069;242.828;113.172;15.095;-13.01;-38.232;-29.13;-3.09;-13.872;-85.368;-71.723;;-14.203;3.233
8130;137.568;240.174;110.623;13.993;-12.826;-37.921;-27.499;2.008;-12.932;-86.31;-72.768;;-12.319;-0.028
8140;140.542;234.51;107.683;13.019;-12.117;-37.623;-25.444;5.606;-12.451;-87.087;-74;;-9.692;-2.574
8150;143.455;226.284;102.582;10.95;-11.429;-38.022;-23.883;8.852;-12.953;-87.444;-74.815;;-8.087;-5.23
8160;143.257;217.869;97.033;8.96;-10.261;-39.371;-23.215;13.061;-14.338;-85.681;-74.432;;-6.359;-6.083
8170;142.754;206.345;89.774;7.851;-9.04;-40.807;-20.974;17.932;-16.514;-83.316;-72.393;;-5.258;-6.919
8180;140.775;195.266;83.225;6.535;-6.702;-42.542;-18.637;22.123;-19.401;-80.382;-69.756;;-3.977;-9.335
8190;138.397;184.326;77.382;6.721;-4.247;-42.742;-15.746;26.19;-24.21;-77.072;-67.141;;-3.102;-12.07
8200;135.599;172.106;73.541;7.988;-1.403;-40.967;-12.301;30.458;-25.393;-73.749;-64.179;;-1.975;-15.781
8210;130.579;157.484;68.526;10.143;0.963;-39.535;-10.27;33.346;-23.247;-69.997;-59.2;;2.178;-17.531
8220;123.716;140.644;61.07;12.342;3.225;-37.876;-6.719;35.273;-20.586;-66.378;-52.535;;7.586;-18.001
8230;116.406;123.647;53.463;14.366;5.63;-36.177;-4.502;36.425;-18.116;-62.466;-46.201;;11.382;-18.541
8240;109.608;106.272;46.247;15.634;8.399;-33.834;-1.499;37.589;-16.126;-59.306;-40.448;;12.524;-19.328
8250;102.314;86.542;38.87;16.706;10.222;-31.559;-0.506;37.759;-14.503;-55.931;-34.268;;11.968;-20.766
8260;94.492;64.6;33.028;18.105;12.149;-29.603;0.028;37.068;-13.73;-52.408;-28.393;;11.346;-22.153
8270;86.688;45.473;27.621;19.414;12.934;-28.012;1.468;35.448;-14.021;-48.726;-22.349;;11.194;-23.548
8280;85.411;29.691;22.028;20.615;12.768;-26.599;3.726;33.153;-13.243;-44.663;-17.508;;11.372;-24.836
8290;81.393;12.513;20.629;21.657;13.934;-23.548;5.099;30.932;-12.443;-40.628;-13.84;;10.255;-26.222
8300;75.808;-3.939;20.56;22.699;15.113;-20.512;5.691;29.102;-10.88;-35.312;-9.901;;8.039;-27.433
8310;68.523;-17.884;22.968;23.949;15.994;-17.168;7.382;28.017;-9.294;-30.458;-7.037;;8.17;-26.204
8320;62.113;-29.549;23.258;25.015;14.582;-14.553;10.964;26.515;-8.941;-25.284;-4.699;;11.886;-23.563
8330;55.306;-40.374;22.837;25.676;13.218;-12.167;13.143;23.767;-9.706;-20.879;-1.719;;18.328;-22.568
8340;49.85;-51.254;21.501;25.428;11.546;-9.774;13.67;19.368;-10.957;-15.839;2.077;;22.062;-24.732
8350;40.194;-65.004;18.924;25.021;10.248;-7.423;13.426;14.062;-12.686;-11.479;7.781;;21.934;-26.993
8360;28.927;-77.754;15.462;23.899;10.463;-5.622;14.561;10.585;-13.931;-6.945;13.794;;24.637;-29.392
8370;16.488;-91.48;9.087;22.491;10.768;-3.447;16.712;9.28;-14.913;-1.651;19.23;;27.292;-28.523
8380;3.661;-101.345;0.752;22.279;12.455;-1.137;18.897;8.356;-15.982;3.408;24.403;;28.275;-24.531
8390;-9.12;-110.25;-7.014;22.121;14.39;1.349;20.346;7.152;-17.258;9.108;29.655;;30.804;-20.36
8400;-19.741;-117.923;-12.841;23.469;16.339;4.983;20.753;6.262;-18.572;14.52;36.018;;33.132;-16.223
8410;-28.714;-124.272;-18.614;26.103;18.906;9.509;21.33;5.088;-19.299;20.437;42.574;;34.614;-14.761
8420;-37.637;-127.461;-22.883;28.393;22.331;13.797;19.877;3.313;-19.789;25.727;47.876;;38.114;-15.258
8430;-45.837;-130.709;-27.393;30.717;25.99;18.557;18.89;1.215;-19.93;30.458;53.177;;45.748;-12.148
8440;-52.968;-136.943;-32.623;31.596;29.574;22.437;17.4;-0.237;-17.211;35.349;58.454;;53.993;-9.037
8450;-60.103;-142.498;-40.821;30.639;34.059;24.837;14.863;-1.08;-14.316;40.09;63.309;;60;-4.939
8460;-67.403;-150.328;-49.321;28.811;39.611;26.985;13.862;-0.908;-11.861;45.458;66.786;;62.514;-4.193
8470;-74.086;-157.614;-57.166;26.873;45.197;28.124;12.89;0.281;-10.804;50.625;69.577;;62.197;-5.051
8480;-79.726;-164.659;-64.447;24.597;51.139;30.477;13.174;2.575;-10.639;56.967;71.89;;58.153;-5.589
8490;-84.785;-171.27;-69.247;22.721;55.803;34.553;14.488;5.212;-10.434;63.909;74.088;;57.778;-5.132
8500;-89.127;-174.797;-74.341;20.783;59.428;39.023;17.348;8.135;-9.469;70.712;75.465;;60.486;-3.135
8510;-93.32;-176.284;-78.394;19.029;63.052;43.903;21.99;10.655;-6.019;76.636;75.977;;64.382;-0.815
8520;-97.732;-176.092;-84.404;17.222;64.058;48.377;25.115;13.706;0.363;82.421;75.811;;67.921;1.443
8530;-106.954;-176.717;-89.468;15.437;64.292;52.797;26.832;16.879;5.71;86.599;74.891;;68.611;2.099
8540;-113.657;-176.222;-96.885;13.532;63.37;56.317;28.186;19.383;10.396;90.603;72.577;;69.266;1.646
8550;-119.243;-177.503;-106.468;11.644;63.434;59.728;28.703;21.862;14.527;92.608;69.463;;72.916;2.414
8560;-126.382;-180.288;-117.259;9.728;62.808;62.399;27.281;25.639;19.706;94.057;66.401;;78.561;0.451
8570;-133.789;-185.505;-126.047;6.316;61.439;65.263;22.775;29.924;25.102;95.288;63.67;;76.919;-1.512
8580;-141.543;-190.04;-134.132;3.063;60.048;68.004;20.214;33.963;30.539;96.16;61.378;;70.368;-2.743
8590;-149.088;-192.652;-141.335;0.757;59.302;70.324;18.385;37.622;33.022;96.535;58.879;;65.623;-2.966
8600;-150.959;-191.498;-147.254;-1.528;59.966;72.052;17.385;41.844;35.481;96.752;54.75;;62.436;-2.632
8610;-150.534;-189.684;-153.087;-2.817;60.862;73.135;16.251;45.047;37.988;96.517;48.935;;59.408;-1.138
8620;-147.535;-186.072;-156.72;-3.349;61.229;72.803;15.626;47.237;40.782;95.393;43.961;;56.633;-0.454
8630;-142.508;-183.233;-157.593;-4.866;58.428;72.377;15.883;48.503;43.892;94.029;39.188;;54.461;0.24
8640;-137.886;-179.993;-158.68;-6.308;55.319;71.47;17.152;48.899;47.19;92.025;34.334;;52.055;1.23
8650;-133.586;-178.326;-158.284;-8.068;52.21;69.394;18.848;49.072;50.465;89.698;28.222;;49.495;1.501
8660;-130.303;-179.283;-158.011;-10.455;49.114;67.233;20.033;48.612;53.953;86.714;21.499;;45.628;2.766
8670;-126.582;-182.552;-157.357;-13.721;45.578;63.985;20.044;47.226;57.408;83.857;14.619;;41.066;4.503
8680;-121.807;-183.498;-156.018;-16.863;40.763;59.377;18.782;46.243;59.375;80.863;7.71;;35.375;3.432
8690;-115.161;-181.617;-154.121;-18.772;35.948;53.64;15.415;44.828;59.357;77.545;1.445;;26.96;2.465
8700;-108.368;-178.214;-150.447;-19.859;31.488;47.902;12.429;42.512;58.579;74.566;-4.913;;16.93;1.018
8710;-102.581;-171.996;-145.957;-20.69;27.04;43.764;9.65;39.541;56.916;70.897;-12.83;;10.145;0.732
8720;-97.546;-165.826;-142.048;-21.506;22.592;39.832;4.343;36.508;55.247;67.153;-20.542;;5.359;0.47
8730;-91.832;-158.287;-138.754;-21.76;17.506;35.09;-3.028;32.737;54.439;61.866;-26.538;;4.601;0.506
8740;-86.739;-149.509;-132.806;-21.868;11.545;28.777;-11.433;29.21;53.823;55.444;-30.503;;2.721;0.542
8750;-82.319;-140.492;-126.037;-21.945;6.488;23.85;-21.087;26.575;53.479;48.749;-34.072;;-1.578;1.077
8760;-75.837;-130.785;-118.909;-22.312;1.425;19.646;-30.734;24.301;51.269;42.781;-37.771;;-8.346;2.27
8770;-69.281;-123.219;-111.346;-23.094;-0.633;16.354;-39.361;21.036;46.701;36.172;-41.476;;-16.771;4.594
8780;-63.138;-116.131;-105.898;-22.436;-1.301;13.212;-46.345;17.847;43.386;31.061;-44.881;;-24.899;7.039
8790;-56.49;-107.971;-100.37;-22.266;-2.044;10.714;-51.921;15.583;41.654;25.341;-47.455;;-28.906;9.298
8800;-49.368;-98.15;-94.041;-22.217;-4.348;8.87;-56.73;12.894;39.702;20.526;-49.069;;-28.623;9.852
8810;-38.89;-86.764;-84.297;-22.899;-6.418;5.888;-60.759;8.433;36.152;15.916;-51.008;;-32.33;11.039
8820;-29.028;-75.797;-73.855;-21.728;-7.083;3.022;-64.138;3.236;32.781;12.327;-53.41;;-36.938;12.28
8830;-18.846;-65.819;-62.025;-20.597;-7.748;-0.844;-69.323;-2.177;29.606;9.091;-55.746;;-38.081;14.641
8840;-9.314;-57.406;-50.737;-20.593;-8.153;-4.687;-74.506;-7.074;28.913;7.964;-57.887;;-35.212;17.543
8850;-1.28;-48.877;-39.727;-20.41;-9.782;-8.421;-78.266;-12.051;27.655;7.072;-60.47;;-32.687;20.183
8860;7.076;-39.815;-27.806;-20.923;-11.377;-12.13;-82.499;-17.025;25.997;5.999;-61.753;;-33.957;20.964
8870;13.127;-31.383;-15.588;-21.076;-10.248;-15.429;-86.972;-21.548;24.076;5.166;-56.44;;-35.185;21.745
8880;17.414;-21.465;-2.738;-20.781;-6.364;-18.655;-92.117;-24.521;21.877;3.855;-49.659;;-38.103;20.45
8890;21.818;-10.127;9.102;-20.458;-2.257;-21.488;-96.701;-26.308;19.938;1.979;-42.55;;-41.17;17.968
8900;25.913;1.469;20.182;-20.887;1.851;-23.281;-100.57;-28.326;18.374;0.316;-34.961;;-44.972;16.124
8910;31.538;16.018;30.739;-21.945;5.034;-25.248;-104.942;-29.957;16.546;-2.044;-26.412;;-50.601;14.28
8920;37.012;33.811;43.56;-22.694;7.892;-25.052;-107.435;-30.724;14.634;-4.25;-17.201;;-57.059;14.382
8930;41.684;49.699;56.661;-23.194;10.47;-23.462;-107.03;-30.676;15.517;-7.097;-7.919;;-63.946;16.801
8940;44.513;65.143;71.857;-23.349;13.312;-19.851;-105.342;-30.614;15.414;-10.206;1.148;;-70.629;19.276
8950;47.288;79.188;87.052;-23.063;16.07;-15.726;-104.161;-30.24;15.272;-13.557;10.259;;-73.683;19.99
8960;51.27;92.41;101.481;-23.19;18.521;-12.717;-103.399;-30.029;15.45;-15.96;21.011;;-75.964;20.163
8970;56.723;105.742;113.366;-23.338;20.469;-9.714;-99.841;-30.128;16.252;-18.481;32.134;;-76.759;18.932
8980;60.768;115.561;125.53;-24.055;21.981;-7.812;-93.153;-30.31;16.946;-20.768;42.764;;-76.812;17.778
8990;65.014;123.749;135.25;-24.626;23.4;-6.677;-86.01;-30.512;17.367;-22.734;52.396;;-78.257;16.861
9000;69.498;129.505;144.735;-24.862;24.236;-7.019;-77.219;-31.553;16.931;-24.251;62.647;;-81.185;15.463
9010;70.444;134.714;152.501;-25.07;25.148;-7.926;-69.843;-32.397;15.709;-25.641;74.181;;-83.778;13.519
9020;68.76;139.96;158.625;-25.189;26.189;-8.992;-62.063;-33.048;14.577;-26.337;86.502;;-84.234;10.884
9030;66.276;146.783;165.835;-26.908;27.403;-10.019;-55.219;-33.444;12.593;-26.484;99.063;;-81.881;7.381
9040;63.046;152.945;173.088;-28.24;28.617;-11.811;-49.232;-34.521;9.79;-26.072;111.997;;-78.527;4.057
9050;60.356;159.208;180.452;-29.393;29.022;-14.16;-43.146;-35.957;6.67;-25.394;124.913;;-79.279;2.101
9060;56.124;163.477;185.546;-29.614;29.56;-14.829;-36.276;-37.137;3.415;-24.317;138.212;;-79.298;1.054
9070;52.723;166.048;187.794;-29.665;30.258;-15.316;-28.23;-36.833;0.617;-24.028;151.451;;-75.004;1.015
9080;50.861;168.761;188.407;-29.017;30.901;-14.87;-19.361;-36.095;-2.201;-23.563;163.581;;-69.796;0.977
9090;49.652;172.132;186.01;-27.884;32.858;-15.039;-10.066;-37.127;-5.29;-25.117;175.212;;-71.447;0.459
9100;47.164;175.105;185.345;-26.426;35.11;-15.67;-0.897;-38.622;-8.45;-25.898;186.804;;-70.789;-0.4
9110;44.895;176.684;183.586;-24.982;37.521;-16.757;6.899;-38.177;-11.939;-26.319;198.488;;-64.879;-1.021
9120;43.433;175.401;183.05;-24.338;38.008;-17.743;13.741;-37.272;-16.197;-26.687;210.589;;-57.313;-0.121
9130;42.127;170.568;181.433;-24.486;37.51;-19.199;20.406;-36.699;-21.212;-26.255;221.519;;-47.55;1.668
9140;40.386;163.735;181.102;-24.633;36.861;-20.465;27.447;-36.862;-27.177;-24.789;232.411;;-43.152;4.93
9150;36.612;158.052;182.364;-24.746;36.349;-21.291;35.905;-36.981;-33.168;-23.342;242.719;;-42.571;7.538
9160;33.353;150.319;184.306;-24.019;35.483;-21.895;45.873;-36.199;-39.171;-21.185;252.214;;-36.639;10.087
9170;30.265;141.535;182.153;-22.324;33.935;-23.259;54.988;-35.783;-45.374;-18.972;261.349;;-24.619;12.417
9180;29.865;131.303;179.621;-20.608;32.291;-24.321;60.863;-35.178;-52.01;-15.832;270.412;;-14.938;13.877
9190;30.72;120.941;172.328;-18.996;30.194;-24.783;66.755;-33.301;-57.723;-12.308;279.15;;-6.141;14.945
9200;31.126;109.588;163.723;-17.542;27.208;-25.677;72.836;-30.943;-62.819;-9.017;287.978;;2.474;16.823
9210;30.879;98.072;154.248;-17.251;20.677;-24.411;79.066;-27.996;-68.041;-6.743;296.635;;10.13;18.723
9220;31.192;84.957;145.28;-17.029;14.146;-21.709;84.852;-25.87;-73.683;-4.819;305.346;;15.757;20.872
9230;32.215;73.731;135.622;-11.912;9.594;-17.908;89.046;-24.491;-79.368;-3.102;313.178;;20.506;21.993
9240;33.08;62.32;125.309;-6.634;6.266;-13.346;92.189;-22.837;-84.626;-1.914;320.705;;24.666;22.426
9250;35.932;56.432;115.994;-3.08;3.418;-8.634;94.534;-21.178;-90.139;-0.806;328.338;;26.792;22.956
9260;39.425;50.833;107.234;0.537;0.523;-4.742;97.359;-19.476;-95.954;0.64;335.768;;27.743;22.781
9270;45.389;48.786;99.982;6.553;-0.719;-1.206;99.76;-17.535;-101.367;2.319;342.212;;23.948;21.472
9280;48.392;39.789;91.472;12.043;0.327;2.258;102.432;-17.447;-105.902;3.677;347.863;;18.417;21.499
9290;51.997;30.513;83.154;14.277;1.338;5.794;104.868;-17.363;-108.728;6.003;353.141;;14.524;22.087
9300;54.828;20.811;72.615;16.388;2.323;8.389;106.676;-15.735;-110.76;8.208;359.058;;11.27;22.635
9310;59.912;12.461;61.836;19.225;0.811;10.92;107.364;-13.283;-112.47;11.106;365.91;;5.585;22.505
9320;62.841;6.034;54.629;21.422;-0.521;12.571;106.68;-11.852;-114.503;13.957;369.905;;-1.022;21.263
9330;65.298;-1.457;48.24;22.305;-1.519;13.706;105.465;-9.73;-116.625;17.377;374.094;;-7.997;19.757
9340;63.806;-9.65;45.051;23.008;-2.714;14.983;105.462;-6.582;-118.448;21.178;379.097;;-8.65;18.737
9350;64.019;-18.379;37.519;24.037;-3.593;16.465;104.699;-4.444;-119.983;24.419;385.414;;-8.159;18.188
9360;64.637;-26.557;30.441;26.593;-4.292;18.025;104.917;-5.332;-120.84;26.461;391.659;;-5.509;19.012
9370;64.648;-31.668;19.324;30.397;-5.276;18.434;104.599;-4.658;-120.234;28.622;396.625;;-0.909;19.192
9380;64.763;-34.556;9.057;34.555;-5.636;18.55;104.47;-3.568;-118.501;29.862;400.981;;-2.244;19.323
9390;63.05;-37.323;-1.328;39.833;-5.404;18.381;103.433;-1.783;-116.01;30.702;405.065;;-4.356;18.306
9400;62.825;-42.059;-14.091;46.865;-5.007;18.494;101.499;1.29;-112.993;30.77;409.225;;0.403;17.483
9410;60.634;-47.967;-26.543;54.417;-4.502;18.797;98.725;5.179;-109.512;30.567;413.193;;2.121;17.957
9420;58.284;-52.225;-38.412;60.847;-3.934;19.804;94.463;9.532;-106.029;30.337;415.939;;-0.69;18.135
9430;53.066;-54.607;-49.48;67.298;-3.366;20.578;88.251;11.699;-103.928;30.084;418.097;;-1.701;15.654
9440;46.012;-56.076;-58.626;72.316;-2.541;20.072;80.542;11.433;-103.154;29.717;419.414;;-4.89;11.303
9450;39.932;-58.499;-64.91;76.025;-1.52;19.392;72.741;9.879;-103.113;29.287;420.832;;-11.063;7.007
9460;33.172;-62.166;-71.488;80.248;3.101;16.579;64.394;8.919;-102.941;27.697;421.549;;-17.03;3.712
9470;25.97;-64.357;-76.407;84.541;7.404;12.338;57.004;9.229;-101.834;26.407;386.859;;-23.503;0.909
9480;17.713;-67.383;-82.979;84.382;9.538;8.257;49.232;10.908;-100.957;24.196;352.89;;-26.695;-0.109
9490;8.997;-71.148;-90.352;84.383;10.72;4.228;40.763;12.443;-100.994;22.514;319.321;;-26.396;-0.171
9500;-0.997;-77.92;-98.564;85.819;11.909;0.172;32.912;13.661;-99.921;20.952;285.466;;-22.72;-0.677
9510;-10.265;-85.855;-106.419;86.502;12.105;-3.008;27.221;13.662;-97.15;18.794;251.611;;-18.687;-1.019
9520;-18.292;-96.854;-116.034;84.921;9.8;-6.479;21.412;13.625;-94.381;16.177;218.208;;-11.272;-1.779
9530;-22.583;-102.108;-124.502;82.966;5.663;-10.183;17.081;15.447;-91.91;13.607;185.545;;-0.377;-2.989
9540;-27.451;-105.814;-133.83;83.571;0.172;-13.495;12.806;18.022;-89.6;10.437;152.952;;7.556;-4.651
9550;-32.27;-109.025;-141.199;84.163;-4.27;-15.908;8.153;19.316;-87.397;7.426;119.579;;13.593;-6.21
9560;-37.899;-110.32;-146.412;83.874;-4.454;-18.092;3.914;19.36;-85.592;4.65;85.141;;18.378;-8.092
9570;-41.444;-111.171;-149.578;83.586;-1.697;-19.228;-0.817;18.923;-83.603;2.786;53.662;;21.847;-9.766
9580;-47.262;-111.281;-154.272;82.345;0.381;-19.582;-5.486;16.952;-81.454;0.352;22.301;;22.662;-10.516
9590;-50.054;-111.794;-158.388;79.975;1.382;-19.337;-10.257;13.956;-77.633;-1.566;-9.641;;21.342;-11.342
9600;-55.888;-113.672;-161.29;76.879;1.634;-19.346;-16.434;11.844;-73.596;-3.628;-42.832;;21.091;-11.28
9610;-62.494;-115.818;-163.95;72.021;1.887;-20.025;-22.212;11.208;-69.048;-3.57;-76.374;;21.299;-10.505
9620;-68.459;-117.426;-164.146;65.961;1.375;-19.588;-28.273;9.338;-64.695;-3.65;-109.443;;19.457;-11.334
9630;-73.374;-116.12;-165.869;60.226;-0.174;-18.617;-34.138;6.982;-60.44;-3.97;-142.026;;20.092;-12.197
9640;-75.497;-114.901;-167.578;53.383;-2.163;-18.171;-39.257;4.64;-56.941;-4.51;-174.69;;22.033;-14.286
9650;-76.902;-112.914;-167.539;45.421;-3.6;-18.181;-45.073;1.15;-53.794;-5.011;-207.312;;21.523;-15.603
9660;-76.727;-111.999;-166.268;36.127;-4.05;-18.788;-50.807;-3.948;-51.433;-5.462;-239.628;;24.614;-19.065
9670;-75.923;-112.519;-163.596;26.65;-4.761;-20.323;-55.178;-10.039;-49.292;-5.483;-270.629;;28.566;-22.346
9680;-74.375;-111.608;-162.273;17.131;-4.699;-22.023;-58.087;-15.298;-45.676;-5.543;-300.673;;31.793;-24.468
9690;-70.869;-111.891;-162.56;10.455;-6.037;-23.665;-61.043;-18.713;-41.343;-5.448;-330.017;;37.713;-22.503
9700;-67.937;-111.04;-164.927;4.739;-7.03;-25.588;-63.869;-21.143;-36.196;-6.233;-359.481;;44.036;-20.119
9710;-64.157;-108.723;-166.761;-0.149;-8.674;-27.83;-66.109;-24.033;-30.065;-5.968;-388.786;;46.72;-20.983
9720;-61.488;-103.726;-166.876;-4.817;-10.814;-30.114;-67.146;-26.895;-24.11;-6.543;-383.248;;48.868;-21.552
9730;-57.982;-97.335;-164.619;-9.481;-12.403;-30.959;-66.463;-30.028;-18.426;-6.39;-377.497;;50.25;-22.097
9740;-53.796;-87.857;-160.359;-14.429;-14.509;-31.683;-64.43;-32.537;-12.523;-6.381;-371.69;;51.441;-21.445
9750;-50.263;-79.018;-155.978;-19.716;-17.415;-32.022;-62.262;-35.123;-7.979;-6.29;-365.807;;49.924;-21.074
9760;-48.257;-68.017;-152.106;-24.367;-18.833;-32.528;-61.981;-37.447;-4.509;-5.817;-359.793;;47.415;-20.614
9770;-49.087;-57.321;-146.051;-29.199;-18.459;-32.952;-62.152;-38.375;-0.989;-5.116;-353.703;;44.323;-19.997
9780;-50.466;-46.346;-138.396;-33.15;-17.526;-33.799;-63.655;-38.308;3.401;-4.847;-347.614;;39.309;-18.381
9790;-47.912;-36.946;-129.149;-36.166;-15.134;-34.105;-64.119;-39.441;7.065;-4.966;-341.434;;35.188;-16.211
